"Status","Year","Sex","Age","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Male","20-29","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","20-29","International Trade","40","40","[c]","[c]"
"New entrant CS","2021","Male","20-29","Knowledge and Information Management","30","30","[c]","[c]"
"New entrant CS","2021","Male","20-29","Legal","110","110","33480","29570"
"New entrant CS","2021","Male","20-29","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","20-29","Operational Delivery","2810","2760","24170","22850"
"New entrant CS","2021","Male","20-29","Operational Research","50","50","30380","31500"
"New entrant CS","2021","Male","20-29","Other","300","300","25780","25000"
"New entrant CS","2021","Male","20-29","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","20-29","Policy","860","850","33560","32790"
"New entrant CS","2021","Male","20-29","Project Delivery","170","160","31270","31810"
"New entrant CS","2021","Male","20-29","Property","90","90","28110","27880"
"New entrant CS","2021","Male","20-29","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","20-29","Science and Engineering","290","290","26030","26480"
"New entrant CS","2021","Male","20-29","Security","160","160","24030","23540"
"New entrant CS","2021","Male","20-29","Social Research","30","30","[c]","[c]"
"New entrant CS","2021","Male","20-29","Statistics","110","110","30300","30100"
"New entrant CS","2021","Male","20-29","Tax","780","760","22560","20140"
"New entrant CS","2021","Male","20-29","Unknown","3330","3320","26410","27570"
"New entrant CS","2021","Male","20-29","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","30-39","Commercial","60","60","40000","40500"
"New entrant CS","2021","Male","30-39","Communications","50","50","[c]","[c]"
"New entrant CS","2021","Male","30-39","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","30-39","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","30-39","Digital, Data and Technology","320","320","43490","39330"
"New entrant CS","2021","Male","30-39","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","30-39","Finance","90","90","38250","35850"
"New entrant CS","2021","Male","30-39","Human Resources","50","50","[c]","[c]"
"New entrant CS","2021","Male","30-39","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","30-39","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","30-39","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","30-39","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","30-39","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","30-39","Legal","110","110","43510","48040"
"New entrant CS","2021","Male","30-39","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","30-39","Operational Delivery","1700","1670","26690","24120"
"New entrant CS","2021","Male","30-39","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","30-39","Other","150","150","32140","27450"
"New entrant CS","2021","Male","30-39","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","30-39","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","30-39","Policy","330","330","42490","38750"
"New entrant CS","2021","Male","30-39","Project Delivery","170","170","39740","38630"
"New entrant CS","2021","Male","30-39","Property","50","50","36630","30990"
"New entrant CS","2021","Male","30-39","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","30-39","Science and Engineering","120","110","34510","33000"
"New entrant CS","2021","Male","30-39","Security","130","130","28000","25540"
"New entrant CS","2021","Male","30-39","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","30-39","Statistics","40","40","[c]","[c]"
"New entrant CS","2021","Male","30-39","Tax","400","400","23400","20140"
"New entrant CS","2021","Male","30-39","Unknown","2170","2160","29700","27570"
"New entrant CS","2021","Male","30-39","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","40-49","Commercial","40","40","[c]","[c]"
"New entrant CS","2021","Male","40-49","Communications","30","30","[c]","[c]"
"New entrant CS","2021","Male","40-49","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","40-49","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","40-49","Digital, Data and Technology","320","310","46380","44310"
"New entrant CS","2021","Male","40-49","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","40-49","Finance","70","70","42840","38630"
"New entrant CS","2021","Male","40-49","Human Resources","50","40","[c]","[c]"
"New entrant CS","2021","Male","40-49","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","40-49","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","40-49","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","40-49","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","40-49","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","40-49","Legal","70","70","48340","48080"
"New entrant CS","2021","Male","40-49","Medicine","40","30","[c]","[c]"
"New entrant CS","2021","Male","40-49","Operational Delivery","990","970","28960","24880"
"New entrant CS","2021","Male","40-49","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","40-49","Other","170","170","32940","26510"
"New entrant CS","2021","Male","40-49","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","40-49","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","40-49","Policy","130","130","53750","49530"
"New entrant CS","2021","Male","40-49","Project Delivery","110","110","43080","40000"
"New entrant CS","2021","Male","40-49","Property","60","60","40550","33000"
"New entrant CS","2021","Male","40-49","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","40-49","Science and Engineering","90","80","38590","37320"
"New entrant CS","2021","Male","40-49","Security","100","100","29290","25540"
"New entrant CS","2021","Male","40-49","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","40-49","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","40-49","Tax","210","200","23240","20140"
"New entrant CS","2021","Male","40-49","Unknown","1670","1660","31300","27570"
"New entrant CS","2021","Male","40-49","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","50-59","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","50-59","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","50-59","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","50-59","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","50-59","Digital, Data and Technology","180","180","47690","48210"
"New entrant CS","2021","Male","50-59","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","50-59","Finance","40","40","[c]","[c]"
"New entrant CS","2021","Male","50-59","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","50-59","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","50-59","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","50-59","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","50-59","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","50-59","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","50-59","Legal","50","50","47990","48080"
"New entrant CS","2021","Male","50-59","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","50-59","Operational Delivery","970","940","29000","24880"
"New entrant CS","2021","Male","50-59","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","50-59","Other","210","210","31490","26350"
"New entrant CS","2021","Male","50-59","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","50-59","Policy","100","100","48880","44850"
"New entrant CS","2021","Male","50-59","Project Delivery","110","110","45600","40000"
"New entrant CS","2021","Male","50-59","Property","90","90","40830","33300"
"New entrant CS","2021","Male","50-59","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","50-59","Science and Engineering","110","110","38590","36330"
"New entrant CS","2021","Male","50-59","Security","140","140","30590","26510"
"New entrant CS","2021","Male","50-59","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","50-59","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","50-59","Tax","160","160","23060","20140"
"New entrant CS","2021","Male","50-59","Unknown","1330","1320","31410","27570"
"New entrant CS","2021","Male","50-59","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Digital, Data and Technology","30","30","[c]","[c]"
"New entrant CS","2021","Male","60-64","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Operational Delivery","170","150","27940","21590"
"New entrant CS","2021","Male","60-64","Other","30","30","[c]","[c]"
"New entrant CS","2021","Male","60-64","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Unknown","320","310","28410","27570"
"New entrant CS","2021","Male","60-64","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","Operational Delivery","50","40","[c]","[c]"
"New entrant CS","2021","Male","65+","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Male","65+","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","16-19","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","20-29","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","20-29","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","20-29","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","20-29","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","20-29","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","20-29","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","20-29","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","20-29","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","20-29","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","30-39","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","30-39","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","30-39","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","30-39","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","30-39","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","40-49","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","40-49","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","40-49","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","50-59","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","50-59","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","60-64","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","60-64","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","60-64","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","16-19","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","16-19","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","16-19","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","16-19","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","16-19","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","16-19","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","16-19","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","16-19","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","16-19","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","16-19","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","16-19","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","16-19","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","16-19","Operational Delivery","330","320","22040","21260"
"New entrant CS","2022","Female","16-19","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","16-19","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","16-19","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","16-19","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","16-19","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","16-19","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","16-19","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","16-19","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","16-19","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","16-19","Unknown","60","50","22890","21260"
"New entrant CS","2022","Female","20-29","Commercial","200","190","29090","26880"
"New entrant CS","2022","Female","20-29","Communications","200","190","31620","31800"
"New entrant CS","2022","Female","20-29","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","20-29","Counter Fraud","140","130","25580","26830"
"New entrant CS","2022","Female","20-29","Digital, Data and Technology","390","380","31390","30600"
"New entrant CS","2022","Female","20-29","Economics","110","110","30770","30710"
"New entrant CS","2022","Female","20-29","Finance","210","200","30000","27270"
"New entrant CS","2022","Female","20-29","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","20-29","Human Resources","300","290","27070","26250"
"New entrant CS","2022","Female","20-29","Intelligence Analysis","60","60","28680","28700"
"New entrant CS","2022","Female","20-29","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","20-29","International Trade","70","70","31900","31800"
"New entrant CS","2022","Female","20-29","Knowledge and Information Management","50","50","27840","26880"
"New entrant CS","2022","Female","20-29","Legal","230","230","33850","30450"
"New entrant CS","2022","Female","20-29","Medicine","40","40","[c]","[c]"
"New entrant CS","2022","Female","20-29","Operational Delivery","8750","8550","24260","23140"
"New entrant CS","2022","Female","20-29","Operational Research","40","40","[c]","[c]"
"New entrant CS","2022","Female","20-29","Other","560","550","24350","21640"
"New entrant CS","2022","Female","20-29","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","20-29","Policy","1260","1240","32800","32560"
"New entrant CS","2022","Female","20-29","Project Delivery","230","230","31170","30530"
"New entrant CS","2022","Female","20-29","Property","140","140","28760","26030"
"New entrant CS","2022","Female","20-29","Psychology","130","130","26010","27380"
"New entrant CS","2022","Female","20-29","Science and Engineering","340","340","26890","26370"
"New entrant CS","2022","Female","20-29","Security","70","70","26140","23710"
"New entrant CS","2022","Female","20-29","Social Research","150","150","32410","30710"
"New entrant CS","2022","Female","20-29","Statistics","120","120","28950","30150"
"New entrant CS","2022","Female","20-29","Tax","580","560","26840","26590"
"New entrant CS","2022","Female","20-29","Unknown","1910","1880","27930","27570"
"New entrant CS","2022","Female","20-29","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","30-39","Commercial","140","120","33540","32750"
"New entrant CS","2022","Female","30-39","Communications","100","90","40020","38000"
"New entrant CS","2022","Female","30-39","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","30-39","Counter Fraud","120","110","26260","27570"
"New entrant CS","2022","Female","30-39","Digital, Data and Technology","320","310","39010","36570"
"New entrant CS","2022","Female","30-39","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","30-39","Finance","190","170","36230","35000"
"New entrant CS","2022","Female","30-39","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","30-39","Human Resources","200","190","34130","30730"
"New entrant CS","2022","Female","30-39","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","30-39","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","30-39","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","30-39","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","30-39","Knowledge and Information Management","40","30","[c]","[c]"
"New entrant CS","2022","Female","30-39","Legal","210","200","45940","48080"
"New entrant CS","2022","Female","30-39","Medicine","90","80","47450","39030"
"New entrant CS","2022","Female","30-39","Operational Delivery","4960","4650","26430","24800"
"New entrant CS","2022","Female","30-39","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","30-39","Other","340","320","27570","23450"
"New entrant CS","2022","Female","30-39","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","30-39","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","30-39","Policy","520","500","39130","36500"
"New entrant CS","2022","Female","30-39","Project Delivery","180","170","37710","35050"
"New entrant CS","2022","Female","30-39","Property","80","80","35400","33000"
"New entrant CS","2022","Female","30-39","Psychology","30","30","[c]","[c]"
"New entrant CS","2022","Female","30-39","Science and Engineering","180","170","34510","32310"
"New entrant CS","2022","Female","30-39","Security","40","40","[c]","[c]"
"New entrant CS","2022","Female","30-39","Social Research","50","50","37510","38340"
"New entrant CS","2022","Female","30-39","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","30-39","Tax","360","340","27220","26590"
"New entrant CS","2022","Female","30-39","Unknown","1160","1110","34100","28640"
"New entrant CS","2022","Female","30-39","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","40-49","Commercial","90","70","36420","33290"
"New entrant CS","2022","Female","40-49","Communications","60","50","[c]","[c]"
"New entrant CS","2022","Female","40-49","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","40-49","Counter Fraud","80","80","26430","27570"
"New entrant CS","2022","Female","40-49","Digital, Data and Technology","200","190","41340","39240"
"New entrant CS","2022","Female","40-49","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","40-49","Finance","130","120","38030","36620"
"New entrant CS","2022","Female","40-49","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","40-49","Human Resources","180","170","37880","34000"
"New entrant CS","2022","Female","40-49","Inspector of Education and Training","50","50","56970","46360"
"New entrant CS","2022","Female","40-49","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","40-49","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","40-49","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","40-49","Knowledge and Information Management","30","30","[c]","[c]"
"New entrant CS","2022","Female","40-49","Legal","130","120","48870","50500"
"New entrant CS","2022","Female","40-49","Medicine","60","50","50310","39030"
"New entrant CS","2022","Female","40-49","Operational Delivery","3810","3560","28100","25500"
"New entrant CS","2022","Female","40-49","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","40-49","Other","230","220","29950","26350"
"New entrant CS","2022","Female","40-49","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","40-49","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","40-49","Policy","270","250","42880","39910"
"New entrant CS","2022","Female","40-49","Project Delivery","140","140","41040","38110"
"New entrant CS","2022","Female","40-49","Property","60","60","37030","33000"
"New entrant CS","2022","Female","40-49","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","40-49","Science and Engineering","100","90","39030","38650"
"New entrant CS","2022","Female","40-49","Security","30","30","[c]","[c]"
"New entrant CS","2022","Female","40-49","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","40-49","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","40-49","Tax","190","180","27520","26590"
"New entrant CS","2022","Female","40-49","Unknown","790","750","35990","31540"
"New entrant CS","2022","Female","40-49","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","50-59","Commercial","50","40","[c]","[c]"
"New entrant CS","2022","Female","50-59","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","50-59","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","50-59","Counter Fraud","50","50","25970","26850"
"New entrant CS","2022","Female","50-59","Digital, Data and Technology","90","90","41120","39580"
"New entrant CS","2022","Female","50-59","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","50-59","Finance","90","80","40800","37680"
"New entrant CS","2022","Female","50-59","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","50-59","Human Resources","110","100","40290","36680"
"New entrant CS","2022","Female","50-59","Inspector of Education and Training","50","40","[c]","[c]"
"New entrant CS","2022","Female","50-59","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","50-59","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","50-59","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","50-59","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","50-59","Legal","30","30","[c]","[c]"
"New entrant CS","2022","Female","50-59","Medicine","40","30","[c]","[c]"
"New entrant CS","2022","Female","50-59","Operational Delivery","3350","3120","27640","24950"
"New entrant CS","2022","Female","50-59","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","50-59","Other","180","170","26860","21260"
"New entrant CS","2022","Female","50-59","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","50-59","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","50-59","Policy","150","140","41090","36740"
"New entrant CS","2022","Female","50-59","Project Delivery","60","60","40230","38000"
"New entrant CS","2022","Female","50-59","Property","30","30","[c]","[c]"
"New entrant CS","2022","Female","50-59","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","50-59","Science and Engineering","70","60","40300","40030"
"New entrant CS","2022","Female","50-59","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","50-59","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","50-59","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","50-59","Tax","90","90","26720","26590"
"New entrant CS","2022","Female","50-59","Unknown","580","550","34870","27570"
"New entrant CS","2022","Female","50-59","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","60-64","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","60-64","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","60-64","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","60-64","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","60-64","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","60-64","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","60-64","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","60-64","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","60-64","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","60-64","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","60-64","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","60-64","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","60-64","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","60-64","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","60-64","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","60-64","Operational Delivery","820","710","27100","24800"
"New entrant CS","2022","Female","60-64","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","60-64","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","60-64","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","60-64","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","60-64","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","60-64","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","60-64","Security","[c]","[c]","[c]","[c]"
