"Status","Year","Parent_department","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","No function","LGBO","40","40","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","No function","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Commercial","Heterosexual / straight","60","60","31860","29360"
"New entrant CS","2022","Department for Education","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Digital, Data & Technology","Heterosexual / straight","110","110","36970","36500"
"New entrant CS","2022","Department for Education","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Digital, Data & Technology","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Department for Education","Finance","Heterosexual / straight","80","80","34200","29360"
"New entrant CS","2022","Department for Education","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","No function","Heterosexual / straight","320","310","33270","29360"
"New entrant CS","2022","Department for Education","No function","LGBO","40","40","[c]","[c]"
"New entrant CS","2022","Department for Education","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","No function","Unknown","110","110","33060","29360"
"New entrant CS","2022","Department for Education","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Property","Heterosexual / straight","60","60","41490","36500"
"New entrant CS","2022","Department for Education","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Analysis","Unknown","50","50","28070","29180"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Commercial","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Communications","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","Heterosexual / straight","190","180","38840","36820"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Finance","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Grants Management","Heterosexual / straight","150","150","21680","21300"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Grants Management","Unknown","340","320","21560","21300"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Human Resources","Heterosexual / straight","70","70","38730","35900"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","No function","Heterosexual / straight","1070","1060","33930","32560"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","No function","LGBO","170","160","33640","32560"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","No function","Undeclared","100","100","34160","32560"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","No function","Unknown","330","330","35130","32560"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Property","Heterosexual / straight","50","40","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Analysis","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Digital, Data & Technology","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","No function","Heterosexual / straight","120","120","36620","31800"
"New entrant CS","2022","Department for International Trade","No function","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","No function","Unknown","90","90","36710","31800"
"New entrant CS","2022","Department for International Trade","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","No function","Heterosexual / straight","350","340","35510","33210"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","No function","LGBO","60","60","33050","31480"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","No function","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","No function","Unknown","90","90","33190","32780"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Analysis","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2022","Department for Transport","Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Commercial","Heterosexual / straight","40","30","[c]","[c]"
"New entrant CS","2022","Department for Transport","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Digital, Data & Technology","Heterosexual / straight","80","80","34180","30730"
"New entrant CS","2022","Department for Transport","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Digital, Data & Technology","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Department for Transport","Finance","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2022","Department for Transport","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Human Resources","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2022","Department for Transport","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","No function","Heterosexual / straight","830","800","28930","26130"
"New entrant CS","2022","Department for Transport","No function","LGBO","100","100","28400","26130"
"New entrant CS","2022","Department for Transport","No function","Undeclared","50","50","30680","26130"
"New entrant CS","2022","Department for Transport","No function","Unknown","710","680","28120","26130"
"New entrant CS","2022","Department for Transport","Project Delivery","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2022","Department for Transport","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Analysis","Heterosexual / straight","80","80","29430","31000"
"New entrant CS","2022","Department for Work and Pensions","Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Counter Fraud","Heterosexual / straight","620","610","25500","25110"
"New entrant CS","2022","Department for Work and Pensions","Counter Fraud","LGBO","50","50","25080","25110"
"New entrant CS","2022","Department for Work and Pensions","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Counter Fraud","Unknown","60","60","25830","27570"
"New entrant CS","2022","Department for Work and Pensions","Debt","Heterosexual / straight","250","240","21810","21260"
"New entrant CS","2022","Department for Work and Pensions","Debt","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Digital, Data & Technology","Heterosexual / straight","260","260","41050","38000"
"New entrant CS","2022","Department for Work and Pensions","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Digital, Data & Technology","Unknown","90","90","37530","32760"
"New entrant CS","2022","Department for Work and Pensions","Finance","Heterosexual / straight","110","110","32380","31990"
"New entrant CS","2022","Department for Work and Pensions","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Human Resources","Heterosexual / straight","100","100","30510","27570"
"New entrant CS","2022","Department for Work and Pensions","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","No function","Heterosexual / straight","5740","5600","25670","27570"
"New entrant CS","2022","Department for Work and Pensions","No function","LGBO","580","570","24950","26370"
"New entrant CS","2022","Department for Work and Pensions","No function","Undeclared","340","330","25670","27570"
"New entrant CS","2022","Department for Work and Pensions","No function","Unknown","710","690","25360","25110"
"New entrant CS","2022","Department for Work and Pensions","Project Delivery","Heterosexual / straight","60","50","28560","21260"
"New entrant CS","2022","Department for Work and Pensions","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Unknown","Heterosexual / straight","580","560","28460","27570"
"New entrant CS","2022","Department for Work and Pensions","Unknown","LGBO","50","50","26880","27570"
"New entrant CS","2022","Department for Work and Pensions","Unknown","Undeclared","50","50","28840","27570"
"New entrant CS","2022","Department for Work and Pensions","Unknown","Unknown","590","570","26180","27570"
"New entrant CS","2022","Department of Health and Social Care","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Analysis","Undeclared","50","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Commercial","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Commercial","Undeclared","70","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Communications","Heterosexual / straight","60","50","38070","32790"
"New entrant CS","2022","Department of Health and Social Care","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Communications","Undeclared","80","50","35430","27270"
"New entrant CS","2022","Department of Health and Social Care","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Digital, Data & Technology","Heterosexual / straight","60","50","34830","32790"
"New entrant CS","2022","Department of Health and Social Care","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Digital, Data & Technology","Undeclared","60","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Finance","Heterosexual / straight","70","70","34680","32710"
"New entrant CS","2022","Department of Health and Social Care","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Finance","Undeclared","100","50","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Human Resources","Heterosexual / straight","90","90","34140","28780"
"New entrant CS","2022","Department of Health and Social Care","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Human Resources","Undeclared","40","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Human Resources","Unknown","70","60","46990","44310"
"New entrant CS","2022","Department of Health and Social Care","No function","Heterosexual / straight","1410","1280","35640","32310"
