"Status","Year","Disability","Region_ITL2","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Declared disabled","Outer London - South","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Outer London - South","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Outer London - South","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Outer London - South","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Outer London - South","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Outer London - South","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Outer London - West and North West","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Outer London - West and North West","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Outer London - West and North West","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Outer London - West and North West","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Outer London - West and North West","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Outer London - West and North West","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Outer London - West and North West","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Outer London - West and North West","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Outer London - West and North West","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Outer London - West and North West","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Outer London - West and North West","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Outer London - West and North West","Operational Delivery","60","60","32240","31060"
"New entrant CS","2022","Declared disabled","Outer London - West and North West","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Outer London - West and North West","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Outer London - West and North West","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Outer London - West and North West","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Outer London - West and North West","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Outer London - West and North West","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Outer London - West and North West","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Outer London - West and North West","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Outer London - West and North West","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Outer London - West and North West","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Outer London - West and North West","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Overseas","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Overseas","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Overseas","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Overseas","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Overseas","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Overseas","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Overseas","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Overseas","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Overseas","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Overseas","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Overseas","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Shropshire and Staffordshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Shropshire and Staffordshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Shropshire and Staffordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Shropshire and Staffordshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Shropshire and Staffordshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Shropshire and Staffordshire","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Shropshire and Staffordshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Shropshire and Staffordshire","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Shropshire and Staffordshire","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Shropshire and Staffordshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Shropshire and Staffordshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Shropshire and Staffordshire","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Shropshire and Staffordshire","Operational Delivery","90","80","25730","24090"
"New entrant CS","2022","Declared disabled","Shropshire and Staffordshire","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Shropshire and Staffordshire","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Shropshire and Staffordshire","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Shropshire and Staffordshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Shropshire and Staffordshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Shropshire and Staffordshire","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Shropshire and Staffordshire","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Shropshire and Staffordshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Shropshire and Staffordshire","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","South Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","South Yorkshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","South Yorkshire","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","South Yorkshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","South Yorkshire","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","South Yorkshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","South Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","South Yorkshire","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","South Yorkshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","South Yorkshire","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","South Yorkshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","South Yorkshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","South Yorkshire","Operational Delivery","70","60","26390","25000"
"New entrant CS","2022","Declared disabled","South Yorkshire","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","South Yorkshire","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","South Yorkshire","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","South Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","South Yorkshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","South Yorkshire","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","South Yorkshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","South Yorkshire","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","South Yorkshire","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Southern Scotland","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Southern Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Southern Scotland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Southern Scotland","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Southern Scotland","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Southern Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Southern Scotland","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Southern Scotland","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Southern Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Southern Scotland","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Southern Scotland","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Southern Scotland","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Southern Scotland","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Surrey, East and West Sussex","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Surrey, East and West Sussex","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Surrey, East and West Sussex","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Surrey, East and West Sussex","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Surrey, East and West Sussex","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Surrey, East and West Sussex","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Surrey, East and West Sussex","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Surrey, East and West Sussex","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Surrey, East and West Sussex","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Surrey, East and West Sussex","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Surrey, East and West Sussex","Operational Delivery","80","70","26940","26570"
"New entrant CS","2022","Declared disabled","Surrey, East and West Sussex","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Surrey, East and West Sussex","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Surrey, East and West Sussex","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Surrey, East and West Sussex","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Surrey, East and West Sussex","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Surrey, East and West Sussex","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Surrey, East and West Sussex","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Surrey, East and West Sussex","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Surrey, East and West Sussex","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Surrey, East and West Sussex","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Surrey, East and West Sussex","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Surrey, East and West Sussex","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Tees Valley and Durham","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Tees Valley and Durham","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Tees Valley and Durham","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Tees Valley and Durham","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Tees Valley and Durham","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Tees Valley and Durham","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Tees Valley and Durham","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Tees Valley and Durham","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Tees Valley and Durham","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Tees Valley and Durham","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Tees Valley and Durham","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Tees Valley and Durham","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Tees Valley and Durham","Operational Delivery","70","70","26630","24090"
"New entrant CS","2022","Declared disabled","Tees Valley and Durham","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Tees Valley and Durham","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Tees Valley and Durham","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Tees Valley and Durham","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Tees Valley and Durham","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Tees Valley and Durham","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Tees Valley and Durham","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Tees Valley and Durham","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Tees Valley and Durham","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Tees Valley and Durham","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Tees Valley and Durham","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Tees Valley and Durham","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Central Scotland","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Central Scotland","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Central Scotland","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Central Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Central Scotland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Central Scotland","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Central Scotland","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Central Scotland","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Central Scotland","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Central Scotland","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Central Scotland","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Central Scotland","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Central Scotland","Operational Delivery","80","80","23490","21260"
"New entrant CS","2022","Declared disabled","West Central Scotland","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Central Scotland","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Central Scotland","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Central Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Central Scotland","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Central Scotland","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Central Scotland","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Central Scotland","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Central Scotland","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Central Scotland","Unknown","100","100","30550","27230"
"New entrant CS","2022","Declared disabled","West Midlands","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Midlands","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Midlands","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Midlands","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Midlands","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Midlands","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Midlands","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Midlands","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Midlands","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Midlands","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Midlands","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Midlands","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Midlands","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Midlands","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Midlands","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Midlands","Operational Delivery","180","170","26870","25500"
"New entrant CS","2022","Declared disabled","West Midlands","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Midlands","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Midlands","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Midlands","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Midlands","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Midlands","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Midlands","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Midlands","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Midlands","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Midlands","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Midlands","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Wales and The Valleys","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Wales and The Valleys","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Wales and The Valleys","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Wales and The Valleys","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Wales and The Valleys","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Wales and The Valleys","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Wales and The Valleys","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Wales and The Valleys","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Wales and The Valleys","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Wales and The Valleys","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Wales and The Valleys","Operational Delivery","80","70","24420","21890"
"New entrant CS","2022","Declared disabled","West Wales and The Valleys","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Wales and The Valleys","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Wales and The Valleys","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Wales and The Valleys","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Wales and The Valleys","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Wales and The Valleys","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Wales and The Valleys","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Wales and The Valleys","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Wales and The Valleys","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Wales and The Valleys","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Wales and The Valleys","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Wales and The Valleys","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Yorkshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Yorkshire","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Yorkshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Yorkshire","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Yorkshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Yorkshire","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Yorkshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Yorkshire","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Yorkshire","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Yorkshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Yorkshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Yorkshire","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Yorkshire","Operational Delivery","140","130","28060","25120"
"New entrant CS","2022","Declared disabled","West Yorkshire","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Yorkshire","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Yorkshire","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Yorkshire","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Yorkshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Yorkshire","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Yorkshire","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Yorkshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Yorkshire","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Yorkshire","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Yorkshire","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","West Yorkshire","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Bedfordshire and Hertfordshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Bedfordshire and Hertfordshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Bedfordshire and Hertfordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Bedfordshire and Hertfordshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Bedfordshire and Hertfordshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Bedfordshire and Hertfordshire","Human Resources","[c]","[c]","[c]","[c]"
