"Status","Year","Organisation","Disability","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","United Kingdom Statistics Authority","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Declared non-disabled","20-29","170","160","29540","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","Declared non-disabled","30-39","100","90","33720","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","Declared non-disabled","40-49","40","40","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Declared non-disabled","50-59","40","40","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","20-29","300","300","28030","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","30-39","170","160","34040","32540"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","40-49","80","70","36620","36030"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","50-59","50","50","33450","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","Declared non-disabled","20-29","70","70","25850","24500"
"New entrant CS","2021","Valuation Office Agency","Declared non-disabled","30-39","30","30","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","Unknown","20-29","60","60","24630","24500"
"New entrant CS","2021","Valuation Office Agency","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Vehicle Certification Agency","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Vehicle Certification Agency","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Vehicle Certification Agency","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Vehicle Certification Agency","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Vehicle Certification Agency","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Vehicle Certification Agency","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Vehicle Certification Agency","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Vehicle Certification Agency","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Vehicle Certification Agency","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Vehicle Certification Agency","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Vehicle Certification Agency","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Vehicle Certification Agency","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Vehicle Certification Agency","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Vehicle Certification Agency","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Vehicle Certification Agency","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Vehicle Certification Agency","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinary Medicines Directorate","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinary Medicines Directorate","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinary Medicines Directorate","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinary Medicines Directorate","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinary Medicines Directorate","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinary Medicines Directorate","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinary Medicines Directorate","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinary Medicines Directorate","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinary Medicines Directorate","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinary Medicines Directorate","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinary Medicines Directorate","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Declared non-disabled","20-29","60","60","22900","20500"
"New entrant CS","2021","Welsh Government (excl. agencies)","Declared non-disabled","30-39","40","40","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Undeclared","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wilton Park","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wilton Park","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wilton Park","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wilton Park","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wilton Park","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Accountant in Bankruptcy","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Accountant in Bankruptcy","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Accountant in Bankruptcy","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Accountant in Bankruptcy","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Accountant in Bankruptcy","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Accountant in Bankruptcy","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Accountant in Bankruptcy","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Accountant in Bankruptcy","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Declared non-disabled","20-29","150","150","25140","24370"
"New entrant CS","2022","Animal and Plant Health Agency","Declared non-disabled","30-39","90","90","27110","24920"
"New entrant CS","2022","Animal and Plant Health Agency","Declared non-disabled","40-49","60","60","27420","24920"
"New entrant CS","2022","Animal and Plant Health Agency","Declared non-disabled","50-59","30","30","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Unknown","20-29","40","40","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Office","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Office","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Office","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Office","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Office","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Declared disabled","20-29","50","50","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Declared disabled","30-39","30","30","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Declared non-disabled","20-29","270","270","31180","28000"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Declared non-disabled","30-39","170","160","42640","37300"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Declared non-disabled","40-49","90","90","45340","40600"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Declared non-disabled","50-59","80","70","45290","33280"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Unknown","20-29","660","660","28840","28000"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Unknown","30-39","150","150","52050","54700"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Unknown","40-49","100","100","64930","65000"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Unknown","50-59","70","60","76510","71000"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Declared non-disabled","20-29","40","40","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Unknown","20-29","30","30","[c]","[c]"
"New entrant CS","2022","Charity Commission","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Declared non-disabled","20-29","40","40","[c]","[c]"
"New entrant CS","2022","Companies House","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Declared non-disabled","20-29","60","60","32740","29280"
"New entrant CS","2022","Competition and Markets Authority","Declared non-disabled","30-39","30","30","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
