"Status","Year","Organisation","Ethnicity","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Government Property Agency","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","White","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Asian","Declared non-disabled","80","80","26580","23270"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Unknown","Unknown","110","100","22740","20970"
"Leaver Dept.","2022","HM Courts and Tribunals Service","White","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","White","Declared non-disabled","200","200","27490","23410"
"Leaver Dept.","2022","HM Courts and Tribunals Service","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Crown Prosecution Service Inspectorate","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Crown Prosecution Service Inspectorate","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Crown Prosecution Service Inspectorate","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Crown Prosecution Service Inspectorate","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Crown Prosecution Service Inspectorate","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Crown Prosecution Service Inspectorate","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Crown Prosecution Service Inspectorate","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Crown Prosecution Service Inspectorate","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Crown Prosecution Service Inspectorate","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Crown Prosecution Service Inspectorate","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Crown Prosecution Service Inspectorate","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Black","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Unknown","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","White","Declared disabled","60","60","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","White","Declared non-disabled","300","290","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","White","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Asian","Declared non-disabled","90","90","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Black","Declared non-disabled","40","30","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Unknown","Unknown","430","420","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","White","Declared disabled","80","70","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","White","Declared non-disabled","550","530","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","White","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","White","Declared non-disabled","110","110","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Asian","Declared non-disabled","160","150","33250","28840"
"Leaver Dept.","2022","Home Office","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Black","Declared non-disabled","60","60","36510","31520"
"Leaver Dept.","2022","Home Office","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Mixed","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","Home Office","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Undeclared","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","Home Office","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Unknown","Unknown","200","200","34510","30460"
"Leaver Dept.","2022","Home Office","White","Declared disabled","70","60","36360","28670"
"Leaver Dept.","2022","Home Office","White","Declared non-disabled","740","720","36460","28670"
"Leaver Dept.","2022","Home Office","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Institute for Apprenticeships and Technical Education","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Institute for Apprenticeships and Technical Education","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Institute for Apprenticeships and Technical Education","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Institute for Apprenticeships and Technical Education","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Institute for Apprenticeships and Technical Education","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Institute for Apprenticeships and Technical Education","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Institute for Apprenticeships and Technical Education","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Institute for Apprenticeships and Technical Education","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Institute for Apprenticeships and Technical Education","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Institute for Apprenticeships and Technical Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Institute for Apprenticeships and Technical Education","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Institute for Apprenticeships and Technical Education","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Met Office","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Met Office","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Met Office","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Met Office","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Met Office","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Met Office","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Met Office","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Met Office","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Met Office","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Met Office","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Asian","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Unknown","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","White","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","White","Declared non-disabled","320","320","37990","33300"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","Asian","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","Black","Declared disabled","[c]","[c]","[c]","[c]"
