"Status","Year","Profession_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Counter Fraud","White","80","70","31260","27570"
"Leaver Dept.","2022","Digital, Data and Technology","Asian","90","80","41780","37160"
"Leaver Dept.","2022","Digital, Data and Technology","Black","50","40","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Undeclared","50","50","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Unknown","160","70","40350","38650"
"Leaver Dept.","2022","Digital, Data and Technology","White","390","380","42330","38500"
"Leaver Dept.","2022","Economics","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","White","90","90","45040","35070"
"Leaver Dept.","2022","Finance","Asian","70","70","39030","36830"
"Leaver Dept.","2022","Finance","Black","30","30","[c]","[c]"
"Leaver Dept.","2022","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","160","40","[c]","[c]"
"Leaver Dept.","2022","Finance","White","310","290","42990","37980"
"Leaver Dept.","2022","Geography","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Asian","50","50","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Black","50","40","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","70","40","[c]","[c]"
"Leaver Dept.","2022","Human Resources","White","410","390","40460","33880"
"Leaver Dept.","2022","Inspector of Education and Training","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","White","60","60","34770","30900"
"Leaver Dept.","2022","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","International Trade","White","40","40","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","White","210","190","43910","40560"
"Leaver Dept.","2022","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","Legal","White","60","50","61020","58310"
"Leaver Dept.","2022","Medicine","Asian","70","60","100400","104450"
"Leaver Dept.","2022","Medicine","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","White","250","210","88240","92500"
"Leaver Dept.","2022","Operational Delivery","Asian","1100","1040","30170","27570"
"Leaver Dept.","2022","Operational Delivery","Black","550","520","32470","28990"
"Leaver Dept.","2022","Operational Delivery","Mixed","250","230","32960","28310"
"Leaver Dept.","2022","Operational Delivery","Other ethnicity","70","70","35460","29290"
"Leaver Dept.","2022","Operational Delivery","Undeclared","430","400","36870","31990"
"Leaver Dept.","2022","Operational Delivery","Unknown","850","780","30450","27570"
"Leaver Dept.","2022","Operational Delivery","White","5280","4990","33490","27570"
"Leaver Dept.","2022","Operational Research","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","White","40","40","[c]","[c]"
"Leaver Dept.","2022","Other","Asian","70","70","31570","28330"
"Leaver Dept.","2022","Other","Black","50","50","28610","27570"
"Leaver Dept.","2022","Other","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Unknown","100","100","32140","28440"
"Leaver Dept.","2022","Other","White","510","500","31400","27570"
"Leaver Dept.","2022","Planning","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Asian","200","180","40060","35200"
"Leaver Dept.","2022","Policy","Black","80","70","39030","34730"
"Leaver Dept.","2022","Policy","Mixed","90","80","42620","40050"
"Leaver Dept.","2022","Policy","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Undeclared","80","70","46700","45200"
"Leaver Dept.","2022","Policy","Unknown","600","290","44270","40050"
"Leaver Dept.","2022","Policy","White","1340","1210","46830","41950"
"Leaver Dept.","2022","Project Delivery","Asian","50","50","38770","36790"
"Leaver Dept.","2022","Project Delivery","Black","40","30","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","White","350","340","40660","36970"
"Leaver Dept.","2022","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","White","80","70","42990","38200"
"Leaver Dept.","2022","Psychology","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Psychology","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Psychology","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Psychology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Psychology","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Asian","250","230","35880","33100"
"Leaver Dept.","2022","Science and Engineering","Black","150","140","37660","35500"
"Leaver Dept.","2022","Science and Engineering","Mixed","40","40","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Undeclared","180","160","44430","40940"
"Leaver Dept.","2022","Science and Engineering","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","White","1580","1460","40310","37910"
"Leaver Dept.","2022","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","White","60","60","36570","35310"
"Leaver Dept.","2022","Social Research","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","White","50","40","[c]","[c]"
"Leaver Dept.","2022","Statistics","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","White","80","80","42820","39850"
"Leaver Dept.","2022","Tax","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Asian","310","280","42170","35430"
"Leaver Dept.","2022","Unknown","Black","150","130","40180","35510"
"Leaver Dept.","2022","Unknown","Mixed","100","80","40350","34710"
"Leaver Dept.","2022","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","100","80","42760","40600"
"Leaver Dept.","2022","Unknown","Unknown","1740","1470","38350","32000"
"Leaver Dept.","2022","Unknown","White","1990","1770","44590","38160"
"Leaver Dept.","2022","Veterinarian","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinarian","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinarian","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinarian","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinarian","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","140","140","39890","36820"
"New entrant CS","2021","Commercial","White","270","260","35060","33300"
"New entrant CS","2021","Communications","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","190","180","36370","31320"
"New entrant CS","2021","Communications","White","220","210","35880","32330"
"New entrant CS","2021","Corporate Finance","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","White","30","30","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Asian","170","170","41780","37500"
"New entrant CS","2021","Digital, Data and Technology","Black","70","70","39980","38650"
"New entrant CS","2021","Digital, Data and Technology","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Mixed","40","40","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Unknown","680","670","41080","37380"
"New entrant CS","2021","Digital, Data and Technology","White","830","830","40200","36800"
"New entrant CS","2021","Economics","Asian","40","40","[c]","[c]"
"New entrant CS","2021","Economics","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Unknown","140","140","31950","32390"
"New entrant CS","2021","Economics","White","230","230","32750","31810"
"New entrant CS","2021","Finance","Asian","70","60","37010","34040"
"New entrant CS","2021","Finance","Black","40","30","[c]","[c]"
"New entrant CS","2021","Finance","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","220","210","34230","32790"
"New entrant CS","2021","Finance","White","360","350","36310","31810"
"New entrant CS","2021","Human Resources","Asian","50","50","[c]","[c]"
"New entrant CS","2021","Human Resources","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","170","170","33640","28000"
"New entrant CS","2021","Human Resources","White","430","410","33510","28870"
"New entrant CS","2021","Inspector of Education and Training","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","White","80","80","63770","70500"
"New entrant CS","2021","Intelligence Analysis","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Unknown","80","80","43220","41950"
"New entrant CS","2021","Intelligence Analysis","White","70","70","32180","28650"
"New entrant CS","2021","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","International Trade","White","70","60","37190","31810"
"New entrant CS","2021","Knowledge and Information Management","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","White","120","110","30880","29500"
"New entrant CS","2021","Legal","Asian","90","90","41850","43920"
"New entrant CS","2021","Legal","Black","30","30","[c]","[c]"
"New entrant CS","2021","Legal","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Unknown","220","210","38320","30990"
"New entrant CS","2021","Legal","White","540","520","43420","43920"
"New entrant CS","2021","Medicine","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Unknown","90","70","45710","35000"
"New entrant CS","2021","Medicine","White","240","200","51960","38890"
"New entrant CS","2021","Operational Delivery","Asian","700","660","26670","23530"
"New entrant CS","2021","Operational Delivery","Black","540","520","27430","25630"
"New entrant CS","2021","Operational Delivery","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Mixed","340","330","27260","24510"
"New entrant CS","2021","Operational Delivery","Other ethnicity","70","70","26310","24220"
"New entrant CS","2021","Operational Delivery","Undeclared","270","250","29140","24920"
"New entrant CS","2021","Operational Delivery","Unknown","5880","5670","23960","22350"
"New entrant CS","2021","Operational Delivery","White","8210","7910","26260","22920"
"New entrant CS","2021","Operational Research","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Operational Research","White","80","70","33250","33000"
"New entrant CS","2021","Other","Asian","80","80","30110","27400"
"New entrant CS","2021","Other","Black","50","50","[c]","[c]"
"New entrant CS","2021","Other","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Mixed","40","40","[c]","[c]"
"New entrant CS","2021","Other","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Other","Unknown","440","430","30530","28000"
"New entrant CS","2021","Other","White","1160","1140","27350","23450"
"New entrant CS","2021","Planning","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Asian","210","210","35060","32790"
"New entrant CS","2021","Policy","Black","120","120","34320","32940"
"New entrant CS","2021","Policy","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Mixed","90","90","33440","32560"
"New entrant CS","2021","Policy","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Undeclared","70","70","35350","32560"
"New entrant CS","2021","Policy","Unknown","1130","1110","39000","33570"
"New entrant CS","2021","Policy","White","1670","1650","37140","33570"
"New entrant CS","2021","Project Delivery","Asian","60","60","35030","34010"
"New entrant CS","2021","Project Delivery","Black","50","50","36910","34360"
"New entrant CS","2021","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","260","260","37840","35050"
"New entrant CS","2021","Project Delivery","White","750","740","37790","34710"
"New entrant CS","2021","Property","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","110","110","33980","27880"
"New entrant CS","2021","Property","White","340","330","33480","30000"
"New entrant CS","2021","Psychology","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Chinese","[c]","[c]","[c]","[c]"
