"Status","Year","Ethnicity","Profession_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Chinese","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Operational Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Other","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Other","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Planning","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Planning","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Planning Inspectors","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Planning Inspectors","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Policy","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Policy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Psychology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Science and Engineering","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Social Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Statistics","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Tax","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Tax","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Tax","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Veterinarian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Veterinarian","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Corporate Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Corporate Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data and Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Economics","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Inspector of Education and Training","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Inspector of Education and Training","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Intelligence Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Medicine","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Operational Delivery","Declared disabled","40","30","[c]","[c]"
"New entrant CS","2021","Mixed","Operational Delivery","Declared non-disabled","230","210","27110","24180"
"New entrant CS","2021","Mixed","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Operational Delivery","Unknown","70","70","29150","26890"
"New entrant CS","2021","Mixed","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Operational Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Other","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Other","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Planning","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Planning","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Planning Inspectors","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Planning Inspectors","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Policy","Declared non-disabled","60","60","32150","32560"
"New entrant CS","2021","Mixed","Policy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Psychology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Science and Engineering","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Social Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Statistics","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Tax","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Tax","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Tax","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Tax","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Declared disabled","120","110","27390","27570"
"New entrant CS","2021","Mixed","Unknown","Declared non-disabled","600","590","28220","27570"
"New entrant CS","2021","Mixed","Unknown","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Mixed","Veterinarian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Veterinarian","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Corporate Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Corporate Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Digital, Data and Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Economics","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Economics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Inspector of Education and Training","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Inspector of Education and Training","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Intelligence Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Medicine","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Operational Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Operational Delivery","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Operational Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Other","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Other","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Planning","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Planning","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Planning","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Planning Inspectors","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Planning Inspectors","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Policy","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Policy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Psychology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Science and Engineering","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Social Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Statistics","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Tax","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Tax","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Declared non-disabled","150","140","28490","29290"
"New entrant CS","2021","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Veterinarian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Veterinarian","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data and Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Economics","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Economics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Intelligence Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Medicine","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Declared non-disabled","100","90","28070","24240"
"New entrant CS","2021","Undeclared","Operational Delivery","Undeclared","100","90","29970","24920"
"New entrant CS","2021","Undeclared","Operational Delivery","Unknown","60","60","30030","27660"
"New entrant CS","2021","Undeclared","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Policy","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Policy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Psychology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Science and Engineering","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Statistics","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Tax","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Tax","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Tax","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Tax","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Declared disabled","50","50","27130","27570"
"New entrant CS","2021","Undeclared","Unknown","Declared non-disabled","200","200","27460","27570"
"New entrant CS","2021","Undeclared","Unknown","Undeclared","110","110","30040","27570"
"New entrant CS","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Veterinarian","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Unknown","130","120","40290","38730"
"New entrant CS","2021","Unknown","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","Unknown","180","170","36110","29450"
"New entrant CS","2021","Unknown","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
