"Status","Year","Sexual_orientation","Region_ITL1","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Scotland","Department for Transport","60","50","27930","26700"
"In post","2021","Unknown","Scotland","Department for Work and Pensions","1970","1680","24780","21010"
"In post","2021","Unknown","Scotland","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland","Foreign, Commonwealth and Development Office","300","290","38140","33930"
"In post","2021","Unknown","Scotland","HM Revenue and Customs","2780","2500","24400","20140"
"In post","2021","Unknown","Scotland","Home Office","50","40","[c]","[c]"
"In post","2021","Unknown","Scotland","Ministry of Defence","450","430","29230","25680"
"In post","2021","Unknown","Scotland","Ministry of Justice","110","100","25540","22570"
"In post","2021","Unknown","Scotland","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland","Office of Gas and Electricity Markets","240","240","37030","32030"
"In post","2021","Unknown","Scotland","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland","Scotland Office","30","30","[c]","[c]"
"In post","2021","Unknown","Scotland","Scottish Government","7400","6970","34320","30930"
"In post","2021","Unknown","Scotland","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","South East (England)","Attorney General's Departments","170","150","44740","40000"
"In post","2021","Unknown","South East (England)","Cabinet Office","130","120","46700","35900"
"In post","2021","Unknown","South East (England)","Department for Business, Energy and Industrial Strategy","140","130","36290","36730"
"In post","2021","Unknown","South East (England)","Department for Environment, Food and Rural Affairs","250","240","32870","28430"
"In post","2021","Unknown","South East (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","South East (England)","Department for Transport","240","230","31410","26700"
"In post","2021","Unknown","South East (England)","Department for Work and Pensions","1280","1110","27220","27570"
"In post","2021","Unknown","South East (England)","Department of Health and Social Care","120","110","50320","47090"
"In post","2021","Unknown","South East (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","South East (England)","Foreign, Commonwealth and Development Office","100","90","39620","40330"
"In post","2021","Unknown","South East (England)","HM Revenue and Customs","880","780","27530","25560"
"In post","2021","Unknown","South East (England)","Home Office","210","200","25070","24880"
"In post","2021","Unknown","South East (England)","Ministry of Defence","1090","1050","36030","34200"
"In post","2021","Unknown","South East (England)","Ministry of Justice","1680","1570","29120","29750"
"In post","2021","Unknown","South East (England)","National Crime Agency","100","90","41010","39820"
"In post","2021","Unknown","South East (England)","United Kingdom Statistics Authority","570","470","29250","23520"
"In post","2021","Unknown","South West (England)","Attorney General's Departments","70","60","48430","54030"
"In post","2021","Unknown","South West (England)","Cabinet Office","110","110","60550","53320"
"In post","2021","Unknown","South West (England)","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","South West (England)","Department for Business, Energy and Industrial Strategy","1810","1730","39930","39650"
"In post","2021","Unknown","South West (England)","Department for Education","40","40","[c]","[c]"
"In post","2021","Unknown","South West (England)","Department for Environment, Food and Rural Affairs","390","360","32920","29270"
"In post","2021","Unknown","South West (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","South West (England)","Department for Transport","110","100","29390","26700"
"In post","2021","Unknown","South West (England)","Department for Work and Pensions","1250","1030","25480","27570"
"In post","2021","Unknown","South West (England)","Department of Health and Social Care","170","150","47610","40560"
"In post","2021","Unknown","South West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","South West (England)","HM Land Registry","550","510","29930","27130"
"In post","2021","Unknown","South West (England)","HM Revenue and Customs","510","480","30920","25970"
"In post","2021","Unknown","South West (England)","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","South West (England)","Ministry of Defence","2140","2050","34870","33180"
"In post","2021","Unknown","South West (England)","Ministry of Housing, Communities and Local Government","180","160","36280","27530"
"In post","2021","Unknown","South West (England)","Ministry of Justice","700","630","27050","24620"
"In post","2021","Unknown","South West (England)","National Crime Agency","70","60","35410","36410"
"In post","2021","Unknown","South West (England)","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","South West (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","South West (England)","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Cabinet Office","440","440","34530","32000"
"In post","2021","Unknown","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Department for Work and Pensions","170","150","31850","27570"
"In post","2021","Unknown","Unknown","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Ministry of Defence","1890","1880","37620","34460"
"In post","2021","Unknown","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales","Attorney General's Departments","80","70","43310","51470"
"In post","2021","Unknown","Wales","Cabinet Office","50","50","35770","29250"
"In post","2021","Unknown","Wales","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales","Department for Business, Energy and Industrial Strategy","860","800","32710","26920"
"In post","2021","Unknown","Wales","Department for Environment, Food and Rural Affairs","70","60","28910","26520"
"In post","2021","Unknown","Wales","Department for Transport","850","770","25370","21590"
"In post","2021","Unknown","Wales","Department for Work and Pensions","1330","1150","24990","27570"
"In post","2021","Unknown","Wales","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales","HM Land Registry","230","200","28350","27130"
"In post","2021","Unknown","Wales","HM Revenue and Customs","1460","1340","26110","25560"
"In post","2021","Unknown","Wales","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales","Ministry of Defence","60","50","27350","21580"
"In post","2021","Unknown","Wales","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales","Ministry of Justice","660","600","26570","24440"
"In post","2021","Unknown","Wales","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales","United Kingdom Statistics Authority","920","860","32010","29540"
"In post","2021","Unknown","Wales","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales","Welsh Government","220","210","40970","34490"
"In post","2021","Unknown","West Midlands (England)","Attorney General's Departments","150","140","41420","38760"
"In post","2021","Unknown","West Midlands (England)","Cabinet Office","40","40","[c]","[c]"
"In post","2021","Unknown","West Midlands (England)","Department for Business, Energy and Industrial Strategy","270","250","28720","24500"
"In post","2021","Unknown","West Midlands (England)","Department for Education","340","330","41020","37100"
"In post","2021","Unknown","West Midlands (England)","Department for Environment, Food and Rural Affairs","150","130","28220","24920"
"In post","2021","Unknown","West Midlands (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","West Midlands (England)","Department for Transport","110","110","27710","26530"
"In post","2021","Unknown","West Midlands (England)","Department for Work and Pensions","2030","1720","25410","27570"
"In post","2021","Unknown","West Midlands (England)","Department of Health and Social Care","110","100","46520","38020"
"In post","2021","Unknown","West Midlands (England)","Food Standards Agency","40","40","[c]","[c]"
"In post","2021","Unknown","West Midlands (England)","HM Land Registry","160","150","27070","22350"
"In post","2021","Unknown","West Midlands (England)","HM Revenue and Customs","1330","1240","30030","25560"
"In post","2021","Unknown","West Midlands (England)","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","West Midlands (England)","Ministry of Defence","230","220","30010","24610"
"In post","2021","Unknown","West Midlands (England)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","West Midlands (England)","Ministry of Justice","1370","1280","25970","23130"
"In post","2021","Unknown","West Midlands (England)","National Crime Agency","80","80","39510","38910"
"In post","2021","Unknown","West Midlands (England)","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","West Midlands (England)","Office of Qualifications and Examinations Regulation","70","60","50260","46660"
"In post","2021","Unknown","West Midlands (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","West Midlands (England)","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","West Midlands (England)","Water Services Regulation Authority","100","90","48480","44000"
"In post","2021","Unknown","Yorkshire and The Humber","Attorney General's Departments","260","220","44630","51470"
"In post","2021","Unknown","Yorkshire and The Humber","Cabinet Office","350","330","37590","29250"
"In post","2021","Unknown","Yorkshire and The Humber","Department for Business, Energy and Industrial Strategy","80","80","31110","29280"
"In post","2021","Unknown","Yorkshire and The Humber","Department for Education","220","200","39900","36740"
"In post","2021","Unknown","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs","250","240","30330","25390"
"In post","2021","Unknown","Yorkshire and The Humber","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Yorkshire and The Humber","Department for Transport","120","120","27100","26580"
