"Status","Year","Responsibility_level","Disability","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","EO","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Counter Fraud","40","30","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Digital, Data and Technology","30","30","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Operational Delivery","610","580","27750","27570"
"New entrant CS","2022","EO","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Other","60","60","25860","26350"
"New entrant CS","2022","EO","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Policy","90","80","26820","27680"
"New entrant CS","2022","EO","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Tax","50","50","27160","26590"
"New entrant CS","2022","EO","Declared disabled","Unknown","150","140","27120","27230"
"New entrant CS","2022","EO","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Commercial","130","120","25250","26130"
"New entrant CS","2022","EO","Declared non-disabled","Communications","40","40","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Counter Fraud","270","270","27880","27570"
"New entrant CS","2022","EO","Declared non-disabled","Digital, Data and Technology","290","290","26400","26350"
"New entrant CS","2022","EO","Declared non-disabled","Economics","30","30","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Finance","170","160","25430","25860"
"New entrant CS","2022","EO","Declared non-disabled","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Human Resources","150","140","25860","26210"
"New entrant CS","2022","EO","Declared non-disabled","Intelligence Analysis","50","50","27440","26590"
"New entrant CS","2022","EO","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Knowledge and Information Management","40","40","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Legal","120","120","27620","27230"
"New entrant CS","2022","EO","Declared non-disabled","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Operational Delivery","4270","4160","27590","27570"
"New entrant CS","2022","EO","Declared non-disabled","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Other","430","430","25900","26350"
"New entrant CS","2022","EO","Declared non-disabled","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Policy","320","310","26600","26180"
"New entrant CS","2022","EO","Declared non-disabled","Project Delivery","140","130","24940","24750"
"New entrant CS","2022","EO","Declared non-disabled","Property","100","100","25820","25170"
"New entrant CS","2022","EO","Declared non-disabled","Psychology","50","50","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Science and Engineering","240","230","26070","26370"
"New entrant CS","2022","EO","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Statistics","40","40","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Tax","660","660","26970","26590"
"New entrant CS","2022","EO","Declared non-disabled","Unknown","1000","980","27230","27230"
"New entrant CS","2022","EO","Declared non-disabled","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Operational Delivery","230","220","27760","27570"
"New entrant CS","2022","EO","Undeclared","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Policy","30","30","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Commercial","100","100","25770","25890"
"New entrant CS","2022","EO","Unknown","Communications","90","70","27360","27270"
"New entrant CS","2022","EO","Unknown","Counter Fraud","40","40","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Digital, Data and Technology","240","240","27130","27130"
"New entrant CS","2022","EO","Unknown","Economics","40","30","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Finance","160","140","24940","25000"
"New entrant CS","2022","EO","Unknown","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Human Resources","140","120","25850","26350"
"New entrant CS","2022","EO","Unknown","Intelligence Analysis","70","70","27230","26590"
"New entrant CS","2022","EO","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","International Trade","40","40","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Legal","60","60","28190","26970"
"New entrant CS","2022","EO","Unknown","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Operational Delivery","2750","2610","27580","26590"
"New entrant CS","2022","EO","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Other","210","210","24340","26350"
"New entrant CS","2022","EO","Unknown","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Policy","290","290","26590","25860"
"New entrant CS","2022","EO","Unknown","Project Delivery","70","70","26700","26590"
"New entrant CS","2022","EO","Unknown","Property","120","120","25790","25000"
"New entrant CS","2022","EO","Unknown","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Science and Engineering","90","90","21710","17140"
"New entrant CS","2022","EO","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Social Research","30","30","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Statistics","40","30","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Tax","340","340","26970","26590"
"New entrant CS","2022","EO","Unknown","Unknown","940","920","27360","27230"
"New entrant CS","2022","EO","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Digital, Data and Technology","40","40","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Legal","30","30","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Policy","40","40","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared non-disabled","Communications","40","40","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared non-disabled","Digital, Data and Technology","360","350","55340","54000"
"New entrant CS","2022","G6/G7","Declared non-disabled","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared non-disabled","Finance","80","80","56290","55000"
"New entrant CS","2022","G6/G7","Declared non-disabled","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared non-disabled","Human Resources","90","80","54990","54000"
"New entrant CS","2022","G6/G7","Declared non-disabled","Inspector of Education and Training","70","70","72110","70500"
"New entrant CS","2022","G6/G7","Declared non-disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared non-disabled","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared non-disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared non-disabled","Legal","280","270","53810","50500"
"New entrant CS","2022","G6/G7","Declared non-disabled","Medicine","30","30","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared non-disabled","Operational Delivery","250","240","55590","52610"
"New entrant CS","2022","G6/G7","Declared non-disabled","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared non-disabled","Other","100","90","57970","54150"
"New entrant CS","2022","G6/G7","Declared non-disabled","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared non-disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared non-disabled","Policy","390","390","54120","52390"
"New entrant CS","2022","G6/G7","Declared non-disabled","Project Delivery","120","110","55000","53500"
"New entrant CS","2022","G6/G7","Declared non-disabled","Property","60","60","55740","53500"
"New entrant CS","2022","G6/G7","Declared non-disabled","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared non-disabled","Science and Engineering","110","100","53490","51650"
"New entrant CS","2022","G6/G7","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared non-disabled","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared non-disabled","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared non-disabled","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared non-disabled","Unknown","370","360","56230","54700"
"New entrant CS","2022","G6/G7","Declared non-disabled","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Undeclared","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Undeclared","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Undeclared","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Undeclared","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Undeclared","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Commercial","30","30","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Communications","40","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Digital, Data and Technology","250","250","58140","57430"
"New entrant CS","2022","G6/G7","Unknown","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Finance","70","60","55730","53420"
"New entrant CS","2022","G6/G7","Unknown","Human Resources","60","60","58050","56520"
"New entrant CS","2022","G6/G7","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Legal","60","50","53610","52080"
"New entrant CS","2022","G6/G7","Unknown","Medicine","50","40","69360","75850"
"New entrant CS","2022","G6/G7","Unknown","Operational Delivery","220","210","56530","53360"
"New entrant CS","2022","G6/G7","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Other","30","30","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Policy","180","170","55270","53380"
"New entrant CS","2022","G6/G7","Unknown","Project Delivery","70","70","57860","55000"
"New entrant CS","2022","G6/G7","Unknown","Property","60","60","56210","54270"
"New entrant CS","2022","G6/G7","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Unknown","450","430","62570","61710"
"New entrant CS","2022","G6/G7","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Declared disabled","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Declared disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Declared disabled","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Declared disabled","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Declared disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Declared non-disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Declared non-disabled","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Declared non-disabled","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Declared non-disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Declared non-disabled","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Declared non-disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Declared non-disabled","Medicine","30","30","[c]","[c]"
"New entrant CS","2022","SCS","Declared non-disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Declared non-disabled","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Declared non-disabled","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Declared non-disabled","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Declared non-disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Declared non-disabled","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Declared non-disabled","Unknown","40","30","[c]","[c]"
"New entrant CS","2022","SCS","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","Operational Delivery","50","50","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Declared disabled","Digital, Data and Technology","80","80","35930","35720"
"New entrant CS","2022","SEO/HEO","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Declared disabled","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Declared disabled","Human Resources","40","40","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Declared disabled","Operational Delivery","140","130","34920","33080"
"New entrant CS","2022","SEO/HEO","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Declared disabled","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Declared disabled","Policy","190","190","33950","33570"
"New entrant CS","2022","SEO/HEO","Declared disabled","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Declared disabled","Science and Engineering","70","60","33620","32330"
"New entrant CS","2022","SEO/HEO","Declared disabled","Security","[c]","[c]","[c]","[c]"
