"Status","Year","Parent_department","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Property","Property","70","60","42070","38750"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Analysis","Economics","30","30","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Analysis","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Analysis","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Analysis","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Analysis","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Commercial","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Communications","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Digital, Data & Technology","Digital, Data and Technology","50","50","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Finance","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Human Resources","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","No function","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","No function","International Trade","200","200","36820","31800"
"New entrant CS","2022","Department for International Trade","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","No function","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","No function","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","No function","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","No function","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","No function","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Project Delivery","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Security","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Analysis","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Analysis","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Analysis","Statistics","30","30","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Commercial","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","No function","Operational Delivery","80","80","28150","26870"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","No function","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","No function","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","No function","Policy","380","370","35270","33210"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Analysis","Economics","40","40","[c]","[c]"
"New entrant CS","2022","Department for Transport","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Analysis","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Analysis","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Analysis","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Commercial","Commercial","50","50","[c]","[c]"
"New entrant CS","2022","Department for Transport","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Commercial","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Communications","Communications","40","40","[c]","[c]"
"New entrant CS","2022","Department for Transport","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Digital, Data & Technology","Digital, Data and Technology","110","110","33770","30730"
"New entrant CS","2022","Department for Transport","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Finance","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Finance","Finance","60","60","39120","38650"
"New entrant CS","2022","Department for Transport","Human Resources","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Human Resources","Human Resources","50","50","33490","30730"
"New entrant CS","2022","Department for Transport","Human Resources","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","No function","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","No function","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","No function","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","No function","Operational Delivery","1260","1190","23840","21840"
"New entrant CS","2022","Department for Transport","No function","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","No function","Policy","180","180","42880","40410"
"New entrant CS","2022","Department for Transport","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","No function","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","No function","Unknown","220","220","41270","35060"
"New entrant CS","2022","Department for Transport","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Project Delivery","Project Delivery","70","70","44590","46680"
"New entrant CS","2022","Department for Transport","Project Delivery","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Property","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Security","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Security","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Analysis","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Analysis","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Analysis","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Analysis","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Analysis","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Commercial","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Communications","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Counter Fraud","Counter Fraud","650","630","26040","27570"
"New entrant CS","2022","Department for Work and Pensions","Counter Fraud","Operational Delivery","120","110","22380","21260"
"New entrant CS","2022","Department for Work and Pensions","Debt","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Debt","Other","310","300","21800","21260"
"New entrant CS","2022","Department for Work and Pensions","Digital, Data & Technology","Digital, Data and Technology","380","380","40020","37100"
"New entrant CS","2022","Department for Work and Pensions","Finance","Commercial","40","40","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Finance","Finance","80","80","32940","31060"
"New entrant CS","2022","Department for Work and Pensions","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Finance","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Human Resources","Human Resources","40","30","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Human Resources","Operational Delivery","90","90","28240","27570"
"New entrant CS","2022","Department for Work and Pensions","Human Resources","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Legal","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","No function","Operational Delivery","6930","6770","25610","27570"
"New entrant CS","2022","Department for Work and Pensions","No function","Other","340","340","24030","21260"
"New entrant CS","2022","Department for Work and Pensions","No function","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","No function","Science and Engineering","70","70","27570","26370"
"New entrant CS","2022","Department for Work and Pensions","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Project Delivery","Project Delivery","70","70","27810","21260"
"New entrant CS","2022","Department for Work and Pensions","Property","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Security","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Unknown","Policy","60","60","36680","36650"
"New entrant CS","2022","Department for Work and Pensions","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Unknown","Unknown","1200","1180","26850","27570"
"New entrant CS","2022","Department of Health and Social Care","Analysis","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Analysis","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Analysis","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Analysis","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Analysis","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Analysis","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Commercial","Commercial","130","70","44740","40650"
"New entrant CS","2022","Department of Health and Social Care","Commercial","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Commercial","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Commercial","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Communications","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Communications","Communications","130","90","36810","32330"
"New entrant CS","2022","Department of Health and Social Care","Communications","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Communications","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Digital, Data & Technology","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Digital, Data & Technology","Digital, Data and Technology","110","80","35190","32790"
"New entrant CS","2022","Department of Health and Social Care","Digital, Data & Technology","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Finance","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Finance","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Finance","Finance","160","100","36750","32790"
"New entrant CS","2022","Department of Health and Social Care","Finance","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Human Resources","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Human Resources","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Human Resources","Human Resources","210","180","38250","32790"
"New entrant CS","2022","Department of Health and Social Care","Human Resources","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","No function","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","No function","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","No function","Knowledge and Information Management","50","40","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","No function","Medicine","80","60","75620","84560"
"New entrant CS","2022","Department of Health and Social Care","No function","Operational Delivery","1660","1510","36560","32330"
"New entrant CS","2022","Department of Health and Social Care","No function","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","No function","Policy","120","90","36310","32790"
"New entrant CS","2022","Department of Health and Social Care","No function","Science and Engineering","460","420","33810","32330"
"New entrant CS","2022","Department of Health and Social Care","No function","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Property","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Property","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Security","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Project Delivery","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Analysis","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Analysis","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Commercial","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Legal","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","No function","Operational Delivery","40","40","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","No function","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","No function","Policy","50","50","32390","32350"
"New entrant CS","2022","Food Standards Agency","No function","Science and Engineering","50","50","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","No function","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Security","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Analysis","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Digital, Data & Technology","Digital, Data and Technology","90","90","31100","30600"
"New entrant CS","2022","HM Land Registry","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Legal","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","No function","Operational Delivery","340","330","24610","22600"
"New entrant CS","2022","HM Land Registry","No function","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Project Delivery","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Analysis","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Analysis","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Analysis","Statistics","40","40","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Analysis","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Commercial","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Communications","Operational Delivery","470","470","26460","26590"
"New entrant CS","2022","HM Revenue and Customs","Communications","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Communications","Tax","370","360","27420","26590"
"New entrant CS","2022","HM Revenue and Customs","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Counter Fraud","Intelligence Analysis","70","70","31040","30750"
"New entrant CS","2022","HM Revenue and Customs","Counter Fraud","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Counter Fraud","Legal","70","70","29580","26590"
"New entrant CS","2022","HM Revenue and Customs","Counter Fraud","Operational Delivery","240","240","25780","26590"
"New entrant CS","2022","HM Revenue and Customs","Counter Fraud","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Counter Fraud","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Counter Fraud","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Counter Fraud","Unknown","330","320","28620","26590"
"New entrant CS","2022","HM Revenue and Customs","Debt","Operational Delivery","520","500","21270","21250"
"New entrant CS","2022","HM Revenue and Customs","Debt","Tax","180","170","22030","21250"
"New entrant CS","2022","HM Revenue and Customs","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Digital, Data & Technology","Digital, Data and Technology","320","320","35380","33080"
"New entrant CS","2022","HM Revenue and Customs","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Digital, Data & Technology","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Finance","Finance","120","120","32530","33080"
"New entrant CS","2022","HM Revenue and Customs","Finance","Operational Delivery","40","40","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Finance","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Human Resources","Human Resources","50","50","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Human Resources","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Legal","Legal","70","70","41200","37610"
"New entrant CS","2022","HM Revenue and Customs","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Legal","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","No function","Operational Delivery","1920","1860","23150","21250"
"New entrant CS","2022","HM Revenue and Customs","No function","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","No function","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","No function","Tax","1940","1900","27870","26590"
"New entrant CS","2022","HM Revenue and Customs","No function","Unknown","240","240","27520","25330"
"New entrant CS","2022","HM Revenue and Customs","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Project Delivery","Policy","30","30","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Project Delivery","Project Delivery","120","120","43240","40180"
"New entrant CS","2022","HM Revenue and Customs","Project Delivery","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Property","Operational Delivery","230","230","22220","21750"
"New entrant CS","2022","HM Revenue and Customs","Property","Property","280","270","30220","26590"
"New entrant CS","2022","HM Revenue and Customs","Security","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Unknown","Unknown","550","520","[c]","[c]"
"New entrant CS","2022","HM Treasury","Analysis","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Debt","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Legal","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","No function","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","No function","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","No function","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","No function","Policy","190","190","33870","29320"
"New entrant CS","2022","HM Treasury","No function","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","No function","Tax","[c]","[c]","[c]","[c]"
