"Status","Year","Profession_of_post","Responsibility_level","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Operational Delivery","G6/G7","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","G6/G7","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","G6/G7","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","G6/G7","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","G6/G7","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","G6/G7","No function","310","290","56350","53380"
"New entrant CS","2021","Operational Delivery","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","G6/G7","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","SCS","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","SCS","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","SCS","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","SEO/HEO","Analysis","50","50","32790","32540"
"New entrant CS","2021","Operational Delivery","SEO/HEO","Commercial","40","40","[c]","[c]"
"New entrant CS","2021","Operational Delivery","SEO/HEO","Communications","40","40","[c]","[c]"
"New entrant CS","2021","Operational Delivery","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","SEO/HEO","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","SEO/HEO","No function","1570","1470","35120","33950"
"New entrant CS","2021","Operational Delivery","SEO/HEO","Project Delivery","80","80","34580","33930"
"New entrant CS","2021","Operational Delivery","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","SEO/HEO","Unknown","70","70","34990","33900"
"New entrant CS","2021","Operational Delivery","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Unknown","No function","1430","1300","22910","22920"
"New entrant CS","2021","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","AA/AO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","EO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","EO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","SCS","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","SEO/HEO","Analysis","50","50","35090","34710"
"New entrant CS","2021","Operational Research","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","AA/AO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","AA/AO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","AA/AO","No function","70","60","19370","18980"
"New entrant CS","2021","Other","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","AA/AO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","AA/AO","Unknown","590","570","20710","20920"
"New entrant CS","2021","Other","EO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","EO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","EO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","EO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","EO","Legal","50","50","26910","26950"
"New entrant CS","2021","Other","EO","No function","160","160","25110","24210"
"New entrant CS","2021","Other","EO","Project Delivery","70","70","18970","19040"
"New entrant CS","2021","Other","EO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","EO","Unknown","320","320","27540","27200"
"New entrant CS","2021","Other","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","G6/G7","No function","30","30","[c]","[c]"
"New entrant CS","2021","Other","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","G6/G7","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","G6/G7","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Other","SCS","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","SCS","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","SCS","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","SEO/HEO","No function","90","90","35320","35000"
"New entrant CS","2021","Other","SEO/HEO","Project Delivery","60","60","31050","29500"
"New entrant CS","2021","Other","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","SEO/HEO","Unknown","180","180","36330","35050"
"New entrant CS","2021","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","AA/AO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","EO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","G6/G7","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","SCS","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","G6/G7","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","AA/AO","No function","60","60","21820","21980"
"New entrant CS","2021","Policy","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","AA/AO","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Policy","EO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","EO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","EO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","EO","No function","500","500","26190","27270"
"New entrant CS","2021","Policy","EO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","EO","Unknown","70","70","27850","28650"
"New entrant CS","2021","Policy","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","G6/G7","No function","500","490","55750","53380"
"New entrant CS","2021","Policy","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","G6/G7","Unknown","70","60","57380","57430"
"New entrant CS","2021","Policy","SCS","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","SCS","No function","50","50","94390","84070"
"New entrant CS","2021","Policy","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","SEO/HEO","No function","1790","1770","33920","33570"
"New entrant CS","2021","Policy","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","SEO/HEO","Unknown","130","130","38040","36570"
"New entrant CS","2021","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","AA/AO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","AA/AO","Project Delivery","50","50","[c]","[c]"
"New entrant CS","2021","Project Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","EO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","EO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","EO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","EO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","EO","Project Delivery","210","200","25050","26350"
"New entrant CS","2021","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","G6/G7","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","G6/G7","Project Delivery","170","170","55830","53500"
"New entrant CS","2021","Project Delivery","G6/G7","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","SCS","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","SCS","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","SCS","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","SEO/HEO","Project Delivery","540","530","36030","35090"
"New entrant CS","2021","Project Delivery","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","SEO/HEO","Unknown","60","60","36480","35050"
"New entrant CS","2021","Project Delivery","Unknown","Project Delivery","60","50","40080","40000"
"New entrant CS","2021","Property","AA/AO","Property","70","70","19040","18760"
"New entrant CS","2021","Property","EO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","EO","Property","130","130","25580","24920"
"New entrant CS","2021","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","G6/G7","Property","50","50","[c]","[c]"
"New entrant CS","2021","Property","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SCS","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SEO/HEO","Property","200","200","34910","33300"
"New entrant CS","2021","Property","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","AA/AO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","EO","No function","60","60","24940","24620"
"New entrant CS","2021","Psychology","G6/G7","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","SEO/HEO","No function","50","40","[c]","[c]"
"New entrant CS","2021","Science and Engineering","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","AA/AO","No function","190","180","21160","21050"
"New entrant CS","2021","Science and Engineering","AA/AO","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Science and Engineering","EO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","EO","No function","150","140","26020","26370"
"New entrant CS","2021","Science and Engineering","EO","Project Delivery","100","100","22300","23890"
"New entrant CS","2021","Science and Engineering","EO","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Science and Engineering","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","G6/G7","No function","70","60","54190","51670"
"New entrant CS","2021","Science and Engineering","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","SCS","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","SEO/HEO","Analysis","30","30","[c]","[c]"
"New entrant CS","2021","Science and Engineering","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","SEO/HEO","No function","430","380","34420","33580"
"New entrant CS","2021","Science and Engineering","SEO/HEO","Project Delivery","90","90","37650","39000"
"New entrant CS","2021","Science and Engineering","SEO/HEO","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Unknown","Project Delivery","80","80","31940","27540"
"New entrant CS","2021","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","AA/AO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","AA/AO","Security","540","540","24990","23540"
"New entrant CS","2021","Security","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","EO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","EO","Security","80","80","27240","24620"
"New entrant CS","2021","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","G6/G7","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","G6/G7","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","SEO/HEO","Security","80","80","35000","33000"
"New entrant CS","2021","Security","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","AA/AO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","EO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","G6/G7","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","SCS","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","SEO/HEO","Analysis","170","170","33100","32540"
"New entrant CS","2021","Social Research","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","EO","Analysis","80","80","26360","26780"
"New entrant CS","2021","Statistics","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","SCS","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","SCS","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","SEO/HEO","Analysis","210","200","33950","32540"
"New entrant CS","2021","Statistics","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","AA/AO","Debt","790","770","20280","20140"
"New entrant CS","2021","Tax","AA/AO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","AA/AO","No function","1400","1360","20140","20140"
"New entrant CS","2021","Tax","EO","Communications","580","580","25540","25560"
"New entrant CS","2021","Tax","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","EO","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","EO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","EO","No function","140","140","25770","25560"
"New entrant CS","2021","Tax","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","G6/G7","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","SEO/HEO","Communications","90","90","31740","31810"
"New entrant CS","2021","Tax","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","SEO/HEO","No function","140","140","33050","31810"
"New entrant CS","2021","Tax","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Human Resources","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","No function","230","230","20890","20140"
"New entrant CS","2021","Unknown","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Property","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Security","60","60","20640","20800"
"New entrant CS","2021","Unknown","AA/AO","Unknown","6110","6020","21560","21010"
"New entrant CS","2021","Unknown","EO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Communications","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Human Resources","40","30","[c]","[c]"
"New entrant CS","2021","Unknown","EO","No function","150","150","27240","27500"
"New entrant CS","2021","Unknown","EO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Security","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Unknown","11260","11000","28520","27570"
"New entrant CS","2021","Unknown","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Commercial","60","60","78670","85000"
"New entrant CS","2021","Unknown","G6/G7","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Digital, Data & Technology","80","80","56650","54700"
"New entrant CS","2021","Unknown","G6/G7","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","No function","90","90","57690","54700"
"New entrant CS","2021","Unknown","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Unknown","440","430","56700","54260"
"New entrant CS","2021","Unknown","SCS","Commercial","150","150","80850","71000"
"New entrant CS","2021","Unknown","SCS","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Communications","50","50","36760","34750"
"New entrant CS","2021","Unknown","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Digital, Data & Technology","80","70","36180","34550"
"New entrant CS","2021","Unknown","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Human Resources","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","No function","680","680","29470","28000"
"New entrant CS","2021","Unknown","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Unknown","1050","1030","34990","34710"
"New entrant CS","2021","Unknown","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","330","320","[c]","[c]"
"New entrant CS","2021","Veterinarian","AA/AO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","EO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","AA/AO","Commercial","50","50","20550","21170"
"New entrant CS","2022","Commercial","AA/AO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","AA/AO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","EO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","EO","Commercial","180","180","25670","26300"
"New entrant CS","2022","Commercial","EO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
