"Status","Year","Region_ITL1","Sex","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","North East (England)","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Male","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Male","Operational Delivery","250","250","23420","22850"
"New entrant CS","2021","North East (England)","Male","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Male","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Male","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Male","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Male","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Male","Tax","380","380","23190","25560"
"New entrant CS","2021","North East (England)","Male","Unknown","770","770","24340","21010"
"New entrant CS","2021","North East (England)","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Female","Digital, Data and Technology","50","50","40100","35900"
"New entrant CS","2021","North West (England)","Female","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Female","Human Resources","80","80","30100","25000"
"New entrant CS","2021","North West (England)","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Female","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Female","Legal","40","40","[c]","[c]"
"New entrant CS","2021","North West (England)","Female","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Female","Operational Delivery","910","870","23610","22350"
"New entrant CS","2021","North West (England)","Female","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Female","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Female","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Female","Policy","60","60","34450","29360"
"New entrant CS","2021","North West (England)","Female","Project Delivery","50","50","[c]","[c]"
"New entrant CS","2021","North West (England)","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Female","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Female","Science and Engineering","70","60","29340","26370"
"New entrant CS","2021","North West (England)","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Female","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Female","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Female","Tax","340","330","21840","20140"
"New entrant CS","2021","North West (England)","Female","Unknown","1400","1380","25300","27570"
"New entrant CS","2021","North West (England)","Female","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Male","Digital, Data and Technology","110","110","40570","37450"
"New entrant CS","2021","North West (England)","Male","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Male","Human Resources","40","40","[c]","[c]"
"New entrant CS","2021","North West (England)","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Male","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Male","Legal","40","40","[c]","[c]"
"New entrant CS","2021","North West (England)","Male","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Male","Operational Delivery","700","680","25330","22850"
"New entrant CS","2021","North West (England)","Male","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Male","Other","30","30","[c]","[c]"
"New entrant CS","2021","North West (England)","Male","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Male","Policy","50","50","36750","35900"
"New entrant CS","2021","North West (England)","Male","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","North West (England)","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Male","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Male","Science and Engineering","50","50","[c]","[c]"
"New entrant CS","2021","North West (England)","Male","Security","40","40","[c]","[c]"
"New entrant CS","2021","North West (England)","Male","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Male","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Male","Tax","330","330","22880","20140"
"New entrant CS","2021","North West (England)","Male","Unknown","1260","1260","26390","25560"
"New entrant CS","2021","North West (England)","Male","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Female","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Female","Operational Delivery","50","50","23410","20140"
"New entrant CS","2021","Northern Ireland","Female","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Female","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Female","Tax","70","60","21630","20140"
"New entrant CS","2021","Northern Ireland","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Male","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Male","Operational Delivery","90","90","23790","21430"
"New entrant CS","2021","Northern Ireland","Male","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Male","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Male","Tax","60","60","22060","20140"
"New entrant CS","2021","Northern Ireland","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Female","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Female","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Female","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Male","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Male","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Male","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Female","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Female","Human Resources","30","30","[c]","[c]"
"New entrant CS","2021","Scotland","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Female","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Female","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Female","Operational Delivery","390","380","22010","20810"
"New entrant CS","2021","Scotland","Female","Other","120","110","24780","23450"
"New entrant CS","2021","Scotland","Female","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Female","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Female","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Female","Tax","230","220","20780","20140"
"New entrant CS","2021","Scotland","Female","Unknown","1550","1500","29590","27570"
"New entrant CS","2021","Scotland","Female","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Male","Digital, Data and Technology","40","40","[c]","[c]"
"New entrant CS","2021","Scotland","Male","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Male","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Male","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Male","Operational Delivery","340","330","23930","20810"
"New entrant CS","2021","Scotland","Male","Other","130","130","25810","23450"
"New entrant CS","2021","Scotland","Male","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Male","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Male","Science and Engineering","30","30","[c]","[c]"
"New entrant CS","2021","Scotland","Male","Security","80","80","23350","23540"
"New entrant CS","2021","Scotland","Male","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Male","Tax","230","220","20880","20140"
"New entrant CS","2021","Scotland","Male","Unknown","1070","1060","29580","27570"
"New entrant CS","2021","Scotland","Male","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Female","Digital, Data and Technology","50","50","[c]","[c]"
"New entrant CS","2021","South East (England)","Female","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Female","Finance","40","40","[c]","[c]"
"New entrant CS","2021","South East (England)","Female","Human Resources","30","30","[c]","[c]"
"New entrant CS","2021","South East (England)","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Female","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Female","Legal","40","40","[c]","[c]"
"New entrant CS","2021","South East (England)","Female","Medicine","70","60","44990","35000"
"New entrant CS","2021","South East (England)","Female","Operational Delivery","1080","1020","24620","23050"
"New entrant CS","2021","South East (England)","Female","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Female","Other","130","130","23780","20920"
"New entrant CS","2021","South East (England)","Female","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Female","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Female","Project Delivery","80","80","31140","33000"
"New entrant CS","2021","South East (England)","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Female","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Female","Science and Engineering","60","60","29510","27960"
"New entrant CS","2021","South East (England)","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Female","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Female","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Female","Tax","40","40","[c]","[c]"
"New entrant CS","2021","South East (England)","Female","Unknown","1290","1250","27320","27570"
"New entrant CS","2021","South East (England)","Female","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Male","Digital, Data and Technology","90","90","41400","36040"
"New entrant CS","2021","South East (England)","Male","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Male","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Male","Legal","30","30","[c]","[c]"
"New entrant CS","2021","South East (England)","Male","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Male","Operational Delivery","910","880","25840","24880"
"New entrant CS","2021","South East (England)","Male","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Male","Other","110","110","28350","26350"
"New entrant CS","2021","South East (England)","Male","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Male","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Male","Project Delivery","80","80","37910","40000"
"New entrant CS","2021","South East (England)","Male","Property","40","40","[c]","[c]"
"New entrant CS","2021","South East (England)","Male","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Male","Science and Engineering","80","80","29830","27960"
"New entrant CS","2021","South East (England)","Male","Security","160","160","28940","25540"
"New entrant CS","2021","South East (England)","Male","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Male","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Male","Tax","40","40","[c]","[c]"
"New entrant CS","2021","South East (England)","Male","Unknown","800","800","27130","27570"
"New entrant CS","2021","South East (England)","Male","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Unknown","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Unknown","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Female","Commercial","50","50","33310","26830"
"New entrant CS","2021","South West (England)","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Female","Digital, Data and Technology","100","90","32970","29500"
"New entrant CS","2021","South West (England)","Female","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Female","Finance","60","60","29800","26050"
"New entrant CS","2021","South West (England)","Female","Human Resources","90","80","30460","24920"
"New entrant CS","2021","South West (England)","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Female","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Female","Medicine","50","40","[c]","[c]"
"New entrant CS","2021","South West (England)","Female","Operational Delivery","770","720","24690","22350"
"New entrant CS","2021","South West (England)","Female","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Female","Other","150","140","23490","20920"
"New entrant CS","2021","South West (England)","Female","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Female","Policy","70","70","32510","30190"
"New entrant CS","2021","South West (England)","Female","Project Delivery","150","140","34160","33000"
"New entrant CS","2021","South West (England)","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Female","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Female","Science and Engineering","200","180","29670","28590"
"New entrant CS","2021","South West (England)","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Female","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Female","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Female","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Female","Unknown","760","720","26030","27570"
"New entrant CS","2021","South West (England)","Female","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Male","Commercial","60","60","34860","34000"
"New entrant CS","2021","South West (England)","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Male","Digital, Data and Technology","210","200","36580","33000"
"New entrant CS","2021","South West (England)","Male","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Male","Finance","50","50","31180","25000"
"New entrant CS","2021","South West (England)","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Male","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Male","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Male","Operational Delivery","580","560","25690","22850"
"New entrant CS","2021","South West (England)","Male","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Male","Other","140","140","29750","26350"
"New entrant CS","2021","South West (England)","Male","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Male","Policy","50","50","[c]","[c]"
"New entrant CS","2021","South West (England)","Male","Project Delivery","180","180","38370","35000"
"New entrant CS","2021","South West (England)","Male","Property","40","40","[c]","[c]"
"New entrant CS","2021","South West (England)","Male","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Male","Science and Engineering","340","330","29840","27540"
"New entrant CS","2021","South West (England)","Male","Security","80","80","26050","20580"
"New entrant CS","2021","South West (England)","Male","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Male","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Male","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Male","Unknown","490","490","26490","27570"
"New entrant CS","2021","South West (England)","Male","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Unknown","500","490","30810","27570"
"New entrant CS","2021","Unknown","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Unknown","350","350","33510","27570"
"New entrant CS","2021","Wales","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Female","Digital, Data and Technology","50","50","33150","29540"
"New entrant CS","2021","Wales","Female","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Female","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Female","Operational Delivery","730","680","22390","21590"
"New entrant CS","2021","Wales","Female","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Female","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Female","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Female","Policy","30","30","[c]","[c]"
"New entrant CS","2021","Wales","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Female","Property","[c]","[c]","[c]","[c]"
