"Status","Year","Profession_of_post","Responsibility_level","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","G6/G7","Declared non-disabled","50","50","73390","75500"
"New entrant CS","2021","Inspector of Education and Training","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","SEO/HEO","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","EO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","EO","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","G6/G7","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","EO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","EO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","SEO/HEO","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2021","International Trade","SEO/HEO","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","EO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","SEO/HEO","Declared non-disabled","60","60","34910","32540"
"New entrant CS","2021","Knowledge and Information Management","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","EO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","EO","Declared non-disabled","60","60","27470","29280"
"New entrant CS","2021","Legal","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","EO","Unknown","90","90","26230","25560"
"New entrant CS","2021","Legal","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","G6/G7","Declared non-disabled","140","130","55560","51810"
"New entrant CS","2021","Legal","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","G6/G7","Unknown","270","260","52690","50520"
"New entrant CS","2021","Legal","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","SEO/HEO","Declared non-disabled","160","160","34720","33550"
"New entrant CS","2021","Legal","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","SEO/HEO","Unknown","170","170","34840","38000"
"New entrant CS","2021","Medicine","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","EO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","EO","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Medicine","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","G6/G7","Declared non-disabled","60","50","70830","73760"
"New entrant CS","2021","Medicine","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","G6/G7","Unknown","40","30","[c]","[c]"
"New entrant CS","2021","Medicine","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","SCS","Declared non-disabled","40","20","[c]","[c]"
"New entrant CS","2021","Medicine","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","SEO/HEO","Declared non-disabled","70","60","36690","37890"
"New entrant CS","2021","Medicine","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","SEO/HEO","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Operational Delivery","AA/AO","Declared disabled","430","410","21250","20600"
"New entrant CS","2021","Operational Delivery","AA/AO","Declared non-disabled","3970","3850","22040","21270"
"New entrant CS","2021","Operational Delivery","AA/AO","Undeclared","180","170","21260","20600"
"New entrant CS","2021","Operational Delivery","AA/AO","Unknown","4860","4720","21770","21430"
"New entrant CS","2021","Operational Delivery","EO","Declared disabled","130","120","25890","25000"
"New entrant CS","2021","Operational Delivery","EO","Declared non-disabled","910","870","25630","25010"
"New entrant CS","2021","Operational Delivery","EO","Undeclared","80","70","25540","25260"
"New entrant CS","2021","Operational Delivery","EO","Unknown","1630","1600","27450","25980"
"New entrant CS","2021","Operational Delivery","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","G6/G7","Declared non-disabled","240","230","56050","53150"
"New entrant CS","2021","Operational Delivery","G6/G7","Undeclared","40","30","[c]","[c]"
"New entrant CS","2021","Operational Delivery","G6/G7","Unknown","110","110","56160","55000"
"New entrant CS","2021","Operational Delivery","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","SEO/HEO","Declared disabled","110","110","34580","32720"
"New entrant CS","2021","Operational Delivery","SEO/HEO","Declared non-disabled","1050","980","34800","33290"
"New entrant CS","2021","Operational Delivery","SEO/HEO","Undeclared","110","100","34850","33730"
"New entrant CS","2021","Operational Delivery","SEO/HEO","Unknown","710","690","35690","36030"
"New entrant CS","2021","Operational Delivery","Unknown","Declared disabled","120","120","23450","22920"
"New entrant CS","2021","Operational Delivery","Unknown","Declared non-disabled","890","820","23170","22920"
"New entrant CS","2021","Operational Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Unknown","Unknown","410","360","22480","22920"
"New entrant CS","2021","Operational Research","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","EO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","SEO/HEO","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2021","Operational Research","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","SEO/HEO","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Other","AA/AO","Declared disabled","50","50","20200","20710"
"New entrant CS","2021","Other","AA/AO","Declared non-disabled","450","430","20610","20920"
"New entrant CS","2021","Other","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","AA/AO","Unknown","180","170","21230","20920"
"New entrant CS","2021","Other","EO","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","Other","EO","Declared non-disabled","350","350","25310","26350"
"New entrant CS","2021","Other","EO","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Other","EO","Unknown","210","210","26130","26950"
"New entrant CS","2021","Other","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","G6/G7","Declared non-disabled","70","60","61330","57460"
"New entrant CS","2021","Other","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","G6/G7","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Other","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","SEO/HEO","Declared non-disabled","210","200","34320","34000"
"New entrant CS","2021","Other","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","SEO/HEO","Unknown","140","130","35880","35050"
"New entrant CS","2021","Other","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","EO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","AA/AO","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Policy","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","AA/AO","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","Policy","EO","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","Policy","EO","Declared non-disabled","240","230","26670","26410"
"New entrant CS","2021","Policy","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","EO","Unknown","300","300","26250","27270"
"New entrant CS","2021","Policy","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","G6/G7","Declared non-disabled","210","200","56060","53380"
"New entrant CS","2021","Policy","G6/G7","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Policy","G6/G7","Unknown","320","310","56110","53380"
"New entrant CS","2021","Policy","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","SCS","Unknown","40","30","[c]","[c]"
"New entrant CS","2021","Policy","SEO/HEO","Declared disabled","140","140","33680","33570"
"New entrant CS","2021","Policy","SEO/HEO","Declared non-disabled","900","890","34060","33570"
"New entrant CS","2021","Policy","SEO/HEO","Undeclared","130","130","33330","32620"
"New entrant CS","2021","Policy","SEO/HEO","Unknown","800","780","34680","33570"
"New entrant CS","2021","Policy","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","EO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","EO","Declared non-disabled","140","130","25810","26350"
"New entrant CS","2021","Project Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","EO","Unknown","80","70","23630","25560"
"New entrant CS","2021","Project Delivery","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","G6/G7","Declared non-disabled","110","110","56120","54110"
"New entrant CS","2021","Project Delivery","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","G6/G7","Unknown","60","60","57370","55740"
"New entrant CS","2021","Project Delivery","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","SEO/HEO","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","Project Delivery","SEO/HEO","Declared non-disabled","380","380","35850","35000"
"New entrant CS","2021","Project Delivery","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","SEO/HEO","Unknown","180","180","36840","36740"
"New entrant CS","2021","Project Delivery","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","AA/AO","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Property","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","EO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","EO","Declared non-disabled","70","70","25780","26350"
"New entrant CS","2021","Property","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","EO","Unknown","50","50","25240","24500"
"New entrant CS","2021","Property","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","G6/G7","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Property","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SEO/HEO","Declared non-disabled","150","150","34800","33000"
"New entrant CS","2021","Property","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SEO/HEO","Unknown","50","50","34890","33750"
"New entrant CS","2021","Property","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","EO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","EO","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","Psychology","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","AA/AO","Declared non-disabled","180","170","21070","20660"
"New entrant CS","2021","Science and Engineering","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","EO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","EO","Declared non-disabled","190","190","26090","26370"
"New entrant CS","2021","Science and Engineering","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","EO","Unknown","80","70","21610","16780"
"New entrant CS","2021","Science and Engineering","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","G6/G7","Declared non-disabled","60","60","55420","52620"
"New entrant CS","2021","Science and Engineering","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","SEO/HEO","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","Science and Engineering","SEO/HEO","Declared non-disabled","460","420","34980","33790"
"New entrant CS","2021","Science and Engineering","SEO/HEO","Undeclared","50","40","[c]","[c]"
"New entrant CS","2021","Science and Engineering","SEO/HEO","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Unknown","Declared non-disabled","50","50","36500","33000"
"New entrant CS","2021","Science and Engineering","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","AA/AO","Declared non-disabled","300","300","23870","20920"
"New entrant CS","2021","Security","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","AA/AO","Unknown","230","230","26400","23540"
"New entrant CS","2021","Security","EO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","EO","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2021","Security","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","EO","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Security","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","SEO/HEO","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Security","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","SEO/HEO","Unknown","40","30","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","AA/AO","Unknown","[c]","[c]","[c]","[c]"
