"Status","Year","Ethnicity","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Chinese","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Defence","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Defence","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Defence","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Defence","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Defence","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Defence","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Defence","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Defence","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Defence","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Defence","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Defence","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Housing, Communities and Local Government","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Housing, Communities and Local Government","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Housing, Communities and Local Government","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Housing, Communities and Local Government","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Housing, Communities and Local Government","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Housing, Communities and Local Government","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Housing, Communities and Local Government","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Housing, Communities and Local Government","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Housing, Communities and Local Government","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Housing, Communities and Local Government","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Housing, Communities and Local Government","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Housing, Communities and Local Government","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Housing, Communities and Local Government","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Housing, Communities and Local Government","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Justice","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Justice","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Justice","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Justice","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Justice","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Justice","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Justice","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Justice","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Justice","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Justice","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Justice","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Justice","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","National Crime Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","National Crime Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","National Crime Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Northern Ireland Office","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Northern Ireland Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Northern Ireland Office","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office for Standards in Education","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office for Standards in Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office for Standards in Education","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office for Standards in Education","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office for Standards in Education","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office for Standards in Education","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office for Standards in Education","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office for Standards in Education","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office for Standards in Education","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office for Standards in Education","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office for Standards in Education","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office for Standards in Education","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office for Standards in Education","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office of Gas and Electricity Markets","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office of Gas and Electricity Markets","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office of Gas and Electricity Markets","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office of Gas and Electricity Markets","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office of Gas and Electricity Markets","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office of Gas and Electricity Markets","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office of Gas and Electricity Markets","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office of Qualifications and Examinations Regulation","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office of Qualifications and Examinations Regulation","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office of Qualifications and Examinations Regulation","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office of Qualifications and Examinations Regulation","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office of Qualifications and Examinations Regulation","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office of Qualifications and Examinations Regulation","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office of Rail and Road","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office of Rail and Road","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office of Rail and Road","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office of Rail and Road","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office of Rail and Road","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office of Rail and Road","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office of Rail and Road","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Other Cabinet Office Agencies","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Other Cabinet Office Agencies","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Other Cabinet Office Agencies","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Other Cabinet Office Agencies","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Other Cabinet Office Agencies","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Other Cabinet Office Agencies","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Other Cabinet Office Agencies","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Other Cabinet Office Agencies","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Other Cabinet Office Agencies","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Scotland Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Scotland Office","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Scotland Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Scottish Government","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Scottish Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Scottish Government","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Scottish Government","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Scottish Government","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Scottish Government","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Scottish Government","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Scottish Government","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","The National Archives","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","The National Archives","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","The National Archives","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","The National Archives","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","The National Archives","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","The National Archives","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","UK Export Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","UK Export Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","UK Export Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","UK Export Finance","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","UK Supreme Court","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","UK Supreme Court","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","UK Supreme Court","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","UK Supreme Court","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","United Kingdom Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","United Kingdom Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","United Kingdom Statistics Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","United Kingdom Statistics Authority","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","United Kingdom Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","United Kingdom Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","United Kingdom Statistics Authority","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","United Kingdom Statistics Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","United Kingdom Statistics Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","United Kingdom Statistics Authority","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","United Kingdom Statistics Authority","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","United Kingdom Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","United Kingdom Statistics Authority","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","United Kingdom Statistics Authority","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","United Kingdom Statistics Authority","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","United Kingdom Statistics Authority","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Wales Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Wales Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Wales Office","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Wales Office","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Water Services Regulation Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Water Services Regulation Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Water Services Regulation Authority","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Water Services Regulation Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Water Services Regulation Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Water Services Regulation Authority","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Water Services Regulation Authority","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Water Services Regulation Authority","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Welsh Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Welsh Government","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Welsh Government","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Welsh Government","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Welsh Government","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Welsh Government","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Welsh Government","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Welsh Government","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Welsh Government","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Welsh Government","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Welsh Government","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Welsh Government","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Welsh Government","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Welsh Government","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Welsh Government","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Welsh Government","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Attorney General's Departments","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Attorney General's Departments","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Attorney General's Departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Attorney General's Departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Attorney General's Departments","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Attorney General's Departments","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Attorney General's Departments","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Cabinet Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Cabinet Office","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Cabinet Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Cabinet Office","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Cabinet Office","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Mixed","Chancellor's other departments","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Chancellor's other departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Chancellor's other departments","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Chancellor's other departments","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Chancellor's other departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Chancellor's other departments","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Chancellor's other departments","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Charity Commission","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Charity Commission","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Charity Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Charity Commission","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Charity Commission","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Competition and Markets Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Competition and Markets Authority","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Competition and Markets Authority","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Competition and Markets Authority","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Department for Business, Energy and Industrial Strategy","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Department for Business, Energy and Industrial Strategy","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Department for Business, Energy and Industrial Strategy","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Department for Business, Energy and Industrial Strategy","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Department for Business, Energy and Industrial Strategy","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Department for Business, Energy and Industrial Strategy","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
