"Status","Year","Profession_of_post","Sex","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Planning Inspectors","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Female","20-29","1120","1110","32520","32560"
"New entrant CS","2021","Policy","Female","30-39","400","390","40850","36820"
"New entrant CS","2021","Policy","Female","40-49","200","190","45850","40290"
"New entrant CS","2021","Policy","Female","50-59","120","110","42760","38750"
"New entrant CS","2021","Policy","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Male","20-29","860","850","33560","32790"
"New entrant CS","2021","Policy","Male","30-39","330","330","42490","38750"
"New entrant CS","2021","Policy","Male","40-49","130","130","53750","49530"
"New entrant CS","2021","Policy","Male","50-59","100","100","48880","44850"
"New entrant CS","2021","Policy","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Female","20-29","200","200","30940","30730"
"New entrant CS","2021","Project Delivery","Female","30-39","190","180","37700","35900"
"New entrant CS","2021","Project Delivery","Female","40-49","110","110","40270","38640"
"New entrant CS","2021","Project Delivery","Female","50-59","70","70","38730","35900"
"New entrant CS","2021","Project Delivery","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Male","20-29","170","160","31270","31810"
"New entrant CS","2021","Project Delivery","Male","30-39","170","170","39740","38630"
"New entrant CS","2021","Project Delivery","Male","40-49","110","110","43080","40000"
"New entrant CS","2021","Project Delivery","Male","50-59","110","110","45600","40000"
"New entrant CS","2021","Project Delivery","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Female","20-29","80","70","27400","24920"
"New entrant CS","2021","Property","Female","30-39","40","40","[c]","[c]"
"New entrant CS","2021","Property","Female","40-49","40","40","[c]","[c]"
"New entrant CS","2021","Property","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Male","20-29","90","90","28110","27880"
"New entrant CS","2021","Property","Male","30-39","50","50","36630","30990"
"New entrant CS","2021","Property","Male","40-49","60","60","40550","33000"
"New entrant CS","2021","Property","Male","50-59","90","90","40830","33300"
"New entrant CS","2021","Property","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Female","20-29","80","70","25110","24620"
"New entrant CS","2021","Psychology","Female","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Male","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Male","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Female","20-29","280","270","26740","26370"
"New entrant CS","2021","Science and Engineering","Female","30-39","150","130","35000","33000"
"New entrant CS","2021","Science and Engineering","Female","40-49","120","90","38210","36330"
"New entrant CS","2021","Science and Engineering","Female","50-59","60","50","40130","38040"
"New entrant CS","2021","Science and Engineering","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Male","16-19","50","50","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Male","20-29","290","290","26030","26480"
"New entrant CS","2021","Science and Engineering","Male","30-39","120","110","34510","33000"
"New entrant CS","2021","Science and Engineering","Male","40-49","90","80","38590","37320"
"New entrant CS","2021","Science and Engineering","Male","50-59","110","110","38590","36330"
"New entrant CS","2021","Science and Engineering","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Female","20-29","60","60","23650","23090"
"New entrant CS","2021","Security","Female","30-39","50","50","27550","25080"
"New entrant CS","2021","Security","Female","40-49","30","30","[c]","[c]"
"New entrant CS","2021","Security","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Male","20-29","160","160","24030","23540"
"New entrant CS","2021","Security","Male","30-39","130","130","28000","25540"
"New entrant CS","2021","Security","Male","40-49","100","100","29290","25540"
"New entrant CS","2021","Security","Male","50-59","140","140","30590","26510"
"New entrant CS","2021","Security","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Female","20-29","110","110","31570","31810"
"New entrant CS","2021","Social Research","Female","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Male","20-29","30","30","[c]","[c]"
"New entrant CS","2021","Social Research","Male","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Female","20-29","130","120","30280","30000"
"New entrant CS","2021","Statistics","Female","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Male","20-29","110","110","30300","30100"
"New entrant CS","2021","Statistics","Male","30-39","40","40","[c]","[c]"
"New entrant CS","2021","Statistics","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Female","16-19","60","50","20330","20140"
"New entrant CS","2021","Tax","Female","20-29","780","760","22300","20140"
"New entrant CS","2021","Tax","Female","30-39","380","370","22720","20140"
"New entrant CS","2021","Tax","Female","40-49","220","210","22590","20140"
"New entrant CS","2021","Tax","Female","50-59","160","160","22190","20140"
"New entrant CS","2021","Tax","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Male","16-19","50","50","20450","20140"
"New entrant CS","2021","Tax","Male","20-29","780","760","22560","20140"
"New entrant CS","2021","Tax","Male","30-39","400","400","23400","20140"
"New entrant CS","2021","Tax","Male","40-49","210","200","23240","20140"
"New entrant CS","2021","Tax","Male","50-59","160","160","23060","20140"
"New entrant CS","2021","Tax","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","16-19","150","150","22440","21010"
"New entrant CS","2021","Unknown","Female","20-29","4690","4630","27060","27570"
"New entrant CS","2021","Unknown","Female","30-39","2900","2770","29420","27570"
"New entrant CS","2021","Unknown","Female","40-49","2280","2190","29690","27570"
"New entrant CS","2021","Unknown","Female","50-59","2070","2000","28380","27570"
"New entrant CS","2021","Unknown","Female","60-64","350","330","25920","27570"
"New entrant CS","2021","Unknown","Female","65+","50","40","[c]","[c]"
"New entrant CS","2021","Unknown","Male","16-19","110","110","22290","21010"
"New entrant CS","2021","Unknown","Male","20-29","3330","3320","26410","27570"
"New entrant CS","2021","Unknown","Male","30-39","2170","2160","29700","27570"
"New entrant CS","2021","Unknown","Male","40-49","1670","1660","31300","27570"
"New entrant CS","2021","Unknown","Male","50-59","1330","1320","31410","27570"
"New entrant CS","2021","Unknown","Male","60-64","320","310","28410","27570"
"New entrant CS","2021","Unknown","Male","65+","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Female","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Female","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Male","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Male","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Female","20-29","200","190","29090","26880"
"New entrant CS","2022","Commercial","Female","30-39","140","120","33540","32750"
"New entrant CS","2022","Commercial","Female","40-49","90","70","36420","33290"
"New entrant CS","2022","Commercial","Female","50-59","50","40","[c]","[c]"
"New entrant CS","2022","Commercial","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","20-29","150","140","28000","26590"
"New entrant CS","2022","Commercial","Male","30-39","90","80","36270","34900"
"New entrant CS","2022","Commercial","Male","40-49","50","50","[c]","[c]"
"New entrant CS","2022","Commercial","Male","50-59","30","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","20-29","200","190","31620","31800"
"New entrant CS","2022","Communications","Female","30-39","100","90","40020","38000"
"New entrant CS","2022","Communications","Female","40-49","60","50","[c]","[c]"
"New entrant CS","2022","Communications","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","20-29","110","110","30750","29180"
"New entrant CS","2022","Communications","Male","30-39","50","50","36650","36290"
"New entrant CS","2022","Communications","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Female","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Female","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Male","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Male","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","20-29","140","130","25580","26830"
"New entrant CS","2022","Counter Fraud","Female","30-39","120","110","26260","27570"
"New entrant CS","2022","Counter Fraud","Female","40-49","80","80","26430","27570"
"New entrant CS","2022","Counter Fraud","Female","50-59","50","50","25970","26850"
"New entrant CS","2022","Counter Fraud","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Male","20-29","100","100","25600","25110"
"New entrant CS","2022","Counter Fraud","Male","30-39","80","70","26440","27570"
"New entrant CS","2022","Counter Fraud","Male","40-49","50","50","26810","27570"
"New entrant CS","2022","Counter Fraud","Male","50-59","60","60","27790","27570"
"New entrant CS","2022","Counter Fraud","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Female","20-29","390","380","31390","30600"
"New entrant CS","2022","Digital, Data and Technology","Female","30-39","320","310","39010","36570"
"New entrant CS","2022","Digital, Data and Technology","Female","40-49","200","190","41340","39240"
"New entrant CS","2022","Digital, Data and Technology","Female","50-59","90","90","41120","39580"
"New entrant CS","2022","Digital, Data and Technology","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Male","20-29","580","580","30960","30210"
"New entrant CS","2022","Digital, Data and Technology","Male","30-39","530","520","39570","36840"
"New entrant CS","2022","Digital, Data and Technology","Male","40-49","380","370","46010","42910"
"New entrant CS","2022","Digital, Data and Technology","Male","50-59","240","240","46560","42250"
"New entrant CS","2022","Digital, Data and Technology","Male","60-64","30","30","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Female","20-29","110","110","30770","30710"
"New entrant CS","2022","Economics","Female","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Male","20-29","210","210","30480","30710"
"New entrant CS","2022","Economics","Male","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Female","20-29","210","200","30000","27270"
"New entrant CS","2022","Finance","Female","30-39","190","170","36230","35000"
"New entrant CS","2022","Finance","Female","40-49","130","120","38030","36620"
"New entrant CS","2022","Finance","Female","50-59","90","80","40800","37680"
"New entrant CS","2022","Finance","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Male","20-29","240","220","29130","27570"
"New entrant CS","2022","Finance","Male","30-39","150","140","38810","36670"
"New entrant CS","2022","Finance","Male","40-49","90","80","40570","36500"
"New entrant CS","2022","Finance","Male","50-59","70","70","43640","40960"
"New entrant CS","2022","Finance","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Female","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Female","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Male","20-29","30","30","[c]","[c]"
"New entrant CS","2022","Geography","Male","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Female","20-29","300","290","27070","26250"
"New entrant CS","2022","Human Resources","Female","30-39","200","190","34130","30730"
"New entrant CS","2022","Human Resources","Female","40-49","180","170","37880","34000"
"New entrant CS","2022","Human Resources","Female","50-59","110","100","40290","36680"
"New entrant CS","2022","Human Resources","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Male","20-29","130","130","28220","26670"
"New entrant CS","2022","Human Resources","Male","30-39","90","90","37450","31990"
"New entrant CS","2022","Human Resources","Male","40-49","50","50","[c]","[c]"
"New entrant CS","2022","Human Resources","Male","50-59","40","30","[c]","[c]"
"New entrant CS","2022","Human Resources","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Female","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Female","40-49","50","50","56970","46360"
"New entrant CS","2022","Inspector of Education and Training","Female","50-59","50","40","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Male","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Female","20-29","60","60","28680","28700"
"New entrant CS","2022","Intelligence Analysis","Female","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Male","20-29","50","50","29350","28700"
"New entrant CS","2022","Intelligence Analysis","Male","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Female","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Female","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Male","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Male","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Female","20-29","70","70","31900","31800"
"New entrant CS","2022","International Trade","Female","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Male","20-29","60","60","[c]","[c]"
"New entrant CS","2022","International Trade","Male","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Female","20-29","50","50","27840","26880"
"New entrant CS","2022","Knowledge and Information Management","Female","30-39","40","30","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Female","40-49","30","30","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Male","20-29","40","40","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Male","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Female","20-29","230","230","33850","30450"
"New entrant CS","2022","Legal","Female","30-39","210","200","45940","48080"
"New entrant CS","2022","Legal","Female","40-49","130","120","48870","50500"
"New entrant CS","2022","Legal","Female","50-59","30","30","[c]","[c]"
"New entrant CS","2022","Legal","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Male","20-29","110","110","34840","31180"
"New entrant CS","2022","Legal","Male","30-39","120","120","44020","43920"
"New entrant CS","2022","Legal","Male","40-49","70","60","47730","50500"
"New entrant CS","2022","Legal","Male","50-59","30","30","[c]","[c]"
"New entrant CS","2022","Legal","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Female","20-29","40","40","[c]","[c]"
"New entrant CS","2022","Medicine","Female","30-39","90","80","47450","39030"
"New entrant CS","2022","Medicine","Female","40-49","60","50","50310","39030"
"New entrant CS","2022","Medicine","Female","50-59","40","30","[c]","[c]"
"New entrant CS","2022","Medicine","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Male","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Male","30-39","30","30","[c]","[c]"
"New entrant CS","2022","Medicine","Male","40-49","30","30","[c]","[c]"
"New entrant CS","2022","Medicine","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Female","16-19","330","320","22040","21260"
"New entrant CS","2022","Operational Delivery","Female","20-29","8750","8550","24260","23140"
