"Status","Year","Disability","Region_ITL3","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Unknown","Greater Manchester North East","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Greater Manchester North West","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Greater Manchester North West","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Greater Manchester South East","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Greater Manchester South East","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Greater Manchester South East","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Greater Manchester South East","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Greater Manchester South West","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Greater Manchester South West","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Greater Manchester South West","HM Revenue and Customs","350","340","23910","20140"
"New entrant CS","2021","Unknown","Greater Manchester South West","Home Office","50","50","40140","33820"
"New entrant CS","2021","Unknown","Greater Manchester South West","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Gwent Valleys","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Gwent Valleys","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Gwent Valleys","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Gwynedd","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Gwynedd","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Gwynedd","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Gwynedd","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Gwynedd","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Hackney and Newham","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Hackney and Newham","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Hackney and Newham","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Hackney and Newham","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Hackney and Newham","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Haringey and Islington","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Haringey and Islington","Department for Work and Pensions","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Haringey and Islington","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Haringey and Islington","Ministry of Justice","130","130","26110","25450"
"New entrant CS","2021","Unknown","Harrow and Hillingdon","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Harrow and Hillingdon","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Harrow and Hillingdon","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Harrow and Hillingdon","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Harrow and Hillingdon","Home Office","80","80","28270","28650"
"New entrant CS","2021","Unknown","Harrow and Hillingdon","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Harrow and Hillingdon","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Hartlepool and Stockton-on-Tees","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Hartlepool and Stockton-on-Tees","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heart of Essex","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heart of Essex","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heart of Essex","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heart of Essex","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heart of Essex","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heart of Essex","Ministry of Justice","60","60","22780","22570"
"New entrant CS","2021","Unknown","Heart of Essex","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Herefordshire, County of","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Herefordshire, County of","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Herefordshire, County of","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Hertfordshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Hertfordshire","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Hertfordshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Hertfordshire","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Hertfordshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Hertfordshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Hertfordshire","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Hertfordshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Hertfordshire","Ministry of Justice","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Hertfordshire","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Hounslow and Richmond upon Thames","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Hounslow and Richmond upon Thames","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Hounslow and Richmond upon Thames","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Hounslow and Richmond upon Thames","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Hounslow and Richmond upon Thames","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Hounslow and Richmond upon Thames","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Hounslow and Richmond upon Thames","Ministry of Justice","80","70","26000","26370"
"New entrant CS","2021","Unknown","Hounslow and Richmond upon Thames","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Inverclyde, East Renfrewshire and Renfrewshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Inverclyde, East Renfrewshire and Renfrewshire","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Inverclyde, East Renfrewshire and Renfrewshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Inverclyde, East Renfrewshire and Renfrewshire","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Inverclyde, East Renfrewshire and Renfrewshire","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Inverness and Nairn and Moray, Badenoch and Strathspey","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Inverness and Nairn and Moray, Badenoch and Strathspey","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Inverness and Nairn and Moray, Badenoch and Strathspey","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Inverness and Nairn and Moray, Badenoch and Strathspey","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Isle of Anglesey","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Isle of Anglesey","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Isle of Wight","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Isle of Wight","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Kensington & Chelsea and Hammersmith & Fulham","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Kensington & Chelsea and Hammersmith & Fulham","Ministry of Justice","40","30","[c]","[c]"
"New entrant CS","2021","Unknown","Kent Thames Gateway","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Kent Thames Gateway","Ministry of Justice","80","80","24960","27850"
"New entrant CS","2021","Unknown","Kingston upon Hull, City of","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Kingston upon Hull, City of","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Kingston upon Hull, City of","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Kingston upon Hull, City of","HM Land Registry","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Kingston upon Hull, City of","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Kingston upon Hull, City of","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Lambeth","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Lambeth","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Lambeth","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Lambeth","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Lambeth","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Lambeth","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Lambeth","National Crime Agency","300","300","37850","36200"
"New entrant CS","2021","Unknown","Lancaster and Wyre","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Lancaster and Wyre","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Lancaster and Wyre","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Leeds","Attorney General's Departments","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Leeds","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Leeds","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Leeds","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Leeds","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Leeds","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Leeds","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Leeds","Department for Work and Pensions","80","80","29160","27570"
"New entrant CS","2021","Unknown","Leeds","Department of Health and Social Care","280","270","37880","31130"
"New entrant CS","2021","Unknown","Leeds","HM Revenue and Customs","280","270","22850","20140"
"New entrant CS","2021","Unknown","Leeds","Home Office","50","40","[c]","[c]"
"New entrant CS","2021","Unknown","Leeds","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Leeds","Ministry of Justice","120","120","22300","21170"
"New entrant CS","2021","Unknown","Leicester","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Leicester","Department for Work and Pensions","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","Leicester","HM Land Registry","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Leicester","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Leicester","Ministry of Justice","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Leicestershire CC and Rutland","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Leicestershire CC and Rutland","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Leicestershire CC and Rutland","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Leicestershire CC and Rutland","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Leicestershire CC and Rutland","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Leicestershire CC and Rutland","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Leicestershire CC and Rutland","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Lewisham and Southwark","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Lewisham and Southwark","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Lewisham and Southwark","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Lewisham and Southwark","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Lewisham and Southwark","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Lewisham and Southwark","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Lincolnshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Lincolnshire","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Lincolnshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Lincolnshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Lincolnshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Lincolnshire","Ministry of Justice","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Lincolnshire","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Lisburn and Castlereagh","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Lisburn and Castlereagh","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Liverpool","Attorney General's Departments","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Liverpool","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Liverpool","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Liverpool","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Liverpool","HM Revenue and Customs","130","130","21990","20140"
"New entrant CS","2021","Unknown","Liverpool","Home Office","70","70","27690","24880"
"New entrant CS","2021","Unknown","Liverpool","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Liverpool","Ministry of Justice","50","40","[c]","[c]"
"New entrant CS","2021","Unknown","Liverpool","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Liverpool","Other Cabinet Office Agencies","60","60","38400","34800"
"New entrant CS","2021","Unknown","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Luton","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Luton","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Luton","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Manchester","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Manchester","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Manchester","Department for Business, Energy and Industrial Strategy","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Manchester","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Manchester","Department for Education","140","140","35000","32670"
"New entrant CS","2021","Unknown","Manchester","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Manchester","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Manchester","Department for Work and Pensions","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Manchester","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Manchester","HM Revenue and Customs","70","70","28900","26560"
"New entrant CS","2021","Unknown","Manchester","Home Office","60","60","24480","24880"
"New entrant CS","2021","Unknown","Manchester","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Manchester","Ministry of Justice","70","70","20980","19930"
"New entrant CS","2021","Unknown","Manchester","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Manchester","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Medway","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Medway","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Medway","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Medway","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Medway","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Medway","Ministry of Justice","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Medway","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Merton, Kingston upon Thames and Sutton","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Merton, Kingston upon Thames and Sutton","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Merton, Kingston upon Thames and Sutton","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mid Kent","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mid Kent","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mid Kent","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mid Kent","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mid Kent","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mid Lancashire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mid Lancashire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mid Lancashire","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mid Lancashire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mid Lancashire","HM Land Registry","40","30","[c]","[c]"
"New entrant CS","2021","Unknown","Mid Lancashire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mid Lancashire","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mid Lancashire","Ministry of Justice","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Milton Keynes","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Milton Keynes","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Milton Keynes","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Milton Keynes","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Monmouthshire and Newport","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Monmouthshire and Newport","Department for Business, Energy and Industrial Strategy","130","130","27300","23320"
"New entrant CS","2021","Unknown","Monmouthshire and Newport","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Monmouthshire and Newport","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Monmouthshire and Newport","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Monmouthshire and Newport","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Monmouthshire and Newport","United Kingdom Statistics Authority","260","260","29820","29540"
"New entrant CS","2021","Unknown","Monmouthshire and Newport","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Newry, Mourne and Down","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North and North East Lincolnshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North and North East Lincolnshire","Home Office","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","North and North East Lincolnshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North and West Norfolk","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North and West Norfolk","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North and West Norfolk","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North Hampshire","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North Hampshire","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North Hampshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North Hampshire","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North Hampshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North Hampshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North Lanarkshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North Lanarkshire","HM Revenue and Customs","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","North Lanarkshire","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North Northamptonshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North Northamptonshire","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North Northamptonshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North Nottinghamshire","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North Nottinghamshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North Nottinghamshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North Nottinghamshire","Ministry of Justice","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","North Yorkshire CC","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North Yorkshire CC","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North Yorkshire CC","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North Yorkshire CC","Ministry of Defence","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","North Yorkshire CC","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Northumberland","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Northumberland","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Northumberland","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Norwich and East Norfolk","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Norwich and East Norfolk","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Norwich and East Norfolk","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Norwich and East Norfolk","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Norwich and East Norfolk","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Norwich and East Norfolk","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Norwich and East Norfolk","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Nottingham","Attorney General's Departments","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Nottingham","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Nottingham","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Nottingham","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Nottingham","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Nottingham","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Nottingham","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Nottingham","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Nottingham","HM Land Registry","60","60","24710","22350"
"New entrant CS","2021","Unknown","Nottingham","HM Revenue and Customs","130","130","27130","25560"
"New entrant CS","2021","Unknown","Nottingham","Ministry of Justice","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","Nottingham","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Orkney Islands","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Overseas","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Oxfordshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Oxfordshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Oxfordshire","Ministry of Defence","40","30","[c]","[c]"
"New entrant CS","2021","Unknown","Oxfordshire","Ministry of Justice","60","60","[c]","[c]"
"New entrant CS","2021","Unknown","Perth and Kinross and Stirling","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Perth and Kinross and Stirling","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Perth and Kinross and Stirling","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Perth and Kinross and Stirling","Scottish Government","50","40","[c]","[c]"
"New entrant CS","2021","Unknown","Peterborough","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Peterborough","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Peterborough","HM Land Registry","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Peterborough","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Peterborough","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Peterborough","Ministry of Justice","[c]","[c]","[c]","[c]"
