"Status","Year","Sexual_orientation","Organisation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Heterosexual / straight","Northern Ireland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Office for Budget Responsibility","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Office for Budget Responsibility","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","130","130","50220","46360"
"New entrant CS","2021","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Office of Gas and Electricity Markets","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Office of Gas and Electricity Markets","Declared non-disabled","200","190","34850","27000"
"New entrant CS","2021","Heterosexual / straight","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Office of Qualifications and Examinations Regulation","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Office of Qualifications and Examinations Regulation","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Office of Rail and Road","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Office of Rail and Road","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Office of the Public Guardian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Office of the Public Guardian","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Office of the Scottish Charity Regulator","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Office of the Scottish Charity Regulator","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Planning Inspectorate","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Planning Inspectorate","Declared non-disabled","50","50","29850","26050"
"New entrant CS","2021","Heterosexual / straight","Planning Inspectorate","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Public Health England","Declared disabled","100","90","33300","30240"
"New entrant CS","2021","Heterosexual / straight","Public Health England","Declared non-disabled","1330","1170","34360","31370"
"New entrant CS","2021","Heterosexual / straight","Public Health England","Undeclared","110","90","38960","32650"
"New entrant CS","2021","Heterosexual / straight","Public Health England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Registers of Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Registers of Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Revenue Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Revenue Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Revenue Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Rural Payments Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Rural Payments Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Scotland Office (incl. Office of the Advocate General for Scotland)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Scotland Office (incl. Office of the Advocate General for Scotland)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Scottish Courts and Tribunals Service","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Scottish Courts and Tribunals Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Scottish Forestry","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Scottish Forestry","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Scottish Government (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Scottish Government (excl. agencies)","Declared non-disabled","220","220","36390","30650"
"New entrant CS","2021","Heterosexual / straight","Scottish Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Scottish Government (excl. agencies)","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Scottish Housing Regulator","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Scottish Housing Regulator","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Scottish Prison Service","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Scottish Prison Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Scottish Prison Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Scottish Public Pensions Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Scottish Public Pensions Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Scottish Public Pensions Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Serious Fraud Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Serious Fraud Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Serious Fraud Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Social Security Scotland","Declared disabled","40","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Social Security Scotland","Declared non-disabled","180","170","25160","20060"
"New entrant CS","2021","Heterosexual / straight","Social Security Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Social Security Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Standards and Testing Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Standards and Testing Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Standards and Testing Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Student Awards Agency for Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Student Awards Agency for Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Student Awards Agency for Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Submarine Delivery Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Submarine Delivery Agency","Declared non-disabled","130","120","38720","38000"
"New entrant CS","2021","Heterosexual / straight","Submarine Delivery Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Teaching Regulation Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Teaching Regulation Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Teaching Regulation Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","The National Archives","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","The National Archives","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Transport Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Transport Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Transport Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","UK Export Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","UK Export Finance","Declared non-disabled","70","70","47650","47000"
"New entrant CS","2021","Heterosexual / straight","UK Hydrographic Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","UK Hydrographic Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","UK Hydrographic Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","UK Intellectual Property Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","UK Intellectual Property Office","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","UK Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","UK Space Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","UK Space Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","UK Space Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","UK Supreme Court","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","UK Supreme Court","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","United Kingdom Statistics Authority","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","United Kingdom Statistics Authority","Declared non-disabled","300","290","32660","29540"
"New entrant CS","2021","Heterosexual / straight","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","United Kingdom Statistics Authority","Unknown","300","290","31280","29540"
"New entrant CS","2021","Heterosexual / straight","Valuation Office Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Valuation Office Agency","Declared non-disabled","110","110","25440","24500"
"New entrant CS","2021","Heterosexual / straight","Valuation Office Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Valuation Office Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Vehicle Certification Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Vehicle Certification Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Vehicle Certification Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Veterinary Medicines Directorate","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Veterinary Medicines Directorate","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Wales Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Wales Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Water Services Regulation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Water Services Regulation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Welsh Government (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Welsh Government (excl. agencies)","Declared non-disabled","130","120","28160","25030"
"New entrant CS","2021","Heterosexual / straight","Welsh Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Welsh Revenue Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Welsh Revenue Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Wilton Park","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Wilton Park","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Accountant in Bankruptcy","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Accountant in Bankruptcy","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Advisory, Conciliation and Arbitration Service","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Advisory, Conciliation and Arbitration Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Advisory, Conciliation and Arbitration Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Animal and Plant Health Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Animal and Plant Health Agency","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","LGBO","Animal and Plant Health Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Attorney General's Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Attorney General's Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Cabinet Office (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Cabinet Office (excl. agencies)","Declared non-disabled","60","60","34620","30000"
"New entrant CS","2021","LGBO","Cabinet Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Centre for Environment, Fisheries and Aquaculture Science","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Centre for Environment, Fisheries and Aquaculture Science","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Charity Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Companies House","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Companies House","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Competition and Markets Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Competition and Markets Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Criminal Injuries Compensation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Criminal Injuries Compensation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Criminal Injuries Compensation Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Crown Commercial Service","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Crown Commercial Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Crown Commercial Service","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Crown Office and Procurator Fiscal Service","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Crown Office and Procurator Fiscal Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Crown Prosecution Service","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Crown Prosecution Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Crown Prosecution Service","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","LGBO","Debt Management Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Debt Management Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Defence Equipment and Support","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Defence Equipment and Support","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Defence Equipment and Support","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Defence Science and Technology Laboratory","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Defence Science and Technology Laboratory","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Defence Science and Technology Laboratory","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared non-disabled","50","50","35530","33570"
"New entrant CS","2021","LGBO","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Department for Digital, Culture, Media and Sport","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Department for Digital, Culture, Media and Sport","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","LGBO","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Department for Education (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Department for Education (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Department for Education (excl. agencies)","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","LGBO","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2021","LGBO","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Department for International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Department for Transport (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Department for Transport (excl. agencies)","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","LGBO","Department for Transport (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Department for Work and Pensions (excl. agencies)","Declared disabled","320","320","26570","27570"
"New entrant CS","2021","LGBO","Department for Work and Pensions (excl. agencies)","Declared non-disabled","950","940","26340","27570"
"New entrant CS","2021","LGBO","Department for Work and Pensions (excl. agencies)","Undeclared","70","70","26560","27570"
"New entrant CS","2021","LGBO","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Department of Health and Social Care (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Department of Health and Social Care (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Department of Health and Social Care (excl. agencies)","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","LGBO","Disclosure Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Disclosure Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Driver and Vehicle Licensing Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Driver and Vehicle Licensing Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Driver and Vehicle Licensing Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Driver and Vehicle Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Driver and Vehicle Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Education and Skills Funding Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Education and Skills Funding Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Education Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Education Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","ESTYN","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","ESTYN","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Food Standards Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Food Standards Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Forestry and Land Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Forestry and Land Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Government Actuary's Department","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Government Actuary's Department","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Government Internal Audit Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Government Internal Audit Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Government Legal Department","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Government Legal Department","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Government Property Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Government Property Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Health and Safety Executive","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Health and Safety Executive","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Health and Safety Executive","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","HM Courts and Tribunals Service","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2021","LGBO","HM Courts and Tribunals Service","Declared non-disabled","70","70","22670","19930"
"New entrant CS","2021","LGBO","HM Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","HM Land Registry","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","HM Land Registry","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","HM Land Registry","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","LGBO","HM Prison and Probation Service","Declared disabled","60","50","24230","22920"
"New entrant CS","2021","LGBO","HM Prison and Probation Service","Declared non-disabled","240","230","23400","22850"
"New entrant CS","2021","LGBO","HM Prison and Probation Service","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","HM Revenue and Customs (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","HM Revenue and Customs (excl. agencies)","Declared non-disabled","140","140","24730","20140"
"New entrant CS","2021","LGBO","HM Revenue and Customs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","HM Treasury (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","HM Treasury (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","HM Treasury (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","HM Treasury (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Home Office (incl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Home Office (incl. agencies)","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","LGBO","Home Office (incl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Insolvency Service","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Insolvency Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Institute for Apprenticeships and Technical Education","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Institute for Apprenticeships and Technical Education","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Institute for Apprenticeships and Technical Education","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Legal Aid Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Legal Aid Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Maritime and Coastguard Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Maritime and Coastguard Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Maritime and Coastguard Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Maritime and Coastguard Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Medicines and Healthcare Products Regulatory Agency","Declared disabled","[c]","[c]","[c]","[c]"
