"Status","Year","Ethnicity","Sex","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Black","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Female","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Female","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Female","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Female","Operational Delivery","360","340","27360","25630"
"New entrant CS","2021","Black","Female","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Female","Other","30","30","[c]","[c]"
"New entrant CS","2021","Black","Female","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Female","Policy","80","70","34070","32560"
"New entrant CS","2021","Black","Female","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2021","Black","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Female","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Female","Science and Engineering","40","30","[c]","[c]"
"New entrant CS","2021","Black","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Female","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Female","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Female","Tax","30","30","[c]","[c]"
"New entrant CS","2021","Black","Female","Unknown","1040","1020","28960","31060"
"New entrant CS","2021","Black","Female","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Male","Digital, Data and Technology","50","40","[c]","[c]"
"New entrant CS","2021","Black","Male","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Male","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Male","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Male","Operational Delivery","180","180","27460","25450"
"New entrant CS","2021","Black","Male","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Male","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Male","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Male","Policy","50","50","[c]","[c]"
"New entrant CS","2021","Black","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Male","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Male","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Male","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Male","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Male","Unknown","470","470","28900","29290"
"New entrant CS","2021","Black","Male","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Female","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Female","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Female","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Female","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Female","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Female","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Female","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Female","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Female","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Female","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Female","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Female","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Female","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Male","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Male","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Male","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Male","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Male","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Male","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Male","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Male","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Male","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Male","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Male","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Male","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Male","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Female","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Female","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Female","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Female","Operational Delivery","220","210","27010","23790"
"New entrant CS","2021","Mixed","Female","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Female","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Female","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Female","Policy","60","60","33030","32320"
"New entrant CS","2021","Mixed","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Female","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Female","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Female","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Female","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Female","Unknown","500","490","28100","27570"
"New entrant CS","2021","Mixed","Female","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Male","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Male","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Male","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Male","Operational Delivery","120","110","27730","25850"
"New entrant CS","2021","Mixed","Male","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Male","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Male","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Male","Policy","40","30","[c]","[c]"
"New entrant CS","2021","Mixed","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Male","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Male","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Male","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Male","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Male","Unknown","280","270","28760","27570"
"New entrant CS","2021","Mixed","Male","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Female","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Female","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Female","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Female","Operational Delivery","50","50","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Female","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Female","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Female","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Female","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Female","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Female","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Female","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Female","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Female","Unknown","110","110","28940","29290"
"New entrant CS","2021","Other ethnicity","Female","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","Unknown","70","70","29300","28430"
"New entrant CS","2021","Other ethnicity","Male","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Operational Delivery","140","120","28100","26410"
"New entrant CS","2021","Undeclared","Female","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Unknown","160","160","28650","27570"
"New entrant CS","2021","Undeclared","Female","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Digital, Data and Technology","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Operational Delivery","140","130","30200","24570"
"New entrant CS","2021","Undeclared","Male","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Policy","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Unknown","200","200","28040","27570"
"New entrant CS","2021","Unknown","Female","Commercial","80","80","40220","39890"
"New entrant CS","2021","Unknown","Female","Communications","120","110","34480","29450"
"New entrant CS","2021","Unknown","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Digital, Data and Technology","220","220","39770","35050"
"New entrant CS","2021","Unknown","Female","Economics","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Finance","120","110","35140","32790"
"New entrant CS","2021","Unknown","Female","Human Resources","120","120","32990","27270"
"New entrant CS","2021","Unknown","Female","Intelligence Analysis","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Legal","140","140","38630","32900"
"New entrant CS","2021","Unknown","Female","Medicine","70","50","43160","33780"
"New entrant CS","2021","Unknown","Female","Operational Delivery","3180","3040","23520","21590"
"New entrant CS","2021","Unknown","Female","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Other","210","200","30110","28650"
"New entrant CS","2021","Unknown","Female","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Policy","650","630","37600","32940"
"New entrant CS","2021","Unknown","Female","Project Delivery","130","120","36960","34800"
"New entrant CS","2021","Unknown","Female","Property","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Psychology","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Science and Engineering","40","30","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Security","50","50","29390","24620"
"New entrant CS","2021","Unknown","Female","Social Research","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Statistics","40","30","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Tax","1020","990","22020","20140"
"New entrant CS","2021","Unknown","Female","Unknown","2480","2410","31850","28000"
"New entrant CS","2021","Unknown","Male","Commercial","60","60","39500","34710"
"New entrant CS","2021","Unknown","Male","Communications","70","70","39710","35900"
"New entrant CS","2021","Unknown","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Digital, Data and Technology","460","450","41740","38450"
"New entrant CS","2021","Unknown","Male","Economics","100","100","32080","32390"
"New entrant CS","2021","Unknown","Male","Finance","100","100","33210","31810"
"New entrant CS","2021","Unknown","Male","Human Resources","50","50","35180","31920"
