"Status","Year","Profession_of_post","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Operational Delivery","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Counter Fraud","London","40","30","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Counter Fraud","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Counter Fraud","North West (England)","80","70","25400","26590"
"New entrant CS","2022","Operational Delivery","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Counter Fraud","Scotland","70","60","22650","21260"
"New entrant CS","2022","Operational Delivery","Counter Fraud","South East (England)","50","40","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Counter Fraud","Yorkshire and The Humber","50","50","25520","26590"
"New entrant CS","2022","Operational Delivery","Debt","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Debt","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Debt","North East (England)","50","50","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Debt","North West (England)","100","100","21250","21250"
"New entrant CS","2022","Operational Delivery","Debt","Scotland","100","100","21310","21250"
"New entrant CS","2022","Operational Delivery","Debt","Wales","80","70","21250","21250"
"New entrant CS","2022","Operational Delivery","Debt","West Midlands (England)","130","120","21250","21250"
"New entrant CS","2022","Operational Delivery","Debt","Yorkshire and The Humber","50","50","21250","21250"
"New entrant CS","2022","Operational Delivery","Digital, Data & Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Digital, Data & Technology","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Digital, Data & Technology","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Digital, Data & Technology","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Digital, Data & Technology","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Digital, Data & Technology","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Digital, Data & Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Digital, Data & Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Finance","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Finance","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Finance","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Grants Management","East Midlands (England)","40","40","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Grants Management","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Grants Management","North East (England)","140","130","21590","21300"
"New entrant CS","2022","Operational Delivery","Grants Management","North West (England)","160","150","21560","21300"
"New entrant CS","2022","Operational Delivery","Grants Management","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Grants Management","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Grants Management","West Midlands (England)","50","50","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Grants Management","Yorkshire and The Humber","70","70","21740","21300"
"New entrant CS","2022","Operational Delivery","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Human Resources","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Human Resources","North West (England)","50","40","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Human Resources","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Legal","East Midlands (England)","40","40","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Legal","East of England","30","30","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Legal","London","110","110","23440","23770"
"New entrant CS","2022","Operational Delivery","Legal","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Legal","North West (England)","40","40","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Legal","South East (England)","50","50","23490","23770"
"New entrant CS","2022","Operational Delivery","Legal","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Legal","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Legal","Yorkshire and The Humber","40","40","[c]","[c]"
"New entrant CS","2022","Operational Delivery","No function","East Midlands (England)","2260","2160","25070","23140"
"New entrant CS","2022","Operational Delivery","No function","East of England","2330","2220","26370","24800"
"New entrant CS","2022","Operational Delivery","No function","London","4370","4200","33120","31060"
"New entrant CS","2022","Operational Delivery","No function","North East (England)","2100","2030","24490","21840"
"New entrant CS","2022","Operational Delivery","No function","North West (England)","4850","4670","25010","23140"
"New entrant CS","2022","Operational Delivery","No function","Northern Ireland","120","110","24640","21250"
"New entrant CS","2022","Operational Delivery","No function","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","No function","Scotland","2050","2010","24130","21640"
"New entrant CS","2022","Operational Delivery","No function","South East (England)","3260","3060","26680","26130"
"New entrant CS","2022","Operational Delivery","No function","South West (England)","2130","2020","25860","23170"
"New entrant CS","2022","Operational Delivery","No function","Unknown","300","270","26320","24620"
"New entrant CS","2022","Operational Delivery","No function","Wales","2240","2150","23620","21840"
"New entrant CS","2022","Operational Delivery","No function","West Midlands (England)","2980","2820","25630","23170"
"New entrant CS","2022","Operational Delivery","No function","Yorkshire and The Humber","2990","2860","26470","23350"
"New entrant CS","2022","Operational Delivery","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Project Delivery","South West (England)","50","50","27240","24150"
"New entrant CS","2022","Operational Delivery","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Property","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Property","North East (England)","150","140","21990","21750"
"New entrant CS","2022","Operational Delivery","Property","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Property","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Property","South West (England)","80","80","21950","21750"
"New entrant CS","2022","Operational Delivery","Property","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Unknown","East of England","100","90","27000","24880"
"New entrant CS","2022","Operational Delivery","Unknown","London","300","290","29690","28650"
"New entrant CS","2022","Operational Delivery","Unknown","North East (England)","80","80","25310","24880"
"New entrant CS","2022","Operational Delivery","Unknown","North West (England)","350","340","24230","24880"
"New entrant CS","2022","Operational Delivery","Unknown","Northern Ireland","40","40","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Unknown","Scotland","160","140","25460","24880"
"New entrant CS","2022","Operational Delivery","Unknown","South East (England)","300","270","25990","24880"
"New entrant CS","2022","Operational Delivery","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Unknown","Wales","120","120","26830","24880"
"New entrant CS","2022","Operational Delivery","Unknown","West Midlands (England)","100","90","25500","24880"
"New entrant CS","2022","Operational Delivery","Unknown","Yorkshire and The Humber","220","200","24470","24880"
"New entrant CS","2022","Operational Research","Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Analysis","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Analysis","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Analysis","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Analysis","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Analysis","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Analysis","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Analysis","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Analysis","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Counter Fraud","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","No function","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","No function","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","No function","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","No function","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","No function","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","No function","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Analysis","London","80","70","40400","32880"
"New entrant CS","2022","Other","Analysis","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Analysis","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Communications","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Communications","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Counter Fraud","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Counter Fraud","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Counter Fraud","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Debt","East Midlands (England)","60","60","21260","21260"
"New entrant CS","2022","Other","Debt","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Debt","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Debt","North East (England)","80","70","21510","21260"
"New entrant CS","2022","Other","Debt","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Debt","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Debt","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Debt","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Debt","West Midlands (England)","50","40","[c]","[c]"
"New entrant CS","2022","Other","Debt","Yorkshire and The Humber","60","60","21970","21260"
"New entrant CS","2022","Other","Digital, Data & Technology","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Digital, Data & Technology","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Finance","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Legal","London","90","90","27710","26950"
"New entrant CS","2022","Other","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","No function","East Midlands (England)","30","30","[c]","[c]"
"New entrant CS","2022","Other","No function","East of England","30","30","[c]","[c]"
"New entrant CS","2022","Other","No function","London","210","210","36870","28880"
"New entrant CS","2022","Other","No function","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","No function","North West (England)","60","60","25880","21260"
"New entrant CS","2022","Other","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","No function","Scotland","170","160","25640","23450"
"New entrant CS","2022","Other","No function","South East (England)","40","40","[c]","[c]"
"New entrant CS","2022","Other","No function","South West (England)","130","130","29320","25050"
"New entrant CS","2022","Other","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","No function","Wales","40","30","[c]","[c]"
"New entrant CS","2022","Other","No function","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","No function","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Project Delivery","South West (England)","170","170","28960","26000"
"New entrant CS","2022","Other","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Property","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Property","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Property","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Property","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Property","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Security","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Security","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Unknown","East Midlands (England)","60","50","22120","20750"
"New entrant CS","2022","Other","Unknown","East of England","70","70","21760","21170"
"New entrant CS","2022","Other","Unknown","London","90","90","28350","28650"
"New entrant CS","2022","Other","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Unknown","North West (England)","40","30","[c]","[c]"
"New entrant CS","2022","Other","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Unknown","Scotland","60","50","26090","21170"
"New entrant CS","2022","Other","Unknown","South East (England)","180","170","26040","21170"
"New entrant CS","2022","Other","Unknown","South West (England)","140","130","25490","21170"
"New entrant CS","2022","Other","Unknown","Unknown","160","160","20820","16190"
"New entrant CS","2022","Other","Unknown","Wales","80","80","30820","29350"
"New entrant CS","2022","Other","Unknown","West Midlands (England)","60","60","26080","26350"
"New entrant CS","2022","Other","Unknown","Yorkshire and The Humber","40","40","[c]","[c]"
"New entrant CS","2022","Planning","No function","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","No function","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","No function","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","No function","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","No function","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","No function","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Unknown","Wales","40","40","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","No function","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","No function","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","No function","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","No function","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","No function","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","No function","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","No function","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","No function","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","No function","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","No function","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Analysis","London","40","40","[c]","[c]"
"New entrant CS","2022","Policy","Analysis","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Analysis","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Analysis","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Communications","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Human Resources","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Legal","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","No function","East Midlands (England)","50","50","[c]","[c]"
"New entrant CS","2022","Policy","No function","East of England","40","40","[c]","[c]"
"New entrant CS","2022","Policy","No function","London","2010","1960","37590","33570"
"New entrant CS","2022","Policy","No function","North East (England)","140","140","34610","30320"
"New entrant CS","2022","Policy","No function","North West (England)","280","270","33920","30360"
"New entrant CS","2022","Policy","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","No function","Scotland","50","40","[c]","[c]"
"New entrant CS","2022","Policy","No function","South East (England)","50","50","[c]","[c]"
"New entrant CS","2022","Policy","No function","South West (England)","230","230","36100","35900"
"New entrant CS","2022","Policy","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","No function","Wales","50","50","33340","30530"
"New entrant CS","2022","Policy","No function","West Midlands (England)","260","260","34970","30190"
"New entrant CS","2022","Policy","No function","Yorkshire and The Humber","230","220","34290","30350"
"New entrant CS","2022","Policy","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","London","190","190","39200","36650"
"New entrant CS","2022","Policy","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Wales","70","70","35940","36320"
"New entrant CS","2022","Policy","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Analysis","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Digital, Data & Technology","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Digital, Data & Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Legal","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","No function","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","No function","London","30","30","[c]","[c]"
"New entrant CS","2022","Project Delivery","No function","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","No function","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","No function","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","No function","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","No function","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","No function","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","No function","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Project Delivery","East Midlands (England)","30","30","[c]","[c]"
"New entrant CS","2022","Project Delivery","Project Delivery","East of England","30","30","[c]","[c]"
"New entrant CS","2022","Project Delivery","Project Delivery","London","200","190","44780","41620"
"New entrant CS","2022","Project Delivery","Project Delivery","North East (England)","40","40","[c]","[c]"
"New entrant CS","2022","Project Delivery","Project Delivery","North West (England)","90","90","31300","28900"
"New entrant CS","2022","Project Delivery","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Project Delivery","South East (England)","100","100","36270","33000"
"New entrant CS","2022","Project Delivery","Project Delivery","South West (England)","330","320","33970","31960"
"New entrant CS","2022","Project Delivery","Project Delivery","Wales","50","50","41070","37500"
"New entrant CS","2022","Project Delivery","Project Delivery","West Midlands (England)","60","50","36540","36340"
"New entrant CS","2022","Project Delivery","Project Delivery","Yorkshire and The Humber","40","40","[c]","[c]"
"New entrant CS","2022","Project Delivery","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","London","90","90","37740","35050"
"New entrant CS","2022","Project Delivery","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Commercial","London","[c]","[c]","[c]","[c]"
