"Status","Year","Responsibility_level","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","SEO/HEO","Department for Work and Pensions","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Department for Work and Pensions","Operational Delivery","220","210","34200","31990"
"Leaver Dept.","2022","SEO/HEO","Department for Work and Pensions","Other","30","30","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Department for Work and Pensions","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Department for Work and Pensions","Project Delivery","30","30","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Department for Work and Pensions","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Department for Work and Pensions","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Department for Work and Pensions","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Department for Work and Pensions","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Department for Work and Pensions","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Department for Work and Pensions","Unknown","60","60","35770","35450"
"Leaver Dept.","2022","SEO/HEO","Department of Health and Social Care","Commercial","140","30","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Department of Health and Social Care","Communications","70","50","36420","35750"
"Leaver Dept.","2022","SEO/HEO","Department of Health and Social Care","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Department of Health and Social Care","Digital, Data and Technology","170","90","36180","36330"
"Leaver Dept.","2022","SEO/HEO","Department of Health and Social Care","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Department of Health and Social Care","Finance","130","50","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Department of Health and Social Care","Human Resources","80","80","35580","35530"
"Leaver Dept.","2022","SEO/HEO","Department of Health and Social Care","Knowledge and Information Management","80","70","36370","37210"
"Leaver Dept.","2022","SEO/HEO","Department of Health and Social Care","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Department of Health and Social Care","Medicine","60","60","38070","39870"
"Leaver Dept.","2022","SEO/HEO","Department of Health and Social Care","Operational Delivery","1120","1030","35520","36330"
"Leaver Dept.","2022","SEO/HEO","Department of Health and Social Care","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Department of Health and Social Care","Policy","190","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Department of Health and Social Care","Science and Engineering","1110","1010","36210","36330"
"Leaver Dept.","2022","SEO/HEO","Department of Health and Social Care","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Department of Health and Social Care","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Estyn","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Estyn","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Food Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Food Standards Agency","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Food Standards Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Food Standards Agency","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Food Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Food Standards Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Food Standards Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Food Standards Agency","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Foreign, Commonwealth and Development Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Foreign, Commonwealth and Development Office","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Foreign, Commonwealth and Development Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Foreign, Commonwealth and Development Office","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Foreign, Commonwealth and Development Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Foreign, Commonwealth and Development Office","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Foreign, Commonwealth and Development Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Foreign, Commonwealth and Development Office","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Foreign, Commonwealth and Development Office","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Foreign, Commonwealth and Development Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Foreign, Commonwealth and Development Office","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Foreign, Commonwealth and Development Office","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Foreign, Commonwealth and Development Office","Unknown","130","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","HM Revenue and Customs","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","HM Revenue and Customs","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","HM Revenue and Customs","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","HM Revenue and Customs","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","HM Revenue and Customs","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","HM Revenue and Customs","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","HM Revenue and Customs","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","HM Revenue and Customs","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","HM Revenue and Customs","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","HM Revenue and Customs","Unknown","290","290","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","HM Treasury","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","HM Treasury","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","HM Treasury","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","HM Treasury","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","HM Treasury","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","HM Treasury","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","HM Treasury","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","HM Treasury","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","HM Treasury","Policy","70","70","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","HM Treasury","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","HM Treasury","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Home Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Home Office","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Home Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Home Office","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Home Office","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Home Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Home Office","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Home Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Home Office","Operational Delivery","110","110","34830","33900"
"Leaver Dept.","2022","SEO/HEO","Home Office","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Home Office","Other","70","60","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Home Office","Policy","120","120","39020","41950"
"Leaver Dept.","2022","SEO/HEO","Home Office","Project Delivery","40","40","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Home Office","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Home Office","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Home Office","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Home Office","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Ministry of Defence","Commercial","90","90","34470","34000"
"Leaver Dept.","2022","SEO/HEO","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Ministry of Defence","Finance","40","40","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Ministry of Defence","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Ministry of Defence","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Ministry of Defence","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Ministry of Defence","Other","50","50","33460","33330"
"Leaver Dept.","2022","SEO/HEO","Ministry of Defence","Policy","40","40","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Ministry of Defence","Project Delivery","140","140","37280","38960"
"Leaver Dept.","2022","SEO/HEO","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Ministry of Defence","Science and Engineering","60","60","35950","35410"
"Leaver Dept.","2022","SEO/HEO","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Ministry of Defence","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Ministry of Justice","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Ministry of Justice","Operational Delivery","460","450","35870","35820"
"Leaver Dept.","2022","SEO/HEO","Ministry of Justice","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Ministry of Justice","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Ministry of Justice","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","National Crime Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","National Crime Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Northern Ireland Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Northern Ireland Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Northern Ireland Office","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Office for Standards in Education, Children's Services and Skills","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Office for Standards in Education, Children's Services and Skills","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Office for Standards in Education, Children's Services and Skills","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Office for Standards in Education, Children's Services and Skills","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Office for Standards in Education, Children's Services and Skills","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Office for Standards in Education, Children's Services and Skills","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Office for Standards in Education, Children's Services and Skills","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Office for Standards in Education, Children's Services and Skills","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Office for Standards in Education, Children's Services and Skills","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Office of Gas and Electricity Markets","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Office of Gas and Electricity Markets","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Office of Gas and Electricity Markets","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Office of Qualifications and Examinations Regulation","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Office of Qualifications and Examinations Regulation","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Office of Qualifications and Examinations Regulation","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Office of Qualifications and Examinations Regulation","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Office of Rail and Road","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Office of Rail and Road","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Office of Rail and Road","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Office of Rail and Road","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Office of the Secretary of State for Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Office of the Secretary of State for Wales","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Office of the Secretary of State for Wales","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Scottish Government","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Scottish Government","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Scottish Government","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Scottish Government","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Scottish Government","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","The National Archives","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","The National Archives","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","The National Archives","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","UK Export Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","UK Export Finance","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","UK Export Finance","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","UK Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","UK Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","UK Statistics Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","UK Statistics Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","UK Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","UK Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","UK Statistics Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","UK Statistics Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","UK Statistics Authority","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","UK Statistics Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","UK Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","UK Statistics Authority","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","UK Statistics Authority","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Water Services Regulation Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Water Services Regulation Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Water Services Regulation Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Welsh Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Welsh Government","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Welsh Government","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Welsh Government","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Welsh Government","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Welsh Government","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Welsh Government","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Welsh Government","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Digital, Culture, Media and Sport","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Environment, Food and Rural Affairs","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department of Health and Social Care","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department of Health and Social Care","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department of Health and Social Care","Unknown","90","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Revenue and Customs","Unknown","70","70","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Justice","Operational Delivery","110","100","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Office of the Secretary of State for Wales","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Attorney General's Departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Attorney General's Departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Attorney General's Departments","Operational Delivery","310","300","20420","20120"
"New entrant CS","2021","AA/AO","Attorney General's Departments","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Cabinet Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Cabinet Office","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Cabinet Office","Unknown","160","160","21530","20800"
"New entrant CS","2021","AA/AO","Chancellor's other departments","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Chancellor's other departments","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Chancellor's other departments","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Chancellor's other departments","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Charity Commission","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Charity Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Competition and Markets Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Competition and Markets Authority","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Business, Energy and Industrial Strategy","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
