"Status","Year","Age","Responsibility_level","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","40-49","EO","Blackpool","30","30","[c]","[c]"
"New entrant CS","2022","40-49","EO","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Bradford","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Brent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Brighton and Hove","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Bromley","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Buckinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Cardiff and Vale of Glamorgan","50","50","26410","26590"
"New entrant CS","2022","40-49","EO","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Central Bedfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Central Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Central Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Cheshire East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","City of Edinburgh","50","50","[c]","[c]"
"New entrant CS","2022","40-49","EO","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Coventry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Croydon","40","40","[c]","[c]"
"New entrant CS","2022","40-49","EO","Darlington","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Derby","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Devon CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Dorset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Dudley","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Ealing","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","East Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","East Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","East Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","East Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","East Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","East Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","East Sussex CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Enfield","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Falkirk","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Glasgow City","120","110","26540","27230"
"New entrant CS","2022","40-49","EO","Gloucestershire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Greater Manchester North East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Greater Manchester North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Greater Manchester South East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Greater Manchester South West","40","40","[c]","[c]"
"New entrant CS","2022","40-49","EO","Gwent Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Gwynedd","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Hackney and Newham","30","30","[c]","[c]"
"New entrant CS","2022","40-49","EO","Haringey and Islington","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Heart of Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Herefordshire, County of","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Hertfordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Lambeth","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Leeds","90","80","26020","26590"
"New entrant CS","2022","40-49","EO","Leicester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Lincolnshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Liverpool","50","50","26720","27080"
"New entrant CS","2022","40-49","EO","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Luton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Manchester","40","40","[c]","[c]"
"New entrant CS","2022","40-49","EO","Medway","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Mid Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Mid Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Milton Keynes","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","North and West Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","North Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","North Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","North Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","North Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","North Yorkshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Northumberland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Nottingham","70","60","26470","26590"
"New entrant CS","2022","40-49","EO","Oxfordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Peterborough","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Plymouth","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Portsmouth","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Powys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Sandwell","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Sefton","50","40","[c]","[c]"
"New entrant CS","2022","40-49","EO","Sheffield","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Shropshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Solihull","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Somerset CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","South and West Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","South Ayrshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","South Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","South Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","South Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","South Teesside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","South West Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Southampton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Southend-on-Sea","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Staffordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Suffolk CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Sunderland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Swansea","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Swindon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Telford and Wrekin","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Thurrock","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Tower Hamlets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Tyneside","90","80","26510","26590"
"New entrant CS","2022","40-49","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Wakefield","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Walsall","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Wandsworth","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Warrington","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Warwickshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","West Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","West Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","West Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","West Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","West Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","West Sussex (North East)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","West Sussex (South West)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Westminster","90","80","27670","27270"
"New entrant CS","2022","40-49","EO","Wiltshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Wirral","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Wolverhampton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","Worcestershire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","EO","York","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Angus and Dundee City","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Ards and North Down","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Barnet","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Belfast","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Berkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Birmingham","50","50","56230","50210"
"New entrant CS","2022","40-49","G6/G7","Blackpool","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Bradford","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Brent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Bristol, City of","50","50","53510","49860"
"New entrant CS","2022","40-49","G6/G7","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Central Bedfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Central Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Central Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Cheshire East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","City of Edinburgh","70","70","56990","54730"
"New entrant CS","2022","40-49","G6/G7","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Coventry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Darlington","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Devon CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Ealing","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","East Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","East Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","East Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","East Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","East Sussex CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Enfield","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Falkirk","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Glasgow City","70","70","58280","57190"
"New entrant CS","2022","40-49","G6/G7","Gloucestershire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Greater Manchester North East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Hackney and Newham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Haringey and Islington","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Heart of Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Hertfordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Lambeth","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Leeds","80","70","55740","53180"
"New entrant CS","2022","40-49","G6/G7","Leicester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Lincolnshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Manchester","40","40","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Medway","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Mid Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Mid Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","North Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","North Yorkshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Northumberland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Oxfordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Plymouth","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Portsmouth","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Powys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Sefton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Sheffield","30","30","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Solihull","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Somerset CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","South and West Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","South Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","South Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","South Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","South West Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Southampton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Staffordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Suffolk CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Swansea","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Swindon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Telford and Wrekin","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Tower Hamlets","50","50","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Tyneside","40","40","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Wakefield","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Walsall","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Warrington","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Warwickshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","West Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","West Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","West Lothian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","West Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","West Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","West Sussex (North East)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","West Sussex (South West)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Westminster","310","290","58060","54700"
"New entrant CS","2022","40-49","G6/G7","Wiltshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Wirral","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Wolverhampton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","Worcestershire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","G6/G7","York","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","Barnet","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","Belfast","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","Berkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","Buckinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","Cheshire East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","Coventry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","Glasgow City","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","Gwent Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","Lambeth","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","Leeds","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","Mid Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","Mid Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","Milton Keynes","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","Portsmouth","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","South Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","Staffordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","Suffolk CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","Swansea","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","Tower Hamlets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","Tyneside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","West Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","West Sussex (South West)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","Westminster","50","50","95390","90000"
"New entrant CS","2022","40-49","SCS","Wiltshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","SCS","Wirral","[c]","[c]","[c]","[c]"
