"Status","Year","Profession_of_post","Sexual_orientation","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Social Research","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Unknown","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","Statistics","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Heterosexual / straight","EO","50","50","26630","27200"
"New entrant CS","2021","Statistics","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Heterosexual / straight","SEO/HEO","130","130","34150","32540"
"New entrant CS","2021","Statistics","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Undeclared","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Unknown","SEO/HEO","50","50","33850","32540"
"New entrant CS","2021","Tax","Heterosexual / straight","AA/AO","570","550","20220","20140"
"New entrant CS","2021","Tax","Heterosexual / straight","EO","270","270","25700","25560"
"New entrant CS","2021","Tax","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Heterosexual / straight","SEO/HEO","100","100","32300","31810"
"New entrant CS","2021","Tax","LGBO","AA/AO","70","70","20140","20140"
"New entrant CS","2021","Tax","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Undeclared","AA/AO","30","30","[c]","[c]"
"New entrant CS","2021","Tax","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Unknown","AA/AO","1530","1490","20170","20140"
"New entrant CS","2021","Tax","Unknown","EO","460","460","25570","25560"
"New entrant CS","2021","Tax","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Unknown","SEO/HEO","150","150","32910","31810"
"New entrant CS","2021","Unknown","Heterosexual / straight","AA/AO","4740","4680","21580","21010"
"New entrant CS","2021","Unknown","Heterosexual / straight","EO","8660","8460","28520","27570"
"New entrant CS","2021","Unknown","Heterosexual / straight","G6/G7","360","350","56680","54700"
"New entrant CS","2021","Unknown","Heterosexual / straight","SCS","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","SEO/HEO","790","780","35370","35000"
"New entrant CS","2021","Unknown","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","AA/AO","490","480","21440","21010"
"New entrant CS","2021","Unknown","LGBO","EO","940","930","28320","27570"
"New entrant CS","2021","Unknown","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","SEO/HEO","100","100","33780","32390"
"New entrant CS","2021","Unknown","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","AA/AO","270","270","21570","21010"
"New entrant CS","2021","Unknown","Undeclared","EO","530","520","28560","27570"
"New entrant CS","2021","Unknown","Undeclared","G6/G7","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","SEO/HEO","60","60","35260","34550"
"New entrant CS","2021","Unknown","Unknown","AA/AO","1050","1020","21270","21010"
"New entrant CS","2021","Unknown","Unknown","EO","1480","1440","28280","27570"
"New entrant CS","2021","Unknown","Unknown","G6/G7","310","300","61720","56080"
"New entrant CS","2021","Unknown","Unknown","SCS","200","190","84510","72000"
"New entrant CS","2021","Unknown","Unknown","SEO/HEO","1040","1030","31400","28000"
"New entrant CS","2021","Unknown","Unknown","Unknown","330","330","[c]","[c]"
"New entrant CS","2021","Veterinarian","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Heterosexual / straight","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Heterosexual / straight","AA/AO","30","30","[c]","[c]"
"New entrant CS","2022","Commercial","Heterosexual / straight","EO","160","150","25290","25520"
"New entrant CS","2022","Commercial","Heterosexual / straight","G6/G7","40","40","[c]","[c]"
"New entrant CS","2022","Commercial","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Heterosexual / straight","SEO/HEO","250","240","34960","34710"
"New entrant CS","2022","Commercial","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Undeclared","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Undeclared","SEO/HEO","70","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","EO","60","60","25820","26350"
"New entrant CS","2022","Commercial","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","SEO/HEO","70","60","35660","36500"
"New entrant CS","2022","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Heterosexual / straight","EO","60","50","26850","27120"
"New entrant CS","2022","Communications","Heterosexual / straight","G6/G7","50","40","[c]","[c]"
"New entrant CS","2022","Communications","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Heterosexual / straight","SEO/HEO","170","160","35710","35050"
"New entrant CS","2022","Communications","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Undeclared","EO","50","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Undeclared","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","SEO/HEO","90","90","36270","34710"
"New entrant CS","2022","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Heterosexual / straight","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Heterosexual / straight","AA/AO","250","240","22680","21260"
"New entrant CS","2022","Counter Fraud","Heterosexual / straight","EO","290","280","27850","27570"
"New entrant CS","2022","Counter Fraud","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Heterosexual / straight","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","Counter Fraud","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","EO","40","40","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Heterosexual / straight","AA/AO","130","130","20530","21170"
"New entrant CS","2022","Digital, Data and Technology","Heterosexual / straight","EO","320","320","26550","26350"
"New entrant CS","2022","Digital, Data and Technology","Heterosexual / straight","G6/G7","400","390","55590","54000"
"New entrant CS","2022","Digital, Data and Technology","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Heterosexual / straight","SEO/HEO","750","740","36220","35900"
"New entrant CS","2022","Digital, Data and Technology","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","LGBO","EO","30","30","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","LGBO","G6/G7","40","40","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","LGBO","SEO/HEO","80","80","35260","33520"
"New entrant CS","2022","Digital, Data and Technology","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Undeclared","EO","30","30","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Undeclared","G6/G7","60","50","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Undeclared","SEO/HEO","120","100","34890","33080"
"New entrant CS","2022","Digital, Data and Technology","Unknown","AA/AO","40","40","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Unknown","EO","190","190","27090","27130"
"New entrant CS","2022","Digital, Data and Technology","Unknown","G6/G7","180","170","58800","57470"
"New entrant CS","2022","Digital, Data and Technology","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Unknown","SEO/HEO","360","350","36780","36420"
"New entrant CS","2022","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Heterosexual / straight","AA/AO","50","50","21350","19860"
"New entrant CS","2022","Economics","Heterosexual / straight","EO","40","40","[c]","[c]"
"New entrant CS","2022","Economics","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Heterosexual / straight","SEO/HEO","130","120","33960","33080"
"New entrant CS","2022","Economics","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Unknown","SEO/HEO","50","50","[c]","[c]"
"New entrant CS","2022","Finance","Heterosexual / straight","AA/AO","80","80","21170","21250"
"New entrant CS","2022","Finance","Heterosexual / straight","EO","210","200","25360","25540"
"New entrant CS","2022","Finance","Heterosexual / straight","G6/G7","100","100","55750","54590"
"New entrant CS","2022","Finance","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Heterosexual / straight","SEO/HEO","330","330","36560","36500"
"New entrant CS","2022","Finance","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Undeclared","EO","50","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Undeclared","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Undeclared","SEO/HEO","60","30","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","AA/AO","40","30","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","EO","70","70","24450","25120"
"New entrant CS","2022","Finance","Unknown","G6/G7","40","40","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","SEO/HEO","130","120","37030","36700"
"New entrant CS","2022","Geography","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Heterosexual / straight","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Heterosexual / straight","AA/AO","160","150","21460","21170"
"New entrant CS","2022","Human Resources","Heterosexual / straight","EO","180","170","26100","26350"
"New entrant CS","2022","Human Resources","Heterosexual / straight","G6/G7","100","100","55060","54000"
"New entrant CS","2022","Human Resources","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Heterosexual / straight","SEO/HEO","270","260","34550","33080"
"New entrant CS","2022","Human Resources","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","EO","50","30","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","AA/AO","50","50","21410","21170"
"New entrant CS","2022","Human Resources","Unknown","EO","70","60","25250","26250"
"New entrant CS","2022","Human Resources","Unknown","G6/G7","40","40","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","SEO/HEO","90","80","34810","34260"
"New entrant CS","2022","Inspector of Education and Training","Heterosexual / straight","G6/G7","70","70","72150","70500"
"New entrant CS","2022","Inspector of Education and Training","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Heterosexual / straight","SEO/HEO","90","80","47360","46360"
"New entrant CS","2022","Inspector of Education and Training","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Heterosexual / straight","EO","60","60","27430","26590"
"New entrant CS","2022","Intelligence Analysis","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Heterosexual / straight","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Unknown","EO","60","60","27250","26590"
"New entrant CS","2022","Intelligence Analysis","Unknown","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Heterosexual / straight","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2022","Internal Audit","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Heterosexual / straight","SEO/HEO","70","70","33580","31800"
"New entrant CS","2022","International Trade","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Unknown","EO","40","40","[c]","[c]"
"New entrant CS","2022","International Trade","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Heterosexual / straight","EO","40","40","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Heterosexual / straight","SEO/HEO","70","70","33750","32330"
"New entrant CS","2022","Knowledge and Information Management","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","LGBO","Unknown","[c]","[c]","[c]","[c]"
