"Status","Year","Region_ITL2","Disability","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","East Wales","Undeclared","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Unknown","20-29","420","420","24220","22850"
"New entrant CS","2021","East Wales","Unknown","30-39","250","240","28660","23990"
"New entrant CS","2021","East Wales","Unknown","40-49","120","110","31540","27570"
"New entrant CS","2021","East Wales","Unknown","50-59","80","80","28600","23320"
"New entrant CS","2021","East Wales","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Declared non-disabled","20-29","90","90","23160","22850"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Declared non-disabled","30-39","50","50","25790","27570"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Declared non-disabled","40-49","40","40","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Unknown","20-29","90","90","22720","21590"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Unknown","30-39","40","40","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared disabled","20-29","50","50","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared disabled","30-39","40","40","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared disabled","40-49","30","30","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared non-disabled","20-29","300","290","24920","21080"
"New entrant CS","2021","Eastern Scotland","Declared non-disabled","30-39","240","230","29320","27570"
"New entrant CS","2021","Eastern Scotland","Declared non-disabled","40-49","170","170","31690","27570"
"New entrant CS","2021","Eastern Scotland","Declared non-disabled","50-59","130","130","28840","25860"
"New entrant CS","2021","Eastern Scotland","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Undeclared","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Unknown","20-29","400","390","24500","20810"
"New entrant CS","2021","Eastern Scotland","Unknown","30-39","260","250","31370","26160"
"New entrant CS","2021","Eastern Scotland","Unknown","40-49","200","190","33400","30160"
"New entrant CS","2021","Eastern Scotland","Unknown","50-59","140","130","36530","27570"
"New entrant CS","2021","Eastern Scotland","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared non-disabled","20-29","170","160","26600","28030"
"New entrant CS","2021","Essex","Declared non-disabled","30-39","90","90","28430","29290"
"New entrant CS","2021","Essex","Declared non-disabled","40-49","100","100","28390","29290"
"New entrant CS","2021","Essex","Declared non-disabled","50-59","80","70","26900","29290"
"New entrant CS","2021","Essex","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Undeclared","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Unknown","20-29","100","100","25600","24880"
"New entrant CS","2021","Essex","Unknown","30-39","60","60","29810","25850"
"New entrant CS","2021","Essex","Unknown","40-49","40","40","[c]","[c]"
"New entrant CS","2021","Essex","Unknown","50-59","40","40","[c]","[c]"
"New entrant CS","2021","Essex","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","20-29","90","90","25060","24720"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","30-39","50","50","29950","27570"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","40-49","40","40","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","50-59","30","30","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","16-19","30","30","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","20-29","730","710","25200","25000"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","30-39","490","470","31680","28870"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","40-49","420","400","34920","30000"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","50-59","310","300","35190","28590"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","60-64","60","60","36860","30390"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","20-29","40","40","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","16-19","40","40","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","20-29","340","340","25200","24500"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","30-39","190","190","33930","30950"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","40-49","120","110","36760","34140"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","50-59","90","90","36280","31810"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Declared disabled","20-29","60","60","25430","24890"
"New entrant CS","2021","Greater Manchester","Declared disabled","30-39","50","50","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Declared disabled","40-49","40","40","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Declared non-disabled","20-29","570","560","25060","24300"
"New entrant CS","2021","Greater Manchester","Declared non-disabled","30-39","350","340","29380","27570"
"New entrant CS","2021","Greater Manchester","Declared non-disabled","40-49","250","250","32100","27570"
"New entrant CS","2021","Greater Manchester","Declared non-disabled","50-59","160","150","30060","27570"
"New entrant CS","2021","Greater Manchester","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Undeclared","20-29","30","30","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Undeclared","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Unknown","20-29","480","480","24730","24880"
"New entrant CS","2021","Greater Manchester","Unknown","30-39","260","250","30340","27570"
"New entrant CS","2021","Greater Manchester","Unknown","40-49","160","160","32460","25840"
"New entrant CS","2021","Greater Manchester","Unknown","50-59","110","100","30550","25000"
"New entrant CS","2021","Greater Manchester","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Declared disabled","20-29","50","50","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Declared disabled","30-39","40","40","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Declared non-disabled","20-29","300","300","25260","24920"
"New entrant CS","2021","Hampshire and Isle of Wight","Declared non-disabled","30-39","250","240","29680","27570"
"New entrant CS","2021","Hampshire and Isle of Wight","Declared non-disabled","40-49","210","200","30030","27570"
"New entrant CS","2021","Hampshire and Isle of Wight","Declared non-disabled","50-59","210","200","29980","27570"
"New entrant CS","2021","Hampshire and Isle of Wight","Declared non-disabled","60-64","40","40","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Undeclared","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Unknown","20-29","220","220","24960","23050"
"New entrant CS","2021","Hampshire and Isle of Wight","Unknown","30-39","150","140","32080","29540"
"New entrant CS","2021","Hampshire and Isle of Wight","Unknown","40-49","110","110","34500","32890"
"New entrant CS","2021","Hampshire and Isle of Wight","Unknown","50-59","120","120","31460","26590"
"New entrant CS","2021","Hampshire and Isle of Wight","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","20-29","120","110","23170","22850"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","30-39","80","80","26600","27570"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","40-49","40","40","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","50-59","50","40","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Undeclared","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Declared non-disabled","20-29","30","30","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Declared non-disabled","30-39","30","30","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Declared non-disabled","40-49","40","40","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Declared non-disabled","50-59","40","30","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Declared disabled","20-29","90","90","29520","31060"
"New entrant CS","2021","Inner London - East","Declared disabled","30-39","50","50","32860","31060"
"New entrant CS","2021","Inner London - East","Declared disabled","40-49","30","30","[c]","[c]"
"New entrant CS","2021","Inner London - East","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Declared non-disabled","20-29","840","830","30350","31060"
"New entrant CS","2021","Inner London - East","Declared non-disabled","30-39","540","510","38020","31060"
"New entrant CS","2021","Inner London - East","Declared non-disabled","40-49","330","310","39570","32330"
"New entrant CS","2021","Inner London - East","Declared non-disabled","50-59","200","180","39670","31060"
"New entrant CS","2021","Inner London - East","Declared non-disabled","60-64","40","30","[c]","[c]"
"New entrant CS","2021","Inner London - East","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Undeclared","20-29","50","50","31150","31060"
"New entrant CS","2021","Inner London - East","Undeclared","30-39","40","40","[c]","[c]"
"New entrant CS","2021","Inner London - East","Undeclared","40-49","50","40","[c]","[c]"
"New entrant CS","2021","Inner London - East","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Undeclared","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Undeclared","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Unknown","20-29","490","490","30430","30220"
"New entrant CS","2021","Inner London - East","Unknown","30-39","230","230","37760","32640"
"New entrant CS","2021","Inner London - East","Unknown","40-49","130","130","42900","40080"
"New entrant CS","2021","Inner London - East","Unknown","50-59","100","90","48130","40170"
"New entrant CS","2021","Inner London - East","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Declared disabled","20-29","280","280","30890","30220"
"New entrant CS","2021","Inner London - West","Declared disabled","30-39","110","110","39590","35480"
"New entrant CS","2021","Inner London - West","Declared disabled","40-49","60","60","40790","36720"
"New entrant CS","2021","Inner London - West","Declared disabled","50-59","40","40","[c]","[c]"
"New entrant CS","2021","Inner London - West","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Declared non-disabled","16-19","40","40","[c]","[c]"
"New entrant CS","2021","Inner London - West","Declared non-disabled","20-29","2180","2170","32430","32120"
"New entrant CS","2021","Inner London - West","Declared non-disabled","30-39","810","800","42120","38190"
"New entrant CS","2021","Inner London - West","Declared non-disabled","40-49","400","380","47040","41950"
"New entrant CS","2021","Inner London - West","Declared non-disabled","50-59","250","250","47790","42340"
"New entrant CS","2021","Inner London - West","Declared non-disabled","60-64","40","30","[c]","[c]"
"New entrant CS","2021","Inner London - West","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Undeclared","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Undeclared","20-29","250","250","32410","32320"
"New entrant CS","2021","Inner London - West","Undeclared","30-39","100","100","43910","42470"
"New entrant CS","2021","Inner London - West","Undeclared","40-49","50","50","45960","40200"
"New entrant CS","2021","Inner London - West","Undeclared","50-59","30","30","[c]","[c]"
"New entrant CS","2021","Inner London - West","Undeclared","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Undeclared","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Unknown","20-29","2200","2190","31640","29970"
"New entrant CS","2021","Inner London - West","Unknown","30-39","740","720","44710","40650"
"New entrant CS","2021","Inner London - West","Unknown","40-49","410","400","54560","51630"
"New entrant CS","2021","Inner London - West","Unknown","50-59","250","250","52200","51120"
"New entrant CS","2021","Inner London - West","Unknown","60-64","40","30","[c]","[c]"
"New entrant CS","2021","Inner London - West","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Declared non-disabled","20-29","200","200","25930","25850"
"New entrant CS","2021","Kent","Declared non-disabled","30-39","150","150","28050","29290"
"New entrant CS","2021","Kent","Declared non-disabled","40-49","110","110","27910","29290"
"New entrant CS","2021","Kent","Declared non-disabled","50-59","120","110","28410","29290"
"New entrant CS","2021","Kent","Declared non-disabled","60-64","40","40","[c]","[c]"
"New entrant CS","2021","Kent","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Undeclared","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Unknown","20-29","170","170","23940","24000"
"New entrant CS","2021","Kent","Unknown","30-39","90","80","25710","24880"
"New entrant CS","2021","Kent","Unknown","40-49","50","50","[c]","[c]"
"New entrant CS","2021","Kent","Unknown","50-59","50","50","29060","24880"
"New entrant CS","2021","Kent","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Declared disabled","20-29","40","40","[c]","[c]"
