"Status","Year","Sexual_orientation","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","HM Land Registry","North East (England)","70","60","31020","27130"
"In post","2022","Undeclared","HM Land Registry","North West (England)","80","70","33520","33840"
"In post","2022","Undeclared","HM Land Registry","South West (England)","160","140","34190","33840"
"In post","2022","Undeclared","HM Land Registry","Wales","60","50","32580","27130"
"In post","2022","Undeclared","HM Land Registry","West Midlands (England)","70","60","31970","27130"
"In post","2022","Undeclared","HM Land Registry","Yorkshire and The Humber","50","40","[c]","[c]"
"In post","2022","Undeclared","HM Revenue and Customs","East Midlands (England)","300","280","36030","33370"
"In post","2022","Undeclared","HM Revenue and Customs","East of England","180","170","34630","33370"
"In post","2022","Undeclared","HM Revenue and Customs","London","840","800","45360","39740"
"In post","2022","Undeclared","HM Revenue and Customs","North East (England)","650","570","30210","26820"
"In post","2022","Undeclared","HM Revenue and Customs","North West (England)","910","830","33590","33080"
"In post","2022","Undeclared","HM Revenue and Customs","Northern Ireland","110","100","32300","33080"
"In post","2022","Undeclared","HM Revenue and Customs","Scotland","480","430","31310","26820"
"In post","2022","Undeclared","HM Revenue and Customs","South East (England)","280","250","34230","33370"
"In post","2022","Undeclared","HM Revenue and Customs","South West (England)","170","160","37710","33370"
"In post","2022","Undeclared","HM Revenue and Customs","Wales","300","270","31790","27080"
"In post","2022","Undeclared","HM Revenue and Customs","West Midlands (England)","350","320","34970","33370"
"In post","2022","Undeclared","HM Revenue and Customs","Yorkshire and The Humber","380","350","33440","33080"
"In post","2022","Undeclared","HM Treasury","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Treasury","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Treasury","London","240","230","46090","43160"
"In post","2022","Undeclared","HM Treasury","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Treasury","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Treasury","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Treasury","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Treasury","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Treasury","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Treasury","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Treasury","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Home Office","East Midlands (England)","30","30","[c]","[c]"
"In post","2022","Undeclared","Home Office","East of England","240","210","27930","27110"
"In post","2022","Undeclared","Home Office","London","1560","1460","39860","35070"
"In post","2022","Undeclared","Home Office","North East (England)","120","110","26480","25040"
"In post","2022","Undeclared","Home Office","North West (England)","590","540","28120","25220"
"In post","2022","Undeclared","Home Office","Northern Ireland","40","30","[c]","[c]"
"In post","2022","Undeclared","Home Office","Overseas","70","60","[c]","[c]"
"In post","2022","Undeclared","Home Office","Scotland","110","100","29060","27320"
"In post","2022","Undeclared","Home Office","South East (England)","620","560","29260","27370"
"In post","2022","Undeclared","Home Office","South West (England)","70","60","30970","27370"
"In post","2022","Undeclared","Home Office","Wales","50","50","28450","25990"
"In post","2022","Undeclared","Home Office","West Midlands (England)","110","90","30590","27370"
"In post","2022","Undeclared","Home Office","Yorkshire and The Humber","310","290","29140","25310"
"In post","2022","Undeclared","Ministry of Defence","East Midlands (England)","190","190","29550","26670"
"In post","2022","Undeclared","Ministry of Defence","East of England","440","420","32650","33300"
"In post","2022","Undeclared","Ministry of Defence","London","470","460","44460","41950"
"In post","2022","Undeclared","Ministry of Defence","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Ministry of Defence","North West (England)","190","170","31100","26670"
"In post","2022","Undeclared","Ministry of Defence","Northern Ireland","60","60","24150","22130"
"In post","2022","Undeclared","Ministry of Defence","Overseas","70","70","42190","36500"
"In post","2022","Undeclared","Ministry of Defence","Scotland","420","400","31940","29900"
"In post","2022","Undeclared","Ministry of Defence","South East (England)","1000","980","34630","33300"
"In post","2022","Undeclared","Ministry of Defence","South West (England)","2190","2100","38350","37180"
"In post","2022","Undeclared","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Ministry of Defence","Wales","330","320","28710","29470"
"In post","2022","Undeclared","Ministry of Defence","West Midlands (England)","270","260","31580","28810"
"In post","2022","Undeclared","Ministry of Defence","Yorkshire and The Humber","240","240","29670","26670"
"In post","2022","Undeclared","Ministry of Justice","East Midlands (England)","680","630","29290","26310"
"In post","2022","Undeclared","Ministry of Justice","East of England","530","490","30040","28200"
"In post","2022","Undeclared","Ministry of Justice","London","1280","1220","38420","34260"
"In post","2022","Undeclared","Ministry of Justice","North East (England)","340","300","30630","30210"
"In post","2022","Undeclared","Ministry of Justice","North West (England)","870","800","29410","27120"
"In post","2022","Undeclared","Ministry of Justice","Scotland","60","50","25750","21490"
"In post","2022","Undeclared","Ministry of Justice","South East (England)","840","780","31150","30700"
"In post","2022","Undeclared","Ministry of Justice","South West (England)","480","440","30240","27380"
"In post","2022","Undeclared","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Ministry of Justice","Wales","280","260","30990","28200"
"In post","2022","Undeclared","Ministry of Justice","West Midlands (England)","710","660","28730","25700"
"In post","2022","Undeclared","Ministry of Justice","Yorkshire and The Humber","730","670","30750","30450"
"In post","2022","Undeclared","National Crime Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Crime Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Crime Agency","London","110","110","43460","40170"
"In post","2022","Undeclared","National Crime Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Crime Agency","North West (England)","90","80","36280","36170"
"In post","2022","Undeclared","National Crime Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Crime Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Crime Agency","South East (England)","40","40","[c]","[c]"
"In post","2022","Undeclared","National Crime Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Crime Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Crime Agency","West Midlands (England)","40","40","[c]","[c]"
"In post","2022","Undeclared","National Crime Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Gas and Electricity Markets","London","40","40","[c]","[c]"
"In post","2022","Undeclared","Office of Gas and Electricity Markets","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Gas and Electricity Markets","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Gas and Electricity Markets","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Gas and Electricity Markets","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Qualifications and Examinations Regulation","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Rail and Road","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Rail and Road","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Rail and Road","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Rail and Road","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Rail and Road","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Scotland","London","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Wales","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Government","Scotland","870","830","40760","36130"
"In post","2022","Undeclared","The National Archives","London","60","60","35260","30830"
"In post","2022","Undeclared","UK Export Finance","London","30","30","[c]","[c]"
"In post","2022","Undeclared","UK Export Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","UK Statistics Authority","South East (England)","100","80","28840","23880"
"In post","2022","Undeclared","UK Statistics Authority","Wales","120","120","37040","33280"
"In post","2022","Undeclared","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Water Services Regulation Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Welsh Government","London","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Welsh Government","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Welsh Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Welsh Government","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Welsh Government","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Welsh Government","Wales","690","650","43000","38160"
"In post","2022","Unknown","Attorney General's Departments","East Midlands (England)","90","80","41180","42210"
