"Status","Year","Organisation","Region_ITL1","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","South West (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","South West (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","South West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","South West (England)","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Wales","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Wales","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Wales","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Wales","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Wales","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","West Midlands (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","West Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","West Midlands (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Yorkshire and The Humber","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Yorkshire and The Humber","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Yorkshire and The Humber","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","East Midlands (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","East Midlands (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","East of England","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","London","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","London","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","London","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","London","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","North East (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","North East (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","North East (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","North West (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","North West (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","North West (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","South West (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","South West (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","South West (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","West Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","West Midlands (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","West Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","West Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","West Midlands (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Yorkshire and The Humber","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Yorkshire and The Humber","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Yorkshire and The Humber","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Yorkshire and The Humber","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Yorkshire and The Humber","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","Wales","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","Wales","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","Wales","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","FCDO Services","South East (England)","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","FCDO Services","South East (England)","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","East Midlands (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","East Midlands (England)","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","East of England","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","East of England","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","London","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","London","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","London","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","London","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","London","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","London","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","London","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","London","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","London","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","London","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","North East (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","North East (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","North West (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Northern Ireland","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","South East (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","South East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","South West (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","South West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","South West (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","South West (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Wales","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Wales","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Wales","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Wales","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Wales","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","West Midlands (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","West Midlands (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","West Midlands (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","West Midlands (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Yorkshire and The Humber","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Yorkshire and The Humber","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Yorkshire and The Humber","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Yorkshire and The Humber","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Yorkshire and The Humber","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Yorkshire and The Humber","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Scotland","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","London","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","London","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","London","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","London","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","London","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","London","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","London","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","London","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","London","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","London","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","London","Unknown","280","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Forestry and Land Scotland","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Forestry and Land Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Actuary's Department","London","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Actuary's Department","London","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","London","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","London","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","London","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","London","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","North West (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","North West (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","North West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","Wales","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","Yorkshire and The Humber","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","London","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","London","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","London","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","London","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","London","Legal","50","50","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","London","Other","40","40","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","London","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","London","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","London","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","London","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","North West (England)","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","West Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","Yorkshire and The Humber","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","Yorkshire and The Humber","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","Yorkshire and The Humber","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","Yorkshire and The Humber","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","East Midlands (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","East Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","East Midlands (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","East of England","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","London","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","North East (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","North West (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","North West (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","North West (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","North West (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","North West (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","North West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","North West (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","South East (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","South West (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Wales","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","West Midlands (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Yorkshire and The Humber","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Yorkshire and The Humber","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","East Midlands (England)","Operational Delivery","50","40","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","East of England","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","London","Operational Delivery","170","170","30930","27550"
"Leaver Dept.","2022","HM Courts and Tribunals Service","North East (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","North West (England)","Operational Delivery","80","70","23260","20970"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","South East (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","South West (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Wales","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","West Midlands (England)","Operational Delivery","90","80","24050","20970"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Yorkshire and The Humber","Operational Delivery","30","30","[c]","[c]"
"Leaver Dept.","2022","HM Crown Prosecution Service Inspectorate","London","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Crown Prosecution Service Inspectorate","London","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","East Midlands (England)","Operational Delivery","40","40","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","East Midlands (England)","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","East of England","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","East of England","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","London","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","London","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","London","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","London","Operational Delivery","70","70","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","London","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","London","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","London","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","North East (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","North East (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","North East (England)","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","North West (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","North West (England)","Operational Delivery","40","40","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","South East (England)","Operational Delivery","60","60","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","South East (England)","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","South West (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","South West (England)","Operational Delivery","40","40","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","South West (England)","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Wales","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","West Midlands (England)","Operational Delivery","30","30","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","West Midlands (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","West Midlands (England)","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Yorkshire and The Humber","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Yorkshire and The Humber","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Yorkshire and The Humber","Operational Delivery","30","30","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Yorkshire and The Humber","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Yorkshire and The Humber","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Unknown","70","60","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","London","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","London","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","London","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","London","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","London","Unknown","230","230","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","North East (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","North East (England)","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","North East (England)","Unknown","220","210","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","North West (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","North West (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","North West (England)","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","North West (England)","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","North West (England)","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","North West (England)","Unknown","230","230","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Scotland","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Scotland","Unknown","260","240","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","South East (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Wales","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Wales","Unknown","70","60","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","West Midlands (England)","Unknown","80","80","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","Unknown","90","90","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","East of England","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","East of England","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","East of England","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","East of England","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","London","Commercial","[c]","[c]","[c]","[c]"
