"Status","Year","Organisation","Sex","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Debt Management Office","Male","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Female","Other","70","60","27450","20000"
"New entrant CS","2021","Defence Equipment and Support","Female","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Female","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Male","Digital, Data and Technology","40","40","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Male","Finance","30","30","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Male","Other","120","120","28090","24500"
"New entrant CS","2021","Defence Equipment and Support","Male","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Male","Project Delivery","70","70","38970","35000"
"New entrant CS","2021","Defence Equipment and Support","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Male","Science and Engineering","170","170","30650","30000"
"New entrant CS","2021","Defence Equipment and Support","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Female","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Female","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Female","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Female","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Female","Science and Engineering","60","60","29120","27580"
"New entrant CS","2021","Defence Science and Technology Laboratory","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Male","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Male","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Male","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Male","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Male","Science and Engineering","90","90","29250","26480"
"New entrant CS","2021","Defence Science and Technology Laboratory","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Operational Delivery","50","50","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Policy","270","260","36880","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Operational Delivery","30","30","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Policy","260","260","39410","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Female","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Female","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Female","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Female","Policy","150","150","36690","34020"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Female","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Female","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Female","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Male","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Male","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Male","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Male","Policy","110","100","38850","34020"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Male","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Male","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Male","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Female","Communications","50","50","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Female","Operational Delivery","30","30","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Female","Policy","170","160","35250","32870"
"New entrant CS","2021","Department for Education (excl. agencies)","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Male","Digital, Data and Technology","50","50","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Male","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Male","Policy","110","110","38230","32940"
"New entrant CS","2021","Department for Education (excl. agencies)","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Digital, Data and Technology","60","60","36640","35900"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Policy","330","320","36860","32560"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Digital, Data and Technology","80","80","41630","38750"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Policy","260","260","35940","32560"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Female","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Female","International Trade","80","80","32740","31800"
"New entrant CS","2021","Department for International Trade","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Female","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Female","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Female","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Female","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Female","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Female","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Female","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Male","Economics","30","30","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Male","International Trade","60","60","34010","31800"
"New entrant CS","2021","Department for International Trade","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Male","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Male","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Male","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Male","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Male","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Male","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Male","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Female","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Female","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Female","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Female","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Female","Other","40","40","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Female","Policy","60","60","34480","34710"
"New entrant CS","2021","Department for Transport (excl. agencies)","Female","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Female","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Female","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Female","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Male","Economics","30","30","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Male","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Male","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Male","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Male","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Male","Policy","80","80","35830","34710"
"New entrant CS","2021","Department for Transport (excl. agencies)","Male","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Male","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Male","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Female","Unknown","9970","9680","26860","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Male","Unknown","7010","6980","26700","27570"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Female","Commercial","50","50","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Female","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Female","Finance","80","70","34740","32790"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Female","Human Resources","40","40","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Female","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Female","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Female","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Female","Policy","370","360","37480","32790"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Female","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Female","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Male","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Male","Finance","40","40","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Male","Intelligence Analysis","40","40","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Male","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Male","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Male","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Male","Policy","230","230","42240","32790"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Male","Project Delivery","[c]","[c]","[c]","[c]"
