"Status","Year","Sex","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Female","Other","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other","Legal","40","40","[c]","[c]"
"New entrant CS","2021","Female","Other","No function","200","190","29150","25610"
"New entrant CS","2021","Female","Other","Project Delivery","50","50","25860","20000"
"New entrant CS","2021","Female","Other","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other","Unknown","620","600","25990","20920"
"New entrant CS","2021","Female","Planning","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Planning","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Policy","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Policy","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Policy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Policy","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Policy","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Policy","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Policy","No function","1630","1600","36350","32940"
"New entrant CS","2021","Female","Policy","Project Delivery","40","30","[c]","[c]"
"New entrant CS","2021","Female","Policy","Unknown","170","170","37270","35050"
"New entrant CS","2021","Female","Project Delivery","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Project Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Project Delivery","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Project Delivery","Project Delivery","510","490","35490","33000"
"New entrant CS","2021","Female","Project Delivery","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Project Delivery","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","Female","Property","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Property","Property","160","160","29810","27880"
"New entrant CS","2021","Female","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Psychology","No function","110","110","26590","24620"
"New entrant CS","2021","Female","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Science and Engineering","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Science and Engineering","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Science and Engineering","No function","550","480","32310","30460"
"New entrant CS","2021","Female","Science and Engineering","Project Delivery","40","30","[c]","[c]"
"New entrant CS","2021","Female","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Security","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Security","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Security","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Security","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Security","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Security","Security","160","160","26110","23540"
"New entrant CS","2021","Female","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Social Research","Analysis","130","130","32520","32540"
"New entrant CS","2021","Female","Social Research","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Statistics","Analysis","160","160","33660","31810"
"New entrant CS","2021","Female","Statistics","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Statistics","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Tax","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Tax","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Tax","Communications","290","290","26390","25560"
"New entrant CS","2021","Female","Tax","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Tax","Debt","430","410","20410","20140"
"New entrant CS","2021","Female","Tax","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Tax","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Tax","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Tax","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Tax","No function","870","840","21580","20140"
"New entrant CS","2021","Female","Tax","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Commercial","110","110","69130","70000"
"New entrant CS","2021","Female","Unknown","Communications","60","60","33080","34550"
"New entrant CS","2021","Female","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Digital, Data & Technology","90","90","42350","38630"
"New entrant CS","2021","Female","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Human Resources","70","70","31590","27500"
"New entrant CS","2021","Female","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","No function","700","690","30320","28000"
"New entrant CS","2021","Female","Unknown","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Security","60","60","25740","22380"
"New entrant CS","2021","Female","Unknown","Unknown","11280","10940","27440","27570"
"New entrant CS","2021","Female","Veterinarian","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Commercial","180","180","35970","33000"
"New entrant CS","2021","Male","Commercial","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Communications","160","160","38390","34100"
"New entrant CS","2021","Male","Communications","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Corporate Finance","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","Counter Fraud","30","30","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data and Technology","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data and Technology","Digital, Data & Technology","990","990","40120","36670"
"New entrant CS","2021","Male","Digital, Data and Technology","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data and Technology","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data and Technology","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data and Technology","Unknown","130","130","50190","47620"
"New entrant CS","2021","Male","Economics","Analysis","180","180","32190","31800"
"New entrant CS","2021","Male","Economics","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Economics","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Economics","No function","50","50","33100","31500"
"New entrant CS","2021","Male","Economics","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Male","Finance","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Finance","290","280","36210","32790"
"New entrant CS","2021","Male","Finance","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Human Resources","180","180","34130","28920"
"New entrant CS","2021","Male","Human Resources","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Inspector of Education and Training","No function","30","30","[c]","[c]"
"New entrant CS","2021","Male","Intelligence Analysis","Analysis","40","40","[c]","[c]"
"New entrant CS","2021","Male","Intelligence Analysis","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Intelligence Analysis","Unknown","50","50","28970","26670"
"New entrant CS","2021","Male","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","International Trade","No function","60","60","33960","31800"
"New entrant CS","2021","Male","Knowledge and Information Management","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Knowledge and Information Management","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Knowledge and Information Management","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Knowledge and Information Management","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Knowledge and Information Management","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Knowledge and Information Management","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Knowledge and Information Management","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Legal","320","320","43760","48080"
"New entrant CS","2021","Male","Legal","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Medicine","No function","40","30","[c]","[c]"
"New entrant CS","2021","Male","Medicine","Unknown","80","70","52500","38890"
"New entrant CS","2021","Male","Operational Delivery","Analysis","50","50","[c]","[c]"
"New entrant CS","2021","Male","Operational Delivery","Commercial","40","40","[c]","[c]"
"New entrant CS","2021","Male","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Operational Delivery","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Operational Delivery","Debt","50","50","21190","20140"
"New entrant CS","2021","Male","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Operational Delivery","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Operational Delivery","Legal","140","140","22810","20190"
"New entrant CS","2021","Male","Operational Delivery","No function","5610","5460","26190","22850"
"New entrant CS","2021","Male","Operational Delivery","Project Delivery","50","50","36530","35290"
"New entrant CS","2021","Male","Operational Delivery","Property","70","70","25710","20880"
"New entrant CS","2021","Male","Operational Delivery","Unknown","700","680","25380","24880"
"New entrant CS","2021","Male","Operational Research","Analysis","40","40","[c]","[c]"
"New entrant CS","2021","Male","Operational Research","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Operational Research","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other","No function","160","160","35410","26260"
"New entrant CS","2021","Male","Other","Project Delivery","100","100","28080","25000"
"New entrant CS","2021","Male","Other","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other","Unknown","530","520","27830","26350"
"New entrant CS","2021","Male","Planning","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Planning","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Policy","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Policy","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Policy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Policy","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Policy","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Policy","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Policy","No function","1290","1280","38270","33570"
"New entrant CS","2021","Male","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Policy","Unknown","140","130","41950","37000"
"New entrant CS","2021","Male","Project Delivery","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Project Delivery","520","520","38910","36800"
"New entrant CS","2021","Male","Project Delivery","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","Male","Property","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Property","290","290","34950","30000"
"New entrant CS","2021","Male","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Psychology","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Science and Engineering","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Science and Engineering","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Science and Engineering","No function","290","280","31350","28590"
"New entrant CS","2021","Male","Science and Engineering","Project Delivery","240","240","30930","27540"
"New entrant CS","2021","Male","Science and Engineering","Unknown","100","90","27340","25000"
"New entrant CS","2021","Male","Security","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Security","560","560","27270","23540"
"New entrant CS","2021","Male","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Social Research","Analysis","50","50","32650","32540"
"New entrant CS","2021","Male","Social Research","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Statistics","Analysis","150","150","33080","31810"
"New entrant CS","2021","Male","Statistics","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Statistics","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Tax","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Tax","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Tax","Communications","380","380","26360","25560"
"New entrant CS","2021","Male","Tax","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Tax","Debt","390","390","20500","20140"
"New entrant CS","2021","Male","Tax","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Tax","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Tax","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Tax","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Tax","No function","820","800","22010","20140"
"New entrant CS","2021","Male","Tax","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Commercial","130","130","78670","72000"
"New entrant CS","2021","Male","Unknown","Communications","60","60","32780","27570"
"New entrant CS","2021","Male","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Digital, Data & Technology","100","100","47510","49700"
"New entrant CS","2021","Male","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Human Resources","50","50","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","No function","500","500","31880","28000"
"New entrant CS","2021","Male","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Property","40","40","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Security","70","70","27450","20920"
"New entrant CS","2021","Male","Unknown","Unknown","7940","7890","27440","27570"
"New entrant CS","2021","Male","Veterinarian","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Economics","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Social Research","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Statistics","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Commercial","370","330","32850","30420"
"New entrant CS","2022","Female","Commercial","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Finance","30","30","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Communications","340","320","36450","33390"
"New entrant CS","2022","Female","Communications","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Corporate Finance","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Corporate Finance","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Counter Fraud","Counter Fraud","410","390","26000","27570"
"New entrant CS","2022","Female","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data and Technology","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data and Technology","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data and Technology","Digital, Data & Technology","890","860","36190","33370"
"New entrant CS","2022","Female","Digital, Data and Technology","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data and Technology","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data and Technology","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data and Technology","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data and Technology","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data and Technology","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data and Technology","Unknown","80","70","42590","41950"
"New entrant CS","2022","Female","Economics","Analysis","110","100","31500","30710"
"New entrant CS","2022","Female","Economics","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Economics","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Economics","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","Finance","530","480","34290","31900"
"New entrant CS","2022","Female","Finance","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","Unknown","70","70","36580","30200"
"New entrant CS","2022","Female","Geography","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Geography","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Human Resources","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Human Resources","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Human Resources","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Human Resources","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Human Resources","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Human Resources","Human Resources","750","710","32830","29180"
"New entrant CS","2022","Female","Human Resources","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Human Resources","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Human Resources","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Human Resources","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Inspector of Education and Training","No function","120","120","55860","46360"
"New entrant CS","2022","Female","Inspector of Education and Training","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Intelligence Analysis","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Intelligence Analysis","Counter Fraud","30","30","[c]","[c]"
"New entrant CS","2022","Female","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Intelligence Analysis","Project Delivery","[c]","[c]","[c]","[c]"
