"Status","Year","Sex","Profession_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Female","Digital, Data and Technology","Ministry of Justice","70","70","45350","46000"
"New entrant CS","2021","Female","Digital, Data and Technology","National Crime Agency","40","30","[c]","[c]"
"New entrant CS","2021","Female","Digital, Data and Technology","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Digital, Data and Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Digital, Data and Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Digital, Data and Technology","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Digital, Data and Technology","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Digital, Data and Technology","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Digital, Data and Technology","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Digital, Data and Technology","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Digital, Data and Technology","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Digital, Data and Technology","United Kingdom Statistics Authority","40","40","[c]","[c]"
"New entrant CS","2021","Female","Digital, Data and Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Digital, Data and Technology","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Economics","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Economics","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Economics","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Economics","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Economics","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Economics","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Economics","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Economics","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Economics","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Economics","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Economics","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Economics","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Economics","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Economics","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Economics","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Economics","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Economics","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Economics","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Economics","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Economics","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Economics","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Finance","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Finance","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Finance","Department for Education","30","30","[c]","[c]"
"New entrant CS","2021","Female","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Finance","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Finance","Department of Health and Social Care","100","100","36640","32790"
"New entrant CS","2021","Female","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Finance","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Finance","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Finance","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Finance","Ministry of Defence","100","100","30140","26350"
"New entrant CS","2021","Female","Finance","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Finance","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Finance","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Finance","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Finance","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Finance","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Finance","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Human Resources","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Human Resources","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Human Resources","Department of Health and Social Care","70","70","31780","27270"
"New entrant CS","2021","Female","Human Resources","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Human Resources","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Human Resources","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Human Resources","Ministry of Defence","130","120","27860","20920"
"New entrant CS","2021","Female","Human Resources","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Human Resources","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Human Resources","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Human Resources","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Human Resources","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Human Resources","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Human Resources","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Human Resources","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Human Resources","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Human Resources","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Inspector of Education and Training","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Inspector of Education and Training","Office for Standards in Education","60","60","61070","70500"
"New entrant CS","2021","Female","Intelligence Analysis","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Intelligence Analysis","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Intelligence Analysis","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Intelligence Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Intelligence Analysis","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Intelligence Analysis","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Intelligence Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Intelligence Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Internal Audit","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Internal Audit","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Internal Audit","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Internal Audit","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","International Trade","Department for International Trade","80","80","32740","31800"
"New entrant CS","2021","Female","International Trade","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","International Trade","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Knowledge and Information Management","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Knowledge and Information Management","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Knowledge and Information Management","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Knowledge and Information Management","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Knowledge and Information Management","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Knowledge and Information Management","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Knowledge and Information Management","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Knowledge and Information Management","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Knowledge and Information Management","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Knowledge and Information Management","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Knowledge and Information Management","Ministry of Defence","30","30","[c]","[c]"
"New entrant CS","2021","Female","Knowledge and Information Management","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Knowledge and Information Management","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Knowledge and Information Management","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Knowledge and Information Management","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Knowledge and Information Management","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Knowledge and Information Management","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Knowledge and Information Management","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Legal","Attorney General's Departments","320","300","44860","48080"
"New entrant CS","2021","Female","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Legal","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Legal","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Legal","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Legal","HM Revenue and Customs","50","50","36090","25560"
"New entrant CS","2021","Female","Legal","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Legal","Ministry of Justice","100","100","29770","26550"
"New entrant CS","2021","Female","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Legal","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Legal","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Legal","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Legal","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Legal","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Medicine","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Medicine","Department of Health and Social Care","60","40","70580","82100"
"New entrant CS","2021","Female","Medicine","Ministry of Defence","210","180","41260","34720"
"New entrant CS","2021","Female","Medicine","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Operational Delivery","Attorney General's Departments","250","250","21370","20120"
"New entrant CS","2021","Female","Operational Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Operational Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Operational Delivery","Department for Business, Energy and Industrial Strategy","320","310","25890","23320"
"New entrant CS","2021","Female","Operational Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Operational Delivery","Department for Education","90","90","32930","29360"
"New entrant CS","2021","Female","Operational Delivery","Department for Environment, Food and Rural Affairs","310","300","24350","23660"
"New entrant CS","2021","Female","Operational Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Operational Delivery","Department for Transport","270","240","21780","21590"
"New entrant CS","2021","Female","Operational Delivery","Department for Work and Pensions","70","60","32140","31660"
"New entrant CS","2021","Female","Operational Delivery","Department of Health and Social Care","940","810","31680","28590"
"New entrant CS","2021","Female","Operational Delivery","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Operational Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Operational Delivery","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Operational Delivery","HM Land Registry","310","300","22830","22350"
"New entrant CS","2021","Female","Operational Delivery","HM Revenue and Customs","300","300","21920","20140"
"New entrant CS","2021","Female","Operational Delivery","HM Treasury","30","30","[c]","[c]"
"New entrant CS","2021","Female","Operational Delivery","Home Office","500","480","24660","24880"
"New entrant CS","2021","Female","Operational Delivery","Ministry of Defence","80","80","25630","20960"
"New entrant CS","2021","Female","Operational Delivery","Ministry of Housing, Communities and Local Government","50","50","[c]","[c]"
"New entrant CS","2021","Female","Operational Delivery","Ministry of Justice","4590","4410","23110","22680"
"New entrant CS","2021","Female","Operational Delivery","National Crime Agency","460","460","32060","32260"
"New entrant CS","2021","Female","Operational Delivery","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Operational Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Operational Delivery","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Operational Delivery","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Operational Delivery","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Operational Delivery","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Operational Delivery","Scottish Government","220","210","21660","20810"
"New entrant CS","2021","Female","Operational Delivery","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Operational Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Operational Delivery","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Operational Delivery","United Kingdom Statistics Authority","240","220","27580","26050"
"New entrant CS","2021","Female","Operational Delivery","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Operational Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Operational Delivery","Welsh Government","40","40","[c]","[c]"
"New entrant CS","2021","Female","Operational Research","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Operational Research","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Operational Research","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Operational Research","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Operational Research","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Operational Research","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Operational Research","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Operational Research","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Operational Research","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Operational Research","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Operational Research","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Operational Research","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Operational Research","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Operational Research","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other","Attorney General's Departments","40","40","[c]","[c]"
"New entrant CS","2021","Female","Other","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other","Department for Transport","40","40","[c]","[c]"
"New entrant CS","2021","Female","Other","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other","Home Office","180","170","33760","28650"
"New entrant CS","2021","Female","Other","Ministry of Defence","490","470","23370","20920"
"New entrant CS","2021","Female","Other","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other","Office of Gas and Electricity Markets","100","90","28380","25000"
"New entrant CS","2021","Female","Other","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Planning","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Planning","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Planning","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Planning","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Planning","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Planning","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Planning Inspectors","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Policy","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Policy","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Policy","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Policy","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Policy","Department for Business, Energy and Industrial Strategy","280","280","36800","33570"
"New entrant CS","2021","Female","Policy","Department for Digital, Culture, Media and Sport","150","150","36690","34020"
"New entrant CS","2021","Female","Policy","Department for Education","170","170","35160","32870"
"New entrant CS","2021","Female","Policy","Department for Environment, Food and Rural Affairs","330","320","36860","32560"
"New entrant CS","2021","Female","Policy","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Policy","Department for Transport","80","70","34470","34710"
"New entrant CS","2021","Female","Policy","Department of Health and Social Care","370","360","37740","32790"
"New entrant CS","2021","Female","Policy","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Policy","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Policy","HM Treasury","130","130","32440","28500"
"New entrant CS","2021","Female","Policy","Home Office","110","110","40150","35070"
"New entrant CS","2021","Female","Policy","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Policy","Ministry of Housing, Communities and Local Government","80","80","38290","33210"
"New entrant CS","2021","Female","Policy","Ministry of Justice","30","30","[c]","[c]"
"New entrant CS","2021","Female","Policy","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Policy","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Policy","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Policy","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Policy","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Policy","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Policy","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Policy","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Policy","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Policy","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Project Delivery","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Project Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Project Delivery","Department for Digital, Culture, Media and Sport","40","40","[c]","[c]"
"New entrant CS","2021","Female","Project Delivery","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Project Delivery","Department for Transport","30","30","[c]","[c]"
"New entrant CS","2021","Female","Project Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Project Delivery","HM Revenue and Customs","30","30","[c]","[c]"
"New entrant CS","2021","Female","Project Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Project Delivery","Home Office","40","40","[c]","[c]"
"New entrant CS","2021","Female","Project Delivery","Ministry of Defence","240","230","32950","33000"
"New entrant CS","2021","Female","Project Delivery","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Project Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Project Delivery","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Project Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Project Delivery","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Project Delivery","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Project Delivery","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Project Delivery","United Kingdom Statistics Authority","40","40","[c]","[c]"
"New entrant CS","2021","Female","Project Delivery","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Property","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Property","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Property","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Property","Department for Work and Pensions","[c]","[c]","[c]","[c]"
