"Status","Year","Ethnicity","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Unknown","Unknown","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Analysis","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Analysis","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Analysis","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Analysis","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Analysis","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Analysis","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Analysis","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Analysis","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Analysis","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Analysis","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Analysis","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Analysis","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Analysis","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Analysis","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Analysis","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Analysis","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Analysis","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Analysis","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Analysis","United Kingdom Statistics Authority","40","40","[c]","[c]"
"Leaver CS","2021","White","Analysis","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Commercial","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Commercial","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Commercial","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Commercial","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Commercial","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Commercial","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Commercial","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Commercial","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Commercial","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Commercial","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Commercial","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Commercial","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Commercial","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Commercial","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Commercial","Ministry of Defence (excl. agencies)","50","40","[c]","[c]"
"Leaver CS","2021","White","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Commercial","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Commercial","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Commercial","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Commercial","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Commercial","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Commercial","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Commercial","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Commercial","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Commercial","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Commercial","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Counter Fraud","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Counter Fraud","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Counter Fraud","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Counter Fraud","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Counter Fraud","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Debt","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Debt","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Debt","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","The National Archives","[c]","[c]","[c]","[c]"
