"Status","Year","Region_ITL2","Sexual_orientation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Undeclared","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Unknown","Communications","80","70","26040","25560"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Unknown","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Unknown","No function","160","160","23010","22350"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Unknown","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Devon","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Heterosexual / straight","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Heterosexual / straight","No function","210","200","24210","22850"
"New entrant CS","2021","Devon","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Heterosexual / straight","Property","40","40","[c]","[c]"
"New entrant CS","2021","Devon","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Heterosexual / straight","Unknown","270","260","24750","21010"
"New entrant CS","2021","Devon","LGBO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","LGBO","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","LGBO","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Devon","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Unknown","Digital, Data & Technology","100","100","32070","27520"
"New entrant CS","2021","Devon","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Unknown","No function","100","100","22510","22350"
"New entrant CS","2021","Devon","Unknown","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Devon","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Unknown","Unknown","50","50","27790","27570"
"New entrant CS","2021","Dorset and Somerset","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Heterosexual / straight","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Heterosexual / straight","No function","100","90","23130","22350"
"New entrant CS","2021","Dorset and Somerset","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Heterosexual / straight","Unknown","190","180","25140","27570"
"New entrant CS","2021","Dorset and Somerset","LGBO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","LGBO","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Unknown","No function","80","80","23940","22850"
"New entrant CS","2021","Dorset and Somerset","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Heterosexual / straight","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Heterosexual / straight","No function","410","390","26840","22850"
"New entrant CS","2021","East Anglia","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Heterosexual / straight","Security","30","30","[c]","[c]"
"New entrant CS","2021","East Anglia","Heterosexual / straight","Unknown","420","410","26140","27570"
"New entrant CS","2021","East Anglia","LGBO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","LGBO","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","LGBO","No function","40","40","[c]","[c]"
"New entrant CS","2021","East Anglia","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","LGBO","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","East Anglia","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Undeclared","No function","30","30","[c]","[c]"
"New entrant CS","2021","East Anglia","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Unknown","No function","150","140","23300","22350"
"New entrant CS","2021","East Anglia","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Unknown","Unknown","70","70","26070","27570"
"New entrant CS","2021","East Wales","Heterosexual / straight","Analysis","100","100","29380","29540"
"New entrant CS","2021","East Wales","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Heterosexual / straight","Digital, Data & Technology","70","70","37250","36030"
"New entrant CS","2021","East Wales","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Heterosexual / straight","No function","390","380","23730","21050"
"New entrant CS","2021","East Wales","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Heterosexual / straight","Unknown","320","320","26640","27570"
"New entrant CS","2021","East Wales","LGBO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","LGBO","No function","60","60","23050","22590"
"New entrant CS","2021","East Wales","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","LGBO","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","East Wales","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Unknown","Analysis","70","70","27550","29540"
"New entrant CS","2021","East Wales","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Unknown","Digital, Data & Technology","70","70","34310","30340"
"New entrant CS","2021","East Wales","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Unknown","No function","460","450","22830","21140"
"New entrant CS","2021","East Wales","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Unknown","Unknown","70","60","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","No function","110","110","23190","22850"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","Unknown","140","140","25760","27570"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","LGBO","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Unknown","No function","70","60","22280","22350"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Unknown","Unknown","60","60","23730","21430"
"New entrant CS","2021","Eastern Scotland","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Heterosexual / straight","Debt","60","60","20310","20140"
"New entrant CS","2021","Eastern Scotland","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Heterosexual / straight","No function","90","90","24760","20760"
"New entrant CS","2021","Eastern Scotland","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Heterosexual / straight","Unknown","630","620","28860","27570"
"New entrant CS","2021","Eastern Scotland","LGBO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","LGBO","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","LGBO","Unknown","80","80","28660","27570"
"New entrant CS","2021","Eastern Scotland","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Undeclared","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Undeclared","Legal","60","60","23070","20850"
"New entrant CS","2021","Eastern Scotland","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Undeclared","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Unknown","Debt","180","180","20400","20140"
"New entrant CS","2021","Eastern Scotland","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Unknown","No function","190","190","22210","20810"
"New entrant CS","2021","Eastern Scotland","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
