"Status","Year","Profession_of_post","Responsibility_level","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Tax","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","Heterosexual / straight","70","70","22040","21260"
"Leaver Dept.","2022","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","Unknown","610","570","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Heterosexual / straight","190","190","27700","27570"
"Leaver Dept.","2022","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Unknown","370","340","28290","27570"
"Leaver Dept.","2022","Unknown","G6/G7","Heterosexual / straight","390","380","58140","54760"
"Leaver Dept.","2022","Unknown","G6/G7","LGBO","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Undeclared","120","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Unknown","420","300","59030","54950"
"Leaver Dept.","2022","Unknown","SCS","Heterosexual / straight","70","70","86910","77120"
"Leaver Dept.","2022","Unknown","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS","Unknown","70","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Heterosexual / straight","490","490","36150","34710"
"Leaver Dept.","2022","Unknown","SEO/HEO","LGBO","70","70","36280","35060"
"Leaver Dept.","2022","Unknown","SEO/HEO","Undeclared","80","60","35680","34550"
"Leaver Dept.","2022","Unknown","SEO/HEO","Unknown","1140","1000","32980","32000"
"Leaver Dept.","2022","Unknown","Unknown","Heterosexual / straight","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Undeclared","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","70","70","[c]","[c]"
"Leaver Dept.","2022","Veterinarian","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinarian","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinarian","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinarian","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinarian","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","EO","Heterosexual / straight","60","50","25350","26150"
"New entrant CS","2021","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","G6/G7","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2021","Commercial","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","SCS","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","SEO/HEO","Heterosexual / straight","150","150","36320","35900"
"New entrant CS","2021","Commercial","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","SEO/HEO","Unknown","80","80","37070","37420"
"New entrant CS","2021","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","EO","Heterosexual / straight","60","60","26190","26350"
"New entrant CS","2021","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","EO","Unknown","70","70","26680","27270"
"New entrant CS","2021","Communications","G6/G7","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2021","Communications","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","G6/G7","Unknown","40","30","[c]","[c]"
"New entrant CS","2021","Communications","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","SCS","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","SEO/HEO","Heterosexual / straight","110","110","36430","35230"
"New entrant CS","2021","Communications","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","SEO/HEO","Unknown","60","60","36810","36660"
"New entrant CS","2021","Corporate Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","SCS","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","AA/AO","Heterosexual / straight","50","50","21450","20920"
"New entrant CS","2021","Digital, Data and Technology","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","AA/AO","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","EO","Heterosexual / straight","170","170","26230","26130"
"New entrant CS","2021","Digital, Data and Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","EO","Unknown","160","160","26300","25560"
"New entrant CS","2021","Digital, Data and Technology","G6/G7","Heterosexual / straight","250","250","57070","55000"
"New entrant CS","2021","Digital, Data and Technology","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","G6/G7","Unknown","200","190","59730","57430"
"New entrant CS","2021","Digital, Data and Technology","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","SCS","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","SEO/HEO","Heterosexual / straight","420","420","37360","36550"
"New entrant CS","2021","Digital, Data and Technology","SEO/HEO","LGBO","40","40","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","SEO/HEO","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","SEO/HEO","Unknown","350","350","37060","36740"
"New entrant CS","2021","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","AA/AO","Heterosexual / straight","50","50","[c]","[c]"
"New entrant CS","2021","Economics","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","EO","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2021","Economics","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","SEO/HEO","Heterosexual / straight","170","170","32920","32620"
"New entrant CS","2021","Economics","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","SEO/HEO","Unknown","100","90","34180","32790"
"New entrant CS","2021","Finance","AA/AO","Heterosexual / straight","50","50","20870","20920"
"New entrant CS","2021","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AA/AO","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Finance","EO","Heterosexual / straight","120","120","25030","25000"
"New entrant CS","2021","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","EO","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Finance","G6/G7","Heterosexual / straight","60","60","58220","57800"
"New entrant CS","2021","Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SCS","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","Heterosexual / straight","190","190","37010","36740"
"New entrant CS","2021","Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","Unknown","120","120","35860","33000"
"New entrant CS","2021","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA/AO","Heterosexual / straight","120","110","21040","20920"
"New entrant CS","2021","Human Resources","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","Heterosexual / straight","110","100","25920","26180"
"New entrant CS","2021","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","Unknown","60","60","25820","27130"
"New entrant CS","2021","Human Resources","G6/G7","Heterosexual / straight","60","60","58230","55620"
"New entrant CS","2021","Human Resources","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6/G7","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Human Resources","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SCS","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","Heterosexual / straight","170","170","34440","34010"
"New entrant CS","2021","Human Resources","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","Unknown","60","60","34790","33060"
"New entrant CS","2021","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","G6/G7","Heterosexual / straight","50","50","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","EO","Unknown","40","30","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","G6/G7","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SCS","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","SCS","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","SEO/HEO","Heterosexual / straight","50","50","32930","31800"
"New entrant CS","2021","International Trade","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","SEO/HEO","Heterosexual / straight","60","60","35280","33000"
"New entrant CS","2021","Knowledge and Information Management","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","EO","Heterosexual / straight","80","80","27190","26970"
"New entrant CS","2021","Legal","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","EO","Unknown","50","50","25900","25560"
"New entrant CS","2021","Legal","G6/G7","Heterosexual / straight","310","290","53190","50520"
"New entrant CS","2021","Legal","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","G6/G7","Unknown","80","70","55080","55000"
"New entrant CS","2021","Legal","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","SCS","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","SEO/HEO","Heterosexual / straight","230","220","36310","38000"
"New entrant CS","2021","Legal","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","SEO/HEO","Unknown","80","80","30880","30850"
"New entrant CS","2021","Medicine","AA/AO","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2021","Medicine","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","EO","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2021","Medicine","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","G6/G7","Heterosexual / straight","70","60","69950","73760"
"New entrant CS","2021","Medicine","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","G6/G7","Unknown","30","20","[c]","[c]"
"New entrant CS","2021","Medicine","SCS","Heterosexual / straight","40","20","[c]","[c]"
"New entrant CS","2021","Medicine","SCS","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","SEO/HEO","Heterosexual / straight","80","70","37190","37890"
"New entrant CS","2021","Medicine","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","SEO/HEO","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Operational Delivery","AA/AO","Heterosexual / straight","4510","4380","21950","21300"
"New entrant CS","2021","Operational Delivery","AA/AO","LGBO","460","450","21730","21050"
"New entrant CS","2021","Operational Delivery","AA/AO","Undeclared","340","320","21190","20830"
"New entrant CS","2021","Operational Delivery","AA/AO","Unknown","4120","4000","21820","21430"
"New entrant CS","2021","Operational Delivery","EO","Heterosexual / straight","1490","1450","27270","26130"
"New entrant CS","2021","Operational Delivery","EO","LGBO","170","160","26570","25440"
"New entrant CS","2021","Operational Delivery","EO","Undeclared","140","140","26400","26050"
"New entrant CS","2021","Operational Delivery","EO","Unknown","940","920","25940","24880"
"New entrant CS","2021","Operational Delivery","G6/G7","Heterosexual / straight","270","260","55910","53120"
"New entrant CS","2021","Operational Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","G6/G7","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Operational Delivery","G6/G7","Unknown","70","70","55100","54800"
"New entrant CS","2021","Operational Delivery","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","SCS","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","SEO/HEO","Heterosexual / straight","1280","1210","35470","35000"
"New entrant CS","2021","Operational Delivery","SEO/HEO","LGBO","120","110","34220","32540"
"New entrant CS","2021","Operational Delivery","SEO/HEO","Undeclared","160","140","35160","33950"
"New entrant CS","2021","Operational Delivery","SEO/HEO","Unknown","430","410","34250","32790"
"New entrant CS","2021","Operational Delivery","Unknown","Heterosexual / straight","940","870","23240","22920"
"New entrant CS","2021","Operational Delivery","Unknown","LGBO","80","80","22920","22920"
