"Status","Year","Function_of_post","Profession_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Property","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Property","Declared non-disabled","280","280","33250","30000"
"New entrant CS","2021","Property","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Property","Unknown","140","140","33340","27880"
"New entrant CS","2021","Property","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Declared non-disabled","60","60","28730","27500"
"New entrant CS","2021","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Security","Declared non-disabled","380","380","25700","23540"
"New entrant CS","2021","Security","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Security","Unknown","300","300","28690","25540"
"New entrant CS","2021","Security","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Declared non-disabled","50","40","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Unknown","70","70","24070","20800"
"New entrant CS","2021","Unknown","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","Declared non-disabled","50","40","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","Unknown","130","130","49290","48200"
"New entrant CS","2021","Unknown","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Economics","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Economics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Economics","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Unknown","40","30","[c]","[c]"
"New entrant CS","2021","Unknown","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Intelligence Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Intelligence Analysis","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Medicine","Declared non-disabled","180","150","41870","34440"
"New entrant CS","2021","Unknown","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Medicine","Unknown","110","90","47410","37890"
"New entrant CS","2021","Unknown","Operational Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","Declared non-disabled","300","290","24640","24880"
"New entrant CS","2021","Unknown","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","Unknown","960","940","25330","24880"
"New entrant CS","2021","Unknown","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other","Declared disabled","70","70","23970","20920"
"New entrant CS","2021","Unknown","Other","Declared non-disabled","650","640","25240","20920"
"New entrant CS","2021","Unknown","Other","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Other","Unknown","390","390","30470","28650"
"New entrant CS","2021","Unknown","Planning","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Planning","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Planning","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","Declared non-disabled","70","70","34340","32790"
"New entrant CS","2021","Unknown","Policy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","Unknown","230","220","41500","36500"
"New entrant CS","2021","Unknown","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Unknown","70","70","40520","35050"
"New entrant CS","2021","Unknown","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Science and Engineering","Declared non-disabled","80","80","27850","26350"
"New entrant CS","2021","Unknown","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Science and Engineering","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Social Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Statistics","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Declared disabled","2130","2070","26870","27570"
"New entrant CS","2021","Unknown","Unknown","Declared non-disabled","13230","13000","26980","27570"
"New entrant CS","2021","Unknown","Unknown","Undeclared","680","660","26860","27570"
"New entrant CS","2021","Unknown","Unknown","Unknown","3180","3100","30280","27570"
"New entrant CS","2021","Unknown","Veterinarian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Veterinarian","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Digital, Data and Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Economics","Declared non-disabled","180","180","35220","31800"
"New entrant CS","2022","Analysis","Economics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Economics","Unknown","90","80","32110","28160"
"New entrant CS","2022","Analysis","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Geography","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Geography","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Geography","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Geography","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Intelligence Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Medicine","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Operational Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Operational Delivery","Declared non-disabled","70","70","29930","29270"
"New entrant CS","2022","Analysis","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Operational Delivery","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Analysis","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Operational Research","Declared non-disabled","70","70","31820","31000"
"New entrant CS","2022","Analysis","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Other","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Other","Declared non-disabled","60","60","40060","34710"
"New entrant CS","2022","Analysis","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Policy","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2022","Analysis","Policy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Science and Engineering","Declared non-disabled","80","80","30630","29230"
"New entrant CS","2022","Analysis","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Social Research","Declared non-disabled","180","170","34920","30710"
"New entrant CS","2022","Analysis","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Social Research","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Analysis","Statistics","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2022","Analysis","Statistics","Declared non-disabled","180","180","33140","31700"
"New entrant CS","2022","Analysis","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Statistics","Unknown","70","70","33720","30710"
"New entrant CS","2022","Analysis","Tax","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Tax","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Tax","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Commercial","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2022","Commercial","Commercial","Declared non-disabled","290","280","32180","30420"
"New entrant CS","2022","Commercial","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Commercial","Unknown","310","240","34350","30510"
"New entrant CS","2022","Commercial","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Digital, Data and Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Operational Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Operational Delivery","Declared non-disabled","50","50","38130","34180"
"New entrant CS","2022","Commercial","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Other","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Other","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Other","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Policy","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Science and Engineering","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Unknown","200","190","74760","70630"
"New entrant CS","2022","Communications","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Communications","Declared non-disabled","240","240","37210","33120"
"New entrant CS","2022","Communications","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Communications","Unknown","250","210","35200","32790"
"New entrant CS","2022","Communications","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Digital, Data and Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Economics","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Operational Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Operational Delivery","Declared non-disabled","240","230","26960","26590"
"New entrant CS","2022","Communications","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Operational Delivery","Unknown","220","220","26580","26590"
"New entrant CS","2022","Communications","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Operational Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Other","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Other","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Policy","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Tax","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Tax","Declared non-disabled","210","210","27360","26590"
"New entrant CS","2022","Communications","Tax","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Tax","Unknown","140","130","27580","26590"
"New entrant CS","2022","Communications","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Unknown","40","30","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Counter Fraud","Declared disabled","80","80","26340","25110"
"New entrant CS","2022","Counter Fraud","Counter Fraud","Declared non-disabled","530","520","26230","27570"
"New entrant CS","2022","Counter Fraud","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Counter Fraud","Unknown","70","70","26330","27570"
"New entrant CS","2022","Counter Fraud","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Intelligence Analysis","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Legal","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Legal","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Operational Delivery","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Operational Delivery","Declared non-disabled","200","200","24450","21260"
"New entrant CS","2022","Counter Fraud","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Operational Delivery","Unknown","110","100","25330","26590"
"New entrant CS","2022","Counter Fraud","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Operational Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Other","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Other","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Other","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Tax","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Tax","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Tax","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","Declared non-disabled","210","210","28800","26590"
"New entrant CS","2022","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","Unknown","120","120","28830","26590"
"New entrant CS","2022","Debt","Operational Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Operational Delivery","Declared non-disabled","260","250","21290","21250"
"New entrant CS","2022","Debt","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Operational Delivery","Unknown","230","220","21570","21250"
"New entrant CS","2022","Debt","Other","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2022","Debt","Other","Declared non-disabled","230","220","21850","21260"
"New entrant CS","2022","Debt","Other","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Tax","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Tax","Declared non-disabled","100","100","21950","21250"
"New entrant CS","2022","Debt","Tax","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Tax","Unknown","60","60","22180","21250"
"New entrant CS","2022","Debt","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Digital, Data and Technology","Declared disabled","160","160","35860","33080"
"New entrant CS","2022","Digital, Data & Technology","Digital, Data and Technology","Declared non-disabled","1390","1380","37700","34260"
"New entrant CS","2022","Digital, Data & Technology","Digital, Data and Technology","Undeclared","80","80","35930","33080"
"New entrant CS","2022","Digital, Data & Technology","Digital, Data and Technology","Unknown","830","790","37340","33600"
"New entrant CS","2022","Digital, Data & Technology","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
