"Status","Year","Sex","Region_ITL3","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Male","Wolverhampton","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Worcestershire CC","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","York","Yorkshire and The Humber","90","80","39080","33300"
"Leaver Dept.","2022","Unknown","Monmouthshire and Newport","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Westminster","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Aberdeen City and Aberdeenshire","Scotland","100","90","27510","26750"
"New entrant CS","2021","Female","Angus and Dundee City","Scotland","80","80","25680","23340"
"New entrant CS","2021","Female","Antrim and Newtownabbey","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Ards and North Down","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Barking & Dagenham and Havering","London","100","90","29400","31060"
"New entrant CS","2021","Female","Barnet","London","260","240","32140","31060"
"New entrant CS","2021","Female","Barnsley, Doncaster and Rotherham","Yorkshire and The Humber","180","170","23480","22850"
"New entrant CS","2021","Female","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","480","450","29710","27570"
"New entrant CS","2021","Female","Bedford","East of England","100","90","24210","25170"
"New entrant CS","2021","Female","Belfast","Northern Ireland","140","140","24730","20140"
"New entrant CS","2021","Female","Berkshire","South East (England)","230","230","28670","29290"
"New entrant CS","2021","Female","Bexley and Greenwich","London","190","190","29020","31060"
"New entrant CS","2021","Female","Birmingham","West Midlands (England)","760","730","28090","24830"
"New entrant CS","2021","Female","Blackburn with Darwen","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Blackpool","North West (England)","330","320","22690","21010"
"New entrant CS","2021","Female","Bournemouth and Poole","South West (England)","60","60","26570","27570"
"New entrant CS","2021","Female","Bradford","Yorkshire and The Humber","140","140","25430","27570"
"New entrant CS","2021","Female","Breckland and South Norfolk","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Brent","London","90","90","29010","31060"
"New entrant CS","2021","Female","Bridgend and Neath Port Talbot","Wales","40","40","[c]","[c]"
"New entrant CS","2021","Female","Brighton and Hove","South East (England)","100","90","25670","27570"
"New entrant CS","2021","Female","Bristol, City of","South West (England)","530","500","29110","27570"
"New entrant CS","2021","Female","Bromley","London","80","70","28150","31060"
"New entrant CS","2021","Female","Buckinghamshire CC","South East (England)","170","160","27750","27570"
"New entrant CS","2021","Female","Caithness and Sutherland and Ross and Cromarty","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Calderdale and Kirklees","Yorkshire and The Humber","80","80","26220","27570"
"New entrant CS","2021","Female","Cambridgeshire CC","East of England","210","200","28680","26510"
"New entrant CS","2021","Female","Camden and City of London","London","200","190","29120","23140"
"New entrant CS","2021","Female","Cardiff and Vale of Glamorgan","Wales","470","450","25200","21010"
"New entrant CS","2021","Female","Causeway Coast and Glens","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Central Bedfordshire","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Central Hampshire","South East (England)","200","190","27890","26350"
"New entrant CS","2021","Female","Central Valleys","Wales","60","60","24820","27570"
"New entrant CS","2021","Female","Cheshire East","North West (England)","50","50","[c]","[c]"
"New entrant CS","2021","Female","Cheshire West and Chester","North West (England)","70","70","22450","21010"
"New entrant CS","2021","Female","Chorley and West Lancashire","North West (England)","50","50","[c]","[c]"
"New entrant CS","2021","Female","City of Edinburgh","Scotland","850","820","30690","27570"
"New entrant CS","2021","Female","Clackmannanshire and Fife","Scotland","40","40","[c]","[c]"
"New entrant CS","2021","Female","Conwy and Denbighshire","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Cornwall and Isles of Scilly","South West (England)","100","90","27090","27570"
"New entrant CS","2021","Female","Coventry","West Midlands (England)","210","200","31220","27570"
"New entrant CS","2021","Female","Croydon","London","390","380","33320","29570"
"New entrant CS","2021","Female","Darlington","North East (England)","50","40","[c]","[c]"
"New entrant CS","2021","Female","Derby","East Midlands (England)","90","80","24690","27570"
"New entrant CS","2021","Female","Devon CC","South West (England)","360","340","25770","22850"
"New entrant CS","2021","Female","Dorset CC","South West (England)","90","90","25180","22350"
"New entrant CS","2021","Female","Dudley","West Midlands (England)","60","60","25500","27570"
"New entrant CS","2021","Female","Dumfries and Galloway","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Durham CC","North East (England)","240","230","22690","21010"
"New entrant CS","2021","Female","Ealing","London","100","100","30310","31060"
"New entrant CS","2021","Female","East Ayrshire and North Ayrshire mainland","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","East Cumbria","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","East Derbyshire","East Midlands (England)","40","30","[c]","[c]"
"New entrant CS","2021","Female","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Scotland","50","40","[c]","[c]"
"New entrant CS","2021","Female","East Kent","South East (England)","270","260","25950","24880"
"New entrant CS","2021","Female","East Lancashire","North West (England)","40","30","[c]","[c]"
"New entrant CS","2021","Female","East Lothian and Midlothian","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","East Merseyside","North West (England)","80","80","26950","27570"
"New entrant CS","2021","Female","East Riding of Yorkshire","Yorkshire and The Humber","80","80","23030","21110"
"New entrant CS","2021","Female","East Surrey","South East (England)","100","90","27970","29290"
"New entrant CS","2021","Female","East Sussex CC","South East (England)","190","180","23990","21590"
"New entrant CS","2021","Female","Enfield","London","90","90","29890","31060"
"New entrant CS","2021","Female","Essex Haven Gateway","East of England","70","70","28830","29290"
"New entrant CS","2021","Female","Essex Thames Gateway","East of England","120","110","26030","24180"
"New entrant CS","2021","Female","Falkirk","Scotland","90","80","22270","21010"
"New entrant CS","2021","Female","Fermanagh and Omagh","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Flintshire and Wrexham","Wales","80","80","23060","22850"
"New entrant CS","2021","Female","Glasgow City","Scotland","680","650","27040","24250"
"New entrant CS","2021","Female","Gloucestershire","South West (England)","110","100","25760","27570"
"New entrant CS","2021","Female","Greater Manchester North East","North West (England)","150","150","26500","27570"
"New entrant CS","2021","Female","Greater Manchester North West","North West (England)","110","110","23210","21010"
"New entrant CS","2021","Female","Greater Manchester South East","North West (England)","130","120","22770","21010"
"New entrant CS","2021","Female","Greater Manchester South West","North West (England)","370","370","24810","21010"
"New entrant CS","2021","Female","Gwent Valleys","Wales","40","40","[c]","[c]"
"New entrant CS","2021","Female","Gwynedd","Wales","40","40","[c]","[c]"
"New entrant CS","2021","Female","Hackney and Newham","London","230","220","29840","31060"
"New entrant CS","2021","Female","Haringey and Islington","London","260","260","28070","30850"
"New entrant CS","2021","Female","Harrow and Hillingdon","London","210","210","29380","31060"
"New entrant CS","2021","Female","Hartlepool and Stockton-on-Tees","North East (England)","60","60","23390","22850"
"New entrant CS","2021","Female","Heart of Essex","East of England","150","140","27330","28030"
"New entrant CS","2021","Female","Herefordshire, County of","West Midlands (England)","30","30","[c]","[c]"
"New entrant CS","2021","Female","Hertfordshire","East of England","310","300","27860","29290"
"New entrant CS","2021","Female","Hounslow and Richmond upon Thames","London","210","210","28600","30720"
"New entrant CS","2021","Female","Inverclyde, East Renfrewshire and Renfrewshire","Scotland","40","30","[c]","[c]"
"New entrant CS","2021","Female","Inverness and Nairn and Moray, Badenoch and Strathspey","Scotland","70","70","25710","23310"
"New entrant CS","2021","Female","Isle of Anglesey","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Isle of Wight","South East (England)","50","50","[c]","[c]"
"New entrant CS","2021","Female","Kensington & Chelsea and Hammersmith & Fulham","London","120","120","28970","31060"
"New entrant CS","2021","Female","Kent Thames Gateway","South East (England)","150","140","26120","27850"
"New entrant CS","2021","Female","Kingston upon Hull, City of","Yorkshire and The Humber","90","80","25560","26500"
"New entrant CS","2021","Female","Lambeth","London","810","740","36120","32260"
"New entrant CS","2021","Female","Lancaster and Wyre","North West (England)","90","90","23670","21010"
"New entrant CS","2021","Female","Leeds","Yorkshire and The Humber","1020","980","28720","27570"
"New entrant CS","2021","Female","Leicester","East Midlands (England)","220","210","23910","22350"
"New entrant CS","2021","Female","Leicestershire CC and Rutland","East Midlands (England)","110","110","24680","22370"
"New entrant CS","2021","Female","Lewisham and Southwark","London","200","200","30600","31060"
"New entrant CS","2021","Female","Lincolnshire","East Midlands (England)","140","130","26110","25000"
"New entrant CS","2021","Female","Lisburn and Castlereagh","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Liverpool","North West (England)","340","330","24940","21430"
"New entrant CS","2021","Female","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Luton","East of England","70","70","23600","22920"
"New entrant CS","2021","Female","Manchester","North West (England)","650","630","29970","27570"
"New entrant CS","2021","Female","Medway","South East (England)","100","100","27200","29290"
"New entrant CS","2021","Female","Merton, Kingston upon Thames and Sutton","London","130","130","29650","31060"
"New entrant CS","2021","Female","Mid Kent","South East (England)","80","80","29220","29290"
"New entrant CS","2021","Female","Mid Lancashire","North West (England)","150","140","24300","22350"
"New entrant CS","2021","Female","Milton Keynes","South East (England)","80","80","25010","27570"
"New entrant CS","2021","Female","Monmouthshire and Newport","Wales","440","420","28190","27570"
"New entrant CS","2021","Female","Na h-Eileanan Siar","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Newry, Mourne and Down","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","North and North East Lincolnshire","Yorkshire and The Humber","50","40","[c]","[c]"
"New entrant CS","2021","Female","North and West Norfolk","East of England","40","40","[c]","[c]"
"New entrant CS","2021","Female","North Hampshire","South East (England)","110","100","26930","26350"
"New entrant CS","2021","Female","North Lanarkshire","Scotland","70","70","24500","20760"
"New entrant CS","2021","Female","North Northamptonshire","East Midlands (England)","70","70","27030","27570"
"New entrant CS","2021","Female","North Nottinghamshire","East Midlands (England)","70","70","24370","24120"
"New entrant CS","2021","Female","North Yorkshire CC","Yorkshire and The Humber","100","90","27760","27570"
"New entrant CS","2021","Female","Northumberland","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Norwich and East Norfolk","East of England","140","130","24890","23750"
"New entrant CS","2021","Female","Nottingham","East Midlands (England)","460","440","27620","25560"
"New entrant CS","2021","Female","Orkney Islands","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Overseas","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Oxfordshire","South East (England)","200","190","28000","26670"
"New entrant CS","2021","Female","Perth and Kinross and Stirling","Scotland","60","60","26040","27570"
"New entrant CS","2021","Female","Peterborough","East of England","90","80","26140","27570"
"New entrant CS","2021","Female","Plymouth","South West (England)","170","150","25310","22350"
"New entrant CS","2021","Female","Portsmouth","South East (England)","220","210","27260","24890"
"New entrant CS","2021","Female","Powys","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Redbridge and Waltham Forest","London","200","200","28390","31060"
"New entrant CS","2021","Female","Sandwell","West Midlands (England)","30","30","[c]","[c]"
"New entrant CS","2021","Female","Scottish Borders","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Sefton","North West (England)","200","200","25850","24500"
"New entrant CS","2021","Female","Sheffield","Yorkshire and The Humber","400","390","27230","25000"
"New entrant CS","2021","Female","Shetland Islands","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Shropshire CC","West Midlands (England)","40","40","[c]","[c]"
"New entrant CS","2021","Female","Solihull","West Midlands (England)","30","30","[c]","[c]"
"New entrant CS","2021","Female","Somerset","South West (England)","110","100","25230","22920"
"New entrant CS","2021","Female","South and West Derbyshire","East Midlands (England)","70","70","25140","26370"
"New entrant CS","2021","Female","South Ayrshire","Scotland","50","50","26690","27570"
"New entrant CS","2021","Female","South Hampshire","South East (England)","310","290","28770","27570"
"New entrant CS","2021","Female","South Lanarkshire","Scotland","140","130","21610","20140"
"New entrant CS","2021","Female","South Nottinghamshire","East Midlands (England)","30","30","[c]","[c]"
"New entrant CS","2021","Female","South Teesside","North East (England)","60","50","22920","21010"
"New entrant CS","2021","Female","South West Wales","Wales","60","60","23330","21050"
"New entrant CS","2021","Female","Southampton","South East (England)","110","110","27730","27570"
"New entrant CS","2021","Female","Southend-on-Sea","East of England","70","70","28420","29290"
"New entrant CS","2021","Female","Staffordshire CC","West Midlands (England)","270","260","24440","22920"
"New entrant CS","2021","Female","Stoke-on-Trent","West Midlands (England)","190","170","22220","18880"
"New entrant CS","2021","Female","Suffolk","East of England","260","260","24620","24440"
"New entrant CS","2021","Female","Sunderland","North East (England)","220","210","24440","25560"
"New entrant CS","2021","Female","Swansea","Wales","310","280","22810","21590"
"New entrant CS","2021","Female","Swindon","South West (England)","70","60","26930","27570"
"New entrant CS","2021","Female","Telford and Wrekin","West Midlands (England)","90","90","32510","27570"
"New entrant CS","2021","Female","Thurrock","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Torbay","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Tower Hamlets","London","500","490","37990","32960"
"New entrant CS","2021","Female","Tyneside","North East (England)","1090","1060","24690","21010"
"New entrant CS","2021","Female","Unknown","Unknown","520","510","30920","27570"
"New entrant CS","2021","Female","Wakefield","Yorkshire and The Humber","110","100","25710","27570"
"New entrant CS","2021","Female","Walsall","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Wandsworth","London","90","90","28030","30220"
"New entrant CS","2021","Female","Warrington","North West (England)","240","240","28750","27570"
"New entrant CS","2021","Female","Warwickshire","West Midlands (England)","60","50","23040","21010"
"New entrant CS","2021","Female","West Cumbria","North West (England)","30","30","[c]","[c]"
"New entrant CS","2021","Female","West Essex","East of England","70","60","28490","29290"
"New entrant CS","2021","Female","West Kent","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","West Lothian","Scotland","40","40","[c]","[c]"
"New entrant CS","2021","Female","West Northamptonshire","East Midlands (England)","100","100","23010","22850"
"New entrant CS","2021","Female","West Surrey","South East (England)","220","210","27900","27850"
"New entrant CS","2021","Female","West Sussex (North East)","South East (England)","120","120","27570","27570"
"New entrant CS","2021","Female","West Sussex (South West)","South East (England)","70","70","26520","27570"
"New entrant CS","2021","Female","Westminster","London","4240","4170","37130","32790"
"New entrant CS","2021","Female","Wiltshire","South West (England)","520","480","28450","26350"
"New entrant CS","2021","Female","Wirral","North West (England)","80","80","23300","22350"
"New entrant CS","2021","Female","Wolverhampton","West Midlands (England)","50","40","[c]","[c]"
"New entrant CS","2021","Female","Worcestershire","West Midlands (England)","130","130","25240","22850"
"New entrant CS","2021","Female","York","Yorkshire and The Humber","200","190","30400","26370"
"New entrant CS","2021","Male","Aberdeen City and Aberdeenshire","Scotland","90","90","28560","27570"
"New entrant CS","2021","Male","Angus and Dundee City","Scotland","60","60","24630","21010"
"New entrant CS","2021","Male","Antrim and Newtownabbey","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Ards and North Down","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Barking & Dagenham and Havering","London","80","70","29640","31060"
"New entrant CS","2021","Male","Barnet","London","130","130","33840","31060"
"New entrant CS","2021","Male","Barnsley, Doncaster and Rotherham","Yorkshire and The Humber","120","120","23930","22850"
"New entrant CS","2021","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","660","660","33260","29000"
"New entrant CS","2021","Male","Bedford","East of England","60","60","27450","27570"
"New entrant CS","2021","Male","Belfast","Northern Ireland","170","170","23700","20140"
"New entrant CS","2021","Male","Berkshire","South East (England)","240","240","32010","29290"
"New entrant CS","2021","Male","Bexley and Greenwich","London","140","140","28630","30150"
"New entrant CS","2021","Male","Birmingham","West Midlands (England)","560","560","30640","26350"
"New entrant CS","2021","Male","Blackburn with Darwen","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Blackpool","North West (England)","360","360","23290","21010"
"New entrant CS","2021","Male","Bournemouth and Poole","South West (England)","50","50","24420","27570"
"New entrant CS","2021","Male","Bradford","Yorkshire and The Humber","130","130","25080","21010"
"New entrant CS","2021","Male","Breckland and South Norfolk","East of England","40","40","[c]","[c]"
"New entrant CS","2021","Male","Brent","London","60","60","30040","31060"
"New entrant CS","2021","Male","Bridgend and Neath Port Talbot","Wales","30","30","[c]","[c]"
"New entrant CS","2021","Male","Brighton and Hove","South East (England)","50","50","26040","27570"
"New entrant CS","2021","Male","Bristol, City of","South West (England)","350","340","32100","27570"
"New entrant CS","2021","Male","Bromley","London","40","40","[c]","[c]"
"New entrant CS","2021","Male","Buckinghamshire CC","South East (England)","90","90","30930","27570"
"New entrant CS","2021","Male","Caithness and Sutherland and Ross and Cromarty","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Calderdale and Kirklees","Yorkshire and The Humber","60","60","26490","27570"
"New entrant CS","2021","Male","Cambridgeshire CC","East of England","170","170","31790","27570"
"New entrant CS","2021","Male","Camden and City of London","London","140","140","32860","26410"
"New entrant CS","2021","Male","Cardiff and Vale of Glamorgan","Wales","430","420","26250","21010"
"New entrant CS","2021","Male","Causeway Coast and Glens","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Central Bedfordshire","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Central Hampshire","South East (England)","180","180","30010","27570"
"New entrant CS","2021","Male","Central Valleys","Wales","40","40","[c]","[c]"
"New entrant CS","2021","Male","Cheshire East","North West (England)","40","40","[c]","[c]"
"New entrant CS","2021","Male","Cheshire West and Chester","North West (England)","70","60","22180","21010"
"New entrant CS","2021","Male","Chorley and West Lancashire","North West (England)","50","50","[c]","[c]"
"New entrant CS","2021","Male","City of Edinburgh","Scotland","650","640","30430","26160"
"New entrant CS","2021","Male","Clackmannanshire and Fife","Scotland","50","50","27760","27450"
"New entrant CS","2021","Male","Conwy and Denbighshire","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Cornwall and Isles of Scilly","South West (England)","90","80","26950","26350"
"New entrant CS","2021","Male","Coventry","West Midlands (England)","140","140","32110","27570"
"New entrant CS","2021","Male","Croydon","London","360","360","36190","31060"
"New entrant CS","2021","Male","Darlington","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Derby","East Midlands (England)","50","50","27730","27570"
"New entrant CS","2021","Male","Devon CC","South West (England)","330","330","26550","24120"
"New entrant CS","2021","Male","Dorset CC","South West (England)","100","100","25140","22850"
"New entrant CS","2021","Male","Dudley","West Midlands (England)","50","50","[c]","[c]"
"New entrant CS","2021","Male","Dumfries and Galloway","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Durham CC","North East (England)","170","160","23530","22350"
"New entrant CS","2021","Male","Ealing","London","60","60","30190","31060"
"New entrant CS","2021","Male","East Ayrshire and North Ayrshire mainland","Scotland","40","40","[c]","[c]"
"New entrant CS","2021","Male","East Cumbria","North West (England)","30","30","[c]","[c]"
"New entrant CS","2021","Male","East Derbyshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Scotland","100","100","27000","23540"
"New entrant CS","2021","Male","East Kent","South East (England)","240","240","26000","24880"
"New entrant CS","2021","Male","East Lancashire","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Lothian and Midlothian","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Merseyside","North West (England)","50","50","26780","27570"
"New entrant CS","2021","Male","East Riding of Yorkshire","Yorkshire and The Humber","100","100","25500","23540"
"New entrant CS","2021","Male","East Surrey","South East (England)","60","60","28470","29290"
"New entrant CS","2021","Male","East Sussex CC","South East (England)","150","150","24100","25850"
"New entrant CS","2021","Male","Enfield","London","50","40","[c]","[c]"
"New entrant CS","2021","Male","Essex Haven Gateway","East of England","50","50","29340","29290"
"New entrant CS","2021","Male","Essex Thames Gateway","East of England","40","40","[c]","[c]"
"New entrant CS","2021","Male","Falkirk","Scotland","70","60","22660","21010"
"New entrant CS","2021","Male","Fermanagh and Omagh","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Flintshire and Wrexham","Wales","100","100","23460","22850"
"New entrant CS","2021","Male","Glasgow City","Scotland","520","520","28050","23450"
"New entrant CS","2021","Male","Gloucestershire","South West (England)","70","70","26700","27570"
"New entrant CS","2021","Male","Greater Manchester North East","North West (England)","100","100","26160","27570"
"New entrant CS","2021","Male","Greater Manchester North West","North West (England)","90","90","23450","21010"
"New entrant CS","2021","Male","Greater Manchester South East","North West (England)","100","100","22710","21010"
"New entrant CS","2021","Male","Greater Manchester South West","North West (England)","420","410","28060","25560"
"New entrant CS","2021","Male","Gwent Valleys","Wales","30","30","[c]","[c]"
"New entrant CS","2021","Male","Gwynedd","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Hackney and Newham","London","140","140","29930","31060"
"New entrant CS","2021","Male","Haringey and Islington","London","150","150","28480","31060"
"New entrant CS","2021","Male","Harrow and Hillingdon","London","150","150","29310","28660"
"New entrant CS","2021","Male","Hartlepool and Stockton-on-Tees","North East (England)","60","60","23120","22850"
"New entrant CS","2021","Male","Heart of Essex","East of England","80","80","28230","26550"
"New entrant CS","2021","Male","Herefordshire, County of","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Hertfordshire","East of England","190","190","28910","29290"
"New entrant CS","2021","Male","Hounslow and Richmond upon Thames","London","160","160","29690","30720"
"New entrant CS","2021","Male","Inverclyde, East Renfrewshire and Renfrewshire","Scotland","30","30","[c]","[c]"
"New entrant CS","2021","Male","Inverness and Nairn and Moray, Badenoch and Strathspey","Scotland","60","60","25480","20860"
"New entrant CS","2021","Male","Isle of Anglesey","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Isle of Wight","South East (England)","40","40","[c]","[c]"
"New entrant CS","2021","Male","Kensington & Chelsea and Hammersmith & Fulham","London","90","90","29820","31060"
"New entrant CS","2021","Male","Kent Thames Gateway","South East (England)","120","120","27480","27850"
"New entrant CS","2021","Male","Kingston upon Hull, City of","Yorkshire and The Humber","90","90","25630","24880"
"New entrant CS","2021","Male","Lambeth","London","450","420","38920","32330"
"New entrant CS","2021","Male","Lancaster and Wyre","North West (England)","80","80","22280","21010"
"New entrant CS","2021","Male","Leeds","Yorkshire and The Humber","870","860","28870","25560"
"New entrant CS","2021","Male","Leicester","East Midlands (England)","180","180","24280","22350"
"New entrant CS","2021","Male","Leicestershire CC and Rutland","East Midlands (England)","90","80","26250","22850"
"New entrant CS","2021","Male","Lewisham and Southwark","London","110","110","31970","31060"
"New entrant CS","2021","Male","Lincolnshire","East Midlands (England)","150","150","27460","26350"
"New entrant CS","2021","Male","Lisburn and Castlereagh","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Liverpool","North West (England)","250","240","28450","22850"
"New entrant CS","2021","Male","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Luton","East of England","60","50","25400","27570"
"New entrant CS","2021","Male","Manchester","North West (England)","570","560","31970","27570"
"New entrant CS","2021","Male","Medway","South East (England)","70","70","26080","25850"
"New entrant CS","2021","Male","Merton, Kingston upon Thames and Sutton","London","80","80","30120","31060"
"New entrant CS","2021","Male","Mid Kent","South East (England)","60","60","27680","29290"
"New entrant CS","2021","Male","Mid Lancashire","North West (England)","100","100","24720","21010"
"New entrant CS","2021","Male","Milton Keynes","South East (England)","70","70","25330","26350"
"New entrant CS","2021","Male","Monmouthshire and Newport","Wales","360","360","29730","27570"
"New entrant CS","2021","Male","Na h-Eileanan Siar","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Newry, Mourne and Down","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","North and North East Lincolnshire","Yorkshire and The Humber","40","40","[c]","[c]"
"New entrant CS","2021","Male","North and West Norfolk","East of England","50","50","[c]","[c]"
"New entrant CS","2021","Male","North Hampshire","South East (England)","50","50","31140","27570"
"New entrant CS","2021","Male","North Lanarkshire","Scotland","50","50","22520","20140"
"New entrant CS","2021","Male","North Northamptonshire","East Midlands (England)","40","40","[c]","[c]"
"New entrant CS","2021","Male","North Nottinghamshire","East Midlands (England)","40","40","[c]","[c]"
"New entrant CS","2021","Male","North Yorkshire CC","Yorkshire and The Humber","110","100","28210","26350"
"New entrant CS","2021","Male","Northumberland","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Norwich and East Norfolk","East of England","100","100","27400","23750"
"New entrant CS","2021","Male","Nottingham","East Midlands (England)","380","380","29090","25560"
"New entrant CS","2021","Male","Orkney Islands","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Overseas","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Oxfordshire","South East (England)","170","160","27630","27570"
"New entrant CS","2021","Male","Perth and Kinross and Stirling","Scotland","60","60","25870","24920"
"New entrant CS","2021","Male","Peterborough","East of England","60","60","26120","27570"
"New entrant CS","2021","Male","Plymouth","South West (England)","170","160","27970","23540"
"New entrant CS","2021","Male","Portsmouth","South East (England)","220","220","29100","25920"
"New entrant CS","2021","Male","Powys","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Redbridge and Waltham Forest","London","100","100","28750","31060"
"New entrant CS","2021","Male","Sandwell","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Scottish Borders","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Sefton","North West (England)","170","170","27390","24880"
"New entrant CS","2021","Male","Sheffield","Yorkshire and The Humber","330","330","29920","25000"
"New entrant CS","2021","Male","Shetland Islands","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Shropshire CC","West Midlands (England)","70","60","26680","27570"
"New entrant CS","2021","Male","Solihull","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Somerset","South West (England)","110","110","26810","22680"
"New entrant CS","2021","Male","South and West Derbyshire","East Midlands (England)","30","30","[c]","[c]"
"New entrant CS","2021","Male","South Ayrshire","Scotland","30","30","[c]","[c]"
"New entrant CS","2021","Male","South Hampshire","South East (England)","260","250","29340","29540"
"New entrant CS","2021","Male","South Lanarkshire","Scotland","100","100","21020","20140"
"New entrant CS","2021","Male","South Nottinghamshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","South Teesside","North East (England)","50","50","21640","21010"
"New entrant CS","2021","Male","South West Wales","Wales","40","40","[c]","[c]"
"New entrant CS","2021","Male","Southampton","South East (England)","110","110","32790","27570"
"New entrant CS","2021","Male","Southend-on-Sea","East of England","50","50","29900","29290"
"New entrant CS","2021","Male","Staffordshire CC","West Midlands (England)","210","200","24950","23910"
"New entrant CS","2021","Male","Stoke-on-Trent","West Midlands (England)","90","90","21730","18880"
"New entrant CS","2021","Male","Suffolk","East of England","230","230","25920","27570"
"New entrant CS","2021","Male","Sunderland","North East (England)","120","110","24840","25560"
"New entrant CS","2021","Male","Swansea","Wales","250","240","25760","21590"
