"Status","Year","Region_ITL2","Function_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","No function","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","No function","Declared non-disabled","170","170","22840","22850"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","No function","Unknown","160","160","21840","20600"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Unknown","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Unknown","Declared non-disabled","300","290","25780","27570"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Unknown","Unknown","90","90","26860","27570"
"New entrant CS","2021","Lincolnshire","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","No function","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","No function","Declared non-disabled","50","50","22620","22850"
"New entrant CS","2021","Lincolnshire","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","No function","Unknown","40","30","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Unknown","Declared non-disabled","90","90","27720","27570"
"New entrant CS","2021","Lincolnshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Debt","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Debt","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Legal","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Merseyside","No function","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","No function","Declared non-disabled","180","170","25300","20540"
"New entrant CS","2021","Merseyside","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","No function","Unknown","270","260","22640","20140"
"New entrant CS","2021","Merseyside","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Unknown","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","Merseyside","Unknown","Declared non-disabled","260","260","25020","27570"
"New entrant CS","2021","Merseyside","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Unknown","Unknown","200","190","27510","24880"
"New entrant CS","2021","North Eastern Scotland","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","No function","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","No function","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","Unknown","Declared non-disabled","70","70","28040","27570"
"New entrant CS","2021","North Eastern Scotland","Unknown","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Grants Management","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Grants Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","No function","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","No function","Declared non-disabled","160","160","32430","26370"
"New entrant CS","2021","North Yorkshire","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","No function","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Security","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Unknown","Declared non-disabled","130","130","27090","27570"
"New entrant CS","2021","North Yorkshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","No function","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","No function","Declared non-disabled","90","90","23390","20140"
"New entrant CS","2021","Northern Ireland","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","No function","Unknown","140","130","22550","20140"
"New entrant CS","2021","Northern Ireland","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Unknown","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Communications","Declared non-disabled","140","140","26440","25560"
"New entrant CS","2021","Northumberland and Tyne and Wear","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Communications","Unknown","170","170","26430","25560"
"New entrant CS","2021","Northumberland and Tyne and Wear","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Debt","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Debt","Declared non-disabled","90","90","20450","20140"
"New entrant CS","2021","Northumberland and Tyne and Wear","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Debt","Unknown","220","220","20330","20140"
"New entrant CS","2021","Northumberland and Tyne and Wear","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Grants Management","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Grants Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","No function","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","No function","Declared non-disabled","190","170","25420","20140"
"New entrant CS","2021","Northumberland and Tyne and Wear","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","No function","Unknown","230","220","23150","20140"
"New entrant CS","2021","Northumberland and Tyne and Wear","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Unknown","Declared disabled","150","150","24250","21010"
"New entrant CS","2021","Northumberland and Tyne and Wear","Unknown","Declared non-disabled","860","850","24360","21010"
"New entrant CS","2021","Northumberland and Tyne and Wear","Unknown","Undeclared","50","40","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Unknown","Unknown","190","190","25300","21010"
"New entrant CS","2021","Outer London - East and North East","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - East and North East","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - East and North East","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - East and North East","No function","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - East and North East","No function","Declared non-disabled","90","80","26590","26810"
"New entrant CS","2021","Outer London - East and North East","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - East and North East","No function","Unknown","130","120","25870","26810"
"New entrant CS","2021","Outer London - East and North East","Unknown","Declared disabled","70","60","30150","31060"
"New entrant CS","2021","Outer London - East and North East","Unknown","Declared non-disabled","520","510","29840","31060"
"New entrant CS","2021","Outer London - East and North East","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - East and North East","Unknown","Unknown","80","80","30240","31060"
"New entrant CS","2021","Outer London - South","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Debt","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Debt","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
