"Status","Year","Sex","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Male","Analysis","Ministry of Justice","40","40","[c]","[c]"
"New entrant CS","2021","Male","Analysis","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Analysis","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Analysis","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Analysis","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Analysis","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Analysis","United Kingdom Statistics Authority","170","160","30270","29540"
"New entrant CS","2021","Male","Analysis","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Cabinet Office","130","130","78830","72000"
"New entrant CS","2021","Male","Commercial","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Department of Health and Social Care","30","30","[c]","[c]"
"New entrant CS","2021","Male","Commercial","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Ministry of Defence","80","80","33080","30200"
"New entrant CS","2021","Male","Commercial","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Cabinet Office","40","40","[c]","[c]"
"New entrant CS","2021","Male","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Department of Health and Social Care","40","30","[c]","[c]"
"New entrant CS","2021","Male","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","HM Revenue and Customs","440","430","26700","25560"
"New entrant CS","2021","Male","Communications","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Ministry of Defence","40","40","[c]","[c]"
"New entrant CS","2021","Male","Communications","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","HM Revenue and Customs","60","60","28090","25560"
"New entrant CS","2021","Male","Counter Fraud","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Debt","HM Revenue and Customs","460","450","20510","20140"
"New entrant CS","2021","Male","Debt","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Cabinet Office","90","90","46200","49700"
"New entrant CS","2021","Male","Digital, Data & Technology","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","100","100","35830","32060"
"New entrant CS","2021","Male","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Department for Education","60","60","40080","36500"
"New entrant CS","2021","Male","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","80","80","41630","38750"
"New entrant CS","2021","Male","Digital, Data & Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Department for Transport","110","110","37990","32010"
"New entrant CS","2021","Male","Digital, Data & Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Department of Health and Social Care","30","30","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","HM Land Registry","70","70","32350","27130"
"New entrant CS","2021","Male","Digital, Data & Technology","HM Revenue and Customs","160","160","37760","31810"
"New entrant CS","2021","Male","Digital, Data & Technology","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Ministry of Defence","50","50","32370","33000"
"New entrant CS","2021","Male","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Ministry of Justice","130","130","52240","52910"
"New entrant CS","2021","Male","Digital, Data & Technology","National Crime Agency","30","30","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Other Cabinet Office Agencies","30","30","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","United Kingdom Statistics Authority","80","80","37000","36030"
"New entrant CS","2021","Male","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Department of Health and Social Care","70","70","35980","32790"
"New entrant CS","2021","Male","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","HM Revenue and Customs","30","30","[c]","[c]"
"New entrant CS","2021","Male","Finance","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Ministry of Defence","80","80","33090","27050"
"New entrant CS","2021","Male","Finance","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Grants Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Grants Management","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Cabinet Office","40","40","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Ministry of Defence","40","40","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Internal Audit","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Internal Audit","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Internal Audit","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Internal Audit","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Attorney General's Departments","330","330","38380","39750"
"New entrant CS","2021","Male","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Ministry of Justice","60","60","28860","26550"
"New entrant CS","2021","Male","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Scottish Government","40","40","[c]","[c]"
"New entrant CS","2021","Male","Legal","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","No function","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","No function","Cabinet Office","360","360","33470","28000"
"New entrant CS","2021","Male","No function","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","No function","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","No function","Department for Business, Energy and Industrial Strategy","500","500","33330","33570"
"New entrant CS","2021","Male","No function","Department for Digital, Culture, Media and Sport","110","100","38850","34020"
"New entrant CS","2021","Male","No function","Department for Education","120","120","35340","32940"
"New entrant CS","2021","Male","No function","Department for Environment, Food and Rural Affairs","470","470","32090","29180"
"New entrant CS","2021","Male","No function","Department for International Trade","100","100","33830","31800"
"New entrant CS","2021","Male","No function","Department for Transport","480","460","31660","26590"
"New entrant CS","2021","Male","No function","Department for Work and Pensions","80","80","34180","26370"
"New entrant CS","2021","Male","No function","Department of Health and Social Care","770","710","39600","32790"
"New entrant CS","2021","Male","No function","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","No function","HM Land Registry","210","210","22800","22350"
"New entrant CS","2021","Male","No function","HM Revenue and Customs","1050","1030","22130","20140"
"New entrant CS","2021","Male","No function","HM Treasury","170","170","33960","30500"
"New entrant CS","2021","Male","No function","Ministry of Defence","110","110","30260","26480"
"New entrant CS","2021","Male","No function","Ministry of Housing, Communities and Local Government","130","120","37780","33210"
"New entrant CS","2021","Male","No function","Ministry of Justice","3310","3230","23750","22850"
"New entrant CS","2021","Male","No function","National Crime Agency","430","430","35080","34140"
"New entrant CS","2021","Male","No function","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","No function","Office for Standards in Education","40","40","[c]","[c]"
"New entrant CS","2021","Male","No function","Office of Gas and Electricity Markets","130","130","32430","25750"
"New entrant CS","2021","Male","No function","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","No function","Other Cabinet Office Agencies","30","30","[c]","[c]"
"New entrant CS","2021","Male","No function","Scottish Government","160","150","22420","20810"
"New entrant CS","2021","Male","No function","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","No function","United Kingdom Statistics Authority","150","140","28950","29540"
"New entrant CS","2021","Male","No function","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","No function","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Department for Business, Energy and Industrial Strategy","30","30","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Department for Digital, Culture, Media and Sport","30","30","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Department for Transport","40","40","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","HM Revenue and Customs","50","50","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Ministry of Defence","710","710","34220","33000"
"New entrant CS","2021","Male","Project Delivery","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Ministry of Justice","50","50","36150","35290"
"New entrant CS","2021","Male","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","HM Revenue and Customs","140","140","27540","24500"
"New entrant CS","2021","Male","Property","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Ministry of Defence","140","140","32620","33000"
"New entrant CS","2021","Male","Property","Ministry of Justice","30","30","[c]","[c]"
"New entrant CS","2021","Male","Property","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Scottish Government","60","60","25970","25140"
"New entrant CS","2021","Male","Property","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Cabinet Office","70","70","27450","20920"
"New entrant CS","2021","Male","Security","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Ministry of Defence","490","490","26570","23540"
"New entrant CS","2021","Male","Security","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Ministry of Justice","40","40","[c]","[c]"
"New entrant CS","2021","Male","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Department for Education","40","40","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Department for Work and Pensions","7010","6980","26700","27570"
"New entrant CS","2021","Male","Unknown","Department of Health and Social Care","60","60","45010","40450"
"New entrant CS","2021","Male","Unknown","HM Revenue and Customs","200","190","[c]","[c]"
"New entrant CS","2021","Male","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Home Office","1180","1170","32100","25630"
"New entrant CS","2021","Male","Unknown","Ministry of Defence","650","630","29610","26350"
"New entrant CS","2021","Male","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Scottish Government","570","560","33520","30650"
"New entrant CS","2021","Male","Unknown","Welsh Government","80","70","27750","23600"
"New entrant CS","2021","Unknown","Analysis","United Kingdom Statistics Authority","30","30","[c]","[c]"
