"Status","Year","Sex","Ethnicity","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Male","White","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","White","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","White","Knowledge and Information Management","80","80","43350","39150"
"Leaver Dept.","2022","Male","White","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","White","Medicine","90","80","99350","104470"
"Leaver Dept.","2022","Male","White","Operational Delivery","1850","1800","34490","27570"
"Leaver Dept.","2022","Male","White","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","White","Other","210","210","33410","27570"
"Leaver Dept.","2022","Male","White","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","White","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","White","Policy","620","570","47980","44500"
"Leaver Dept.","2022","Male","White","Project Delivery","170","170","41890","37910"
"Leaver Dept.","2022","Male","White","Property","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","White","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","White","Science and Engineering","560","540","41200","37960"
"Leaver Dept.","2022","Male","White","Security","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","White","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","White","Statistics","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","White","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","White","Unknown","900","810","44950","38360"
"Leaver Dept.","2022","Male","White","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Asian","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Asian","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Asian","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Asian","Digital, Data and Technology","50","50","[c]","[c]"
"New entrant CS","2021","Female","Asian","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Asian","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Asian","Human Resources","40","40","[c]","[c]"
"New entrant CS","2021","Female","Asian","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Asian","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Asian","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Asian","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Asian","Legal","70","70","41760","43920"
"New entrant CS","2021","Female","Asian","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Asian","Operational Delivery","390","360","26350","23140"
"New entrant CS","2021","Female","Asian","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Asian","Other","50","50","[c]","[c]"
"New entrant CS","2021","Female","Asian","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Asian","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Asian","Policy","100","100","33740","32560"
"New entrant CS","2021","Female","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Asian","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Asian","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Asian","Science and Engineering","50","40","[c]","[c]"
"New entrant CS","2021","Female","Asian","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Asian","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Asian","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Asian","Tax","90","80","22210","20140"
"New entrant CS","2021","Female","Asian","Unknown","1130","1090","28510","27570"
"New entrant CS","2021","Female","Asian","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Black","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Black","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Black","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Black","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Black","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Black","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Black","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Black","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Black","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Black","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Black","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Black","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Black","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Black","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Black","Operational Delivery","360","340","27360","25630"
"New entrant CS","2021","Female","Black","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Black","Other","30","30","[c]","[c]"
"New entrant CS","2021","Female","Black","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Black","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Black","Policy","80","70","34070","32560"
"New entrant CS","2021","Female","Black","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2021","Female","Black","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Black","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Black","Science and Engineering","40","30","[c]","[c]"
"New entrant CS","2021","Female","Black","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Black","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Black","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Black","Tax","30","30","[c]","[c]"
"New entrant CS","2021","Female","Black","Unknown","1040","1020","28960","31060"
"New entrant CS","2021","Female","Black","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Mixed","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Mixed","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Mixed","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Mixed","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Mixed","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Mixed","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Mixed","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Mixed","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Mixed","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Mixed","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Mixed","Operational Delivery","220","210","27010","23790"
"New entrant CS","2021","Female","Mixed","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Mixed","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Mixed","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Mixed","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Mixed","Policy","60","60","33030","32320"
"New entrant CS","2021","Female","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Mixed","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Mixed","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Mixed","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Mixed","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Mixed","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Mixed","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Mixed","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Mixed","Unknown","500","490","28100","27570"
"New entrant CS","2021","Female","Mixed","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Operational Delivery","50","50","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Unknown","110","110","28940","29290"
"New entrant CS","2021","Female","Other ethnicity","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Operational Delivery","140","120","28100","26410"
"New entrant CS","2021","Female","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Unknown","160","160","28650","27570"
"New entrant CS","2021","Female","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Commercial","80","80","40220","39890"
"New entrant CS","2021","Female","Unknown","Communications","120","110","34480","29450"
"New entrant CS","2021","Female","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Digital, Data and Technology","220","220","39770","35050"
"New entrant CS","2021","Female","Unknown","Economics","50","50","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Finance","120","110","35140","32790"
"New entrant CS","2021","Female","Unknown","Human Resources","120","120","32990","27270"
"New entrant CS","2021","Female","Unknown","Intelligence Analysis","30","30","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Legal","140","140","38630","32900"
"New entrant CS","2021","Female","Unknown","Medicine","70","50","43160","33780"
"New entrant CS","2021","Female","Unknown","Operational Delivery","3180","3040","23520","21590"
"New entrant CS","2021","Female","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Other","210","200","30110","28650"
"New entrant CS","2021","Female","Unknown","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Policy","650","630","37600","32940"
"New entrant CS","2021","Female","Unknown","Project Delivery","130","120","36960","34800"
"New entrant CS","2021","Female","Unknown","Property","40","40","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Psychology","40","40","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Science and Engineering","40","30","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Security","50","50","29390","24620"
"New entrant CS","2021","Female","Unknown","Social Research","30","30","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Statistics","40","30","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Tax","1020","990","22020","20140"
"New entrant CS","2021","Female","Unknown","Unknown","2480","2410","31850","28000"
"New entrant CS","2021","Female","White","Commercial","130","130","34110","33000"
"New entrant CS","2021","Female","White","Communications","130","120","35030","31560"
"New entrant CS","2021","Female","White","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","White","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","White","Digital, Data and Technology","310","300","38740","35900"
"New entrant CS","2021","Female","White","Economics","90","90","31710","31800"
"New entrant CS","2021","Female","White","Finance","200","200","33860","28840"
"New entrant CS","2021","Female","White","Human Resources","300","290","33060","28980"
"New entrant CS","2021","Female","White","Inspector of Education and Training","50","50","61140","67500"
"New entrant CS","2021","Female","White","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","White","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","White","International Trade","30","30","[c]","[c]"
"New entrant CS","2021","Female","White","Knowledge and Information Management","60","60","28840","26880"
"New entrant CS","2021","Female","White","Legal","320","310","42990","43920"
"New entrant CS","2021","Female","White","Medicine","180","150","48150","37890"
"New entrant CS","2021","Female","White","Operational Delivery","4860","4630","25530","22920"
"New entrant CS","2021","Female","White","Operational Research","30","30","[c]","[c]"
"New entrant CS","2021","Female","White","Other","610","590","25760","20920"
"New entrant CS","2021","Female","White","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","White","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","White","Policy","930","910","36350","33570"
"New entrant CS","2021","Female","White","Project Delivery","380","370","35850","33110"
"New entrant CS","2021","Female","White","Property","120","120","30800","29180"
"New entrant CS","2021","Female","White","Psychology","60","60","25700","24620"
"New entrant CS","2021","Female","White","Science and Engineering","470","420","32210","30410"
"New entrant CS","2021","Female","White","Security","110","110","25240","22650"
"New entrant CS","2021","Female","White","Social Research","110","100","33270","32540"
"New entrant CS","2021","Female","White","Statistics","110","110","34050","31810"
"New entrant CS","2021","Female","White","Tax","460","450","23060","20140"
"New entrant CS","2021","Female","White","Unknown","7020","6820","26910","27570"
"New entrant CS","2021","Female","White","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Asian","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Asian","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Asian","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Asian","Digital, Data and Technology","120","120","42950","38540"
"New entrant CS","2021","Male","Asian","Economics","30","30","[c]","[c]"
"New entrant CS","2021","Male","Asian","Finance","40","40","[c]","[c]"
"New entrant CS","2021","Male","Asian","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Asian","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Asian","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Asian","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Asian","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Asian","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Asian","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Asian","Operational Delivery","310","300","27070","24120"
"New entrant CS","2021","Male","Asian","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Asian","Other","40","40","[c]","[c]"
"New entrant CS","2021","Male","Asian","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Asian","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Asian","Policy","100","100","36340","33570"
"New entrant CS","2021","Male","Asian","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Male","Asian","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Asian","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Asian","Science and Engineering","30","30","[c]","[c]"
"New entrant CS","2021","Male","Asian","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Asian","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Asian","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Asian","Tax","90","90","22540","20140"
"New entrant CS","2021","Male","Asian","Unknown","1040","1030","28950","27570"
"New entrant CS","2021","Male","Asian","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Black","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Black","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Black","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Black","Digital, Data and Technology","50","40","[c]","[c]"
"New entrant CS","2021","Male","Black","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Black","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Black","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Black","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Black","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Black","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Black","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Black","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Black","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Black","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Black","Operational Delivery","180","180","27460","25450"
"New entrant CS","2021","Male","Black","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Black","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Black","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Black","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Black","Policy","50","50","[c]","[c]"
"New entrant CS","2021","Male","Black","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Black","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Black","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Black","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Black","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Black","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Black","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Black","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Black","Unknown","470","470","28900","29290"
"New entrant CS","2021","Male","Black","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
