"Status","Year","Ethnicity","Region_ITL1","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Unknown","Yorkshire and The Humber","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Yorkshire and The Humber","Tax","270","260","22220","20140"
"New entrant CS","2021","Unknown","Yorkshire and The Humber","Unknown","280","270","28610","27570"
"New entrant CS","2021","White","East Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","East Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","East Midlands (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","East Midlands (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","East Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","East Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","East Midlands (England)","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","East Midlands (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","East Midlands (England)","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","East Midlands (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","East Midlands (England)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","East Midlands (England)","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","East Midlands (England)","Operational Delivery","540","520","23440","22850"
"New entrant CS","2021","White","East Midlands (England)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","East Midlands (England)","Other","40","40","[c]","[c]"
"New entrant CS","2021","White","East Midlands (England)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","East Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","East Midlands (England)","Property","30","30","[c]","[c]"
"New entrant CS","2021","White","East Midlands (England)","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","East Midlands (England)","Science and Engineering","40","30","[c]","[c]"
"New entrant CS","2021","White","East Midlands (England)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","East Midlands (England)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","East Midlands (England)","Tax","60","60","27540","25560"
"New entrant CS","2021","White","East Midlands (England)","Unknown","490","480","26550","27570"
"New entrant CS","2021","White","East of England","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","East of England","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","East of England","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","East of England","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","East of England","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","East of England","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","East of England","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","East of England","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","East of England","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","East of England","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","East of England","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","East of England","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","East of England","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","East of England","Operational Delivery","660","640","24510","22850"
"New entrant CS","2021","White","East of England","Other","80","70","22980","20920"
"New entrant CS","2021","White","East of England","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","East of England","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2021","White","East of England","Property","30","30","[c]","[c]"
"New entrant CS","2021","White","East of England","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","East of England","Science and Engineering","40","40","[c]","[c]"
"New entrant CS","2021","White","East of England","Security","40","40","[c]","[c]"
"New entrant CS","2021","White","East of England","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","East of England","Unknown","790","770","27360","27570"
"New entrant CS","2021","White","London","Commercial","40","40","[c]","[c]"
"New entrant CS","2021","White","London","Communications","120","120","38930","35060"
"New entrant CS","2021","White","London","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","London","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","London","Digital, Data and Technology","190","190","49980","44770"
"New entrant CS","2021","White","London","Economics","200","200","32900","32540"
"New entrant CS","2021","White","London","Finance","90","90","45650","40650"
"New entrant CS","2021","White","London","Human Resources","120","120","39420","32190"
"New entrant CS","2021","White","London","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","London","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","London","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","London","International Trade","40","40","[c]","[c]"
"New entrant CS","2021","White","London","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","London","Legal","220","220","46880","50500"
"New entrant CS","2021","White","London","Medicine","30","20","[c]","[c]"
"New entrant CS","2021","White","London","Operational Delivery","1400","1340","33630","30360"
"New entrant CS","2021","White","London","Operational Research","50","50","[c]","[c]"
"New entrant CS","2021","White","London","Other","270","260","34110","27880"
"New entrant CS","2021","White","London","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","London","Policy","1210","1200","38270","33570"
"New entrant CS","2021","White","London","Project Delivery","150","150","43100","36900"
"New entrant CS","2021","White","London","Property","30","30","[c]","[c]"
"New entrant CS","2021","White","London","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","London","Science and Engineering","130","120","37230","36330"
"New entrant CS","2021","White","London","Security","40","40","[c]","[c]"
"New entrant CS","2021","White","London","Social Research","70","70","34560","32540"
"New entrant CS","2021","White","London","Statistics","100","90","37450","32540"
"New entrant CS","2021","White","London","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","London","Unknown","1270","1250","33790","31060"
"New entrant CS","2021","White","London","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","North East (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","North East (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","North East (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","North East (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","North East (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","North East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","North East (England)","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","North East (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","North East (England)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","North East (England)","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","North East (England)","Operational Delivery","370","360","23380","22350"
"New entrant CS","2021","White","North East (England)","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","North East (England)","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","North East (England)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","North East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","North East (England)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","North East (England)","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","North East (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","North East (England)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","North East (England)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","North East (England)","Tax","300","300","23530","25560"
"New entrant CS","2021","White","North East (England)","Unknown","1150","1140","23940","21010"
"New entrant CS","2021","White","North West (England)","Commercial","30","30","[c]","[c]"
"New entrant CS","2021","White","North West (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","North West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","North West (England)","Digital, Data and Technology","80","80","39420","35900"
"New entrant CS","2021","White","North West (England)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","North West (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","North West (England)","Human Resources","80","80","29840","24960"
"New entrant CS","2021","White","North West (England)","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","North West (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","North West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","North West (England)","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","North West (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","North West (England)","Legal","50","50","[c]","[c]"
"New entrant CS","2021","White","North West (England)","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","North West (England)","Operational Delivery","880","850","25400","22850"
"New entrant CS","2021","White","North West (England)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","North West (England)","Other","40","40","[c]","[c]"
"New entrant CS","2021","White","North West (England)","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","North West (England)","Policy","60","60","34750","30360"
"New entrant CS","2021","White","North West (England)","Project Delivery","50","50","35520","30820"
"New entrant CS","2021","White","North West (England)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","North West (England)","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","North West (England)","Science and Engineering","90","80","30570","28590"
"New entrant CS","2021","White","North West (England)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","North West (England)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","North West (England)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","North West (England)","Tax","150","150","22540","20140"
"New entrant CS","2021","White","North West (England)","Unknown","1840","1830","25310","21010"
"New entrant CS","2021","White","North West (England)","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Northern Ireland","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Northern Ireland","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Northern Ireland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Northern Ireland","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Northern Ireland","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Northern Ireland","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Northern Ireland","Operational Delivery","70","70","25340","20140"
"New entrant CS","2021","White","Northern Ireland","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Northern Ireland","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Northern Ireland","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Northern Ireland","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Northern Ireland","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Northern Ireland","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Northern Ireland","Tax","50","50","22270","20140"
"New entrant CS","2021","White","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Overseas","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Overseas","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Overseas","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Overseas","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Overseas","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Overseas","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Overseas","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Scotland","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Scotland","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Scotland","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Scotland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Scotland","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Scotland","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Scotland","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Scotland","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Scotland","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Scotland","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Scotland","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Scotland","Legal","30","30","[c]","[c]"
"New entrant CS","2021","White","Scotland","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Scotland","Operational Delivery","280","270","24170","20760"
"New entrant CS","2021","White","Scotland","Other","170","160","25030","23450"
"New entrant CS","2021","White","Scotland","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Scotland","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Scotland","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Scotland","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Scotland","Security","50","50","[c]","[c]"
"New entrant CS","2021","White","Scotland","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Scotland","Tax","140","140","21350","20140"
"New entrant CS","2021","White","Scotland","Unknown","1670","1630","27560","27570"
"New entrant CS","2021","White","Scotland","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","South East (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","South East (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","South East (England)","Digital, Data and Technology","70","70","38720","35810"
"New entrant CS","2021","White","South East (England)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","South East (England)","Finance","50","50","[c]","[c]"
"New entrant CS","2021","White","South East (England)","Human Resources","30","30","[c]","[c]"
"New entrant CS","2021","White","South East (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","South East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","South East (England)","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","South East (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","South East (England)","Legal","50","50","[c]","[c]"
"New entrant CS","2021","White","South East (England)","Medicine","50","40","[c]","[c]"
"New entrant CS","2021","White","South East (England)","Operational Delivery","1110","1060","25580","24440"
"New entrant CS","2021","White","South East (England)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","South East (England)","Other","180","180","25290","20920"
"New entrant CS","2021","White","South East (England)","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","South East (England)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","South East (England)","Project Delivery","110","110","36650","33300"
"New entrant CS","2021","White","South East (England)","Property","50","50","39580","35150"
"New entrant CS","2021","White","South East (England)","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","South East (England)","Science and Engineering","110","100","30060","28650"
"New entrant CS","2021","White","South East (England)","Security","110","110","27650","25540"
"New entrant CS","2021","White","South East (England)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","South East (England)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","South East (England)","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","South East (England)","Unknown","1460","1420","26860","27570"
"New entrant CS","2021","White","South East (England)","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","South West (England)","Commercial","80","80","34280","33000"
"New entrant CS","2021","White","South West (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","South West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","South West (England)","Digital, Data and Technology","170","170","35580","32420"
"New entrant CS","2021","White","South West (England)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","South West (England)","Finance","90","90","29940","25000"
"New entrant CS","2021","White","South West (England)","Human Resources","90","80","31430","26670"
"New entrant CS","2021","White","South West (England)","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","South West (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","South West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","South West (England)","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","South West (England)","Knowledge and Information Management","40","30","[c]","[c]"
"New entrant CS","2021","White","South West (England)","Legal","30","30","[c]","[c]"
"New entrant CS","2021","White","South West (England)","Medicine","40","40","[c]","[c]"
"New entrant CS","2021","White","South West (England)","Operational Delivery","890","840","25270","22850"
"New entrant CS","2021","White","South West (England)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","South West (England)","Other","230","220","26790","20920"
"New entrant CS","2021","White","South West (England)","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","South West (England)","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","South West (England)","Policy","90","80","34100","30190"
"New entrant CS","2021","White","South West (England)","Project Delivery","240","230","36130","33000"
"New entrant CS","2021","White","South West (England)","Property","50","50","[c]","[c]"
"New entrant CS","2021","White","South West (England)","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","South West (England)","Science and Engineering","390","380","30760","28590"
"New entrant CS","2021","White","South West (England)","Security","70","70","26950","20920"
"New entrant CS","2021","White","South West (England)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","South West (England)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","South West (England)","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","South West (England)","Unknown","970","930","25870","27570"
"New entrant CS","2021","White","South West (England)","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Unknown","250","250","29790","27570"
"New entrant CS","2021","White","Wales","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Wales","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Wales","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Wales","Digital, Data and Technology","110","110","34830","29540"
"New entrant CS","2021","White","Wales","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Wales","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Wales","Human Resources","30","30","[c]","[c]"
"New entrant CS","2021","White","Wales","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Wales","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Wales","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Wales","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Wales","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Wales","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Wales","Operational Delivery","670","640","23270","21590"
"New entrant CS","2021","White","Wales","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Wales","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Wales","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Wales","Policy","40","40","[c]","[c]"
"New entrant CS","2021","White","Wales","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Wales","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Wales","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Wales","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Wales","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Wales","Social Research","50","40","[c]","[c]"
"New entrant CS","2021","White","Wales","Statistics","50","50","[c]","[c]"
"New entrant CS","2021","White","Wales","Tax","80","70","21790","20140"
"New entrant CS","2021","White","Wales","Unknown","540","530","24570","27570"
"New entrant CS","2021","White","Wales","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","West Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","West Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","West Midlands (England)","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","West Midlands (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","West Midlands (England)","Digital, Data and Technology","50","50","39510","36500"
"New entrant CS","2021","White","West Midlands (England)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","West Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","West Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","West Midlands (England)","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","West Midlands (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","West Midlands (England)","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","West Midlands (England)","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","West Midlands (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","West Midlands (England)","Legal","30","30","[c]","[c]"
"New entrant CS","2021","White","West Midlands (England)","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","West Midlands (England)","Operational Delivery","740","710","25150","22850"
"New entrant CS","2021","White","West Midlands (England)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","West Midlands (England)","Other","70","70","24710","20920"
"New entrant CS","2021","White","West Midlands (England)","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","West Midlands (England)","Policy","30","30","[c]","[c]"
"New entrant CS","2021","White","West Midlands (England)","Project Delivery","50","50","[c]","[c]"
"New entrant CS","2021","White","West Midlands (England)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","West Midlands (England)","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","West Midlands (England)","Science and Engineering","30","20","[c]","[c]"
"New entrant CS","2021","White","West Midlands (England)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","West Midlands (England)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","West Midlands (England)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","West Midlands (England)","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","West Midlands (England)","Unknown","590","570","26440","27570"
"New entrant CS","2021","White","West Midlands (England)","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Yorkshire and The Humber","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Yorkshire and The Humber","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Yorkshire and The Humber","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Yorkshire and The Humber","Digital, Data and Technology","60","60","41270","36780"
"New entrant CS","2021","White","Yorkshire and The Humber","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Yorkshire and The Humber","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Yorkshire and The Humber","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Yorkshire and The Humber","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Yorkshire and The Humber","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Yorkshire and The Humber","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Yorkshire and The Humber","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Yorkshire and The Humber","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Yorkshire and The Humber","Legal","30","30","[c]","[c]"
"New entrant CS","2021","White","Yorkshire and The Humber","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Yorkshire and The Humber","Operational Delivery","610","590","24570","22850"
"New entrant CS","2021","White","Yorkshire and The Humber","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Yorkshire and The Humber","Other","70","60","22940","20920"
"New entrant CS","2021","White","Yorkshire and The Humber","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Yorkshire and The Humber","Policy","130","130","34600","30190"
"New entrant CS","2021","White","Yorkshire and The Humber","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2021","White","Yorkshire and The Humber","Property","30","30","[c]","[c]"
"New entrant CS","2021","White","Yorkshire and The Humber","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Yorkshire and The Humber","Science and Engineering","50","50","32770","26370"
"New entrant CS","2021","White","Yorkshire and The Humber","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Yorkshire and The Humber","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Yorkshire and The Humber","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Yorkshire and The Humber","Tax","30","30","[c]","[c]"
"New entrant CS","2021","White","Yorkshire and The Humber","Unknown","1100","1080","26350","27570"
"New entrant CS","2021","White","Yorkshire and The Humber","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East Midlands (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East Midlands (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East Midlands (England)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East Midlands (England)","Finance","[c]","[c]","[c]","[c]"
