"Status","Year","Organisation","Region_ITL2","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Home Office (incl. agencies)","Hampshire and Isle of Wight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Hampshire and Isle of Wight","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Hampshire and Isle of Wight","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Inner London - East","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Inner London - East","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Inner London - West","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Inner London - West","Declared non-disabled","80","80","40830","35050"
"New entrant CS","2021","Home Office (incl. agencies)","Inner London - West","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Inner London - West","Unknown","360","360","41200","36000"
"New entrant CS","2021","Home Office (incl. agencies)","Kent","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Kent","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Kent","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Kent","Unknown","150","150","24160","24880"
"New entrant CS","2021","Home Office (incl. agencies)","Leicestershire, Rutland and Northamptonshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Merseyside","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Merseyside","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Merseyside","Unknown","130","130","26080","21430"
"New entrant CS","2021","Home Office (incl. agencies)","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Northern Ireland","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Northumberland and Tyne and Wear","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Northumberland and Tyne and Wear","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Northumberland and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Outer London - South","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Outer London - South","Declared non-disabled","60","50","44480","41970"
"New entrant CS","2021","Home Office (incl. agencies)","Outer London - South","Unknown","260","260","40030","35050"
"New entrant CS","2021","Home Office (incl. agencies)","Outer London - West and North West","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Outer London - West and North West","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Outer London - West and North West","Unknown","110","110","28910","28650"
"New entrant CS","2021","Home Office (incl. agencies)","South Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","South Yorkshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","South Yorkshire","Unknown","120","120","27090","21430"
"New entrant CS","2021","Home Office (incl. agencies)","Surrey, East and West Sussex","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Surrey, East and West Sussex","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Surrey, East and West Sussex","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Tees Valley and Durham","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Tees Valley and Durham","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","West Central Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","West Central Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","West Central Scotland","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","West Midlands","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","West Midlands","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","West Wales and The Valleys","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","West Wales and The Valleys","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","West Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","West Yorkshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","West Yorkshire","Unknown","50","40","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Bedfordshire and Hertfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Bedfordshire and Hertfordshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Derbyshire and Nottinghamshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Derbyshire and Nottinghamshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Devon","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Devon","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Devon","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","East Anglia","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","East Anglia","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","East Wales","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","East Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","East Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Eastern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Greater Manchester","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Greater Manchester","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Hampshire and Isle of Wight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Hampshire and Isle of Wight","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Inner London - East","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Inner London - East","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Kent","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Kent","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Kent","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Lancashire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Lancashire","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Merseyside","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Merseyside","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Northumberland and Tyne and Wear","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Northumberland and Tyne and Wear","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Northumberland and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Outer London - South","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Outer London - South","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","West Midlands","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","West Midlands","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","West Midlands","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Insolvency Service","West Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","West Yorkshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Inner London - West","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Inner London - West","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Inner London - West","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","South Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","South Yorkshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","West Midlands","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","West Midlands","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Derbyshire and Nottinghamshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Derbyshire and Nottinghamshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Inner London - East","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Inner London - East","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Inner London - West","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Inner London - West","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Lincolnshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Merseyside","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Merseyside","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Northumberland and Tyne and Wear","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Northumberland and Tyne and Wear","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Northumberland and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","West Midlands","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","West Midlands","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Cumbria","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Cumbria","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Devon","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Devon","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Devon","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","East Wales","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","East Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","East Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","East Yorkshire and Northern Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","East Yorkshire and Northern Lincolnshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Essex","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Essex","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Essex","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Hampshire and Isle of Wight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Hampshire and Isle of Wight","Declared non-disabled","60","60","34850","31040"
"New entrant CS","2021","Maritime and Coastguard Agency","Hampshire and Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Hampshire and Isle of Wight","Unknown","80","80","31940","27860"
"New entrant CS","2021","Maritime and Coastguard Agency","Highlands and Islands","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Highlands and Islands","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Kent","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Kent","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Kent","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Lincolnshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Merseyside","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Merseyside","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","North Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","North Eastern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Outer London - East and North East","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Outer London - East and North East","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","West Central Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","West Central Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","West Wales and The Valleys","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","West Wales and The Valleys","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Bedfordshire and Hertfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Bedfordshire and Hertfordshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Inner London - East","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Inner London - East","Declared non-disabled","70","70","38650","32960"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Inner London - East","Unknown","80","80","42790","40450"
"New entrant CS","2021","Met Office","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Devon","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Devon","Declared non-disabled","120","120","34200","30930"
"New entrant CS","2021","Met Office","Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Eastern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Highlands and Islands","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Highlands and Islands","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Inner London - West","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Inner London - West","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Lincolnshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Bedfordshire and Hertfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Bedfordshire and Hertfordshire","Declared non-disabled","50","50","30280","30200"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","170","170","30700","26350"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","110","110","30490","25540"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Cheshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Cheshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Cornwall and Isles of Scilly","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Cornwall and Isles of Scilly","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Cumbria","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Cumbria","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Derbyshire and Nottinghamshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Derbyshire and Nottinghamshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Devon","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Devon","Declared non-disabled","70","70","27620","20920"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Devon","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Devon","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Dorset and Somerset","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Dorset and Somerset","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","East Anglia","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","East Anglia","Declared non-disabled","120","120","26390","22640"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","East Anglia","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","East Anglia","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","East Wales","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","East Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","East Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","East Wales","Unknown","[c]","[c]","[c]","[c]"
