"Status","Year","Function_of_post","Responsibility_level","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Communications","SEO/HEO","Unknown","160","150","34380","31810"
"New entrant CS","2021","Counter Fraud","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","EO","Heterosexual / straight","50","50","26160","25560"
"New entrant CS","2021","Counter Fraud","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","EO","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","Counter Fraud","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","SCS","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","SEO/HEO","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2021","Counter Fraud","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","SEO/HEO","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Debt","AA/AO","Heterosexual / straight","240","230","20410","20140"
"New entrant CS","2021","Debt","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","AA/AO","Unknown","660","650","20290","20140"
"New entrant CS","2021","Debt","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","AA/AO","Heterosexual / straight","50","50","21520","21040"
"New entrant CS","2021","Digital, Data & Technology","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","AA/AO","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","EO","Heterosexual / straight","170","170","26370","26130"
"New entrant CS","2021","Digital, Data & Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","EO","Unknown","170","170","26320","25560"
"New entrant CS","2021","Digital, Data & Technology","G6/G7","Heterosexual / straight","270","260","56550","54700"
"New entrant CS","2021","Digital, Data & Technology","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","G6/G7","Unknown","170","170","58480","56000"
"New entrant CS","2021","Digital, Data & Technology","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","SCS","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","SEO/HEO","Heterosexual / straight","410","400","36570","36420"
"New entrant CS","2021","Digital, Data & Technology","SEO/HEO","LGBO","40","40","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","SEO/HEO","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","SEO/HEO","Unknown","360","360","36220","35900"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AA/AO","Heterosexual / straight","60","50","20880","20920"
"New entrant CS","2021","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AA/AO","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Finance","EO","Heterosexual / straight","130","120","24940","25000"
"New entrant CS","2021","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","EO","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Finance","G6/G7","Heterosexual / straight","60","60","58360","57800"
"New entrant CS","2021","Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SCS","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","Heterosexual / straight","210","210","36630","36500"
"New entrant CS","2021","Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","Unknown","140","140","35470","33500"
"New entrant CS","2021","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA/AO","Heterosexual / straight","130","130","21020","20920"
"New entrant CS","2021","Human Resources","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA/AO","Unknown","50","50","19980","19360"
"New entrant CS","2021","Human Resources","EO","Heterosexual / straight","130","130","25860","26270"
"New entrant CS","2021","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","Unknown","60","60","25610","26510"
"New entrant CS","2021","Human Resources","G6/G7","Heterosexual / straight","70","70","58000","55500"
"New entrant CS","2021","Human Resources","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SCS","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","Heterosexual / straight","200","200","34170","34010"
"New entrant CS","2021","Human Resources","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","Unknown","70","60","34120","32790"
"New entrant CS","2021","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SCS","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","AA/AO","Heterosexual / straight","220","220","20580","20120"
"New entrant CS","2021","Legal","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","AA/AO","Undeclared","80","80","20590","20850"
"New entrant CS","2021","Legal","AA/AO","Unknown","70","70","19970","20120"
"New entrant CS","2021","Legal","EO","Heterosexual / straight","130","130","27140","26950"
"New entrant CS","2021","Legal","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","EO","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","Legal","G6/G7","Heterosexual / straight","310","290","53180","50520"
"New entrant CS","2021","Legal","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","G6/G7","Unknown","80","70","55080","55000"
"New entrant CS","2021","Legal","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","SCS","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","SEO/HEO","Heterosexual / straight","240","240","36300","38000"
"New entrant CS","2021","Legal","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","SEO/HEO","Unknown","90","90","31470","30850"
"New entrant CS","2021","No function","AA/AO","Heterosexual / straight","4640","4500","21860","21050"
"New entrant CS","2021","No function","AA/AO","LGBO","510","500","21550","20600"
"New entrant CS","2021","No function","AA/AO","Undeclared","290","270","21240","20140"
"New entrant CS","2021","No function","AA/AO","Unknown","4660","4510","21490","20600"
"New entrant CS","2021","No function","EO","Heterosexual / straight","1910","1870","27060","26350"
"New entrant CS","2021","No function","EO","LGBO","260","250","26680","26370"
"New entrant CS","2021","No function","EO","Undeclared","200","190","26370","26370"
"New entrant CS","2021","No function","EO","Unknown","860","850","25700","25560"
"New entrant CS","2021","No function","G6/G7","Heterosexual / straight","690","670","57070","53420"
"New entrant CS","2021","No function","G6/G7","LGBO","60","60","57740","53380"
"New entrant CS","2021","No function","G6/G7","Undeclared","90","80","59080","57000"
"New entrant CS","2021","No function","G6/G7","Unknown","320","310","56440","53400"
"New entrant CS","2021","No function","SCS","Heterosexual / straight","100","80","93180","87000"
"New entrant CS","2021","No function","SCS","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","SCS","Unknown","60","50","102000","90000"
"New entrant CS","2021","No function","SEO/HEO","Heterosexual / straight","2800","2670","34720","33570"
"New entrant CS","2021","No function","SEO/HEO","LGBO","330","320","33710","33210"
"New entrant CS","2021","No function","SEO/HEO","Undeclared","370","340","34650","33570"
"New entrant CS","2021","No function","SEO/HEO","Unknown","1600","1570","32180","31370"
"New entrant CS","2021","No function","Unknown","Heterosexual / straight","920","850","23140","22920"
"New entrant CS","2021","No function","Unknown","LGBO","80","80","22920","22920"
"New entrant CS","2021","No function","Unknown","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Unknown","390","340","22450","22920"
"New entrant CS","2021","Project Delivery","AA/AO","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2021","Project Delivery","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","EO","Heterosexual / straight","270","270","24640","26180"
"New entrant CS","2021","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","EO","Unknown","140","140","20470","17930"
"New entrant CS","2021","Project Delivery","G6/G7","Heterosexual / straight","180","170","55940","54120"
"New entrant CS","2021","Project Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","G6/G7","Unknown","70","70","56230","53500"
"New entrant CS","2021","Project Delivery","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","SCS","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","SEO/HEO","Heterosexual / straight","650","650","36080","35000"
"New entrant CS","2021","Project Delivery","SEO/HEO","LGBO","40","40","[c]","[c]"
"New entrant CS","2021","Project Delivery","SEO/HEO","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Project Delivery","SEO/HEO","Unknown","170","160","36230","36030"
"New entrant CS","2021","Project Delivery","Unknown","Heterosexual / straight","100","100","39100","39000"
"New entrant CS","2021","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Property","AA/AO","Heterosexual / straight","110","110","20220","20880"
"New entrant CS","2021","Property","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","AA/AO","Unknown","130","130","21820","20880"
"New entrant CS","2021","Property","EO","Heterosexual / straight","90","90","25450","25560"
"New entrant CS","2021","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","EO","Unknown","60","60","25610","24500"
"New entrant CS","2021","Property","G6/G7","Heterosexual / straight","60","50","55350","53500"
"New entrant CS","2021","Property","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SCS","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SEO/HEO","Heterosexual / straight","180","180","34670","33300"
"New entrant CS","2021","Property","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SEO/HEO","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","AA/AO","Heterosexual / straight","330","330","23920","20920"
"New entrant CS","2021","Security","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","AA/AO","Unknown","230","230","25550","23540"
"New entrant CS","2021","Security","EO","Heterosexual / straight","70","70","26920","24620"
"New entrant CS","2021","Security","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","EO","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Security","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","SCS","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","SEO/HEO","Heterosexual / straight","60","60","35320","34080"
"New entrant CS","2021","Security","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","SEO/HEO","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Heterosexual / straight","5380","5300","21480","21010"
"New entrant CS","2021","Unknown","AA/AO","LGBO","510","510","21390","21010"
"New entrant CS","2021","Unknown","AA/AO","Undeclared","310","300","21480","21010"
"New entrant CS","2021","Unknown","AA/AO","Unknown","1290","1250","21490","21010"
"New entrant CS","2021","Unknown","EO","Heterosexual / straight","8990","8780","28460","27570"
"New entrant CS","2021","Unknown","EO","LGBO","950","940","28300","27570"
"New entrant CS","2021","Unknown","EO","Undeclared","530","520","28550","27570"
"New entrant CS","2021","Unknown","EO","Unknown","2040","1980","27860","27570"
"New entrant CS","2021","Unknown","G6/G7","Heterosexual / straight","370","350","59260","56530"
"New entrant CS","2021","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Undeclared","50","40","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Unknown","360","350","59550","57430"
"New entrant CS","2021","Unknown","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Heterosexual / straight","960","950","35970","35310"
"New entrant CS","2021","Unknown","SEO/HEO","LGBO","100","100","34360","32650"
"New entrant CS","2021","Unknown","SEO/HEO","Undeclared","60","60","35260","34670"
"New entrant CS","2021","Unknown","SEO/HEO","Unknown","730","710","36070","35050"
"New entrant CS","2021","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","330","330","[c]","[c]"
"New entrant CS","2022","Analysis","AA/AO","Heterosexual / straight","120","120","21770","21260"
"New entrant CS","2022","Analysis","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","AA/AO","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Analysis","EO","Heterosexual / straight","150","150","26820","26350"
"New entrant CS","2022","Analysis","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","EO","Unknown","80","80","26960","26670"
"New entrant CS","2022","Analysis","G6/G7","Heterosexual / straight","90","80","58110","54110"
"New entrant CS","2022","Analysis","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","G6/G7","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Analysis","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","SCS","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","SEO/HEO","Heterosexual / straight","560","550","34120","33080"
"New entrant CS","2022","Analysis","SEO/HEO","LGBO","90","80","33890","33040"
"New entrant CS","2022","Analysis","SEO/HEO","Undeclared","90","70","34150","33040"
"New entrant CS","2022","Analysis","SEO/HEO","Unknown","140","140","32890","31980"
"New entrant CS","2022","Commercial","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","EO","Heterosexual / straight","130","130","25960","26300"
"New entrant CS","2022","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","EO","Unknown","50","50","25320","26350"
"New entrant CS","2022","Commercial","G6/G7","Heterosexual / straight","50","50","55700","54500"
"New entrant CS","2022","Commercial","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","G6/G7","Unknown","190","180","70580","70000"
"New entrant CS","2022","Commercial","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SCS","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SEO/HEO","Heterosexual / straight","270","260","35560","35000"
"New entrant CS","2022","Commercial","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SEO/HEO","Undeclared","70","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SEO/HEO","Unknown","70","70","35240","36050"
"New entrant CS","2022","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","AA/AO","Heterosexual / straight","80","70","21470","21250"
"New entrant CS","2022","Communications","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","AA/AO","Unknown","70","70","21380","21250"
"New entrant CS","2022","Communications","EO","Heterosexual / straight","400","390","26660","26590"
"New entrant CS","2022","Communications","EO","LGBO","50","40","[c]","[c]"
"New entrant CS","2022","Communications","EO","Undeclared","70","50","27060","27270"
"New entrant CS","2022","Communications","EO","Unknown","280","280","26670","26590"
"New entrant CS","2022","Communications","G6/G7","Heterosexual / straight","50","40","[c]","[c]"
"New entrant CS","2022","Communications","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SCS","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SEO/HEO","Heterosexual / straight","240","230","35710","33370"
"New entrant CS","2022","Communications","SEO/HEO","LGBO","40","40","[c]","[c]"
"New entrant CS","2022","Communications","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SEO/HEO","Unknown","150","150","35250","33370"
"New entrant CS","2022","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","AA/AO","Heterosexual / straight","400","380","22350","21260"
"New entrant CS","2022","Counter Fraud","AA/AO","LGBO","30","30","[c]","[c]"
"New entrant CS","2022","Counter Fraud","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","AA/AO","Unknown","80","80","21680","21250"
"New entrant CS","2022","Counter Fraud","EO","Heterosexual / straight","560","550","27670","27570"
"New entrant CS","2022","Counter Fraud","EO","LGBO","50","50","[c]","[c]"
