"Status","Year","Disability","Age","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Declared non-disabled","50-59","SCS","50","50","105150","102250"
"New entrant CS","2021","Declared non-disabled","50-59","SEO/HEO","650","620","36630","36330"
"New entrant CS","2021","Declared non-disabled","50-59","Unknown","120","110","27160","22920"
"New entrant CS","2021","Declared non-disabled","60-64","AA/AO","340","320","21060","21010"
"New entrant CS","2021","Declared non-disabled","60-64","EO","260","250","27870","27570"
"New entrant CS","2021","Declared non-disabled","60-64","G6/G7","40","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","60-64","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","60-64","SEO/HEO","110","100","36650","36330"
"New entrant CS","2021","Declared non-disabled","60-64","Unknown","30","20","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","65+","AA/AO","50","50","20700","21010"
"New entrant CS","2021","Declared non-disabled","65+","EO","30","30","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","65+","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","65+","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","65+","SEO/HEO","40","30","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","16-19","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","16-19","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","AA/AO","200","190","21400","21010"
"New entrant CS","2021","Undeclared","20-29","EO","280","280","27510","27570"
"New entrant CS","2021","Undeclared","20-29","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","SEO/HEO","240","240","32740","32450"
"New entrant CS","2021","Undeclared","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","AA/AO","110","110","21540","21010"
"New entrant CS","2021","Undeclared","30-39","EO","140","140","27920","27570"
"New entrant CS","2021","Undeclared","30-39","G6/G7","70","70","56970","54700"
"New entrant CS","2021","Undeclared","30-39","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","SEO/HEO","120","110","35960","34710"
"New entrant CS","2021","Undeclared","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","AA/AO","80","80","22110","21010"
"New entrant CS","2021","Undeclared","40-49","EO","90","90","28060","27570"
"New entrant CS","2021","Undeclared","40-49","G6/G7","50","50","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","SEO/HEO","80","70","35930","36330"
"New entrant CS","2021","Undeclared","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","50-59","AA/AO","70","70","21390","21010"
"New entrant CS","2021","Undeclared","50-59","EO","100","100","27640","27570"
"New entrant CS","2021","Undeclared","50-59","G6/G7","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","50-59","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","50-59","SEO/HEO","70","60","35910","35950"
"New entrant CS","2021","Undeclared","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","60-64","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","60-64","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","60-64","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","60-64","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","60-64","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","65+","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","65+","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","65+","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","65+","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","65+","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","16-19","AA/AO","310","300","20700","20140"
"New entrant CS","2021","Unknown","16-19","EO","70","70","21530","23050"
"New entrant CS","2021","Unknown","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","20-29","AA/AO","4160","4090","21400","20810"
"New entrant CS","2021","Unknown","20-29","EO","2500","2480","26800","27130"
"New entrant CS","2021","Unknown","20-29","G6/G7","230","230","54460","53380"
"New entrant CS","2021","Unknown","20-29","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","20-29","SEO/HEO","2280","2270","32550","32390"
"New entrant CS","2021","Unknown","20-29","Unknown","340","330","23010","22920"
"New entrant CS","2021","Unknown","30-39","AA/AO","1640","1570","21760","20810"
"New entrant CS","2021","Unknown","30-39","EO","1210","1180","27300","27500"
"New entrant CS","2021","Unknown","30-39","G6/G7","590","570","56940","54700"
"New entrant CS","2021","Unknown","30-39","SCS","80","80","76400","71000"
"New entrant CS","2021","Unknown","30-39","SEO/HEO","1190","1160","35880","36340"
"New entrant CS","2021","Unknown","30-39","Unknown","150","140","23800","22920"
"New entrant CS","2021","Unknown","40-49","AA/AO","1010","970","21720","20810"
"New entrant CS","2021","Unknown","40-49","EO","690","670","27340","27570"
"New entrant CS","2021","Unknown","40-49","G6/G7","520","500","58460","55000"
"New entrant CS","2021","Unknown","40-49","SCS","110","110","91110","76070"
"New entrant CS","2021","Unknown","40-49","SEO/HEO","700","680","36790","36740"
"New entrant CS","2021","Unknown","40-49","Unknown","130","110","26090","22920"
"New entrant CS","2021","Unknown","50-59","AA/AO","880","850","21400","20800"
"New entrant CS","2021","Unknown","50-59","EO","590","570","28000","27570"
"New entrant CS","2021","Unknown","50-59","G6/G7","310","310","59990","56000"
"New entrant CS","2021","Unknown","50-59","SCS","90","90","96430","80000"
"New entrant CS","2021","Unknown","50-59","SEO/HEO","450","440","37170","37910"
"New entrant CS","2021","Unknown","50-59","Unknown","120","110","[c]","[c]"
"New entrant CS","2021","Unknown","60-64","AA/AO","150","140","20740","20380"
"New entrant CS","2021","Unknown","60-64","EO","80","80","27330","27570"
"New entrant CS","2021","Unknown","60-64","G6/G7","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","60-64","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","60-64","SEO/HEO","60","60","37130","36820"
"New entrant CS","2021","Unknown","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","65+","AA/AO","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","65+","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","65+","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","65+","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","65+","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","16-19","AA/AO","30","30","[c]","[c]"
"New entrant CS","2022","Declared disabled","16-19","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","16-19","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","20-29","AA/AO","760","730","21830","21260"
"New entrant CS","2022","Declared disabled","20-29","EO","510","500","26940","27500"
"New entrant CS","2022","Declared disabled","20-29","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","20-29","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","20-29","SEO/HEO","390","390","33070","33080"
"New entrant CS","2022","Declared disabled","20-29","Unknown","150","150","23940","23170"
"New entrant CS","2022","Declared disabled","30-39","AA/AO","320","310","21710","21260"
"New entrant CS","2022","Declared disabled","30-39","EO","260","250","27220","27570"
"New entrant CS","2022","Declared disabled","30-39","G6/G7","70","70","54010","52840"
"New entrant CS","2022","Declared disabled","30-39","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","30-39","SEO/HEO","280","270","35380","34000"
"New entrant CS","2022","Declared disabled","30-39","Unknown","180","170","26030","24800"
"New entrant CS","2022","Declared disabled","40-49","AA/AO","230","220","21830","21260"
"New entrant CS","2022","Declared disabled","40-49","EO","190","180","27820","27570"
"New entrant CS","2022","Declared disabled","40-49","G6/G7","90","80","56120","54040"
"New entrant CS","2022","Declared disabled","40-49","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","40-49","SEO/HEO","190","180","35790","35080"
"New entrant CS","2022","Declared disabled","40-49","Unknown","260","250","31350","28610"
"New entrant CS","2022","Declared disabled","50-59","AA/AO","200","190","21540","21260"
"New entrant CS","2022","Declared disabled","50-59","EO","190","180","27570","27570"
"New entrant CS","2022","Declared disabled","50-59","G6/G7","60","60","55400","53360"
"New entrant CS","2022","Declared disabled","50-59","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","50-59","SEO/HEO","90","90","35350","34260"
"New entrant CS","2022","Declared disabled","50-59","Unknown","380","370","30890","28200"
"New entrant CS","2022","Declared disabled","60-64","AA/AO","70","60","21610","21260"
"New entrant CS","2022","Declared disabled","60-64","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","60-64","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","60-64","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","60-64","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","60-64","Unknown","140","130","30780","28300"
"New entrant CS","2022","Declared disabled","65+","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","65+","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","65+","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","65+","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","65+","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","65+","Unknown","60","50","34610","29640"
"New entrant CS","2022","Declared disabled","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","16-19","AA/AO","430","410","21480","21260"
"New entrant CS","2022","Declared non-disabled","16-19","EO","90","90","24710","25170"
"New entrant CS","2022","Declared non-disabled","16-19","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","20-29","AA/AO","6370","6250","22050","21260"
"New entrant CS","2022","Declared non-disabled","20-29","EO","3960","3920","26980","27230"
"New entrant CS","2022","Declared non-disabled","20-29","G6/G7","270","270","53690","53130"
"New entrant CS","2022","Declared non-disabled","20-29","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","20-29","SEO/HEO","3200","3180","33630","33080"
"New entrant CS","2022","Declared non-disabled","20-29","Unknown","1090","1070","23900","23170"
"New entrant CS","2022","Declared non-disabled","30-39","AA/AO","2890","2790","22290","21260"
"New entrant CS","2022","Declared non-disabled","30-39","EO","2160","2100","27280","27570"
"New entrant CS","2022","Declared non-disabled","30-39","G6/G7","910","890","54580","53050"
"New entrant CS","2022","Declared non-disabled","30-39","SCS","40","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","30-39","SEO/HEO","2390","2340","35710","34260"
"New entrant CS","2022","Declared non-disabled","30-39","Unknown","870","820","28030","24800"
"New entrant CS","2022","Declared non-disabled","40-49","AA/AO","1780","1720","22090","21260"
"New entrant CS","2022","Declared non-disabled","40-49","EO","1330","1290","27200","27570"
"New entrant CS","2022","Declared non-disabled","40-49","G6/G7","780","750","56720","54110"
"New entrant CS","2022","Declared non-disabled","40-49","SCS","80","70","89730","86960"
"New entrant CS","2022","Declared non-disabled","40-49","SEO/HEO","1420","1380","36570","35900"
"New entrant CS","2022","Declared non-disabled","40-49","Unknown","880","820","32590","28540"
"New entrant CS","2022","Declared non-disabled","50-59","AA/AO","1470","1410","21780","21260"
"New entrant CS","2022","Declared non-disabled","50-59","EO","950","920","27400","27570"
"New entrant CS","2022","Declared non-disabled","50-59","G6/G7","470","460","57330","54270"
"New entrant CS","2022","Declared non-disabled","50-59","SCS","50","50","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","50-59","SEO/HEO","910","880","36980","36330"
"New entrant CS","2022","Declared non-disabled","50-59","Unknown","910","850","31600","28200"
"New entrant CS","2022","Declared non-disabled","60-64","AA/AO","310","290","21410","21260"
"New entrant CS","2022","Declared non-disabled","60-64","EO","130","120","27170","27570"
"New entrant CS","2022","Declared non-disabled","60-64","G6/G7","70","70","58110","55210"
"New entrant CS","2022","Declared non-disabled","60-64","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","60-64","SEO/HEO","130","120","36160","34550"
"New entrant CS","2022","Declared non-disabled","60-64","Unknown","320","280","29930","28200"
"New entrant CS","2022","Declared non-disabled","65+","AA/AO","60","60","21620","21260"
"New entrant CS","2022","Declared non-disabled","65+","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","65+","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","65+","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","65+","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","65+","Unknown","120","100","30200","28200"
"New entrant CS","2022","Declared non-disabled","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","16-19","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","AA/AO","240","240","21880","21260"
"New entrant CS","2022","Undeclared","20-29","EO","190","190","26890","27230"
"New entrant CS","2022","Undeclared","20-29","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","SEO/HEO","200","200","33730","33080"
"New entrant CS","2022","Undeclared","20-29","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","AA/AO","120","110","21800","21260"
"New entrant CS","2022","Undeclared","30-39","EO","110","110","26930","27570"
"New entrant CS","2022","Undeclared","30-39","G6/G7","40","40","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","SEO/HEO","140","130","35800","35310"
"New entrant CS","2022","Undeclared","30-39","Unknown","60","50","27420","25890"
"New entrant CS","2022","Undeclared","40-49","AA/AO","80","70","21980","21260"
"New entrant CS","2022","Undeclared","40-49","EO","60","60","27690","27570"
"New entrant CS","2022","Undeclared","40-49","G6/G7","40","40","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","SEO/HEO","80","80","36520","36000"
"New entrant CS","2022","Undeclared","40-49","Unknown","60","60","33500","29450"
"New entrant CS","2022","Undeclared","50-59","AA/AO","90","90","21480","21260"
"New entrant CS","2022","Undeclared","50-59","EO","60","60","28040","27570"
"New entrant CS","2022","Undeclared","50-59","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","50-59","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","Undeclared","50-59","Unknown","90","80","30600","28510"
"New entrant CS","2022","Undeclared","60-64","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","60-64","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","60-64","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","60-64","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","60-64","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Undeclared","65+","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","65+","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","65+","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","65+","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","16-19","AA/AO","300","290","21520","21250"
"New entrant CS","2022","Unknown","16-19","EO","110","110","22360","23930"
"New entrant CS","2022","Unknown","16-19","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","16-19","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Unknown","20-29","AA/AO","4280","4190","22160","21260"
"New entrant CS","2022","Unknown","20-29","EO","2790","2730","26710","26590"
"New entrant CS","2022","Unknown","20-29","G6/G7","190","180","55000","53420"
"New entrant CS","2022","Unknown","20-29","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","20-29","SEO/HEO","2450","2380","32900","32790"
"New entrant CS","2022","Unknown","20-29","Unknown","860","830","23720","23170"
"New entrant CS","2022","Unknown","30-39","AA/AO","1900","1830","22370","21260"
"New entrant CS","2022","Unknown","30-39","EO","1370","1320","27080","26820"
"New entrant CS","2022","Unknown","30-39","G6/G7","590","560","58070","55090"
"New entrant CS","2022","Unknown","30-39","SCS","30","30","[c]","[c]"
"New entrant CS","2022","Unknown","30-39","SEO/HEO","1500","1410","35900","35900"
"New entrant CS","2022","Unknown","30-39","Unknown","840","750","26520","24800"
"New entrant CS","2022","Unknown","40-49","AA/AO","1050","1010","22160","21260"
"New entrant CS","2022","Unknown","40-49","EO","750","700","27130","26820"
"New entrant CS","2022","Unknown","40-49","G6/G7","520","490","59280","56530"
"New entrant CS","2022","Unknown","40-49","SCS","70","70","102600","93110"
"New entrant CS","2022","Unknown","40-49","SEO/HEO","800","750","36370","36330"
"New entrant CS","2022","Unknown","40-49","Unknown","700","620","30060","28200"
"New entrant CS","2022","Unknown","50-59","AA/AO","890","850","21760","21250"
"New entrant CS","2022","Unknown","50-59","EO","790","700","28730","27270"
"New entrant CS","2022","Unknown","50-59","G6/G7","320","300","60690","58770"
"New entrant CS","2022","Unknown","50-59","SCS","50","50","[c]","[c]"
"New entrant CS","2022","Unknown","50-59","SEO/HEO","500","470","37080","36940"
"New entrant CS","2022","Unknown","50-59","Unknown","750","660","30260","28200"
"New entrant CS","2022","Unknown","60-64","AA/AO","190","170","20990","21050"
"New entrant CS","2022","Unknown","60-64","EO","120","100","29340","27570"
"New entrant CS","2022","Unknown","60-64","G6/G7","40","30","[c]","[c]"
"New entrant CS","2022","Unknown","60-64","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","60-64","SEO/HEO","90","80","36890","36830"
"New entrant CS","2022","Unknown","60-64","Unknown","280","240","30220","28200"
"New entrant CS","2022","Unknown","65+","AA/AO","40","30","[c]","[c]"
"New entrant CS","2022","Unknown","65+","EO","30","20","[c]","[c]"
"New entrant CS","2022","Unknown","65+","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","65+","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","65+","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","65+","Unknown","120","80","30150","28300"
"New entrant CS","2022","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at March 31st).","","","","","","",""
"Responsibility_level","With the exception of the Senior Civil Service level, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","",""
"Disability","Self reported disability.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","","",""
"Age","Age in 10 year bands.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 10).","","","","","","",""
"FTE","Total full-time equivalent employment numbers (rounded to nearest 10).","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
