"Status","Year","Responsibility_level","Profession_of_post","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","SEO/HEO","Communications","30-39","60","60","38410","38000"
"New entrant CS","2021","SEO/HEO","Communications","40-49","40","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Communications","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Communications","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Communications","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Corporate Finance","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Corporate Finance","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Corporate Finance","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Counter Fraud","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Counter Fraud","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Counter Fraud","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Counter Fraud","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Counter Fraud","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Digital, Data and Technology","20-29","240","240","35030","32940"
"New entrant CS","2021","SEO/HEO","Digital, Data and Technology","30-39","290","280","37350","37010"
"New entrant CS","2021","SEO/HEO","Digital, Data and Technology","40-49","220","220","38670","38630"
"New entrant CS","2021","SEO/HEO","Digital, Data and Technology","50-59","90","90","38520","38450"
"New entrant CS","2021","SEO/HEO","Digital, Data and Technology","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Digital, Data and Technology","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Economics","20-29","280","280","33000","32790"
"New entrant CS","2021","SEO/HEO","Economics","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Economics","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Finance","20-29","100","100","35550","32940"
"New entrant CS","2021","SEO/HEO","Finance","30-39","100","100","36570","35960"
"New entrant CS","2021","SEO/HEO","Finance","40-49","80","80","36980","37350"
"New entrant CS","2021","SEO/HEO","Finance","50-59","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Finance","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Human Resources","20-29","80","80","32760","32120"
"New entrant CS","2021","SEO/HEO","Human Resources","30-39","80","70","35300","35900"
"New entrant CS","2021","SEO/HEO","Human Resources","40-49","60","60","35390","34310"
"New entrant CS","2021","SEO/HEO","Human Resources","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Human Resources","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Inspector of Education and Training","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Inspector of Education and Training","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Inspector of Education and Training","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Inspector of Education and Training","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Intelligence Analysis","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Intelligence Analysis","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Intelligence Analysis","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Intelligence Analysis","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Internal Audit","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Internal Audit","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Internal Audit","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","International Trade","20-29","50","50","32530","31800"
"New entrant CS","2021","SEO/HEO","International Trade","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","International Trade","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","International Trade","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","International Trade","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Knowledge and Information Management","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Knowledge and Information Management","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Knowledge and Information Management","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Knowledge and Information Management","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Knowledge and Information Management","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Legal","20-29","170","170","34240","33550"
"New entrant CS","2021","SEO/HEO","Legal","30-39","120","110","35210","37880"
"New entrant CS","2021","SEO/HEO","Legal","40-49","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Legal","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Legal","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Medicine","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Medicine","30-39","40","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Medicine","40-49","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Medicine","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Medicine","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Operational Delivery","20-29","580","570","33320","32330"
"New entrant CS","2021","SEO/HEO","Operational Delivery","30-39","590","570","35560","35900"
"New entrant CS","2021","SEO/HEO","Operational Delivery","40-49","410","380","35730","35710"
"New entrant CS","2021","SEO/HEO","Operational Delivery","50-59","320","290","36640","36690"
"New entrant CS","2021","SEO/HEO","Operational Delivery","60-64","60","40","35850","36330"
"New entrant CS","2021","SEO/HEO","Operational Delivery","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Operational Research","20-29","60","60","34250","34710"
"New entrant CS","2021","SEO/HEO","Operational Research","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Operational Research","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Operational Research","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Other","20-29","110","110","34170","34260"
"New entrant CS","2021","SEO/HEO","Other","30-39","100","100","34930","35000"
"New entrant CS","2021","SEO/HEO","Other","40-49","80","70","35580","35030"
"New entrant CS","2021","SEO/HEO","Other","50-59","60","60","35410","34650"
"New entrant CS","2021","SEO/HEO","Other","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Planning","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Planning","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Policy","20-29","1290","1290","33570","33400"
"New entrant CS","2021","SEO/HEO","Policy","30-39","430","420","35260","34710"
"New entrant CS","2021","SEO/HEO","Policy","40-49","140","130","36250","35900"
"New entrant CS","2021","SEO/HEO","Policy","50-59","100","90","35370","35050"
"New entrant CS","2021","SEO/HEO","Policy","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Policy","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Project Delivery","20-29","190","190","34510","34020"
"New entrant CS","2021","SEO/HEO","Project Delivery","30-39","200","200","36430","36520"
"New entrant CS","2021","SEO/HEO","Project Delivery","40-49","120","110","36460","36810"
"New entrant CS","2021","SEO/HEO","Project Delivery","50-59","90","90","37450","38590"
"New entrant CS","2021","SEO/HEO","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Project Delivery","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Property","20-29","60","60","33550","33000"
"New entrant CS","2021","SEO/HEO","Property","30-39","50","50","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Property","40-49","50","50","35320","33150"
"New entrant CS","2021","SEO/HEO","Property","50-59","50","50","35810","33300"
"New entrant CS","2021","SEO/HEO","Property","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Psychology","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Psychology","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Psychology","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Psychology","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Science and Engineering","20-29","180","170","31250","30700"
"New entrant CS","2021","SEO/HEO","Science and Engineering","30-39","170","150","35750","36450"
"New entrant CS","2021","SEO/HEO","Science and Engineering","40-49","130","110","36090","36330"
"New entrant CS","2021","SEO/HEO","Science and Engineering","50-59","90","80","37730","38190"
"New entrant CS","2021","SEO/HEO","Science and Engineering","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Science and Engineering","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Security","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Security","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Security","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Security","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Security","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Social Research","20-29","130","130","32510","32540"
"New entrant CS","2021","SEO/HEO","Social Research","30-39","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Social Research","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Social Research","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Statistics","20-29","140","140","33390","32540"
"New entrant CS","2021","SEO/HEO","Statistics","30-39","60","50","35030","35050"
"New entrant CS","2021","SEO/HEO","Statistics","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Statistics","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Statistics","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Statistics","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Tax","20-29","110","110","32820","31810"
"New entrant CS","2021","SEO/HEO","Tax","30-39","80","80","32390","31810"
"New entrant CS","2021","SEO/HEO","Tax","40-49","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Tax","50-59","30","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Tax","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","20-29","1080","1080","30970","28000"
"New entrant CS","2021","SEO/HEO","Unknown","30-39","470","460","35500","35310"
"New entrant CS","2021","SEO/HEO","Unknown","40-49","270","260","36580","37000"
"New entrant CS","2021","SEO/HEO","Unknown","50-59","160","160","36140","35500"
"New entrant CS","2021","SEO/HEO","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Veterinarian","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Veterinarian","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Veterinarian","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Veterinarian","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","20-29","710","680","22750","22920"
"New entrant CS","2021","Unknown","Operational Delivery","30-39","340","300","23300","22920"
"New entrant CS","2021","Unknown","Operational Delivery","40-49","190","170","24020","22920"
"New entrant CS","2021","Unknown","Operational Delivery","50-59","160","130","22970","21930"
"New entrant CS","2021","Unknown","Operational Delivery","60-64","40","20","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Science and Engineering","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Science and Engineering","20-29","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Science and Engineering","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Science and Engineering","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Science and Engineering","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Science and Engineering","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Science and Engineering","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","20-29","110","110","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","30-39","60","60","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","40-49","70","60","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","50-59","70","70","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Commercial","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Commercial","20-29","40","40","[c]","[c]"
"New entrant CS","2022","AA/AO","Commercial","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Commercial","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Commercial","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Commercial","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Communications","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Communications","20-29","40","40","[c]","[c]"
"New entrant CS","2022","AA/AO","Communications","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Communications","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Communications","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Counter Fraud","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Counter Fraud","20-29","120","110","22800","21260"
"New entrant CS","2022","AA/AO","Counter Fraud","30-39","70","70","22530","21260"
"New entrant CS","2022","AA/AO","Counter Fraud","40-49","50","50","22670","21260"
"New entrant CS","2022","AA/AO","Counter Fraud","50-59","40","40","[c]","[c]"
"New entrant CS","2022","AA/AO","Counter Fraud","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Digital, Data and Technology","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Digital, Data and Technology","20-29","120","110","19930","19990"
"New entrant CS","2022","AA/AO","Digital, Data and Technology","30-39","50","40","[c]","[c]"
"New entrant CS","2022","AA/AO","Digital, Data and Technology","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Digital, Data and Technology","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Digital, Data and Technology","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Digital, Data and Technology","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Economics","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Economics","20-29","70","70","21390","21250"
"New entrant CS","2022","AA/AO","Finance","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Finance","20-29","60","60","20980","21250"
"New entrant CS","2022","AA/AO","Finance","30-39","30","30","[c]","[c]"
"New entrant CS","2022","AA/AO","Finance","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Finance","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Finance","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Finance","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Geography","20-29","40","40","[c]","[c]"
"New entrant CS","2022","AA/AO","Geography","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Geography","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Human Resources","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Human Resources","20-29","130","120","21430","21170"
"New entrant CS","2022","AA/AO","Human Resources","30-39","50","40","[c]","[c]"
"New entrant CS","2022","AA/AO","Human Resources","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Human Resources","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Human Resources","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Human Resources","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Intelligence Analysis","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Intelligence Analysis","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Intelligence Analysis","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Internal Audit","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Internal Audit","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Internal Audit","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Knowledge and Information Management","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Knowledge and Information Management","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Knowledge and Information Management","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Knowledge and Information Management","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Knowledge and Information Management","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Legal","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Legal","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Legal","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Legal","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Medicine","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Medicine","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Medicine","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Medicine","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Operational Delivery","16-19","550","520","21530","21250"
"New entrant CS","2022","AA/AO","Operational Delivery","20-29","8350","8190","22250","21260"
"New entrant CS","2022","AA/AO","Operational Delivery","30-39","3830","3700","22400","21260"
"New entrant CS","2022","AA/AO","Operational Delivery","40-49","2300","2220","22100","21260"
"New entrant CS","2022","AA/AO","Operational Delivery","50-59","1910","1830","21620","21260"
"New entrant CS","2022","AA/AO","Operational Delivery","60-64","450","410","21230","21260"
"New entrant CS","2022","AA/AO","Operational Delivery","65+","80","70","21200","21260"
"New entrant CS","2022","AA/AO","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Operational Research","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Operational Research","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Other","16-19","30","30","[c]","[c]"
"New entrant CS","2022","AA/AO","Other","20-29","470","460","21320","21260"
"New entrant CS","2022","AA/AO","Other","30-39","230","220","21030","21260"
"New entrant CS","2022","AA/AO","Other","40-49","170","160","21110","21170"
"New entrant CS","2022","AA/AO","Other","50-59","170","170","21030","21170"
"New entrant CS","2022","AA/AO","Other","60-64","30","30","[c]","[c]"
"New entrant CS","2022","AA/AO","Other","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Planning","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Planning","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Planning","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Planning","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Planning","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Policy","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Policy","20-29","100","100","21460","21300"
"New entrant CS","2022","AA/AO","Policy","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Policy","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Policy","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Project Delivery","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Project Delivery","20-29","40","30","[c]","[c]"
"New entrant CS","2022","AA/AO","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Property","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Property","20-29","30","30","[c]","[c]"
"New entrant CS","2022","AA/AO","Property","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Property","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Property","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Property","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Property","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Psychology","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Psychology","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Psychology","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Psychology","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Science and Engineering","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Science and Engineering","20-29","180","180","20740","20910"
"New entrant CS","2022","AA/AO","Science and Engineering","30-39","30","30","[c]","[c]"
"New entrant CS","2022","AA/AO","Science and Engineering","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Science and Engineering","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Science and Engineering","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Science and Engineering","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Security","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Security","20-29","190","190","24240","23540"
"New entrant CS","2022","AA/AO","Security","30-39","110","110","25470","24720"
"New entrant CS","2022","AA/AO","Security","40-49","80","80","25710","24630"
"New entrant CS","2022","AA/AO","Security","50-59","90","90","26240","25000"
"New entrant CS","2022","AA/AO","Security","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Social Research","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Statistics","20-29","60","60","22100","22460"
"New entrant CS","2022","AA/AO","Statistics","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Statistics","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Statistics","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Tax","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Tax","20-29","350","340","21250","21250"
"New entrant CS","2022","AA/AO","Tax","30-39","210","190","21250","21250"
"New entrant CS","2022","AA/AO","Tax","40-49","100","90","21250","21250"
"New entrant CS","2022","AA/AO","Tax","50-59","60","60","21250","21250"
"New entrant CS","2022","AA/AO","Tax","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Tax","65+","[c]","[c]","[c]","[c]"
