"Status","Year","Parent_department","Responsibility_level","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Charity Commission","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","AA/AO","Female","150","150","21370","20880"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","AA/AO","Male","100","100","21420","20880"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","EO","Female","220","220","25530","24250"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","EO","Male","190","190","26100","24500"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","G6/G7","Female","70","60","55810","53380"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","G6/G7","Male","90","80","58040","53380"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","SEO/HEO","Female","330","320","35640","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","SEO/HEO","Male","340","340","35520","33570"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","EO","Female","60","50","27180","26180"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","G6/G7","Female","40","40","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","G6/G7","Male","50","50","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Female","120","120","35820","34020"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Male","100","100","36130","34020"
"New entrant CS","2021","Department for Education","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","EO","Female","160","160","26020","25000"
"New entrant CS","2021","Department for Education","EO","Male","80","80","25970","25000"
"New entrant CS","2021","Department for Education","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","G6/G7","Female","80","80","54420","53420"
"New entrant CS","2021","Department for Education","G6/G7","Male","70","70","54800","53420"
"New entrant CS","2021","Department for Education","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","SEO/HEO","Female","200","190","34400","36400"
"New entrant CS","2021","Department for Education","SEO/HEO","Male","150","150","34690","36500"
"New entrant CS","2021","Department for Education","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","AA/AO","Female","210","200","21800","21050"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","AA/AO","Male","120","110","21940","21050"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","EO","Female","220","220","24750","24920"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","EO","Male","160","160","25520","24920"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","G6/G7","Female","100","100","52960","52290"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","G6/G7","Male","120","120","54480","52690"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","SEO/HEO","Female","370","360","33680","32560"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","SEO/HEO","Male","290","290","33190","32560"
"New entrant CS","2021","Department for International Trade","AA/AO","Female","30","30","[c]","[c]"
"New entrant CS","2021","Department for International Trade","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","EO","Female","40","40","[c]","[c]"
"New entrant CS","2021","Department for International Trade","EO","Male","30","30","[c]","[c]"
"New entrant CS","2021","Department for International Trade","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","SEO/HEO","Female","100","100","34020","31800"
"New entrant CS","2021","Department for International Trade","SEO/HEO","Male","110","110","33570","31800"
"New entrant CS","2021","Department for Transport","AA/AO","Female","250","220","20570","21590"
"New entrant CS","2021","Department for Transport","AA/AO","Male","240","230","22780","21590"
"New entrant CS","2021","Department for Transport","EO","Female","140","140","26690","26130"
"New entrant CS","2021","Department for Transport","EO","Male","160","160","27220","26130"
"New entrant CS","2021","Department for Transport","G6/G7","Female","50","50","58230","54110"
"New entrant CS","2021","Department for Transport","G6/G7","Male","80","80","59340","54650"
"New entrant CS","2021","Department for Transport","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","SEO/HEO","Female","190","190","35240","34710"
"New entrant CS","2021","Department for Transport","SEO/HEO","Male","290","290","35970","34710"
"New entrant CS","2021","Department for Work and Pensions","AA/AO","Female","2970","2920","21680","21010"
"New entrant CS","2021","Department for Work and Pensions","AA/AO","Male","2600","2590","21520","21010"
"New entrant CS","2021","Department for Work and Pensions","EO","Female","6810","6580","28610","27570"
"New entrant CS","2021","Department for Work and Pensions","EO","Male","4150","4130","28510","27570"
"New entrant CS","2021","Department for Work and Pensions","G6/G7","Female","60","50","55550","54000"
"New entrant CS","2021","Department for Work and Pensions","G6/G7","Male","120","120","59150","57400"
"New entrant CS","2021","Department for Work and Pensions","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","SEO/HEO","Female","230","230","35090","35000"
"New entrant CS","2021","Department for Work and Pensions","SEO/HEO","Male","230","220","36600","35310"
"New entrant CS","2021","Department of Health and Social Care","AA/AO","Female","330","280","20640","19630"
"New entrant CS","2021","Department of Health and Social Care","AA/AO","Male","120","110","20500","19630"
"New entrant CS","2021","Department of Health and Social Care","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","EO","Female","420","400","25740","26880"
"New entrant CS","2021","Department of Health and Social Care","EO","Male","180","170","26000","26880"
"New entrant CS","2021","Department of Health and Social Care","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","G6/G7","Female","300","280","56380","53360"
"New entrant CS","2021","Department of Health and Social Care","G6/G7","Male","220","210","56940","53360"
"New entrant CS","2021","Department of Health and Social Care","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","SCS","Female","60","40","90870","89900"
"New entrant CS","2021","Department of Health and Social Care","SCS","Male","70","60","98970","88450"
"New entrant CS","2021","Department of Health and Social Care","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","SEO/HEO","Female","1140","1020","34630","32790"
"New entrant CS","2021","Department of Health and Social Care","SEO/HEO","Male","470","450","34680","32790"
"New entrant CS","2021","Department of Health and Social Care","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","SEO/HEO","Female","40","40","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","SEO/HEO","Male","30","30","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","AA/AO","Female","330","320","22490","22350"
"New entrant CS","2021","HM Land Registry","AA/AO","Male","230","220","22550","22350"
"New entrant CS","2021","HM Land Registry","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","EO","Male","30","30","[c]","[c]"
"New entrant CS","2021","HM Land Registry","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","SEO/HEO","Female","30","30","[c]","[c]"
"New entrant CS","2021","HM Land Registry","SEO/HEO","Male","30","30","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","AA/AO","Female","1610","1550","20300","20140"
"New entrant CS","2021","HM Revenue and Customs","AA/AO","Male","1430","1410","20280","20140"
"New entrant CS","2021","HM Revenue and Customs","EO","Female","470","470","25660","25560"
"New entrant CS","2021","HM Revenue and Customs","EO","Male","640","640","25690","25560"
"New entrant CS","2021","HM Revenue and Customs","G6/G7","Female","60","60","59410","59160"
"New entrant CS","2021","HM Revenue and Customs","G6/G7","Male","70","70","57470","52580"
"New entrant CS","2021","HM Revenue and Customs","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","SEO/HEO","Female","350","340","33940","31810"
"New entrant CS","2021","HM Revenue and Customs","SEO/HEO","Male","420","420","33750","31810"
"New entrant CS","2021","HM Revenue and Customs","Unknown","Female","220","210","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Unknown","Male","110","110","[c]","[c]"
"New entrant CS","2021","HM Treasury","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","EO","Female","60","60","25660","24300"
"New entrant CS","2021","HM Treasury","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","G6/G7","Male","40","40","[c]","[c]"
"New entrant CS","2021","HM Treasury","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","SEO/HEO","Female","140","140","32620","32320"
"New entrant CS","2021","HM Treasury","SEO/HEO","Male","140","140","31970","32320"
"New entrant CS","2021","Home Office","AA/AO","Female","300","290","21820","21430"
"New entrant CS","2021","Home Office","AA/AO","Male","300","300","21710","21430"
"New entrant CS","2021","Home Office","EO","Female","370","370","27040","27370"
"New entrant CS","2021","Home Office","EO","Male","490","480","26320","24880"
"New entrant CS","2021","Home Office","G6/G7","Female","80","80","59750","57430"
"New entrant CS","2021","Home Office","G6/G7","Male","140","140","59670","57430"
"New entrant CS","2021","Home Office","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","SEO/HEO","Female","220","210","38040","37390"
"New entrant CS","2021","Home Office","SEO/HEO","Male","240","240","37460","36210"
"New entrant CS","2021","Home Office","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","AA/AO","Female","700","670","20940","20920"
"New entrant CS","2021","Ministry of Defence","AA/AO","Male","830","820","22940","20920"
"New entrant CS","2021","Ministry of Defence","EO","Female","420","390","25370","26350"
"New entrant CS","2021","Ministry of Defence","EO","Male","560","560","25070","26350"
"New entrant CS","2021","Ministry of Defence","G6/G7","Female","110","100","63560","58550"
"New entrant CS","2021","Ministry of Defence","G6/G7","Male","140","140","61580","56360"
"New entrant CS","2021","Ministry of Defence","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","SEO/HEO","Female","470","450","35500","34000"
"New entrant CS","2021","Ministry of Defence","SEO/HEO","Male","750","740","36020","34500"
"New entrant CS","2021","Ministry of Defence","Unknown","Female","80","70","33260","27500"
"New entrant CS","2021","Ministry of Defence","Unknown","Male","160","160","36540","33250"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","AA/AO","Female","40","30","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","EO","Female","50","50","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","EO","Male","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","G6/G7","Female","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","G6/G7","Male","50","50","52310","53130"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","SEO/HEO","Female","100","100","34880","33210"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","SEO/HEO","Male","80","80","34530","33210"
"New entrant CS","2021","Ministry of Justice","AA/AO","Female","2990","2910","21710","20600"
"New entrant CS","2021","Ministry of Justice","AA/AO","Male","2730","2700","23030","22850"
"New entrant CS","2021","Ministry of Justice","EO","Female","340","340","24400","24620"
"New entrant CS","2021","Ministry of Justice","EO","Male","180","170","24620","24620"
"New entrant CS","2021","Ministry of Justice","G6/G7","Female","90","90","55890","55000"
"New entrant CS","2021","Ministry of Justice","G6/G7","Male","110","110","59240","58260"
"New entrant CS","2021","Ministry of Justice","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","SEO/HEO","Female","510","500","32180","30940"
"New entrant CS","2021","Ministry of Justice","SEO/HEO","Male","370","360","33670","31650"
"New entrant CS","2021","Ministry of Justice","Unknown","Female","1130","1040","22870","22920"
"New entrant CS","2021","Ministry of Justice","Unknown","Male","320","280","23210","22920"
"New entrant CS","2021","National Crime Agency","AA/AO","Female","60","60","21780","20800"
"New entrant CS","2021","National Crime Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","EO","Female","370","370","30610","32260"
"New entrant CS","2021","National Crime Agency","EO","Male","300","300","31390","32520"
"New entrant CS","2021","National Crime Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","SEO/HEO","Female","110","100","41790","40190"
"New entrant CS","2021","National Crime Agency","SEO/HEO","Male","150","140","42050","40210"
"New entrant CS","2021","Northern Ireland Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","G6/G7","Female","30","30","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","SEO/HEO","Female","50","50","41580","44410"
"New entrant CS","2021","Office for Standards in Education","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","EO","Female","60","60","24630","23450"
"New entrant CS","2021","Office of Gas and Electricity Markets","EO","Male","70","70","25110","25670"
"New entrant CS","2021","Office of Gas and Electricity Markets","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","G6/G7","Male","30","30","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","SEO/HEO","Female","40","40","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","SEO/HEO","Male","50","50","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","SEO/HEO","Female","40","40","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","SEO/HEO","Male","60","60","34000","34800"
"New entrant CS","2021","Scotland Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","AA/AO","Female","480","450","20710","20760"
"New entrant CS","2021","Scottish Government","AA/AO","Male","410","400","21290","20810"
"New entrant CS","2021","Scottish Government","EO","Female","210","200","26400","26160"
"New entrant CS","2021","Scottish Government","EO","Male","130","130","26690","26160"
"New entrant CS","2021","Scottish Government","G6/G7","Female","140","130","54750","48930"
"New entrant CS","2021","Scottish Government","G6/G7","Male","90","90","57090","56120"
"New entrant CS","2021","Scottish Government","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","SEO/HEO","Female","360","350","34820","32900"
"New entrant CS","2021","Scottish Government","SEO/HEO","Male","240","240","35720","35400"
"New entrant CS","2021","The National Archives","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","SCS","Male","[c]","[c]","[c]","[c]"
