"Status","Year","Disability","Function_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Declared disabled","Grants Management","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Grants Management","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Grants Management","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Grants Management","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","White","60","60","32790","27850"
"New entrant CS","2021","Declared disabled","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Internal Audit","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Internal Audit","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Internal Audit","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","White","40","40","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Asian","60","60","28920","26060"
"New entrant CS","2021","Declared disabled","No function","Black","70","70","29470","27070"
"New entrant CS","2021","Declared disabled","No function","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Mixed","60","50","26480","25850"
"New entrant CS","2021","Declared disabled","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","White","900","880","27610","24620"
"New entrant CS","2021","Declared disabled","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","White","90","80","33510","32030"
"New entrant CS","2021","Declared disabled","Property","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Asian","180","180","28480","27570"
"New entrant CS","2021","Declared disabled","Unknown","Black","160","150","29430","31060"
"New entrant CS","2021","Declared disabled","Unknown","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Mixed","110","110","27400","27570"
"New entrant CS","2021","Declared disabled","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Undeclared","50","50","27180","27570"
"New entrant CS","2021","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","White","1720","1670","26490","27570"
"New entrant CS","2021","Declared non-disabled","Analysis","Asian","60","60","32790","31810"
"New entrant CS","2021","Declared non-disabled","Analysis","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","White","470","460","34450","31980"
"New entrant CS","2021","Declared non-disabled","Commercial","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","White","220","210","35710","33150"
"New entrant CS","2021","Declared non-disabled","Communications","Asian","50","50","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Communications","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Communications","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Communications","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Communications","White","390","390","31100","25560"
"New entrant CS","2021","Declared non-disabled","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Counter Fraud","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Counter Fraud","White","70","70","31940","26800"
"New entrant CS","2021","Declared non-disabled","Debt","Asian","40","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Debt","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Debt","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Debt","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Debt","White","200","200","20430","20140"
"New entrant CS","2021","Declared non-disabled","Digital, Data & Technology","Asian","110","110","41550","37910"
"New entrant CS","2021","Declared non-disabled","Digital, Data & Technology","Black","40","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Digital, Data & Technology","Mixed","30","30","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Digital, Data & Technology","White","560","560","40500","36800"
"New entrant CS","2021","Declared non-disabled","Finance","Asian","50","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Finance","Black","30","30","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Finance","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Finance","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Finance","White","280","270","36530","32320"
"New entrant CS","2021","Declared non-disabled","Grants Management","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Grants Management","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Grants Management","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Grants Management","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Grants Management","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Human Resources","Asian","40","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Human Resources","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Human Resources","White","400","380","32120","28000"
"New entrant CS","2021","Declared non-disabled","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Internal Audit","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Internal Audit","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Internal Audit","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Legal","Asian","50","50","40920","41730"
"New entrant CS","2021","Declared non-disabled","Legal","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Legal","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Legal","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Legal","White","290","280","40570","37230"
"New entrant CS","2021","Declared non-disabled","No function","Asian","780","740","28220","25450"
"New entrant CS","2021","Declared non-disabled","No function","Black","550","530","29360","26810"
"New entrant CS","2021","Declared non-disabled","No function","Chinese","30","30","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","No function","Mixed","330","310","28810","26810"
"New entrant CS","2021","Declared non-disabled","No function","Other ethnicity","70","60","30310","27930"
"New entrant CS","2021","Declared non-disabled","No function","Undeclared","140","130","29810","27190"
"New entrant CS","2021","Declared non-disabled","No function","Unknown","80","70","33010","31770"
"New entrant CS","2021","Declared non-disabled","No function","White","7800","7500","28700","24370"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Asian","80","80","39700","36030"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Black","50","50","34340","33260"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Mixed","30","30","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","White","980","960","37130","33570"
"New entrant CS","2021","Declared non-disabled","Property","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","White","410","400","31240","28120"
"New entrant CS","2021","Declared non-disabled","Security","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Security","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Security","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Security","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Security","White","380","370","26280","23540"
"New entrant CS","2021","Declared non-disabled","Unknown","Asian","1870","1830","28340","27570"
"New entrant CS","2021","Declared non-disabled","Unknown","Black","1280","1270","28830","29290"
"New entrant CS","2021","Declared non-disabled","Unknown","Chinese","40","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Mixed","590","580","27590","27570"
"New entrant CS","2021","Declared non-disabled","Unknown","Other ethnicity","150","150","28220","27570"
"New entrant CS","2021","Declared non-disabled","Unknown","Undeclared","200","200","27580","27570"
"New entrant CS","2021","Declared non-disabled","Unknown","Unknown","60","50","29790","27570"
"New entrant CS","2021","Declared non-disabled","Unknown","White","10510","10300","26720","27570"
"New entrant CS","2021","Undeclared","Analysis","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Debt","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Asian","60","50","35470","29970"
"New entrant CS","2021","Undeclared","No function","Black","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Undeclared","160","140","33770","28590"
"New entrant CS","2021","Undeclared","No function","Unknown","130","130","39250","34710"
"New entrant CS","2021","Undeclared","No function","White","380","360","32660","28720"
"New entrant CS","2021","Undeclared","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Property","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Property","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Property","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Asian","80","80","27810","27570"
"New entrant CS","2021","Undeclared","Unknown","Black","50","50","28250","30170"
"New entrant CS","2021","Undeclared","Unknown","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Mixed","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Undeclared","110","110","28860","27570"
"New entrant CS","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","White","440","430","26050","27570"
"New entrant CS","2021","Unknown","Analysis","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","Unknown","270","270","36000","32540"
"New entrant CS","2021","Unknown","Analysis","White","180","180","33360","32540"
"New entrant CS","2021","Unknown","Commercial","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Unknown","340","330","64030","68000"
"New entrant CS","2021","Unknown","Commercial","White","80","80","34570","32000"
"New entrant CS","2021","Unknown","Communications","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","Unknown","650","640","29670","25560"
"New entrant CS","2021","Unknown","Communications","White","70","70","33560","28500"
"New entrant CS","2021","Unknown","Counter Fraud","Unknown","80","80","28660","25560"
"New entrant CS","2021","Unknown","Counter Fraud","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Debt","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Debt","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Debt","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Debt","Unknown","650","640","20420","20140"
"New entrant CS","2021","Unknown","Debt","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Asian","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Unknown","630","630","39850","36500"
"New entrant CS","2021","Unknown","Digital, Data & Technology","White","210","210","38170","36030"
"New entrant CS","2021","Unknown","Finance","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Unknown","220","210","33320","32790"
"New entrant CS","2021","Unknown","Finance","White","70","60","34160","29160"
"New entrant CS","2021","Unknown","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Unknown","170","160","32160","27980"
"New entrant CS","2021","Unknown","Human Resources","White","80","80","32200","28840"
