"Status","Year","Sexual_orientation","Responsibility_level","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Heterosexual / straight","G6/G7","South Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","South Teesside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","South West Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Southampton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Southend-on-Sea","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Staffordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Suffolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Swansea","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Swindon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Telford and Wrekin","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Torbay","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Tower Hamlets","150","150","59470","55000"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Tyneside","50","50","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Warrington","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","West Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","West Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","West Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","West Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","West Sussex (North East)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","West Sussex (South West)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Westminster","670","650","57120","54700"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Wiltshire","50","50","56120","53330"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Wirral","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Wolverhampton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Worcestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","York","40","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Barnet","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Belfast","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Berkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Central Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Cheshire East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Coventry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Darlington","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Devon CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Durham CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Glasgow City","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Heart of Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Lambeth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Leeds","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","North Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","North Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Portsmouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Sefton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Sheffield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","South Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","South Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Suffolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Tower Hamlets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Tyneside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","West Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","West Sussex (North East)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Westminster","80","80","95260","88000"
"New entrant CS","2021","Heterosexual / straight","SCS","Wiltshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Worcestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","York","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Angus and Dundee City","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Ards and North Down","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Barnet","80","80","35620","32650"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Bath and North East Somerset, North Somerset and South Gloucestershire","280","280","36400","36000"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Bedford","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Belfast","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Berkshire","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Birmingham","190","180","36380","36330"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Blackpool","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Bradford","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Brent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Brighton and Hove","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Bristol, City of","180","170","33640","31810"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Bromley","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Cambridgeshire CC","60","60","35350","33300"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Cardiff and Vale of Glamorgan","80","80","35370","34170"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Central Bedfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Central Hampshire","80","70","35110","33300"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Central Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Cheshire East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","City of Edinburgh","160","160","35530","33820"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Coventry","50","50","34680","36500"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Croydon","70","70","38070","36160"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Darlington","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Devon CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Dorset CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Durham CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","East Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","East Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","East Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","East Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","East Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","East Sussex CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Enfield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Falkirk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Glasgow City","120","120","34810","33620"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Greater Manchester North East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Greater Manchester North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Greater Manchester South East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Greater Manchester South West","50","50","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Gwent Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Gwynedd","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Hackney and Newham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Haringey and Islington","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Heart of Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Herefordshire, County of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Hertfordshire","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Lambeth","330","300","37920","38890"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Leeds","190","190","32880","31810"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Leicester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Lincolnshire","30","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Liverpool","80","80","33540","33730"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Luton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Manchester","200","190","33960","32930"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Medway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Mid Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Mid Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Milton Keynes","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Monmouthshire and Newport","160","150","33170","29720"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","North and West Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","North Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","North Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","North Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","North Yorkshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Northumberland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Nottingham","110","110","34150","31810"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Oxfordshire","40","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Peterborough","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Plymouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Portsmouth","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Powys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Scottish Borders","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Sefton","30","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Sheffield","100","90","34050","35310"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Shetland Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Shropshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Solihull","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","South and West Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","South Hampshire","170","160","32320","29540"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","South Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","South Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","South Teesside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","South West Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Southampton","30","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Southend-on-Sea","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Staffordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Suffolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Sunderland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Swansea","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Swindon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Telford and Wrekin","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Tower Hamlets","210","210","37210","36160"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Tyneside","160","150","33880","31990"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Unknown","70","60","35500","35000"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Wakefield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Walsall","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Wandsworth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Warrington","50","50","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","West Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","West Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","West Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","West Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","West Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","West Sussex (North East)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","West Sussex (South West)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Westminster","1940","1930","35730","34020"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Wiltshire","240","230","33880","33000"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Wirral","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Wolverhampton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Worcestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","York","70","70","33080","30350"
"New entrant CS","2021","Heterosexual / straight","Unknown","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Barnet","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","110","100","35980","29250"
"New entrant CS","2021","Heterosexual / straight","Unknown","Bedford","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Berkshire","30","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Birmingham","30","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Blackpool","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Bradford","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Brent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Brighton and Hove","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Bromley","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Central Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Central Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Cheshire East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
