"Status","Year","Sexual_orientation","Function_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Unknown","Analysis","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","East Wales","70","70","27550","29540"
"New entrant CS","2021","Unknown","Analysis","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","Inner London - West","170","170","38740","33570"
"New entrant CS","2021","Unknown","Analysis","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Inner London - West","160","160","72870","70120"
"New entrant CS","2021","Unknown","Commercial","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","West Yorkshire","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","Derbyshire and Nottinghamshire","80","70","26040","25560"
"New entrant CS","2021","Unknown","Communications","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","Greater Manchester","130","130","26820","25560"
"New entrant CS","2021","Unknown","Communications","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","Inner London - West","150","150","37760","34550"
"New entrant CS","2021","Unknown","Communications","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","Northumberland and Tyne and Wear","170","170","26360","25560"
"New entrant CS","2021","Unknown","Communications","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","West Yorkshire","70","70","29340","25560"
"New entrant CS","2021","Unknown","Counter Fraud","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Debt","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Debt","Eastern Scotland","180","180","20400","20140"
"New entrant CS","2021","Unknown","Debt","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Debt","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Debt","Northumberland and Tyne and Wear","230","220","20330","20140"
"New entrant CS","2021","Unknown","Debt","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Debt","Southern Scotland","70","70","20140","20140"
"New entrant CS","2021","Unknown","Debt","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Debt","West Midlands","70","70","20140","20140"
"New entrant CS","2021","Unknown","Debt","West Yorkshire","50","40","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Devon","100","100","32070","27520"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","East Wales","70","70","34310","30340"
"New entrant CS","2021","Unknown","Digital, Data & Technology","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Inner London - East","100","100","43370","40600"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Inner London - West","140","140","44740","40480"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Inner London - West","90","90","36930","32790"
"New entrant CS","2021","Unknown","Finance","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","West Yorkshire","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","Grants Management","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Grants Management","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Grants Management","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Grants Management","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Grants Management","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Grants Management","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Grants Management","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Grants Management","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Grants Management","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Grants Management","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Grants Management","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Grants Management","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Grants Management","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Inner London - West","50","50","33110","27270"
"New entrant CS","2021","Unknown","Human Resources","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Internal Audit","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Internal Audit","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Internal Audit","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Inner London - West","100","90","35270","30850"
"New entrant CS","2021","Unknown","Legal","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Bedfordshire and Hertfordshire","120","120","24090","22920"
"New entrant CS","2021","Unknown","No function","Berkshire, Buckinghamshire and Oxfordshire","150","140","24930","24520"
"New entrant CS","2021","Unknown","No function","Cheshire","80","80","24640","22850"
"New entrant CS","2021","Unknown","No function","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Derbyshire and Nottinghamshire","160","160","23010","22350"
"New entrant CS","2021","Unknown","No function","Devon","100","100","22510","22350"
"New entrant CS","2021","Unknown","No function","Dorset and Somerset","80","80","23940","22850"
"New entrant CS","2021","Unknown","No function","East Anglia","150","140","23300","22350"
"New entrant CS","2021","Unknown","No function","East Wales","460","450","22830","21140"
"New entrant CS","2021","Unknown","No function","East Yorkshire and Northern Lincolnshire","70","60","22280","22350"
"New entrant CS","2021","Unknown","No function","Eastern Scotland","190","190","22210","20810"
"New entrant CS","2021","Unknown","No function","Essex","80","80","23630","22570"
"New entrant CS","2021","Unknown","No function","Gloucestershire, Wiltshire and Bath/Bristol area","250","240","26330","22850"
"New entrant CS","2021","Unknown","No function","Greater Manchester","420","410","22100","20140"
"New entrant CS","2021","Unknown","No function","Hampshire and Isle of Wight","220","200","24560","20600"
"New entrant CS","2021","Unknown","No function","Herefordshire, Worcestershire and Warwickshire","40","30","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Inner London - East","300","290","29570","26810"
"New entrant CS","2021","Unknown","No function","Inner London - West","1650","1630","34650","30220"
"New entrant CS","2021","Unknown","No function","Kent","140","140","23730","21500"
"New entrant CS","2021","Unknown","No function","Lancashire","130","120","21910","22350"
"New entrant CS","2021","Unknown","No function","Leicestershire, Rutland and Northamptonshire","150","140","21580","20600"
"New entrant CS","2021","Unknown","No function","Lincolnshire","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Merseyside","240","230","22060","20140"
"New entrant CS","2021","Unknown","No function","North Eastern Scotland","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","No function","North Yorkshire","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Northern Ireland","130","120","21660","20140"
"New entrant CS","2021","Unknown","No function","Northumberland and Tyne and Wear","210","200","21870","20140"
"New entrant CS","2021","Unknown","No function","Outer London - East and North East","120","120","25680","26810"
"New entrant CS","2021","Unknown","No function","Outer London - South","150","150","26940","25850"
"New entrant CS","2021","Unknown","No function","Outer London - West and North West","110","110","25810","24110"
"New entrant CS","2021","Unknown","No function","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Shropshire and Staffordshire","190","180","21500","21590"
"New entrant CS","2021","Unknown","No function","South Yorkshire","110","110","24270","22850"
"New entrant CS","2021","Unknown","No function","Southern Scotland","60","60","20690","20140"
"New entrant CS","2021","Unknown","No function","Surrey, East and West Sussex","140","140","24360","23660"
"New entrant CS","2021","Unknown","No function","Tees Valley and Durham","100","100","22650","22350"
"New entrant CS","2021","Unknown","No function","Unknown","110","110","31260","28000"
"New entrant CS","2021","Unknown","No function","West Central Scotland","150","150","22560","20810"
"New entrant CS","2021","Unknown","No function","West Midlands","320","310","26340","20900"
"New entrant CS","2021","Unknown","No function","West Wales and The Valleys","190","170","21140","21590"
"New entrant CS","2021","Unknown","No function","West Yorkshire","500","480","26570","20600"
"New entrant CS","2021","Unknown","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Devon","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","130","120","29120","26430"
"New entrant CS","2021","Unknown","Project Delivery","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Highlands and Islands","[c]","[c]","[c]","[c]"
