"Status","Year","Sex","Disability","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Female","Declared non-disabled","Operational Delivery","750","710","29070","24530"
"Leaver Dept.","2021","Female","Declared non-disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared non-disabled","Other","130","120","35700","27950"
"Leaver Dept.","2021","Female","Declared non-disabled","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared non-disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared non-disabled","Policy","510","490","46360","41670"
"Leaver Dept.","2021","Female","Declared non-disabled","Project Delivery","150","140","41290","34010"
"Leaver Dept.","2021","Female","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared non-disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared non-disabled","Science and Engineering","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared non-disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared non-disabled","Statistics","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","Declared non-disabled","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Declared non-disabled","Unknown","1780","1620","34820","31210"
"Leaver Dept.","2021","Female","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Operational Delivery","60","60","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Policy","50","50","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Unknown","130","120","37010","32910"
"Leaver Dept.","2021","Female","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Communications","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Human Resources","50","50","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","International Trade","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Operational Delivery","260","240","28490","23480"
"Leaver Dept.","2021","Female","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Other","40","30","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Policy","330","320","42010","37230"
"Leaver Dept.","2021","Female","Unknown","Project Delivery","40","30","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Unknown","880","730","34920","32000"
"Leaver Dept.","2021","Male","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Operational Delivery","80","80","28080","24310"
"Leaver Dept.","2021","Male","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Policy","60","50","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Unknown","180","170","36280","32000"
"Leaver Dept.","2021","Male","Declared non-disabled","Commercial","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Communications","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Digital, Data and Technology","70","70","42590","37710"
"Leaver Dept.","2021","Male","Declared non-disabled","Economics","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Finance","70","70","45880","40290"
"Leaver Dept.","2021","Male","Declared non-disabled","Human Resources","70","70","38840","35210"
"Leaver Dept.","2021","Male","Declared non-disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","International Trade","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Operational Delivery","490","480","29690","25400"
"Leaver Dept.","2021","Male","Declared non-disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Other","80","80","40270","33210"
"Leaver Dept.","2021","Male","Declared non-disabled","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Policy","370","360","45410","40360"
"Leaver Dept.","2021","Male","Declared non-disabled","Project Delivery","130","130","42750","40440"
"Leaver Dept.","2021","Male","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Science and Engineering","60","60","36250","33010"
"Leaver Dept.","2021","Male","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Statistics","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Unknown","1330","1230","36660","32000"
"Leaver Dept.","2021","Male","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Operational Delivery","60","60","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Policy","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Unknown","130","120","34940","31990"
"Leaver Dept.","2021","Male","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Digital, Data and Technology","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","International Trade","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Operational Delivery","210","210","28350","24130"
"Leaver Dept.","2021","Male","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Policy","270","260","42030","37240"
"Leaver Dept.","2021","Male","Unknown","Project Delivery","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Unknown","800","680","37080","32000"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Human Resources","50","50","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Operational Delivery","470","440","31800","27570"
"Leaver Dept.","2022","Female","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Other","50","50","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Policy","100","90","43700","39200"
"Leaver Dept.","2022","Female","Declared disabled","Project Delivery","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Science and Engineering","90","80","35340","34500"
"Leaver Dept.","2022","Female","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Unknown","190","170","39640","34710"
"Leaver Dept.","2022","Female","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Commercial","130","120","38620","36550"
"Leaver Dept.","2022","Female","Declared non-disabled","Communications","130","120","40350","37300"
"Leaver Dept.","2022","Female","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Counter Fraud","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Digital, Data and Technology","190","180","42040","38160"
"Leaver Dept.","2022","Female","Declared non-disabled","Economics","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Finance","180","170","40430","36330"
"Leaver Dept.","2022","Female","Declared non-disabled","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Human Resources","290","280","38590","32330"
"Leaver Dept.","2022","Female","Declared non-disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Intelligence Analysis","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Knowledge and Information Management","130","120","44180","41840"
"Leaver Dept.","2022","Female","Declared non-disabled","Legal","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Medicine","170","140","75740","84560"
"Leaver Dept.","2022","Female","Declared non-disabled","Operational Delivery","3800","3540","32000","27570"
"Leaver Dept.","2022","Female","Declared non-disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Other","330","320","29900","27570"
"Leaver Dept.","2022","Female","Declared non-disabled","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Policy","710","680","45470","40490"
"Leaver Dept.","2022","Female","Declared non-disabled","Project Delivery","180","170","39970","37040"
"Leaver Dept.","2022","Female","Declared non-disabled","Property","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Science and Engineering","910","840","37450","34170"
"Leaver Dept.","2022","Female","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Statistics","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Unknown","1140","1010","44770","38650"
"Leaver Dept.","2022","Female","Declared non-disabled","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Operational Delivery","200","190","30840","27570"
"Leaver Dept.","2022","Female","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Policy","50","50","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Unknown","70","60","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Commercial","120","30","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Communications","100","40","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Digital, Data and Technology","100","50","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Finance","120","40","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Human Resources","90","60","37200","32000"
"Leaver Dept.","2022","Female","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Knowledge and Information Management","50","40","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Medicine","80","70","102720","109880"
"Leaver Dept.","2022","Female","Unknown","Operational Delivery","970","870","35300","28310"
"Leaver Dept.","2022","Female","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Other","60","60","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Policy","430","200","42150","38940"
"Leaver Dept.","2022","Female","Unknown","Project Delivery","40","30","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Science and Engineering","470","420","43440","40560"
"Leaver Dept.","2022","Female","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Unknown","990","820","37400","32000"
"Leaver Dept.","2022","Female","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Declared disabled","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Declared disabled","Operational Delivery","270","260","29440","27570"
"Leaver Dept.","2022","Male","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Declared disabled","Other","30","30","[c]","[c]"
"Leaver Dept.","2022","Male","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Declared disabled","Policy","100","80","43040","39600"
"Leaver Dept.","2022","Male","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
