"Status","Year","Profession_of_post","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Other","30-39","360","350","30450","26350"
"New entrant CS","2021","Other","40-49","340","330","30990","25630"
"New entrant CS","2021","Other","50-59","330","320","29820","25190"
"New entrant CS","2021","Other","60-64","40","40","[c]","[c]"
"New entrant CS","2021","Other","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","20-29","1970","1960","32970","32790"
"New entrant CS","2021","Policy","30-39","730","710","41590","37860"
"New entrant CS","2021","Policy","40-49","330","320","49050","45020"
"New entrant CS","2021","Policy","50-59","220","220","45780","40650"
"New entrant CS","2021","Policy","60-64","40","40","[c]","[c]"
"New entrant CS","2021","Policy","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","20-29","370","370","31090","30820"
"New entrant CS","2021","Project Delivery","30-39","360","350","38670","36800"
"New entrant CS","2021","Project Delivery","40-49","230","220","41680","40000"
"New entrant CS","2021","Project Delivery","50-59","190","180","42920","40000"
"New entrant CS","2021","Project Delivery","60-64","30","30","[c]","[c]"
"New entrant CS","2021","Project Delivery","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","20-29","170","160","27790","25000"
"New entrant CS","2021","Property","30-39","100","90","34510","30000"
"New entrant CS","2021","Property","40-49","90","90","37920","33000"
"New entrant CS","2021","Property","50-59","110","100","40240","33300"
"New entrant CS","2021","Property","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","20-29","80","80","25060","24620"
"New entrant CS","2021","Psychology","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","16-19","50","50","17530","16780"
"New entrant CS","2021","Science and Engineering","20-29","570","560","26380","26370"
"New entrant CS","2021","Science and Engineering","30-39","260","250","34790","33000"
"New entrant CS","2021","Science and Engineering","40-49","200","180","38370","36330"
"New entrant CS","2021","Science and Engineering","50-59","170","160","39140","37350"
"New entrant CS","2021","Science and Engineering","60-64","30","30","[c]","[c]"
"New entrant CS","2021","Science and Engineering","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","20-29","230","230","23950","23540"
"New entrant CS","2021","Security","30-39","180","180","27880","25540"
"New entrant CS","2021","Security","40-49","140","140","29450","25540"
"New entrant CS","2021","Security","50-59","160","160","30230","25640"
"New entrant CS","2021","Security","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","20-29","140","140","31760","32040"
"New entrant CS","2021","Social Research","30-39","50","50","[c]","[c]"
"New entrant CS","2021","Social Research","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","20-29","250","240","30260","29980"
"New entrant CS","2021","Statistics","30-39","80","70","36340","34710"
"New entrant CS","2021","Statistics","40-49","30","30","[c]","[c]"
"New entrant CS","2021","Statistics","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","16-19","110","110","20390","20140"
"New entrant CS","2021","Tax","20-29","1550","1530","22430","20140"
"New entrant CS","2021","Tax","30-39","790","770","23070","20140"
"New entrant CS","2021","Tax","40-49","420","410","22910","20140"
"New entrant CS","2021","Tax","50-59","320","310","22620","20140"
"New entrant CS","2021","Tax","60-64","40","40","[c]","[c]"
"New entrant CS","2021","Tax","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","16-19","260","260","22380","21010"
"New entrant CS","2021","Unknown","20-29","8020","7950","26790","27570"
"New entrant CS","2021","Unknown","30-39","5070","4930","29540","27570"
"New entrant CS","2021","Unknown","40-49","3950","3840","30370","27570"
"New entrant CS","2021","Unknown","50-59","3390","3320","29560","27570"
"New entrant CS","2021","Unknown","60-64","670","650","27110","27570"
"New entrant CS","2021","Unknown","65+","90","80","27850","25110"
"New entrant CS","2021","Veterinarian","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","20-29","350","330","28620","26670"
"New entrant CS","2022","Commercial","30-39","220","200","34580","33000"
"New entrant CS","2022","Commercial","40-49","140","120","37680","33290"
"New entrant CS","2022","Commercial","50-59","80","70","35990","31990"
"New entrant CS","2022","Commercial","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","20-29","310","300","31310","30730"
"New entrant CS","2022","Communications","30-39","150","140","38850","37520"
"New entrant CS","2022","Communications","40-49","80","70","48300","42030"
"New entrant CS","2022","Communications","50-59","40","40","[c]","[c]"
"New entrant CS","2022","Communications","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","20-29","240","230","25590","25110"
"New entrant CS","2022","Counter Fraud","30-39","200","190","26330","27570"
"New entrant CS","2022","Counter Fraud","40-49","140","130","26580","27570"
"New entrant CS","2022","Counter Fraud","50-59","110","110","26910","27570"
"New entrant CS","2022","Counter Fraud","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","20-29","970","950","31130","30210"
"New entrant CS","2022","Digital, Data and Technology","30-39","850","830","39360","36810"
"New entrant CS","2022","Digital, Data and Technology","40-49","580","560","44370","41450"
"New entrant CS","2022","Digital, Data and Technology","50-59","340","320","45090","41750"
"New entrant CS","2022","Digital, Data and Technology","60-64","40","40","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","20-29","320","320","30580","30710"
"New entrant CS","2022","Economics","30-39","40","30","[c]","[c]"
"New entrant CS","2022","Economics","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","20-29","450","430","29540","27270"
"New entrant CS","2022","Finance","30-39","340","310","37390","36050"
"New entrant CS","2022","Finance","40-49","220","200","39040","36500"
"New entrant CS","2022","Finance","50-59","150","140","42080","40000"
"New entrant CS","2022","Finance","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","20-29","50","50","[c]","[c]"
"New entrant CS","2022","Geography","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","20-29","440","420","27420","26350"
"New entrant CS","2022","Human Resources","30-39","290","270","35150","30840"
"New entrant CS","2022","Human Resources","40-49","230","220","39190","34130"
"New entrant CS","2022","Human Resources","50-59","150","140","40040","36620"
"New entrant CS","2022","Human Resources","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","30-39","40","40","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","40-49","70","70","59750","51360"
"New entrant CS","2022","Inspector of Education and Training","50-59","60","60","60710","70390"
"New entrant CS","2022","Inspector of Education and Training","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","20-29","110","110","28990","28700"
"New entrant CS","2022","Intelligence Analysis","30-39","50","50","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","40-49","30","30","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","20-29","120","120","31330","31800"
"New entrant CS","2022","International Trade","30-39","40","40","[c]","[c]"
"New entrant CS","2022","International Trade","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","20-29","90","90","28880","27570"
"New entrant CS","2022","Knowledge and Information Management","30-39","60","60","33090","30730"
"New entrant CS","2022","Knowledge and Information Management","40-49","50","50","31350","29400"
"New entrant CS","2022","Knowledge and Information Management","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","20-29","340","340","34170","30450"
"New entrant CS","2022","Legal","30-39","330","320","45240","48080"
"New entrant CS","2022","Legal","40-49","190","180","48480","50500"
"New entrant CS","2022","Legal","50-59","70","60","49830","48080"
"New entrant CS","2022","Legal","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","20-29","50","50","32220","31530"
"New entrant CS","2022","Medicine","30-39","130","110","49800","39330"
"New entrant CS","2022","Medicine","40-49","100","80","54390","42120"
"New entrant CS","2022","Medicine","50-59","50","40","[c]","[c]"
"New entrant CS","2022","Medicine","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","16-19","600","570","21900","21260"
"New entrant CS","2022","Operational Delivery","20-29","14000","13750","24330","23140"
"New entrant CS","2022","Operational Delivery","30-39","8550","8190","26400","24800"
"New entrant CS","2022","Operational Delivery","40-49","6060","5760","28450","26130"
"New entrant CS","2022","Operational Delivery","50-59","5700","5330","28260","26130"
"New entrant CS","2022","Operational Delivery","60-64","1470","1300","28080","26400"
"New entrant CS","2022","Operational Delivery","65+","440","350","29630","27570"
"New entrant CS","2022","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","20-29","80","80","29800","29230"
"New entrant CS","2022","Operational Research","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","16-19","70","70","20020","19810"
"New entrant CS","2022","Other","20-29","1050","1040","24190","21260"
"New entrant CS","2022","Other","30-39","600","570","29050","25750"
"New entrant CS","2022","Other","40-49","460","440","31640","26350"
"New entrant CS","2022","Other","50-59","390","370","28380","23450"
"New entrant CS","2022","Other","60-64","60","60","25630","21260"
"New entrant CS","2022","Other","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","16-19","40","40","[c]","[c]"
"New entrant CS","2022","Policy","20-29","2180","2150","32930","32560"
"New entrant CS","2022","Policy","30-39","950","920","39860","36660"
"New entrant CS","2022","Policy","40-49","450","430","42920","39760"
"New entrant CS","2022","Policy","50-59","260","250","42250","37450"
"New entrant CS","2022","Policy","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","20-29","420","420","30790","29360"
"New entrant CS","2022","Project Delivery","30-39","350","340","38250","37000"
"New entrant CS","2022","Project Delivery","40-49","260","250","41930","39980"
"New entrant CS","2022","Project Delivery","50-59","160","160","45020","40180"
"New entrant CS","2022","Project Delivery","60-64","30","30","[c]","[c]"
"New entrant CS","2022","Project Delivery","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","20-29","270","270","28700","26350"
"New entrant CS","2022","Property","30-39","160","150","36110","33000"
"New entrant CS","2022","Property","40-49","160","160","40670","37300"
"New entrant CS","2022","Property","50-59","130","130","38320","33000"
"New entrant CS","2022","Property","60-64","40","30","[c]","[c]"
"New entrant CS","2022","Property","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","20-29","140","140","25870","27070"
"New entrant CS","2022","Psychology","30-39","40","30","[c]","[c]"
"New entrant CS","2022","Psychology","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","16-19","60","60","18010","17140"
"New entrant CS","2022","Science and Engineering","20-29","800","800","27140","26370"
"New entrant CS","2022","Science and Engineering","30-39","360","340","35390","33000"
"New entrant CS","2022","Science and Engineering","40-49","230","210","39510","39030"
"New entrant CS","2022","Science and Engineering","50-59","190","180","41000","40060"
"New entrant CS","2022","Science and Engineering","60-64","40","30","[c]","[c]"
"New entrant CS","2022","Science and Engineering","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","20-29","250","250","25760","25000"
"New entrant CS","2022","Security","30-39","160","160","29660","25000"
"New entrant CS","2022","Security","40-49","120","120","30000","25000"
"New entrant CS","2022","Security","50-59","120","120","30560","25000"
"New entrant CS","2022","Security","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","20-29","200","190","32170","30710"
"New entrant CS","2022","Social Research","30-39","70","70","37560","37970"
"New entrant CS","2022","Social Research","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","20-29","270","270","29520","30150"
"New entrant CS","2022","Statistics","30-39","60","60","36950","34960"
"New entrant CS","2022","Statistics","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tax","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tax","20-29","1140","1120","26910","26590"
"New entrant CS","2022","Tax","30-39","820","800","27800","26590"
"New entrant CS","2022","Tax","40-49","360","350","28170","26590"
"New entrant CS","2022","Tax","50-59","180","180","27450","26590"
"New entrant CS","2022","Tax","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tax","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","16-19","110","100","22780","21260"
"New entrant CS","2022","Unknown","20-29","3320","3260","27990","27500"
"New entrant CS","2022","Unknown","30-39","2120","2060","34460","30040"
"New entrant CS","2022","Unknown","40-49","1350","1310","37810","31540"
"New entrant CS","2022","Unknown","50-59","980","940","38010","29290"
"New entrant CS","2022","Unknown","60-64","160","140","32470","27570"
"New entrant CS","2022","Unknown","65+","40","30","[c]","[c]"
"New entrant CS","2022","Veterinarian","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Veterinarian","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Veterinarian","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Veterinarian","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Veterinarian","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Veterinarian","65+","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","",""
"Year","Year of data collection (as at March 31st).","","","","","",""
"Profession_of_post","Professions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","",""
"","Cabinet Office (excl agencies) reported profession information for only 60 out of a total 9,930 employees.","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any professions information for their employees.","","","","","",""
"Age","Age in 10 year bands.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 10).","","","","","",""
"FTE","Total full-time equivalent employment numbers (rounded to nearest 10).","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
