"Status","Year","Responsibility_level","Region_ITL1","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","G6/G7","Yorkshire and The Humber","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Yorkshire and The Humber","Ministry of Justice (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2021","G6/G7","Yorkshire and The Humber","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Yorkshire and The Humber","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","East Midlands (England)","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","East Midlands (England)","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","East Midlands (England)","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","East of England","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","East of England","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","East of England","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","East of England","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","London","Cabinet Office (excl. agencies)","130","130","85400","72000"
"New entrant CS","2021","SCS","London","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","London","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","London","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","London","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","London","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","London","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","London","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","London","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","London","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","London","Department of Health and Social Care (excl. agencies)","40","30","[c]","[c]"
"New entrant CS","2021","SCS","London","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","London","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","London","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","London","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","London","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","London","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","London","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","London","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","London","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","London","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","London","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","London","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","London","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","London","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","London","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","London","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","London","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","London","Public Health England","40","20","[c]","[c]"
"New entrant CS","2021","SCS","London","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","London","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","London","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","London","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","London","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","London","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","North East (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","North East (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","North East (England)","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","North West (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","North West (England)","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","North West (England)","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","North West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","North West (England)","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","North West (England)","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","North West (England)","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","North West (England)","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","North West (England)","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Northern Ireland","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Northern Ireland","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Scotland","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Scotland","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Scotland","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Scotland","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Scotland","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Scotland","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Scotland","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Scotland","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","South East (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","South East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","South East (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","South East (England)","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","South East (England)","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","South East (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","South East (England)","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","South East (England)","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","South West (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","South West (England)","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","South West (England)","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","South West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","South West (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","South West (England)","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","South West (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","South West (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","South West (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","South West (England)","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","South West (England)","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Wales","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Wales","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Wales","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Wales","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","West Midlands (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","West Midlands (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","West Midlands (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","West Midlands (England)","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","West Midlands (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","West Midlands (England)","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","West Midlands (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","West Midlands (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","West Midlands (England)","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","West Midlands (England)","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Yorkshire and The Humber","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Yorkshire and The Humber","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Yorkshire and The Humber","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Yorkshire and The Humber","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Yorkshire and The Humber","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Yorkshire and The Humber","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Yorkshire and The Humber","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Yorkshire and The Humber","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Yorkshire and The Humber","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","East Midlands (England)","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","East Midlands (England)","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","East Midlands (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","East Midlands (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","East Midlands (England)","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","East Midlands (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","East Midlands (England)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","East Midlands (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","East Midlands (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","East Midlands (England)","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","East Midlands (England)","Driver and Vehicle Standards Agency","30","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","East Midlands (England)","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","East Midlands (England)","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","East Midlands (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","East Midlands (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","East Midlands (England)","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","East Midlands (England)","HM Revenue and Customs (excl. agencies)","60","60","32080","31810"
"New entrant CS","2021","SEO/HEO","East Midlands (England)","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","East Midlands (England)","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","East Midlands (England)","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","East Midlands (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","East Midlands (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","East Midlands (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","East Midlands (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","East Midlands (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","East Midlands (England)","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","East Midlands (England)","Public Health England","50","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","East Midlands (England)","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","East Midlands (England)","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","East of England","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","East of England","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","East of England","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","East of England","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","East of England","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","East of England","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","East of England","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","East of England","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","East of England","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","East of England","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","East of England","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","East of England","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","East of England","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","East of England","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","East of England","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","East of England","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","East of England","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","East of England","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","East of England","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","East of England","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","East of England","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","East of England","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","East of England","Ministry of Defence (excl. agencies)","60","60","35500","33540"
"New entrant CS","2021","SEO/HEO","East of England","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","East of England","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","East of England","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","East of England","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","East of England","Public Health England","50","40","33720","31370"
"New entrant CS","2021","SEO/HEO","East of England","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","London","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","London","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","London","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","London","Cabinet Office (excl. agencies)","600","600","31600","28000"
"New entrant CS","2021","SEO/HEO","London","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","London","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","London","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","London","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","London","Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","London","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","London","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","London","Department for Business, Energy and Industrial Strategy (excl. agencies)","450","450","35880","33570"
"New entrant CS","2021","SEO/HEO","London","Department for Digital, Culture, Media and Sport","210","200","36070","34020"
"New entrant CS","2021","SEO/HEO","London","Department for Education (excl. agencies)","80","80","36360","34550"
"New entrant CS","2021","SEO/HEO","London","Department for Environment, Food and Rural Affairs (excl. agencies)","300","290","34190","32560"
"New entrant CS","2021","SEO/HEO","London","Department for International Trade","180","180","34090","31800"
"New entrant CS","2021","SEO/HEO","London","Department for Transport (excl. agencies)","270","270","35110","34710"
"New entrant CS","2021","SEO/HEO","London","Department for Work and Pensions (excl. agencies)","100","100","36930","36650"
"New entrant CS","2021","SEO/HEO","London","Department of Health and Social Care (excl. agencies)","420","420","34960","32790"
"New entrant CS","2021","SEO/HEO","London","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","London","Food Standards Agency","30","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","London","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","London","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","London","Government Legal Department","60","60","43050","43920"
"New entrant CS","2021","SEO/HEO","London","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","London","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","London","HM Courts and Tribunals Service","140","140","32970","30850"
"New entrant CS","2021","SEO/HEO","London","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","London","HM Prison and Probation Service","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","London","HM Revenue and Customs (excl. agencies)","140","140","36650","36160"
"New entrant CS","2021","SEO/HEO","London","HM Treasury (excl. agencies)","240","240","31360","32320"
"New entrant CS","2021","SEO/HEO","London","Home Office (incl. agencies)","350","340","38630","36590"
"New entrant CS","2021","SEO/HEO","London","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","London","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","London","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","London","Medicines and Healthcare Products Regulatory Agency","60","60","37560","40450"
"New entrant CS","2021","SEO/HEO","London","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","London","Ministry of Defence (excl. agencies)","90","90","39030","37000"
"New entrant CS","2021","SEO/HEO","London","Ministry of Housing, Communities and Local Government (excl. agencies)","90","90","34930","33210"
"New entrant CS","2021","SEO/HEO","London","Ministry of Justice (excl. agencies)","270","270","36060","36800"
"New entrant CS","2021","SEO/HEO","London","National Crime Agency","110","100","43400","43420"
"New entrant CS","2021","SEO/HEO","London","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","London","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","London","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","London","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","London","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","London","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","London","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","London","Public Health England","460","410","35900","36330"
"New entrant CS","2021","SEO/HEO","London","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","London","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","London","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","London","The National Archives","30","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","London","UK Export Finance","50","50","[c]","[c]"
"New entrant CS","2021","SEO/HEO","London","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","London","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","London","United Kingdom Statistics Authority","190","180","34420","32540"
"New entrant CS","2021","SEO/HEO","London","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","London","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","London","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","North East (England)","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","North East (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","North East (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","North East (England)","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","North East (England)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","North East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","North East (England)","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","North East (England)","Department for Work and Pensions (excl. agencies)","60","60","34750","33510"
"New entrant CS","2021","SEO/HEO","North East (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","North East (England)","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","North East (England)","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","North East (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","North East (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","North East (England)","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","North East (England)","HM Revenue and Customs (excl. agencies)","90","90","32980","31810"
"New entrant CS","2021","SEO/HEO","North East (England)","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","North East (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","North East (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","North East (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","North East (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","North East (England)","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","North East (England)","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","North East (England)","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","North East (England)","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","North West (England)","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","North West (England)","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","North West (England)","Cabinet Office (excl. agencies)","50","50","[c]","[c]"
"New entrant CS","2021","SEO/HEO","North West (England)","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","North West (England)","Crown Commercial Service","30","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","North West (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","North West (England)","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","North West (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","North West (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
