"Status","Year","Organisation","Disability","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Unknown","80","80","37840","33570"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","White","50","50","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Declared disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Declared disabled","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Declared non-disabled","White","240","240","35830","34020"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Undeclared","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Undeclared","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Undeclared","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Declared disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Declared disabled","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Declared non-disabled","White","90","90","36800","36500"
"New entrant CS","2022","Department for Education (excl. agencies)","Undeclared","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Undeclared","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Unknown","Asian","60","60","31650","29360"
"New entrant CS","2022","Department for Education (excl. agencies)","Unknown","Black","30","30","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Unknown","Unknown","170","170","34450","32870"
"New entrant CS","2022","Department for Education (excl. agencies)","Unknown","White","370","360","35120","32870"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared disabled","White","150","150","38480","35900"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared non-disabled","Asian","90","90","36320","32560"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared non-disabled","Black","50","50","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared non-disabled","Mixed","40","40","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared non-disabled","White","920","900","37940","35900"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","White","40","40","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Unknown","380","370","37690","33450"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Declared disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Declared disabled","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Declared non-disabled","Asian","30","30","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Declared non-disabled","White","140","140","37900","31800"
"New entrant CS","2022","Department for International Trade","Undeclared","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Undeclared","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Unknown","Unknown","140","140","36000","31800"
"New entrant CS","2022","Department for International Trade","Unknown","White","40","40","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Declared disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Declared disabled","White","50","50","32570","30190"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Declared non-disabled","Asian","50","40","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Declared non-disabled","White","280","280","37460","33210"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Undeclared","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Undeclared","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Undeclared","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","Unknown","130","120","34790","33210"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Declared disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Declared disabled","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Declared non-disabled","Asian","50","50","38560","34710"
"New entrant CS","2022","Department for Transport (excl. agencies)","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Declared non-disabled","White","280","280","43940","42470"
"New entrant CS","2022","Department for Transport (excl. agencies)","Undeclared","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Undeclared","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Undeclared","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Unknown","Unknown","250","240","42480","38650"
"New entrant CS","2022","Department for Transport (excl. agencies)","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Declared disabled","Asian","100","90","27520","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Declared disabled","Black","70","70","28850","29290"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Declared disabled","Mixed","60","50","27100","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Declared disabled","White","880","850","25080","21260"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Declared non-disabled","Asian","1190","1170","27180","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Declared non-disabled","Black","560","550","27860","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Declared non-disabled","Mixed","210","210","25980","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Declared non-disabled","Other ethnicity","70","70","26960","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Declared non-disabled","Undeclared","120","120","26800","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Declared non-disabled","White","5000","4890","25850","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Undeclared","Asian","50","50","26470","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Undeclared","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Undeclared","Undeclared","60","60","27520","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Undeclared","White","230","220","25900","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","1480","1450","26390","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Unknown","White","40","40","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Declared disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Declared disabled","White","30","30","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Declared non-disabled","White","50","50","39060","32790"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Undeclared","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Undeclared","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Unknown","Asian","40","40","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","530","250","36850","32790"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Unknown","White","210","180","36730","32790"
"New entrant CS","2022","Disclosure Scotland","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","Declared disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","Declared disabled","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","Declared non-disabled","White","40","30","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","Undeclared","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Declared disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Declared disabled","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Declared non-disabled","Asian","40","40","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Declared non-disabled","White","320","310","22690","21840"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Undeclared","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Unknown","Unknown","210","190","20320","18310"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Declared disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Declared disabled","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Declared non-disabled","Asian","30","30","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Declared non-disabled","White","210","200","26860","26130"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Undeclared","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Undeclared","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Unknown","Unknown","330","320","25880","26130"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Declared disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Declared disabled","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Declared non-disabled","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Unknown","Asian","[c]","[c]","[c]","[c]"
