"Status","Year","Region_ITL2","Ethnicity","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Chinese","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Chinese","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Chinese","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Chinese","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Chinese","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Chinese","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Mixed","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Mixed","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Mixed","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Mixed","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Mixed","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Mixed","No function","30","30","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Mixed","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Mixed","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Digital, Data & Technology","40","40","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","No function","230","220","26170","22850"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Project Delivery","130","120","28980","26350"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Unknown","80","80","28040","27570"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","White","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","White","Commercial","50","50","32800","26670"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","White","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","White","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","White","Digital, Data & Technology","90","80","36960","35900"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","White","Finance","80","80","31470","25000"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","White","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","White","Human Resources","90","80","29260","22780"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","White","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","White","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","White","No function","780","740","29130","25540"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","White","Project Delivery","460","450","34360","33000"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","White","Property","40","40","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","White","Security","30","30","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","White","Unknown","540","520","27180","27570"
"New entrant CS","2021","Greater Manchester","Asian","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Asian","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Asian","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Asian","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Asian","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Asian","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Asian","No function","60","50","22250","20140"
"New entrant CS","2021","Greater Manchester","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Asian","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Asian","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Asian","Unknown","140","130","28840","27570"
"New entrant CS","2021","Greater Manchester","Black","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Black","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Black","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Black","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Black","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Black","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Black","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Black","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Black","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Black","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Black","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Black","Unknown","60","60","28300","27570"
"New entrant CS","2021","Greater Manchester","Chinese","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Chinese","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Chinese","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Chinese","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Chinese","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Chinese","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Chinese","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Chinese","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Mixed","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Mixed","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Mixed","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Mixed","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Mixed","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Mixed","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Mixed","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Mixed","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Unknown","Communications","120","120","26920","25560"
"New entrant CS","2021","Greater Manchester","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Unknown","No function","410","400","22230","20140"
"New entrant CS","2021","Greater Manchester","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Unknown","Unknown","220","220","29550","27570"
"New entrant CS","2021","Greater Manchester","White","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","White","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","White","Communications","40","40","[c]","[c]"
"New entrant CS","2021","Greater Manchester","White","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","White","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","White","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","White","Human Resources","50","50","[c]","[c]"
"New entrant CS","2021","Greater Manchester","White","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","White","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","White","No function","410","390","26950","22850"
"New entrant CS","2021","Greater Manchester","White","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2021","Greater Manchester","White","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","White","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","White","Unknown","710","700","28130","27570"
"New entrant CS","2021","Hampshire and Isle of Wight","Asian","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Asian","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Asian","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Asian","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Asian","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Asian","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Asian","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Asian","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Asian","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Asian","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Black","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Black","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Black","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Black","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Black","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Black","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Black","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Black","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Black","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Black","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Black","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Black","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Chinese","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Chinese","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Chinese","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Chinese","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Chinese","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Chinese","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Chinese","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Chinese","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Chinese","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Mixed","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Mixed","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Mixed","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Mixed","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Mixed","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Mixed","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Mixed","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Mixed","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
