"Status","Year","Profession_of_post","Function_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Digital, Data and Technology","Digital, Data & Technology","Tees Valley and Durham","100","100","37030","36960"
"In post","2021","Digital, Data and Technology","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Digital, Data & Technology","West Central Scotland","130","120","37220","33040"
"In post","2021","Digital, Data and Technology","Digital, Data & Technology","West Midlands","480","470","40810","37100"
"In post","2021","Digital, Data and Technology","Digital, Data & Technology","West Wales and The Valleys","810","790","39600","37300"
"In post","2021","Digital, Data and Technology","Digital, Data & Technology","West Yorkshire","340","330","37670","32060"
"In post","2021","Digital, Data and Technology","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Finance","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Finance","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Finance","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Finance","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Human Resources","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Human Resources","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Legal","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Legal","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","No function","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","No function","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","No function","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","No function","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","No function","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","No function","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","No function","Inner London - East","30","30","[c]","[c]"
"In post","2021","Digital, Data and Technology","No function","Inner London - West","50","50","[c]","[c]"
"In post","2021","Digital, Data and Technology","No function","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","No function","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","No function","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","No function","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","No function","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","No function","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","No function","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","No function","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","No function","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","No function","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","No function","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","No function","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","No function","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","No function","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Project Delivery","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Project Delivery","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Project Delivery","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","380","370","43280","43380"
"In post","2021","Digital, Data and Technology","Project Delivery","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Project Delivery","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Project Delivery","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Project Delivery","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Project Delivery","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Project Delivery","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Project Delivery","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Project Delivery","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Project Delivery","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Property","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","[c]","[c]"
"In post","2021","Digital, Data and Technology","Property","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Property","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Security","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Security","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Security","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Unknown","East Wales","150","150","37780","37410"
"In post","2021","Digital, Data and Technology","Unknown","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Unknown","Greater Manchester","140","140","43910","40450"
"In post","2021","Digital, Data and Technology","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Unknown","Inner London - West","210","200","61100","57740"
"In post","2021","Digital, Data and Technology","Unknown","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Unknown","Merseyside","130","130","39790","37660"
"In post","2021","Digital, Data and Technology","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Unknown","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Unknown","Outer London - South","520","510","51860","46380"
"In post","2021","Digital, Data and Technology","Unknown","Outer London - West and North West","130","130","45200","44510"
"In post","2021","Digital, Data and Technology","Unknown","South Yorkshire","80","80","47060","46640"
"In post","2021","Digital, Data and Technology","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Unknown","West Wales and The Valleys","70","70","37840","37410"
"In post","2021","Economics","Analysis","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Analysis","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Analysis","East Wales","120","120","36080","29840"
"In post","2021","Economics","Analysis","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Analysis","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Analysis","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Analysis","Inner London - East","180","170","56040","55860"
"In post","2021","Economics","Analysis","Inner London - West","890","880","46090","39640"
"In post","2021","Economics","Analysis","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Analysis","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Analysis","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Analysis","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Analysis","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Analysis","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Analysis","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Communications","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Counter Fraud","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Finance","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Finance","Inner London - West","70","70","44860","40650"
"In post","2021","Economics","Finance","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Finance","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Economics","No function","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Economics","No function","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Economics","No function","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Economics","No function","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Economics","No function","Inner London - East","30","30","[c]","[c]"
"In post","2021","Economics","No function","Inner London - West","380","370","48580","52290"
"In post","2021","Economics","No function","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Economics","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Economics","No function","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Economics","No function","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Economics","No function","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Economics","No function","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Economics","No function","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Project Delivery","Inner London - West","60","60","52580","55340"
"In post","2021","Economics","Project Delivery","Overseas","40","40","[c]","[c]"
"In post","2021","Economics","Project Delivery","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Unknown","East Wales","40","40","[c]","[c]"
"In post","2021","Economics","Unknown","Inner London - West","130","130","45620","35610"
"In post","2021","Economics","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Analysis","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Analysis","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Analysis","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Analysis","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Analysis","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Analysis","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Analysis","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Analysis","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Analysis","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Analysis","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Analysis","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Commercial","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Commercial","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Commercial","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Commercial","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
