"Status","Year","Region_ITL1","Parent_department","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Northern Ireland","Department for Environment, Food and Rural Affairs","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Department for Transport","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Department for Transport","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Department for Transport","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Department for Transport","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Department for Transport","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Food Standards Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Food Standards Agency","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Food Standards Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Food Standards Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Food Standards Agency","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","HM Revenue and Customs","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","HM Revenue and Customs","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","HM Revenue and Customs","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","HM Revenue and Customs","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","HM Revenue and Customs","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Home Office","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Home Office","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Home Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Home Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Home Office","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Ministry of Defence","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Ministry of Defence","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Ministry of Defence","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Ministry of Defence","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Ministry of Defence","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","National Crime Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","National Crime Agency","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","National Crime Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","National Crime Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","National Crime Agency","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Northern Ireland Office","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Northern Ireland Office","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Northern Ireland Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Northern Ireland Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Northern Ireland Office","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Foreign, Commonwealth and Development Office","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Foreign, Commonwealth and Development Office","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Foreign, Commonwealth and Development Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Foreign, Commonwealth and Development Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Foreign, Commonwealth and Development Office","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Home Office","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Home Office","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Home Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Home Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Home Office","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Ministry of Defence","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Ministry of Defence","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Ministry of Defence","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Ministry of Defence","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Ministry of Defence","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Cabinet Office","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Cabinet Office","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Cabinet Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Cabinet Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Cabinet Office","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Chancellor's other departments","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Chancellor's other departments","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Chancellor's other departments","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Chancellor's other departments","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Chancellor's other departments","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Competition and Markets Authority","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Competition and Markets Authority","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Competition and Markets Authority","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Competition and Markets Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Competition and Markets Authority","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Department for Business, Energy and Industrial Strategy","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Department for Business, Energy and Industrial Strategy","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Department for Business, Energy and Industrial Strategy","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Department for Business, Energy and Industrial Strategy","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Department for Business, Energy and Industrial Strategy","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Department for Digital, Culture, Media and Sport","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Department for Digital, Culture, Media and Sport","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Department for Digital, Culture, Media and Sport","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Department for Digital, Culture, Media and Sport","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Department for Digital, Culture, Media and Sport","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Department for Environment, Food and Rural Affairs","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Department for Environment, Food and Rural Affairs","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Department for Environment, Food and Rural Affairs","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Department for Environment, Food and Rural Affairs","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Department for Environment, Food and Rural Affairs","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Department for Transport","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Department for Transport","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Department for Transport","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Department for Transport","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Department for Transport","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Department for Work and Pensions","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Department for Work and Pensions","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Department for Work and Pensions","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Department for Work and Pensions","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Department for Work and Pensions","White","390","380","26330","27570"
"Leaver Dept.","2022","Scotland","Department of Health and Social Care","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Department of Health and Social Care","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Department of Health and Social Care","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Department of Health and Social Care","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Department of Health and Social Care","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Foreign, Commonwealth and Development Office","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Foreign, Commonwealth and Development Office","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Foreign, Commonwealth and Development Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Foreign, Commonwealth and Development Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Foreign, Commonwealth and Development Office","White","40","40","[c]","[c]"
"Leaver Dept.","2022","Scotland","HM Revenue and Customs","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","HM Revenue and Customs","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","HM Revenue and Customs","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","HM Revenue and Customs","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","HM Revenue and Customs","Unknown","80","70","[c]","[c]"
"Leaver Dept.","2022","Scotland","HM Revenue and Customs","White","160","150","[c]","[c]"
"Leaver Dept.","2022","Scotland","Home Office","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Home Office","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Home Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Home Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Home Office","White","60","60","26580","24890"
"Leaver Dept.","2022","Scotland","Ministry of Defence","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Ministry of Defence","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Ministry of Defence","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Ministry of Defence","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Ministry of Defence","White","60","60","28910","26670"
"Leaver Dept.","2022","Scotland","Ministry of Justice","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Ministry of Justice","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Ministry of Justice","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Ministry of Justice","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Ministry of Justice","White","30","30","[c]","[c]"
"Leaver Dept.","2022","Scotland","National Crime Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","National Crime Agency","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","National Crime Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","National Crime Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","National Crime Agency","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Office of Gas and Electricity Markets","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Office of Gas and Electricity Markets","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Office of Gas and Electricity Markets","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Office of Gas and Electricity Markets","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Office of Gas and Electricity Markets","White","50","40","[c]","[c]"
"Leaver Dept.","2022","Scotland","Office of Rail and Road","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Office of Rail and Road","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Office of Rail and Road","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Office of Rail and Road","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Office of Rail and Road","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Office of the Secretary of State for Scotland","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Office of the Secretary of State for Scotland","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Office of the Secretary of State for Scotland","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Office of the Secretary of State for Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Office of the Secretary of State for Scotland","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Scottish Government","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Scottish Government","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Scottish Government","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Scottish Government","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Scottish Government","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2022","Scotland","Scottish Government","White","80","80","38690","31540"
"Leaver Dept.","2022","Scotland","UK Statistics Authority","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","UK Statistics Authority","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","UK Statistics Authority","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","UK Statistics Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","UK Statistics Authority","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Attorney General's Departments","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Attorney General's Departments","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Attorney General's Departments","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Attorney General's Departments","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Attorney General's Departments","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Cabinet Office","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Cabinet Office","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Cabinet Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Cabinet Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Cabinet Office","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Department for Business, Energy and Industrial Strategy","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Department for Business, Energy and Industrial Strategy","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Department for Business, Energy and Industrial Strategy","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Department for Business, Energy and Industrial Strategy","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Department for Business, Energy and Industrial Strategy","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Department for Education","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Department for Education","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Department for Education","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Department for Education","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Department for Education","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Department for Environment, Food and Rural Affairs","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Department for Environment, Food and Rural Affairs","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Department for Environment, Food and Rural Affairs","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Department for Environment, Food and Rural Affairs","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Department for Environment, Food and Rural Affairs","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Department for Transport","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Department for Transport","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Department for Transport","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Department for Transport","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Department for Transport","White","30","30","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Department for Work and Pensions","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Department for Work and Pensions","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Department for Work and Pensions","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Department for Work and Pensions","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Department for Work and Pensions","White","70","70","28200","27570"
"Leaver Dept.","2022","South East (England)","Department of Health and Social Care","Asian","30","30","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Department of Health and Social Care","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Department of Health and Social Care","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Department of Health and Social Care","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Department of Health and Social Care","Undeclared","50","40","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Department of Health and Social Care","White","380","340","45360","40030"
"Leaver Dept.","2022","South East (England)","Food Standards Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Food Standards Agency","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Food Standards Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Food Standards Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Food Standards Agency","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Foreign, Commonwealth and Development Office","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Foreign, Commonwealth and Development Office","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Foreign, Commonwealth and Development Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Foreign, Commonwealth and Development Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Foreign, Commonwealth and Development Office","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","HM Revenue and Customs","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","HM Revenue and Customs","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","HM Revenue and Customs","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","HM Revenue and Customs","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","HM Revenue and Customs","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Home Office","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Home Office","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Home Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Home Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Home Office","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Ministry of Defence","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Ministry of Defence","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Ministry of Defence","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Ministry of Defence","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Ministry of Defence","White","90","80","38980","38070"
"Leaver Dept.","2022","South East (England)","Ministry of Justice","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Ministry of Justice","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Ministry of Justice","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Ministry of Justice","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Ministry of Justice","White","80","80","[c]","[c]"
