"Status","Year","Parent_department","Sex","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Female","No function","150","150","36690","34020"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Female","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Male","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Male","No function","110","100","38850","34020"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Male","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2021","Department for Education","Female","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Female","Communications","40","40","[c]","[c]"
"New entrant CS","2021","Department for Education","Female","Digital, Data & Technology","30","30","[c]","[c]"
"New entrant CS","2021","Department for Education","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Female","No function","240","230","34630","29360"
"New entrant CS","2021","Department for Education","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Female","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Department for Education","Male","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Male","Digital, Data & Technology","60","60","40080","36500"
"New entrant CS","2021","Department for Education","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Male","No function","120","120","35340","32940"
"New entrant CS","2021","Department for Education","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Male","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Female","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Female","Digital, Data & Technology","60","60","36640","35900"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Female","Grants Management","30","30","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Female","No function","680","660","31140","28030"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Female","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Male","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Male","Digital, Data & Technology","80","80","41630","38750"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Male","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Male","No function","470","470","32090","29180"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Female","Analysis","30","30","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Female","No function","120","120","32710","31800"
"New entrant CS","2021","Department for International Trade","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Male","Analysis","40","40","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Male","No function","100","100","33830","31800"
"New entrant CS","2021","Department for International Trade","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Female","Analysis","50","40","[c]","[c]"
"New entrant CS","2021","Department for Transport","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Female","Digital, Data & Technology","40","40","[c]","[c]"
"New entrant CS","2021","Department for Transport","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Female","No function","430","400","26810","21590"
"New entrant CS","2021","Department for Transport","Female","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2021","Department for Transport","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Male","Analysis","60","60","33260","29970"
"New entrant CS","2021","Department for Transport","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Male","Digital, Data & Technology","110","110","37990","32010"
"New entrant CS","2021","Department for Transport","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Male","No function","480","460","31660","26590"
"New entrant CS","2021","Department for Transport","Male","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Department for Transport","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Female","No function","90","90","31090","26370"
"New entrant CS","2021","Department for Work and Pensions","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Female","Unknown","9970","9680","26860","27570"
"New entrant CS","2021","Department for Work and Pensions","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Male","No function","80","80","34180","26370"
"New entrant CS","2021","Department for Work and Pensions","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Male","Unknown","7010","6980","26700","27570"
"New entrant CS","2021","Department of Health and Social Care","Female","Analysis","30","30","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Female","Commercial","50","50","44140","40650"
"New entrant CS","2021","Department of Health and Social Care","Female","Communications","40","40","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Female","Finance","110","110","36120","32790"
"New entrant CS","2021","Department of Health and Social Care","Female","Human Resources","70","70","31780","27270"
"New entrant CS","2021","Department of Health and Social Care","Female","No function","1800","1580","34630","32330"
"New entrant CS","2021","Department of Health and Social Care","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Female","Unknown","100","100","38820","32960"
"New entrant CS","2021","Department of Health and Social Care","Male","Analysis","40","40","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Male","Commercial","30","30","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Male","Communications","40","30","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Male","Digital, Data & Technology","30","30","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Male","Finance","70","70","35980","32790"
"New entrant CS","2021","Department of Health and Social Care","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Male","No function","770","710","39600","32790"
"New entrant CS","2021","Department of Health and Social Care","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Male","Unknown","60","60","45010","40450"
"New entrant CS","2021","Department of Health and Social Care","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Female","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Male","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Female","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Female","No function","40","40","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Male","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Male","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Female","Digital, Data & Technology","40","30","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Female","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Female","No function","320","310","22950","22350"
"New entrant CS","2021","HM Land Registry","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Male","Digital, Data & Technology","70","70","32350","27130"
"New entrant CS","2021","HM Land Registry","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Male","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Male","No function","210","210","22800","22350"
"New entrant CS","2021","HM Land Registry","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Female","Analysis","50","50","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Female","Communications","320","320","26560","25560"
"New entrant CS","2021","HM Revenue and Customs","Female","Counter Fraud","60","60","28440","25560"
"New entrant CS","2021","HM Revenue and Customs","Female","Debt","510","490","20440","20140"
"New entrant CS","2021","HM Revenue and Customs","Female","Digital, Data & Technology","100","100","37400","31810"
"New entrant CS","2021","HM Revenue and Customs","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Female","Human Resources","40","40","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Female","No function","1100","1060","21890","20140"
"New entrant CS","2021","HM Revenue and Customs","Female","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Female","Property","130","130","24800","20880"
"New entrant CS","2021","HM Revenue and Customs","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Female","Unknown","310","300","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Male","Analysis","70","70","33170","36160"
"New entrant CS","2021","HM Revenue and Customs","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Male","Communications","440","430","26700","25560"
"New entrant CS","2021","HM Revenue and Customs","Male","Counter Fraud","60","60","28090","25560"
"New entrant CS","2021","HM Revenue and Customs","Male","Debt","460","450","20510","20140"
"New entrant CS","2021","HM Revenue and Customs","Male","Digital, Data & Technology","160","160","37760","31810"
"New entrant CS","2021","HM Revenue and Customs","Male","Finance","30","30","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Male","No function","1050","1030","22130","20140"
"New entrant CS","2021","HM Revenue and Customs","Male","Project Delivery","50","50","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Male","Property","140","140","27540","24500"
"New entrant CS","2021","HM Revenue and Customs","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Male","Unknown","200","190","[c]","[c]"
"New entrant CS","2021","HM Treasury","Female","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Female","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Female","No function","170","170","31560","28500"
"New entrant CS","2021","HM Treasury","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Male","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Male","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Male","No function","170","170","33960","30500"
"New entrant CS","2021","HM Treasury","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Female","Unknown","980","960","31300","27370"
"New entrant CS","2021","Home Office","Male","Unknown","1180","1170","32100","25630"
"New entrant CS","2021","Ministry of Defence","Female","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Female","Commercial","90","90","29920","26670"
"New entrant CS","2021","Ministry of Defence","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Female","Digital, Data & Technology","30","30","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Female","Finance","100","100","29750","26350"
"New entrant CS","2021","Ministry of Defence","Female","Human Resources","140","130","27360","20920"
"New entrant CS","2021","Ministry of Defence","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Female","No function","70","70","28450","25520"
"New entrant CS","2021","Ministry of Defence","Female","Project Delivery","350","330","32020","30000"
"New entrant CS","2021","Ministry of Defence","Female","Property","80","80","27360","26350"
"New entrant CS","2021","Ministry of Defence","Female","Security","100","100","23830","20920"
"New entrant CS","2021","Ministry of Defence","Female","Unknown","760","700","28950","22100"
"New entrant CS","2021","Ministry of Defence","Male","Analysis","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Male","Commercial","80","80","33080","30200"
"New entrant CS","2021","Ministry of Defence","Male","Communications","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Male","Digital, Data & Technology","50","50","32370","33000"
"New entrant CS","2021","Ministry of Defence","Male","Finance","80","80","33090","27050"
"New entrant CS","2021","Ministry of Defence","Male","Human Resources","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Male","No function","110","110","30260","26480"
"New entrant CS","2021","Ministry of Defence","Male","Project Delivery","710","710","34220","33000"
"New entrant CS","2021","Ministry of Defence","Male","Property","140","140","32620","33000"
"New entrant CS","2021","Ministry of Defence","Male","Security","490","490","26570","23540"
"New entrant CS","2021","Ministry of Defence","Male","Unknown","650","630","29610","26350"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Female","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Female","No function","140","140","34090","30190"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Male","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Male","No function","130","120","37780","33210"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Female","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Female","Digital, Data & Technology","80","80","45260","43960"
"New entrant CS","2021","Ministry of Justice","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Female","Human Resources","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Female","Legal","130","120","29620","26550"
"New entrant CS","2021","Ministry of Justice","Female","No function","4590","4410","22840","22680"
"New entrant CS","2021","Ministry of Justice","Female","Project Delivery","90","90","33760","32870"
"New entrant CS","2021","Ministry of Justice","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Female","Security","50","40","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Male","Analysis","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Male","Digital, Data & Technology","130","130","52240","52910"
"New entrant CS","2021","Ministry of Justice","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Male","Legal","60","60","28860","26550"
"New entrant CS","2021","Ministry of Justice","Male","No function","3310","3230","23750","22850"
