"Status","Year","Parent_department","Ethnicity","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","HM Treasury","Black","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Black","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","White","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2021","HM Treasury","White","Declared non-disabled","210","210","33120","28500"
"New entrant CS","2021","HM Treasury","White","Undeclared","50","50","[c]","[c]"
"New entrant CS","2021","HM Treasury","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Asian","Declared non-disabled","50","50","34830","28210"
"New entrant CS","2021","Home Office","Asian","Unknown","50","40","[c]","[c]"
"New entrant CS","2021","Home Office","Black","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Black","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","Home Office","Black","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Unknown","1420","1390","31510","25770"
"New entrant CS","2021","Home Office","White","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2021","Home Office","White","Declared non-disabled","290","290","30940","24880"
"New entrant CS","2021","Home Office","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","White","Unknown","220","220","32370","27080"
"New entrant CS","2021","Ministry of Defence","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Asian","Declared non-disabled","120","120","33650","29350"
"New entrant CS","2021","Ministry of Defence","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Black","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Black","Declared non-disabled","70","70","28710","27700"
"New entrant CS","2021","Ministry of Defence","Black","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Mixed","Declared non-disabled","60","60","30070","26510"
"New entrant CS","2021","Ministry of Defence","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Undeclared","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Unknown","Declared non-disabled","60","60","30500","26350"
"New entrant CS","2021","Ministry of Defence","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Unknown","Unknown","720","690","29890","25540"
"New entrant CS","2021","Ministry of Defence","White","Declared disabled","200","200","27240","25000"
"New entrant CS","2021","Ministry of Defence","White","Declared non-disabled","2480","2420","30410","26440"
"New entrant CS","2021","Ministry of Defence","White","Undeclared","100","90","28160","25540"
"New entrant CS","2021","Ministry of Defence","White","Unknown","230","230","29760","26350"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Black","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Black","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Unknown","Unknown","100","90","36130","33210"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","White","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","White","Declared non-disabled","190","190","39410","33210"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Asian","Declared non-disabled","290","280","26200","22920"
"New entrant CS","2021","Ministry of Justice","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Black","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Black","Declared non-disabled","280","280","25680","23890"
"New entrant CS","2021","Ministry of Justice","Black","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Mixed","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Mixed","Declared non-disabled","150","140","26600","22920"
"New entrant CS","2021","Ministry of Justice","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Undeclared","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Undeclared","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Unknown","Unknown","3450","3320","24470","22680"
"New entrant CS","2021","Ministry of Justice","White","Declared disabled","410","400","24400","22850"
"New entrant CS","2021","Ministry of Justice","White","Declared non-disabled","3670","3580","24480","22850"
"New entrant CS","2021","Ministry of Justice","White","Undeclared","110","110","24350","22570"
"New entrant CS","2021","Ministry of Justice","White","Unknown","90","80","24260","22850"
"New entrant CS","2021","National Crime Agency","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Asian","Unknown","50","50","31310","28840"
"New entrant CS","2021","National Crime Agency","Black","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Undeclared","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Unknown","Unknown","120","120","37730","36200"
"New entrant CS","2021","National Crime Agency","White","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","White","Declared non-disabled","50","50","38150","34140"
"New entrant CS","2021","National Crime Agency","White","Unknown","710","700","33670","32770"
"New entrant CS","2021","Northern Ireland Office","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Black","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","White","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Black","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","White","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","White","Declared non-disabled","130","130","51450","46360"
"New entrant CS","2021","Office for Standards in Education","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Asian","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Black","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","White","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","White","Declared non-disabled","190","190","33880","25750"
"New entrant CS","2021","Office of Gas and Electricity Markets","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Black","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","White","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Black","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","White","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Black","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","White","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","White","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","White","Unknown","90","90","35880","30500"
"New entrant CS","2021","Scotland Office","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Black","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","White","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Black","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
