"Status","Year","Function_of_post","Sex","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Communications","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","20-29","90","70","33910","33150"
"Leaver Dept.","2022","Digital, Data & Technology","Female","30-39","110","90","40470","36530"
"Leaver Dept.","2022","Digital, Data & Technology","Female","40-49","100","80","46250","41970"
"Leaver Dept.","2022","Digital, Data & Technology","Female","50-59","40","30","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","20-29","80","70","33840","32870"
"Leaver Dept.","2022","Digital, Data & Technology","Male","30-39","140","130","39310","37030"
"Leaver Dept.","2022","Digital, Data & Technology","Male","40-49","120","110","49060","45240"
"Leaver Dept.","2022","Digital, Data & Technology","Male","50-59","80","60","46210","40510"
"Leaver Dept.","2022","Digital, Data & Technology","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","20-29","60","40","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","30-39","80","50","40760","36580"
"Leaver Dept.","2022","Finance","Female","40-49","90","60","43230","38350"
"Leaver Dept.","2022","Finance","Female","50-59","60","50","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","20-29","60","40","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","30-39","70","60","41730","37790"
"Leaver Dept.","2022","Finance","Male","40-49","90","70","46870","42470"
"Leaver Dept.","2022","Finance","Male","50-59","50","40","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Female","20-29","170","150","29830","28000"
"Leaver Dept.","2022","Human Resources","Female","30-39","140","130","39230","33070"
"Leaver Dept.","2022","Human Resources","Female","40-49","120","110","41740","38200"
"Leaver Dept.","2022","Human Resources","Female","50-59","100","90","43270","37980"
"Leaver Dept.","2022","Human Resources","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Female","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Male","20-29","60","50","30730","28000"
"Leaver Dept.","2022","Human Resources","Male","30-39","70","60","35530","32000"
"Leaver Dept.","2022","Human Resources","Male","40-49","50","50","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Male","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Female","20-29","40","40","[c]","[c]"
"Leaver Dept.","2022","Legal","Female","30-39","50","40","[c]","[c]"
"Leaver Dept.","2022","Legal","Female","40-49","40","40","[c]","[c]"
"Leaver Dept.","2022","Legal","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Female","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Male","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Female","20-29","2830","2660","30230","28870"
"Leaver Dept.","2022","No function","Female","30-39","2420","2230","37450","33330"
"Leaver Dept.","2022","No function","Female","40-49","2050","1820","41610","36650"
"Leaver Dept.","2022","No function","Female","50-59","1490","1310","43880","36060"
"Leaver Dept.","2022","No function","Female","60-64","290","240","45990","35420"
"Leaver Dept.","2022","No function","Female","65+","100","70","44770","32410"
"Leaver Dept.","2022","No function","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Male","20-29","1740","1640","30920","29250"
"Leaver Dept.","2022","No function","Male","30-39","1670","1590","38040","32780"
"Leaver Dept.","2022","No function","Male","40-49","1090","1020","45380","40220"
"Leaver Dept.","2022","No function","Male","50-59","830","770","49680","42480"
"Leaver Dept.","2022","No function","Male","60-64","180","150","62680","54700"
"Leaver Dept.","2022","No function","Male","65+","70","50","56240","42540"
"Leaver Dept.","2022","No function","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Female","20-29","70","70","30130","28260"
"Leaver Dept.","2022","Project Delivery","Female","30-39","90","90","40480","39170"
"Leaver Dept.","2022","Project Delivery","Female","40-49","90","90","45680","41090"
"Leaver Dept.","2022","Project Delivery","Female","50-59","50","50","41590","38020"
"Leaver Dept.","2022","Project Delivery","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Female","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Male","20-29","110","110","29990","27570"
"Leaver Dept.","2022","Project Delivery","Male","30-39","90","80","40280","38420"
"Leaver Dept.","2022","Project Delivery","Male","40-49","90","90","46900","42910"
"Leaver Dept.","2022","Project Delivery","Male","50-59","70","70","48090","40790"
"Leaver Dept.","2022","Project Delivery","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Male","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Female","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","50-59","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","30-39","30","30","[c]","[c]"
"Leaver Dept.","2022","Security","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","20-29","660","590","30340","28610"
"Leaver Dept.","2022","Unknown","Female","30-39","630","520","35490","29960"
"Leaver Dept.","2022","Unknown","Female","40-49","400","340","40770","32740"
"Leaver Dept.","2022","Unknown","Female","50-59","270","230","37170","30280"
"Leaver Dept.","2022","Unknown","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","20-29","540","480","31270","28670"
"Leaver Dept.","2022","Unknown","Male","30-39","610","540","36270","30900"
"Leaver Dept.","2022","Unknown","Male","40-49","370","330","40930","32740"
"Leaver Dept.","2022","Unknown","Male","50-59","210","180","38310","31770"
"Leaver Dept.","2022","Unknown","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","20-29","400","400","30850","31800"
"New entrant CS","2021","Analysis","Female","30-39","90","90","38950","37020"
"New entrant CS","2021","Analysis","Female","40-49","50","50","44880","39580"
"New entrant CS","2021","Analysis","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","20-29","420","420","31060","31800"
"New entrant CS","2021","Analysis","Male","30-39","130","120","37590","34710"
"New entrant CS","2021","Analysis","Male","40-49","40","30","[c]","[c]"
"New entrant CS","2021","Analysis","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","20-29","120","120","30270","26740"
"New entrant CS","2021","Commercial","Female","30-39","100","100","47990","40850"
"New entrant CS","2021","Commercial","Female","40-49","100","100","50630","49100"
"New entrant CS","2021","Commercial","Female","50-59","60","50","59860","50560"
"New entrant CS","2021","Commercial","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","20-29","100","100","30780","27500"
"New entrant CS","2021","Commercial","Male","30-39","90","90","48090","42310"
"New entrant CS","2021","Commercial","Male","40-49","90","90","63970","64130"
"New entrant CS","2021","Commercial","Male","50-59","80","80","70330","70000"
"New entrant CS","2021","Commercial","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","20-29","330","320","27850","25560"
"New entrant CS","2021","Communications","Female","30-39","180","170","33850","28560"
"New entrant CS","2021","Communications","Female","40-49","100","90","34650","30640"
"New entrant CS","2021","Communications","Female","50-59","40","40","[c]","[c]"
"New entrant CS","2021","Communications","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","20-29","300","300","27530","25560"
"New entrant CS","2021","Communications","Male","30-39","180","170","31400","25560"
"New entrant CS","2021","Communications","Male","40-49","110","110","34600","26000"
"New entrant CS","2021","Communications","Male","50-59","60","60","33040","26750"
"New entrant CS","2021","Communications","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Female","20-29","50","50","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Female","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Male","20-29","40","40","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Male","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Female","20-29","240","230","20370","20140"
"New entrant CS","2021","Debt","Female","30-39","120","120","20550","20140"
"New entrant CS","2021","Debt","Female","40-49","70","70","20640","20140"
"New entrant CS","2021","Debt","Female","50-59","50","50","[c]","[c]"
"New entrant CS","2021","Debt","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Male","20-29","220","210","20530","20140"
"New entrant CS","2021","Debt","Male","30-39","100","90","20520","20140"
"New entrant CS","2021","Debt","Male","40-49","60","60","20690","20140"
"New entrant CS","2021","Debt","Male","50-59","60","60","20820","20140"
"New entrant CS","2021","Debt","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","20-29","250","250","31100","30730"
"New entrant CS","2021","Digital, Data & Technology","Female","30-39","250","240","41050","38630"
"New entrant CS","2021","Digital, Data & Technology","Female","40-49","140","140","43940","40600"
"New entrant CS","2021","Digital, Data & Technology","Female","50-59","60","60","46450","44600"
"New entrant CS","2021","Digital, Data & Technology","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Male","20-29","350","350","31680","29360"
"New entrant CS","2021","Digital, Data & Technology","Male","30-39","300","300","43290","38850"
"New entrant CS","2021","Digital, Data & Technology","Male","40-49","290","290","45480","42000"
"New entrant CS","2021","Digital, Data & Technology","Male","50-59","170","160","46890","47550"
"New entrant CS","2021","Digital, Data & Technology","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","20-29","160","160","29500","28180"
"New entrant CS","2021","Finance","Female","30-39","100","100","36520","34090"
"New entrant CS","2021","Finance","Female","40-49","90","80","40000","38450"
"New entrant CS","2021","Finance","Female","50-59","60","50","35550","32620"
"New entrant CS","2021","Finance","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","20-29","130","130","29740","28970"
"New entrant CS","2021","Finance","Male","30-39","90","90","37820","34510"
"New entrant CS","2021","Finance","Male","40-49","70","70","42930","38250"
"New entrant CS","2021","Finance","Male","50-59","50","50","[c]","[c]"
"New entrant CS","2021","Finance","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Female","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Female","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Male","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Male","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","20-29","240","240","26680","26880"
"New entrant CS","2021","Human Resources","Female","30-39","180","170","33590","30800"
"New entrant CS","2021","Human Resources","Female","40-49","120","110","37140","32000"
"New entrant CS","2021","Human Resources","Female","50-59","70","70","40020","32040"
"New entrant CS","2021","Human Resources","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","20-29","100","100","26630","26340"
"New entrant CS","2021","Human Resources","Male","30-39","60","60","33920","31900"
"New entrant CS","2021","Human Resources","Male","40-49","50","50","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Female","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Female","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Male","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Male","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Female","20-29","450","440","27880","24820"
"New entrant CS","2021","Legal","Female","30-39","250","240","40660","40080"
"New entrant CS","2021","Legal","Female","40-49","130","120","43760","48080"
"New entrant CS","2021","Legal","Female","50-59","60","60","41910","40000"
"New entrant CS","2021","Legal","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Male","20-29","210","200","28280","26410"
"New entrant CS","2021","Legal","Male","30-39","130","120","41680","42840"
"New entrant CS","2021","Legal","Male","40-49","80","80","44970","48080"
"New entrant CS","2021","Legal","Male","50-59","60","60","44450","48080"
"New entrant CS","2021","Legal","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Female","16-19","220","210","21080","20600"
"New entrant CS","2021","No function","Female","20-29","6250","6130","25670","23790"
"New entrant CS","2021","No function","Female","30-39","2600","2450","29370","25010"
"New entrant CS","2021","No function","Female","40-49","1620","1510","31510","25010"
"New entrant CS","2021","No function","Female","50-59","1210","1110","28710","22680"
"New entrant CS","2021","No function","Female","60-64","240","190","31210","23050"
"New entrant CS","2021","No function","Female","65+","60","40","36420","28590"
"New entrant CS","2021","No function","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Male","16-19","160","150","21140","20140"
"New entrant CS","2021","No function","Male","20-29","4170","4120","26370","24830"
"New entrant CS","2021","No function","Male","30-39","2180","2140","29970","25850"
"New entrant CS","2021","No function","Male","40-49","1160","1130","33260","25980"
"New entrant CS","2021","No function","Male","50-59","1060","1020","32530","26130"
"New entrant CS","2021","No function","Male","60-64","190","170","31870","22570"
"New entrant CS","2021","No function","Male","65+","70","50","40540","29180"
"New entrant CS","2021","No function","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Female","20-29","280","270","30140","28870"
"New entrant CS","2021","Project Delivery","Female","30-39","250","240","36680","34020"
"New entrant CS","2021","Project Delivery","Female","40-49","160","150","40230","38630"
"New entrant CS","2021","Project Delivery","Female","50-59","100","100","39140","35900"
"New entrant CS","2021","Project Delivery","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Male","16-19","50","50","[c]","[c]"
"New entrant CS","2021","Project Delivery","Male","20-29","310","310","28590","27540"
"New entrant CS","2021","Project Delivery","Male","30-39","270","270","38880","38590"
"New entrant CS","2021","Project Delivery","Male","40-49","200","200","42750","40000"
"New entrant CS","2021","Project Delivery","Male","50-59","190","190","43930","40580"
"New entrant CS","2021","Project Delivery","Male","60-64","40","40","[c]","[c]"
"New entrant CS","2021","Project Delivery","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Female","20-29","120","120","25450","24500"
"New entrant CS","2021","Property","Female","30-39","70","60","30210","26670"
"New entrant CS","2021","Property","Female","40-49","60","50","31670","28120"
"New entrant CS","2021","Property","Female","50-59","40","40","[c]","[c]"
"New entrant CS","2021","Property","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Female","65+","[c]","[c]","[c]","[c]"
