"Status","Year","Responsibility_level","Region_ITL2","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","G6/G7","Highlands and Islands","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Inner London - East","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Inner London - East","Declared non-disabled","240","230","60480","58320"
"New entrant CS","2022","G6/G7","Inner London - East","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Inner London - East","Unknown","70","70","60290","58600"
"New entrant CS","2022","G6/G7","Inner London - West","Declared disabled","80","70","57230","54390"
"New entrant CS","2022","G6/G7","Inner London - West","Declared non-disabled","660","650","56280","54110"
"New entrant CS","2022","G6/G7","Inner London - West","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","G6/G7","Inner London - West","Unknown","530","490","59730","55550"
"New entrant CS","2022","G6/G7","Kent","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Kent","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Kent","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Lancashire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Lancashire","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","G6/G7","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Leicestershire, Rutland and Northamptonshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Lincolnshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Merseyside","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Merseyside","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","North Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","North Eastern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","North Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","North Yorkshire","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2022","G6/G7","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Northumberland, and Tyne and Wear","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Northumberland, and Tyne and Wear","Declared non-disabled","70","70","53880","52640"
"New entrant CS","2022","G6/G7","Northumberland, and Tyne and Wear","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Outer London - East and North East","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Outer London - East and North East","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Outer London - East and North East","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Outer London - South","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Outer London - South","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Outer London - South","Unknown","50","50","63200","61720"
"New entrant CS","2022","G6/G7","Outer London - West and North West","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Outer London - West and North West","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Outer London - West and North West","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Shropshire and Staffordshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Shropshire and Staffordshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","South Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","South Yorkshire","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2022","G6/G7","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","South Yorkshire","Unknown","50","40","[c]","[c]"
"New entrant CS","2022","G6/G7","Southern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Southern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Surrey, East and West Sussex","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Surrey, East and West Sussex","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Tees Valley and Durham","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Tees Valley and Durham","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","West Central Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","West Central Scotland","Declared non-disabled","130","120","56270","54150"
"New entrant CS","2022","G6/G7","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","West Central Scotland","Unknown","80","80","57500","53480"
"New entrant CS","2022","G6/G7","West Midlands","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","West Midlands","Declared non-disabled","110","110","53890","49700"
"New entrant CS","2022","G6/G7","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","West Midlands","Unknown","70","70","58200","53000"
"New entrant CS","2022","G6/G7","West Wales and The Valleys","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","West Wales and The Valleys","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","G6/G7","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","West Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","West Yorkshire","Declared non-disabled","110","110","53820","50500"
"New entrant CS","2022","G6/G7","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","West Yorkshire","Unknown","120","100","56990","54700"
"New entrant CS","2022","SCS","Bedfordshire and Hertfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Bedfordshire and Hertfordshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Cheshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Cheshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Derbyshire and Nottinghamshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Derbyshire and Nottinghamshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Dorset and Somerset","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Dorset and Somerset","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","East Anglia","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","East Anglia","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","East Wales","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","East Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","East Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Eastern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Essex","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Essex","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Essex","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Greater Manchester","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Greater Manchester","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Hampshire and Isle of Wight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Hampshire and Isle of Wight","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Herefordshire, Worcestershire and Warwickshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Inner London - East","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Inner London - East","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Inner London - West","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Inner London - West","Declared non-disabled","60","60","101920","93000"
"New entrant CS","2022","SCS","Inner London - West","Unknown","80","70","99390","84000"
"New entrant CS","2022","SCS","Kent","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Kent","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Lancashire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Lancashire","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Leicestershire, Rutland and Northamptonshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Lincolnshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Merseyside","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Merseyside","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","North Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","North Yorkshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Northumberland, and Tyne and Wear","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Northumberland, and Tyne and Wear","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Outer London - South","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Outer London - South","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Outer London - West and North West","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Outer London - West and North West","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Shropshire and Staffordshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Shropshire and Staffordshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","South Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","South Yorkshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Surrey, East and West Sussex","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Surrey, East and West Sussex","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Tees Valley and Durham","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Tees Valley and Durham","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","West Central Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","West Central Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","West Midlands","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","West Midlands","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","West Wales and The Valleys","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","West Wales and The Valleys","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","West Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","West Yorkshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bedfordshire and Hertfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bedfordshire and Hertfordshire","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","110","110","34450","33000"
"New entrant CS","2022","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","Unknown","60","60","36460","35000"
"New entrant CS","2022","SEO/HEO","Cheshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Cheshire","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Cheshire","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Cornwall and Isles of Scilly","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Cornwall and Isles of Scilly","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Cumbria","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Cumbria","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Derbyshire and Nottinghamshire","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Derbyshire and Nottinghamshire","Declared non-disabled","210","200","34230","33080"
"New entrant CS","2022","SEO/HEO","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Derbyshire and Nottinghamshire","Unknown","120","110","33790","33080"
"New entrant CS","2022","SEO/HEO","Devon","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Devon","Declared non-disabled","100","90","34030","33000"
"New entrant CS","2022","SEO/HEO","Devon","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Devon","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Dorset and Somerset","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Dorset and Somerset","Declared non-disabled","60","60","35670","33290"
"New entrant CS","2022","SEO/HEO","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Dorset and Somerset","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","SEO/HEO","East Anglia","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","East Anglia","Declared non-disabled","120","120","34730","33000"
"New entrant CS","2022","SEO/HEO","East Anglia","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","East Anglia","Unknown","50","40","[c]","[c]"
"New entrant CS","2022","SEO/HEO","East Wales","Declared disabled","50","40","[c]","[c]"
"New entrant CS","2022","SEO/HEO","East Wales","Declared non-disabled","410","400","34730","33080"
"New entrant CS","2022","SEO/HEO","East Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","East Wales","Unknown","170","160","34050","33000"
"New entrant CS","2022","SEO/HEO","East Yorkshire and Northern Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","East Yorkshire and Northern Lincolnshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Eastern Scotland","Declared disabled","50","50","34420","33080"
"New entrant CS","2022","SEO/HEO","Eastern Scotland","Declared non-disabled","400","390","36030","33540"
"New entrant CS","2022","SEO/HEO","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Eastern Scotland","Unknown","370","350","35650","33080"
"New entrant CS","2022","SEO/HEO","Essex","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Essex","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Essex","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","80","80","34200","33370"
"New entrant CS","2022","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","850","830","33510","33000"
"New entrant CS","2022","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","300","300","35300","34170"
"New entrant CS","2022","SEO/HEO","Greater Manchester","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Greater Manchester","Declared non-disabled","360","360","34370","33080"
"New entrant CS","2022","SEO/HEO","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Greater Manchester","Unknown","280","280","33360","33080"
"New entrant CS","2022","SEO/HEO","Hampshire and Isle of Wight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Hampshire and Isle of Wight","Declared non-disabled","300","300","32100","30710"
"New entrant CS","2022","SEO/HEO","Hampshire and Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Hampshire and Isle of Wight","Unknown","90","90","35190","33000"
"New entrant CS","2022","SEO/HEO","Herefordshire, Worcestershire and Warwickshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Highlands and Islands","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Highlands and Islands","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Inner London - East","Declared disabled","70","60","36550","34550"
"New entrant CS","2022","SEO/HEO","Inner London - East","Declared non-disabled","510","500","37090","37610"
"New entrant CS","2022","SEO/HEO","Inner London - East","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Inner London - East","Unknown","200","200","37540","37610"
"New entrant CS","2022","SEO/HEO","Inner London - West","Declared disabled","230","230","35260","34020"
"New entrant CS","2022","SEO/HEO","Inner London - West","Declared non-disabled","1660","1650","36480","34710"
"New entrant CS","2022","SEO/HEO","Inner London - West","Undeclared","150","150","36000","34550"
"New entrant CS","2022","SEO/HEO","Inner London - West","Unknown","1660","1570","34490","33570"
"New entrant CS","2022","SEO/HEO","Kent","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Kent","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Kent","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Kent","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Lancashire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Lancashire","Declared non-disabled","70","70","36060","35310"
"New entrant CS","2022","SEO/HEO","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Leicestershire, Rutland and Northamptonshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","[c]","[c]","[c]","[c]"
