"Status","Year","Ethnicity","Disability","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Asian","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared disabled","Operational Delivery","40","30","[c]","[c]"
"New entrant CS","2021","Asian","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared disabled","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared disabled","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared disabled","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared disabled","Unknown","190","180","28440","27570"
"New entrant CS","2021","Asian","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Digital, Data and Technology","110","110","42840","39460"
"New entrant CS","2021","Asian","Declared non-disabled","Economics","40","40","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Finance","40","40","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Legal","50","50","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Operational Delivery","470","440","26760","23370"
"New entrant CS","2021","Asian","Declared non-disabled","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Other","60","60","30720","27150"
"New entrant CS","2021","Asian","Declared non-disabled","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Policy","130","130","34560","32790"
"New entrant CS","2021","Asian","Declared non-disabled","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Science and Engineering","70","60","30510","28590"
"New entrant CS","2021","Asian","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Tax","160","160","22360","20140"
"New entrant CS","2021","Asian","Declared non-disabled","Unknown","1860","1820","28660","27570"
"New entrant CS","2021","Asian","Declared non-disabled","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Unknown","80","80","28160","27570"
"New entrant CS","2021","Asian","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Digital, Data and Technology","50","50","39680","36500"
"New entrant CS","2021","Asian","Unknown","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Legal","40","40","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Operational Delivery","160","160","25820","24230"
"New entrant CS","2021","Asian","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Policy","50","50","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Operational Delivery","50","40","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Unknown","160","160","29380","31060"
"New entrant CS","2021","Black","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Digital, Data and Technology","40","40","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Operational Delivery","410","390","27520","25630"
"New entrant CS","2021","Black","Declared non-disabled","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Other","40","40","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Policy","70","70","34180","33210"
"New entrant CS","2021","Black","Declared non-disabled","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Science and Engineering","50","40","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Tax","40","40","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Unknown","1270","1250","28870","29290"
"New entrant CS","2021","Black","Declared non-disabled","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Undeclared","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Undeclared","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Undeclared","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Undeclared","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Operational Delivery","70","60","26530","24880"
"New entrant CS","2021","Black","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Policy","30","30","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Chinese","Declared non-disabled","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Undeclared","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared disabled","Operational Delivery","40","30","[c]","[c]"
"New entrant CS","2021","Mixed","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared disabled","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared disabled","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared disabled","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared disabled","Unknown","120","110","27390","27570"
"New entrant CS","2021","Mixed","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared non-disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared non-disabled","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
