"Status","Year","Sex","Responsibility_level","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Female","SEO/HEO","Social Research","130","130","33770","32540"
"New entrant CS","2021","Female","SEO/HEO","Statistics","110","110","33760","32540"
"New entrant CS","2021","Female","SEO/HEO","Tax","120","120","32690","31810"
"New entrant CS","2021","Female","SEO/HEO","Unknown","1160","1140","32960","31990"
"New entrant CS","2021","Female","SEO/HEO","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Operational Delivery","1140","1040","22850","22920"
"New entrant CS","2021","Female","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Unknown","230","220","[c]","[c]"
"New entrant CS","2021","Male","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","AA/AO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","AA/AO","Digital, Data and Technology","50","50","21230","20920"
"New entrant CS","2021","Male","AA/AO","Economics","50","50","[c]","[c]"
"New entrant CS","2021","Male","AA/AO","Finance","40","30","[c]","[c]"
"New entrant CS","2021","Male","AA/AO","Human Resources","40","40","[c]","[c]"
"New entrant CS","2021","Male","AA/AO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","AA/AO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","AA/AO","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","AA/AO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","AA/AO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","AA/AO","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","AA/AO","Operational Delivery","4250","4180","22400","21500"
"New entrant CS","2021","Male","AA/AO","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","AA/AO","Other","280","280","20720","20500"
"New entrant CS","2021","Male","AA/AO","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","AA/AO","Policy","30","30","[c]","[c]"
"New entrant CS","2021","Male","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","AA/AO","Property","40","40","[c]","[c]"
"New entrant CS","2021","Male","AA/AO","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","AA/AO","Science and Engineering","120","110","20580","20520"
"New entrant CS","2021","Male","AA/AO","Security","440","440","25620","23540"
"New entrant CS","2021","Male","AA/AO","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","AA/AO","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","AA/AO","Tax","1040","1020","20180","20140"
"New entrant CS","2021","Male","AA/AO","Unknown","3060","3040","21480","21010"
"New entrant CS","2021","Male","AA/AO","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","EO","Commercial","40","40","[c]","[c]"
"New entrant CS","2021","Male","EO","Communications","40","40","[c]","[c]"
"New entrant CS","2021","Male","EO","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","EO","Digital, Data and Technology","240","240","26310","25560"
"New entrant CS","2021","Male","EO","Economics","30","30","[c]","[c]"
"New entrant CS","2021","Male","EO","Finance","70","70","24210","25000"
"New entrant CS","2021","Male","EO","Human Resources","50","50","26120","26910"
"New entrant CS","2021","Male","EO","Intelligence Analysis","50","40","[c]","[c]"
"New entrant CS","2021","Male","EO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","EO","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","EO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","EO","Legal","60","60","26790","25560"
"New entrant CS","2021","Male","EO","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","EO","Operational Delivery","1210","1180","27000","25560"
"New entrant CS","2021","Male","EO","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","EO","Other","340","330","25550","26350"
"New entrant CS","2021","Male","EO","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","EO","Policy","220","220","26340","26750"
"New entrant CS","2021","Male","EO","Project Delivery","90","90","25210","26270"
"New entrant CS","2021","Male","EO","Property","80","80","25670","24920"
"New entrant CS","2021","Male","EO","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","EO","Science and Engineering","180","180","24510","26370"
"New entrant CS","2021","Male","EO","Security","60","60","27580","25900"
"New entrant CS","2021","Male","EO","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","EO","Statistics","40","40","[c]","[c]"
"New entrant CS","2021","Male","EO","Tax","440","430","25650","25560"
"New entrant CS","2021","Male","EO","Unknown","4430","4410","28420","27570"
"New entrant CS","2021","Male","EO","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","Commercial","30","30","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","Communications","30","30","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","Digital, Data and Technology","330","330","58640","57050"
"New entrant CS","2021","Male","G6/G7","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","Finance","50","50","59210","58510"
"New entrant CS","2021","Male","G6/G7","Human Resources","30","30","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","Legal","170","160","53440","50520"
"New entrant CS","2021","Male","G6/G7","Medicine","40","30","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","Operational Delivery","200","190","56710","54670"
"New entrant CS","2021","Male","G6/G7","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","Other","60","60","62480","57460"
"New entrant CS","2021","Male","G6/G7","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","Policy","290","290","56240","53420"
"New entrant CS","2021","Male","G6/G7","Project Delivery","110","110","56970","54540"
"New entrant CS","2021","Male","G6/G7","Property","50","50","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","Science and Engineering","40","40","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","Unknown","390","390","59910","56120"
"New entrant CS","2021","Male","G6/G7","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","Policy","40","30","[c]","[c]"
"New entrant CS","2021","Male","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","Unknown","140","140","88170","74000"
"New entrant CS","2021","Male","SEO/HEO","Commercial","120","120","36980","36500"
"New entrant CS","2021","Male","SEO/HEO","Communications","80","80","37140","36500"
"New entrant CS","2021","Male","SEO/HEO","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SEO/HEO","Digital, Data and Technology","560","550","37550","36810"
"New entrant CS","2021","Male","SEO/HEO","Economics","190","190","33240","32790"
"New entrant CS","2021","Male","SEO/HEO","Finance","150","140","36500","35300"
"New entrant CS","2021","Male","SEO/HEO","Human Resources","70","70","34270","33120"
"New entrant CS","2021","Male","SEO/HEO","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SEO/HEO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SEO/HEO","International Trade","40","40","[c]","[c]"
"New entrant CS","2021","Male","SEO/HEO","Knowledge and Information Management","50","50","36250","33000"
"New entrant CS","2021","Male","SEO/HEO","Legal","120","120","34850","37230"
"New entrant CS","2021","Male","SEO/HEO","Medicine","30","30","[c]","[c]"
"New entrant CS","2021","Male","SEO/HEO","Operational Delivery","810","780","35630","34730"
"New entrant CS","2021","Male","SEO/HEO","Operational Research","40","40","[c]","[c]"
"New entrant CS","2021","Male","SEO/HEO","Other","190","190","34510","35000"
"New entrant CS","2021","Male","SEO/HEO","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SEO/HEO","Policy","890","880","34260","33570"
"New entrant CS","2021","Male","SEO/HEO","Project Delivery","330","320","36260","35900"
"New entrant CS","2021","Male","SEO/HEO","Property","140","140","34500","33000"
"New entrant CS","2021","Male","SEO/HEO","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SEO/HEO","Science and Engineering","260","260","35050","33000"
"New entrant CS","2021","Male","SEO/HEO","Security","60","60","35810","34880"
"New entrant CS","2021","Male","SEO/HEO","Social Research","50","50","33180","32540"
"New entrant CS","2021","Male","SEO/HEO","Statistics","100","90","34430","32560"
"New entrant CS","2021","Male","SEO/HEO","Tax","140","140","32610","31810"
"New entrant CS","2021","Male","SEO/HEO","Unknown","830","830","33580","32640"
"New entrant CS","2021","Male","SEO/HEO","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Operational Delivery","320","280","23550","22920"
"New entrant CS","2021","Male","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Science and Engineering","80","80","32200","27770"
"New entrant CS","2021","Male","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Unknown","110","110","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","AA/AO","Communications","40","30","[c]","[c]"
"New entrant CS","2022","Female","AA/AO","Counter Fraud","170","170","22690","21260"
"New entrant CS","2022","Female","AA/AO","Digital, Data and Technology","90","90","20560","21170"
"New entrant CS","2022","Female","AA/AO","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","AA/AO","Finance","80","70","21050","21250"
"New entrant CS","2022","Female","AA/AO","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","AA/AO","Human Resources","170","160","21480","21170"
"New entrant CS","2022","Female","AA/AO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","AA/AO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","AA/AO","Knowledge and Information Management","30","30","[c]","[c]"
"New entrant CS","2022","Female","AA/AO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","AA/AO","Medicine","50","40","[c]","[c]"
"New entrant CS","2022","Female","AA/AO","Operational Delivery","9950","9550","21940","21260"
"New entrant CS","2022","Female","AA/AO","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","AA/AO","Other","650","620","21240","21260"
"New entrant CS","2022","Female","AA/AO","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","AA/AO","Policy","80","80","21370","21260"
"New entrant CS","2022","Female","AA/AO","Project Delivery","50","40","[c]","[c]"
"New entrant CS","2022","Female","AA/AO","Property","40","40","[c]","[c]"
"New entrant CS","2022","Female","AA/AO","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","AA/AO","Science and Engineering","120","120","21260","21170"
"New entrant CS","2022","Female","AA/AO","Security","90","90","23540","23540"
"New entrant CS","2022","Female","AA/AO","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","AA/AO","Statistics","40","40","[c]","[c]"
"New entrant CS","2022","Female","AA/AO","Tax","410","390","21250","21250"
"New entrant CS","2022","Female","AA/AO","Unknown","1370","1310","21850","21250"
"New entrant CS","2022","Female","AA/AO","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","EO","Commercial","160","160","25700","26350"
"New entrant CS","2022","Female","EO","Communications","90","80","27360","27270"
"New entrant CS","2022","Female","EO","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","EO","Counter Fraud","220","210","27790","27570"
"New entrant CS","2022","Female","EO","Digital, Data and Technology","200","190","26700","26590"
"New entrant CS","2022","Female","EO","Economics","40","30","[c]","[c]"
"New entrant CS","2022","Female","EO","Finance","180","170","25210","25120"
"New entrant CS","2022","Female","EO","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","EO","Human Resources","240","220","25980","26250"
"New entrant CS","2022","Female","EO","Intelligence Analysis","60","50","27250","26590"
"New entrant CS","2022","Female","EO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","EO","International Trade","40","40","[c]","[c]"
"New entrant CS","2022","Female","EO","Knowledge and Information Management","30","30","[c]","[c]"
"New entrant CS","2022","Female","EO","Legal","120","120","27610","27130"
"New entrant CS","2022","Female","EO","Medicine","40","30","[c]","[c]"
"New entrant CS","2022","Female","EO","Operational Delivery","4400","4220","27510","27570"
"New entrant CS","2022","Female","EO","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","EO","Other","370","360","25730","26880"
"New entrant CS","2022","Female","EO","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","EO","Policy","450","440","26560","26250"
"New entrant CS","2022","Female","EO","Project Delivery","130","130","26120","26350"
"New entrant CS","2022","Female","EO","Property","120","120","25620","25000"
"New entrant CS","2022","Female","EO","Psychology","60","60","25130","24620"
"New entrant CS","2022","Female","EO","Science and Engineering","160","160","25910","26370"
"New entrant CS","2022","Female","EO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","EO","Social Research","30","30","[c]","[c]"
"New entrant CS","2022","Female","EO","Statistics","40","30","[c]","[c]"
"New entrant CS","2022","Female","EO","Tax","500","490","26970","26590"
"New entrant CS","2022","Female","EO","Unknown","1240","1200","27300","27230"
"New entrant CS","2022","Female","EO","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","G6/G7","Commercial","40","30","[c]","[c]"
"New entrant CS","2022","Female","G6/G7","Communications","60","50","[c]","[c]"
"New entrant CS","2022","Female","G6/G7","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","G6/G7","Digital, Data and Technology","200","190","54170","53360"
"New entrant CS","2022","Female","G6/G7","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","G6/G7","Finance","90","80","55730","54130"
"New entrant CS","2022","Female","G6/G7","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","G6/G7","Human Resources","110","100","55560","54000"
"New entrant CS","2022","Female","G6/G7","Inspector of Education and Training","50","50","[c]","[c]"
"New entrant CS","2022","Female","G6/G7","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","G6/G7","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","G6/G7","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","G6/G7","Legal","250","230","53770","52080"
"New entrant CS","2022","Female","G6/G7","Medicine","50","40","66230","65750"
"New entrant CS","2022","Female","G6/G7","Operational Delivery","290","270","56190","53360"
"New entrant CS","2022","Female","G6/G7","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","G6/G7","Other","60","50","54720","53600"
"New entrant CS","2022","Female","G6/G7","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","G6/G7","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","G6/G7","Policy","350","330","54400","53130"
"New entrant CS","2022","Female","G6/G7","Project Delivery","100","90","55290","54110"
"New entrant CS","2022","Female","G6/G7","Property","50","40","[c]","[c]"
"New entrant CS","2022","Female","G6/G7","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","G6/G7","Science and Engineering","60","50","53170","50730"
"New entrant CS","2022","Female","G6/G7","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","G6/G7","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","G6/G7","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","G6/G7","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","G6/G7","Unknown","430","410","58180","54700"
"New entrant CS","2022","Female","G6/G7","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","Medicine","30","20","[c]","[c]"
"New entrant CS","2022","Female","SCS","Operational Delivery","40","30","[c]","[c]"
"New entrant CS","2022","Female","SCS","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","Unknown","40","30","[c]","[c]"
"New entrant CS","2022","Female","SEO/HEO","Commercial","240","210","34930","35000"
"New entrant CS","2022","Female","SEO/HEO","Communications","200","200","35950","34710"
"New entrant CS","2022","Female","SEO/HEO","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SEO/HEO","Digital, Data and Technology","510","490","36030","35900"
"New entrant CS","2022","Female","SEO/HEO","Economics","70","70","34670","33120"
"New entrant CS","2022","Female","SEO/HEO","Finance","280","260","36590","36500"
"New entrant CS","2022","Female","SEO/HEO","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SEO/HEO","Human Resources","290","280","34570","33080"
"New entrant CS","2022","Female","SEO/HEO","Inspector of Education and Training","80","80","47240","46360"
"New entrant CS","2022","Female","SEO/HEO","Intelligence Analysis","30","30","[c]","[c]"
"New entrant CS","2022","Female","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SEO/HEO","International Trade","60","60","33040","31800"
"New entrant CS","2022","Female","SEO/HEO","Knowledge and Information Management","50","50","34070","33060"
"New entrant CS","2022","Female","SEO/HEO","Legal","230","220","37660","38000"
"New entrant CS","2022","Female","SEO/HEO","Medicine","70","60","37250","39030"
"New entrant CS","2022","Female","SEO/HEO","Operational Delivery","1180","1140","34960","33080"
"New entrant CS","2022","Female","SEO/HEO","Operational Research","40","40","[c]","[c]"
"New entrant CS","2022","Female","SEO/HEO","Other","240","230","34430","33700"
"New entrant CS","2022","Female","SEO/HEO","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SEO/HEO","Policy","1330","1290","34670","33570"
"New entrant CS","2022","Female","SEO/HEO","Project Delivery","330","320","35520","35050"
"New entrant CS","2022","Female","SEO/HEO","Property","130","120","35860","34020"
"New entrant CS","2022","Female","SEO/HEO","Psychology","90","80","29210","27700"
"New entrant CS","2022","Female","SEO/HEO","Science and Engineering","370","330","34630","32350"
"New entrant CS","2022","Female","SEO/HEO","Security","40","40","[c]","[c]"
"New entrant CS","2022","Female","SEO/HEO","Social Research","180","170","34050","31210"
"New entrant CS","2022","Female","SEO/HEO","Statistics","80","80","33860","33080"
"New entrant CS","2022","Female","SEO/HEO","Tax","310","300","33860","33080"
"New entrant CS","2022","Female","SEO/HEO","Unknown","1410","1380","33550","31540"
"New entrant CS","2022","Female","SEO/HEO","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Finance","[c]","[c]","[c]","[c]"
