"Status","Year","Responsibility_level","Ethnicity","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Unknown","Mixed","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Blackpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Bradford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Croydon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Dudley","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Ealing","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","East Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Enfield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Lambeth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Lincolnshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Oxfordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Plymouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Powys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Sandwell","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Sefton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","South Teesside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","South West Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Southampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Swansea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Warrington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Warwickshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","West Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Wirral","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Barnet","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Bedford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Berkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Blackpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Bradford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Croydon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Dudley","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Ealing","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","East Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Enfield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Lambeth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Lincolnshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Oxfordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Plymouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Powys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Sandwell","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Sefton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","South Teesside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","South West Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Southampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Swansea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Warrington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Warwickshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","West Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Wirral","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Lambeth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Barnet","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Bedford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Berkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Bradford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Croydon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Ealing","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","East Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Powys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Sefton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Westminster","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Barnet","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Bedford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Berkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Blackpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Bradford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Croydon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Dudley","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Ealing","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","East Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Enfield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Lambeth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Lincolnshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Oxfordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Plymouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Powys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Sandwell","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Sefton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","South Teesside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","South West Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Southampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Swansea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Warrington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Warwickshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","West Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Wirral","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Wolverhampton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
