"Status","Year","Parent_department","Region_ITL3","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Ministry of Justice","Bath and North East Somerset, North Somerset and South Gloucestershire","No function","50","40","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Bath and North East Somerset, North Somerset and South Gloucestershire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Bedford","No function","90","80","23620","22890"
"New entrant CS","2021","Ministry of Justice","Berkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Berkshire","No function","60","60","25460","24020"
"New entrant CS","2021","Ministry of Justice","Berkshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Bexley and Greenwich","No function","160","150","27160","28720"
"New entrant CS","2021","Ministry of Justice","Birmingham","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Birmingham","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Birmingham","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Birmingham","No function","210","200","23020","20600"
"New entrant CS","2021","Ministry of Justice","Birmingham","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Birmingham","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Birmingham","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Blackburn with Darwen","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Blackburn with Darwen","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Blackpool","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Bournemouth and Poole","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Bournemouth and Poole","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Bournemouth and Poole","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Bradford","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Bradford","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Bradford","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Breckland and South Norfolk","No function","50","50","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Brent","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Brent","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Bridgend and Neath Port Talbot","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Bridgend and Neath Port Talbot","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Bridgend and Neath Port Talbot","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Brighton and Hove","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Brighton and Hove","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Bristol, City of","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Bristol, City of","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Bristol, City of","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Bristol, City of","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Bristol, City of","No function","100","100","20910","20600"
"New entrant CS","2021","Ministry of Justice","Bristol, City of","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Bromley","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Bromley","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Buckinghamshire CC","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Buckinghamshire CC","No function","80","70","24290","24020"
"New entrant CS","2021","Ministry of Justice","Calderdale and Kirklees","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Calderdale and Kirklees","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Calderdale and Kirklees","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Cambridgeshire CC","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Cambridgeshire CC","No function","100","100","23090","22920"
"New entrant CS","2021","Ministry of Justice","Camden and City of London","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Camden and City of London","No function","160","160","22710","22680"
"New entrant CS","2021","Ministry of Justice","Cardiff and Vale of Glamorgan","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Cardiff and Vale of Glamorgan","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Cardiff and Vale of Glamorgan","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Cardiff and Vale of Glamorgan","No function","120","120","21010","20600"
"New entrant CS","2021","Ministry of Justice","Cardiff and Vale of Glamorgan","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Cardiff and Vale of Glamorgan","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Central Hampshire","No function","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Central Valleys","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Cheshire East","No function","50","50","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Cheshire East","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Cheshire West and Chester","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Chorley and West Lancashire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Chorley and West Lancashire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Chorley and West Lancashire","No function","80","80","23160","22850"
"New entrant CS","2021","Ministry of Justice","Chorley and West Lancashire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","City of Edinburgh","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","City of Edinburgh","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Conwy and Denbighshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Conwy and Denbighshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Conwy and Denbighshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Cornwall and Isles of Scilly","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Coventry","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Croydon","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Croydon","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Croydon","No function","80","70","23330","21300"
"New entrant CS","2021","Ministry of Justice","Croydon","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Croydon","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Croydon","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Darlington","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Derby","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Derby","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Devon CC","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Devon CC","No function","180","170","22450","22850"
"New entrant CS","2021","Ministry of Justice","Dorset CC","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Dorset CC","No function","70","70","23580","22850"
"New entrant CS","2021","Ministry of Justice","Dorset CC","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Dudley","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Durham CC","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Durham CC","No function","150","140","22470","22850"
"New entrant CS","2021","Ministry of Justice","Durham CC","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Ealing","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","East Cumbria","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","East Cumbria","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","East Cumbria","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","East Derbyshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","East Derbyshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","East Kent","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","East Kent","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","East Lancashire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","East Merseyside","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","East Merseyside","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","East Riding of Yorkshire","No function","90","90","21950","20600"
"New entrant CS","2021","Ministry of Justice","East Riding of Yorkshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","East Surrey","No function","90","90","27540","30420"
"New entrant CS","2021","Ministry of Justice","East Sussex CC","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","East Sussex CC","No function","100","90","23270","25850"
"New entrant CS","2021","Ministry of Justice","Enfield","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Essex Haven Gateway","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Essex Thames Gateway","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Essex Thames Gateway","No function","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Flintshire and Wrexham","No function","140","130","22440","22850"
"New entrant CS","2021","Ministry of Justice","Glasgow City","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Glasgow City","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Glasgow City","No function","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Glasgow City","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Gloucestershire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Gloucestershire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Gloucestershire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Greater Manchester North East","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Greater Manchester North West","No function","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Greater Manchester North West","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Greater Manchester South East","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Greater Manchester South West","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Greater Manchester South West","No function","60","60","22530","19930"
"New entrant CS","2021","Ministry of Justice","Greater Manchester South West","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Greater Manchester South West","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Gwent Valleys","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Gwynedd","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Gwynedd","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Hackney and Newham","No function","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Haringey and Islington","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Haringey and Islington","No function","200","200","26080","25450"
"New entrant CS","2021","Ministry of Justice","Harrow and Hillingdon","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Harrow and Hillingdon","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Harrow and Hillingdon","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Hartlepool and Stockton-on-Tees","No function","50","50","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Hartlepool and Stockton-on-Tees","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Heart of Essex","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Heart of Essex","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Heart of Essex","No function","90","90","23130","22740"
"New entrant CS","2021","Ministry of Justice","Herefordshire, County of","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Herefordshire, County of","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Hertfordshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Hertfordshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Hertfordshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Hertfordshire","No function","120","120","24080","24020"
"New entrant CS","2021","Ministry of Justice","Hounslow and Richmond upon Thames","No function","120","120","25930","25720"
"New entrant CS","2021","Ministry of Justice","Inverness and Nairn and Moray, Badenoch and Strathspey","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Isle of Wight","No function","50","50","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Kensington & Chelsea and Hammersmith & Fulham","No function","100","100","28050","27220"
"New entrant CS","2021","Ministry of Justice","Kent Thames Gateway","No function","160","160","25490","27850"
"New entrant CS","2021","Ministry of Justice","Kingston upon Hull, City of","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Kingston upon Hull, City of","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Lambeth","No function","60","60","28120","30220"
"New entrant CS","2021","Ministry of Justice","Lancaster and Wyre","No function","50","50","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Leeds","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Leeds","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Leeds","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Leeds","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Leeds","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Leeds","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Leeds","No function","210","200","22540","21710"
"New entrant CS","2021","Ministry of Justice","Leeds","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Leeds","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Leicester","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Leicester","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Leicester","No function","80","70","20960","22850"
"New entrant CS","2021","Ministry of Justice","Leicestershire CC and Rutland","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Leicestershire CC and Rutland","No function","90","80","22630","22850"
"New entrant CS","2021","Ministry of Justice","Leicestershire CC and Rutland","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Lewisham and Southwark","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Lewisham and Southwark","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Lewisham and Southwark","No function","80","80","25370","22680"
"New entrant CS","2021","Ministry of Justice","Lincolnshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Lincolnshire","No function","90","90","23010","20600"
"New entrant CS","2021","Ministry of Justice","Liverpool","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Liverpool","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Liverpool","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Liverpool","No function","90","80","20600","19930"
"New entrant CS","2021","Ministry of Justice","Liverpool","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Liverpool","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Liverpool","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Luton","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Luton","No function","30","30","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Manchester","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Manchester","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Manchester","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Manchester","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Manchester","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Manchester","No function","120","120","21140","19930"
"New entrant CS","2021","Ministry of Justice","Manchester","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Medway","No function","80","80","23410","24020"
"New entrant CS","2021","Ministry of Justice","Merton, Kingston upon Thames and Sutton","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Merton, Kingston upon Thames and Sutton","No function","30","30","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Mid Kent","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Mid Kent","No function","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Mid Lancashire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Mid Lancashire","No function","60","60","21210","20600"
"New entrant CS","2021","Ministry of Justice","Milton Keynes","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Milton Keynes","No function","60","60","24650","27700"
"New entrant CS","2021","Ministry of Justice","Monmouthshire and Newport","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Monmouthshire and Newport","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Monmouthshire and Newport","No function","50","50","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Monmouthshire and Newport","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","North and North East Lincolnshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","North and West Norfolk","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","North and West Norfolk","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","North Hampshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","North Northamptonshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","North Nottinghamshire","No function","70","60","21450","20600"
"New entrant CS","2021","Ministry of Justice","North Nottinghamshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","North Yorkshire CC","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","North Yorkshire CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Northumberland","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Northumberland","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Norwich and East Norfolk","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Norwich and East Norfolk","No function","100","90","21880","22560"
"New entrant CS","2021","Ministry of Justice","Nottingham","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Nottingham","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Nottingham","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Nottingham","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Nottingham","No function","140","140","21280","20600"
"New entrant CS","2021","Ministry of Justice","Nottingham","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Oxfordshire","No function","120","110","23920","24020"
"New entrant CS","2021","Ministry of Justice","Peterborough","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Peterborough","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Plymouth","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Portsmouth","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Portsmouth","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Redbridge and Waltham Forest","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Redbridge and Waltham Forest","No function","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Sandwell","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Sefton","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Sheffield","Digital, Data & Technology","30","30","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Sheffield","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Sheffield","No function","30","30","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Sheffield","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Sheffield","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Sheffield","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Shropshire CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Shropshire CC","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Somerset","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Somerset","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","South and West Derbyshire","No function","50","40","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","South Hampshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","South Lanarkshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","South Nottinghamshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","South Teesside","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","South Teesside","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","South Teesside","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","South West Wales","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Southampton","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Southend-on-Sea","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Staffordshire CC","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Staffordshire CC","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Staffordshire CC","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Staffordshire CC","No function","230","230","22660","22850"
"New entrant CS","2021","Ministry of Justice","Staffordshire CC","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Stoke-on-Trent","No function","180","170","19210","18880"
"New entrant CS","2021","Ministry of Justice","Suffolk","No function","180","180","23700","22850"
"New entrant CS","2021","Ministry of Justice","Suffolk","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Suffolk","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Sunderland","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Sunderland","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Sunderland","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Swansea","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Swansea","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Swansea","No function","30","30","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Swansea","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Swindon","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Swindon","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Swindon","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Telford and Wrekin","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Torbay","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Torbay","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Tower Hamlets","Analysis","50","50","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Tower Hamlets","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Tower Hamlets","Digital, Data & Technology","60","60","52810","54580"
"New entrant CS","2021","Ministry of Justice","Tower Hamlets","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Tower Hamlets","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Tower Hamlets","No function","70","70","26130","22680"
"New entrant CS","2021","Ministry of Justice","Tower Hamlets","Project Delivery","50","50","38360","39530"
"New entrant CS","2021","Ministry of Justice","Tower Hamlets","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Tyneside","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Tyneside","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Tyneside","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Tyneside","No function","50","50","20800","18880"
"New entrant CS","2021","Ministry of Justice","Tyneside","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Unknown","No function","[c]","[c]","[c]","[c]"
