"Status","Year","Responsibility_level","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","G6/G7","Tax","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Tax","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Unknown","Analysis","100","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Unknown","Digital, Data & Technology","30","30","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Unknown","No function","440","440","57850","54700"
"Leaver Dept.","2022","G6/G7","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Unknown","Unknown","280","160","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Veterinarian","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Commercial","Commercial","30","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Corporate Finance","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Digital, Data and Technology","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Economics","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Economics","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Finance","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Finance","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Intelligence Analysis","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","International Trade","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Knowledge and Information Management","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Medicine","No function","240","200","112800","109880"
"Leaver Dept.","2022","SCS","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Operational Delivery","No function","130","110","96850","93740"
"Leaver Dept.","2022","SCS","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Operational Research","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Other","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Other","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Other","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Policy","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Policy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Policy","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Policy","No function","110","80","83270","75380"
"Leaver Dept.","2022","SCS","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Project Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Project Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Property","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Social Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Statistics","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","No function","80","80","85390","76670"
"Leaver Dept.","2022","SCS","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Commercial","Commercial","230","110","37810","38580"
"Leaver Dept.","2022","SEO/HEO","Commercial","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Commercial","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Commercial","Project Delivery","40","40","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Commercial","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Communications","Communications","170","160","36360","36240"
"Leaver Dept.","2022","SEO/HEO","Communications","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Corporate Finance","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Counter Fraud","Counter Fraud","40","40","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Digital, Data and Technology","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Digital, Data and Technology","Digital, Data & Technology","400","320","36890","36690"
"Leaver Dept.","2022","SEO/HEO","Digital, Data and Technology","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Digital, Data and Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Digital, Data and Technology","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Economics","Analysis","80","60","33220","33210"
"Leaver Dept.","2022","SEO/HEO","Economics","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Finance","Finance","270","190","36780","36010"
"Leaver Dept.","2022","SEO/HEO","Finance","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Finance","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Finance","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Geography","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Geography","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Human Resources","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Human Resources","Human Resources","230","220","35020","33720"
"Leaver Dept.","2022","SEO/HEO","Human Resources","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Human Resources","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Intelligence Analysis","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Intelligence Analysis","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Internal Audit","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","International Trade","No function","60","60","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Knowledge and Information Management","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Knowledge and Information Management","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Knowledge and Information Management","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Knowledge and Information Management","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Knowledge and Information Management","No function","90","90","36050","36650"
"Leaver Dept.","2022","SEO/HEO","Knowledge and Information Management","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Knowledge and Information Management","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Knowledge and Information Management","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Legal","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Medicine","No function","60","60","38070","39870"
"Leaver Dept.","2022","SEO/HEO","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Operational Delivery","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Operational Delivery","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Operational Delivery","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Operational Delivery","No function","1990","1880","35460","34550"
"Leaver Dept.","2022","SEO/HEO","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Operational Delivery","Unknown","120","110","34930","33900"
"Leaver Dept.","2022","SEO/HEO","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Operational Research","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Other","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Other","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Other","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Other","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Other","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Other","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Other","No function","80","70","34070","33400"
"Leaver Dept.","2022","SEO/HEO","Other","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Other","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Other","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Other","Unknown","80","80","37240","36510"
"Leaver Dept.","2022","SEO/HEO","Planning","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Policy","Analysis","30","30","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Policy","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Policy","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Policy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Policy","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Policy","No function","970","770","35940","34110"
"Leaver Dept.","2022","SEO/HEO","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Policy","Unknown","170","170","39390","40640"
"Leaver Dept.","2022","SEO/HEO","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Project Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Project Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Project Delivery","Project Delivery","230","220","36710","36740"
"Leaver Dept.","2022","SEO/HEO","Project Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Project Delivery","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Property","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Property","Property","50","40","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Psychology","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Science and Engineering","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Science and Engineering","No function","1150","1050","36160","36330"
"Leaver Dept.","2022","SEO/HEO","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Security","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Security","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Security","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Social Research","Analysis","40","30","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Statistics","Analysis","70","70","37020","36700"
"Leaver Dept.","2022","SEO/HEO","Statistics","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Statistics","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Tax","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Tax","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Unknown","Communications","30","30","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Unknown","Human Resources","60","50","34830","34550"
"Leaver Dept.","2022","SEO/HEO","Unknown","No function","1060","1050","33920","32000"
"Leaver Dept.","2022","SEO/HEO","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Unknown","Security","30","30","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Unknown","Unknown","520","390","36960","36130"
"Leaver Dept.","2022","SEO/HEO","Veterinarian","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Economics","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Operational Delivery","No function","110","110","[c]","[c]"
"Leaver Dept.","2022","Unknown","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Policy","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","No function","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","160","70","[c]","[c]"
"New entrant CS","2021","AA/AO","Commercial","Commercial","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","Communications","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Communications","Communications","50","50","[c]","[c]"
"New entrant CS","2021","AA/AO","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Digital, Data and Technology","Digital, Data & Technology","90","90","21430","21040"
"New entrant CS","2021","AA/AO","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Economics","Analysis","50","50","21370","19130"
"New entrant CS","2021","AA/AO","Economics","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Economics","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Finance","Finance","90","80","20560","20500"
"New entrant CS","2021","AA/AO","Finance","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Human Resources","Human Resources","160","150","20950","20920"
"New entrant CS","2021","AA/AO","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Intelligence Analysis","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Intelligence Analysis","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","International Trade","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Knowledge and Information Management","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Legal","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Medicine","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Medicine","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Operational Delivery","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Operational Delivery","Debt","130","130","20640","20140"
"New entrant CS","2021","AA/AO","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Operational Delivery","Grants Management","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Operational Delivery","Legal","390","380","20460","20120"
"New entrant CS","2021","AA/AO","Operational Delivery","No function","8080","7830","22000","21300"
"New entrant CS","2021","AA/AO","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Operational Delivery","Property","130","130","20940","20880"
"New entrant CS","2021","AA/AO","Operational Delivery","Unknown","600","580","21520","21430"
"New entrant CS","2021","AA/AO","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Operational Research","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Operational Research","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other","No function","70","60","19370","18980"
"New entrant CS","2021","AA/AO","Other","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other","Unknown","590","570","20710","20920"
"New entrant CS","2021","AA/AO","Planning","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Policy","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Policy","No function","60","60","21820","21980"
"New entrant CS","2021","AA/AO","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Policy","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","AA/AO","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Project Delivery","Project Delivery","50","50","[c]","[c]"
"New entrant CS","2021","AA/AO","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Property","Property","70","70","19040","18760"
"New entrant CS","2021","AA/AO","Psychology","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Science and Engineering","No function","190","180","21160","21050"
"New entrant CS","2021","AA/AO","Science and Engineering","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","Security","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Security","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Security","Security","540","540","24990","23540"
"New entrant CS","2021","AA/AO","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Social Research","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Social Research","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Statistics","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Tax","Debt","790","770","20280","20140"
"New entrant CS","2021","AA/AO","Tax","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Tax","No function","1400","1360","20140","20140"
"New entrant CS","2021","AA/AO","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
