"Status","Year","Sex","Age","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Male","50-59","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","50-59","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","50-59","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","50-59","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","50-59","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","50-59","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","50-59","Scottish Government","140","130","35680","29740"
"New entrant CS","2021","Male","50-59","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","50-59","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","50-59","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","50-59","United Kingdom Statistics Authority","50","50","34590","36030"
"New entrant CS","2021","Male","50-59","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","50-59","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","50-59","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Department for Work and Pensions","270","270","26790","27570"
"New entrant CS","2021","Male","60-64","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","HM Revenue and Customs","50","50","[c]","[c]"
"New entrant CS","2021","Male","60-64","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Ministry of Defence","100","90","34290","33000"
"New entrant CS","2021","Male","60-64","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Ministry of Justice","100","90","22040","20600"
"New entrant CS","2021","Male","60-64","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","Department for Work and Pensions","30","30","[c]","[c]"
"New entrant CS","2021","Male","65+","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","16-19","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","20-29","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","20-29","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","20-29","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","30-39","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","30-39","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","30-39","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","40-49","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","40-49","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","40-49","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","50-59","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","50-59","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","60-64","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","60-64","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","16-19","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","16-19","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","16-19","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","16-19","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","16-19","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","16-19","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","16-19","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","16-19","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","16-19","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","16-19","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","16-19","Department for Transport","40","40","[c]","[c]"
"New entrant CS","2022","Female","16-19","Department for Work and Pensions","80","80","22770","21260"
"New entrant CS","2022","Female","16-19","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","16-19","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","16-19","HM Revenue and Customs","60","60","22170","21250"
"New entrant CS","2022","Female","16-19","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","16-19","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","16-19","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","16-19","Ministry of Justice","130","130","23020","23140"
"New entrant CS","2022","Female","16-19","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","16-19","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","16-19","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","16-19","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","16-19","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","16-19","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","16-19","Scottish Government","30","30","[c]","[c]"
"New entrant CS","2022","Female","16-19","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","16-19","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","16-19","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","20-29","Attorney General's Departments","370","370","26700","25480"
"New entrant CS","2022","Female","20-29","Cabinet Office","620","610","29320","28000"
"New entrant CS","2022","Female","20-29","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","20-29","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","20-29","Competition and Markets Authority","40","40","[c]","[c]"
"New entrant CS","2022","Female","20-29","Department for Business, Energy and Industrial Strategy","380","370","29740","27680"
"New entrant CS","2022","Female","20-29","Department for Digital, Culture, Media and Sport","160","150","32210","34020"
"New entrant CS","2022","Female","20-29","Department for Education","320","310","29750","28500"
"New entrant CS","2022","Female","20-29","Department for Environment, Food and Rural Affairs","730","730","29640","28030"
"New entrant CS","2022","Female","20-29","Department for International Trade","150","150","31040","31800"
"New entrant CS","2022","Female","20-29","Department for Levelling Up, Housing and Communities","190","190","31110","30190"
"New entrant CS","2022","Female","20-29","Department for Transport","390","370","28940","26130"
"New entrant CS","2022","Female","20-29","Department for Work and Pensions","2310","2260","25560","27570"
"New entrant CS","2022","Female","20-29","Department of Health and Social Care","840","740","29740","27270"
"New entrant CS","2022","Female","20-29","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","20-29","Food Standards Agency","40","40","[c]","[c]"
"New entrant CS","2022","Female","20-29","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","20-29","HM Land Registry","100","100","25220","22600"
"New entrant CS","2022","Female","20-29","HM Revenue and Customs","2060","2020","25740","25000"
"New entrant CS","2022","Female","20-29","HM Treasury","110","110","30180","28500"
"New entrant CS","2022","Female","20-29","Home Office","620","610","26760","24880"
"New entrant CS","2022","Female","20-29","Ministry of Defence","770","760","25620","25000"
"New entrant CS","2022","Female","20-29","Ministry of Justice","4440","4380","24180","23170"
"New entrant CS","2022","Female","20-29","National Crime Agency","90","90","31250","32260"
"New entrant CS","2022","Female","20-29","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","20-29","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","20-29","Office of Gas and Electricity Markets","100","90","28660","25750"
"New entrant CS","2022","Female","20-29","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","20-29","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","20-29","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","20-29","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","20-29","Scottish Government","1000","980","26010","24400"
"New entrant CS","2022","Female","20-29","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","20-29","UK Export Finance","30","30","[c]","[c]"
"New entrant CS","2022","Female","20-29","UK Statistics Authority","230","220","27530","30710"
"New entrant CS","2022","Female","20-29","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","20-29","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","20-29","Welsh Government","70","70","26690","25860"
"New entrant CS","2022","Female","30-39","Attorney General's Departments","190","180","39800","43920"
"New entrant CS","2022","Female","30-39","Cabinet Office","220","210","43890","40000"
"New entrant CS","2022","Female","30-39","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","30-39","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","30-39","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","30-39","Department for Business, Energy and Industrial Strategy","200","190","34540","32150"
"New entrant CS","2022","Female","30-39","Department for Digital, Culture, Media and Sport","50","50","[c]","[c]"
"New entrant CS","2022","Female","30-39","Department for Education","210","190","36600","36500"
"New entrant CS","2022","Female","30-39","Department for Environment, Food and Rural Affairs","410","390","33460","30270"
"New entrant CS","2022","Female","30-39","Department for International Trade","50","40","[c]","[c]"
"New entrant CS","2022","Female","30-39","Department for Levelling Up, Housing and Communities","90","90","38330","37300"
"New entrant CS","2022","Female","30-39","Department for Transport","260","240","32580","26130"
"New entrant CS","2022","Female","30-39","Department for Work and Pensions","1380","1320","26880","27570"
"New entrant CS","2022","Female","30-39","Department of Health and Social Care","590","500","38840","36330"
"New entrant CS","2022","Female","30-39","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","30-39","Food Standards Agency","40","40","[c]","[c]"
"New entrant CS","2022","Female","30-39","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","30-39","HM Land Registry","80","70","27280","25660"
"New entrant CS","2022","Female","30-39","HM Revenue and Customs","1170","1100","27350","26590"
"New entrant CS","2022","Female","30-39","HM Treasury","40","40","[c]","[c]"
"New entrant CS","2022","Female","30-39","Home Office","260","250","29660","24880"
"New entrant CS","2022","Female","30-39","Ministry of Defence","560","510","31000","27500"
"New entrant CS","2022","Female","30-39","Ministry of Justice","2530","2360","26770","24800"
"New entrant CS","2022","Female","30-39","National Crime Agency","70","70","36380","34130"
"New entrant CS","2022","Female","30-39","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","30-39","Office for Standards in Education, Children's Services and Skills","40","40","[c]","[c]"
"New entrant CS","2022","Female","30-39","Office of Gas and Electricity Markets","60","60","34710","30950"
"New entrant CS","2022","Female","30-39","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","30-39","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","30-39","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","30-39","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","30-39","Scottish Government","750","730","31020","27230"
"New entrant CS","2022","Female","30-39","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","30-39","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","30-39","UK Statistics Authority","130","120","31800","30710"
"New entrant CS","2022","Female","30-39","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","30-39","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","30-39","Welsh Government","50","40","[c]","[c]"
"New entrant CS","2022","Female","40-49","Attorney General's Departments","110","100","44390","48080"
"New entrant CS","2022","Female","40-49","Cabinet Office","130","120","47740","49700"
"New entrant CS","2022","Female","40-49","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","40-49","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","40-49","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","40-49","Department for Business, Energy and Industrial Strategy","120","110","37900","33820"
"New entrant CS","2022","Female","40-49","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","40-49","Department for Education","100","100","38540","36500"
"New entrant CS","2022","Female","40-49","Department for Environment, Food and Rural Affairs","300","280","34730","29920"
"New entrant CS","2022","Female","40-49","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","40-49","Department for Levelling Up, Housing and Communities","70","60","41550","39600"
"New entrant CS","2022","Female","40-49","Department for Transport","180","170","32520","26130"
"New entrant CS","2022","Female","40-49","Department for Work and Pensions","1050","1000","26920","27570"
"New entrant CS","2022","Female","40-49","Department of Health and Social Care","410","340","41670","36910"
"New entrant CS","2022","Female","40-49","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","40-49","Food Standards Agency","40","30","[c]","[c]"
"New entrant CS","2022","Female","40-49","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","40-49","HM Land Registry","70","70","29150","22600"
"New entrant CS","2022","Female","40-49","HM Revenue and Customs","660","630","26990","22010"
"New entrant CS","2022","Female","40-49","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","40-49","Home Office","170","170","32400","24880"
"New entrant CS","2022","Female","40-49","Ministry of Defence","380","350","32350","28000"
"New entrant CS","2022","Female","40-49","Ministry of Justice","2020","1870","29600","26990"
"New entrant CS","2022","Female","40-49","National Crime Agency","30","30","[c]","[c]"
"New entrant CS","2022","Female","40-49","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","40-49","Office for Standards in Education, Children's Services and Skills","60","60","53640","46360"
"New entrant CS","2022","Female","40-49","Office of Gas and Electricity Markets","50","40","[c]","[c]"
"New entrant CS","2022","Female","40-49","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","40-49","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","40-49","Scottish Government","510","490","32980","27940"
"New entrant CS","2022","Female","40-49","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","40-49","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","40-49","UK Statistics Authority","100","80","31480","30210"
"New entrant CS","2022","Female","40-49","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","40-49","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","40-49","Welsh Government","70","60","38510","38160"
"New entrant CS","2022","Female","50-59","Attorney General's Departments","40","40","[c]","[c]"
"New entrant CS","2022","Female","50-59","Cabinet Office","90","80","51680","40600"
"New entrant CS","2022","Female","50-59","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","50-59","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","50-59","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","50-59","Department for Business, Energy and Industrial Strategy","70","70","34010","30950"
"New entrant CS","2022","Female","50-59","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","50-59","Department for Education","50","40","[c]","[c]"
"New entrant CS","2022","Female","50-59","Department for Environment, Food and Rural Affairs","190","180","32290","29180"
"New entrant CS","2022","Female","50-59","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","50-59","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","50-59","Department for Transport","130","120","29050","26130"
"New entrant CS","2022","Female","50-59","Department for Work and Pensions","990","950","25480","25110"
"New entrant CS","2022","Female","50-59","Department of Health and Social Care","300","250","44230","40060"
"New entrant CS","2022","Female","50-59","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","50-59","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","50-59","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","50-59","HM Land Registry","50","50","24810","22600"
"New entrant CS","2022","Female","50-59","HM Revenue and Customs","380","370","25540","21250"
"New entrant CS","2022","Female","50-59","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","50-59","Home Office","140","120","31430","25630"
"New entrant CS","2022","Female","50-59","Ministry of Defence","240","230","31460","26350"
"New entrant CS","2022","Female","50-59","Ministry of Justice","1780","1660","28900","26400"
"New entrant CS","2022","Female","50-59","National Crime Agency","40","40","[c]","[c]"
"New entrant CS","2022","Female","50-59","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","50-59","Office for Standards in Education, Children's Services and Skills","50","50","[c]","[c]"
"New entrant CS","2022","Female","50-59","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","50-59","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","50-59","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","50-59","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","50-59","Scottish Government","360","340","32730","27230"
"New entrant CS","2022","Female","50-59","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","50-59","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","50-59","UK Statistics Authority","70","50","25330","19860"
"New entrant CS","2022","Female","50-59","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","50-59","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","50-59","Welsh Government","30","30","[c]","[c]"
"New entrant CS","2022","Female","60-64","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","60-64","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","60-64","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","60-64","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","60-64","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","60-64","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","60-64","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","60-64","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","60-64","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","60-64","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","60-64","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","60-64","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","60-64","Department for Work and Pensions","190","190","24190","21260"
"New entrant CS","2022","Female","60-64","Department of Health and Social Care","70","50","42720","32310"
"New entrant CS","2022","Female","60-64","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","60-64","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","60-64","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","60-64","HM Revenue and Customs","40","40","[c]","[c]"
"New entrant CS","2022","Female","60-64","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","60-64","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","60-64","Ministry of Defence","30","30","[c]","[c]"
"New entrant CS","2022","Female","60-64","Ministry of Justice","540","470","27990","28200"
"New entrant CS","2022","Female","60-64","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","60-64","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","60-64","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","60-64","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","60-64","Scottish Government","50","40","[c]","[c]"
"New entrant CS","2022","Female","60-64","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","60-64","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","60-64","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","60-64","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","65+","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","65+","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","65+","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","65+","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","65+","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","65+","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","65+","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","65+","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","65+","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","65+","Department for Work and Pensions","30","30","[c]","[c]"
"New entrant CS","2022","Female","65+","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","65+","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","65+","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","65+","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","65+","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","65+","Ministry of Justice","170","130","30830","28200"
"New entrant CS","2022","Female","65+","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","65+","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","65+","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","65+","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","65+","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","65+","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","65+","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","65+","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
