"Status","Year","Region_ITL1","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","North East (England)","Debt","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Debt","Unknown","230","220","20330","20140"
"New entrant CS","2021","North East (England)","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","No function","Heterosexual / straight","400","390","24760","22850"
"New entrant CS","2021","North East (England)","No function","LGBO","40","30","[c]","[c]"
"New entrant CS","2021","North East (England)","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","No function","Unknown","310","300","22100","20140"
"New entrant CS","2021","North East (England)","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Property","Heterosexual / straight","50","50","[c]","[c]"
"New entrant CS","2021","North East (England)","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Property","Unknown","50","50","23790","20880"
"New entrant CS","2021","North East (England)","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Unknown","Heterosexual / straight","1120","1100","23910","21010"
"New entrant CS","2021","North East (England)","Unknown","LGBO","100","100","23650","21010"
"New entrant CS","2021","North East (England)","Unknown","Undeclared","60","60","26450","21010"
"New entrant CS","2021","North East (England)","Unknown","Unknown","230","220","25290","21430"
"New entrant CS","2021","North West (England)","Analysis","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2021","North West (England)","Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Commercial","Heterosexual / straight","40","30","[c]","[c]"
"New entrant CS","2021","North West (England)","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Communications","Heterosexual / straight","60","60","27310","25560"
"New entrant CS","2021","North West (England)","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Communications","Unknown","130","130","26820","25560"
"New entrant CS","2021","North West (England)","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Debt","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Digital, Data & Technology","Heterosexual / straight","70","70","38080","36500"
"New entrant CS","2021","North West (England)","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Digital, Data & Technology","Unknown","50","50","38570","36620"
"New entrant CS","2021","North West (England)","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Human Resources","Heterosexual / straight","90","90","28640","24920"
"New entrant CS","2021","North West (England)","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Human Resources","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","North West (England)","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Legal","Heterosexual / straight","90","80","36660","38000"
"New entrant CS","2021","North West (England)","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","No function","Heterosexual / straight","1010","970","26490","22920"
"New entrant CS","2021","North West (England)","No function","LGBO","120","120","25300","22850"
"New entrant CS","2021","North West (England)","No function","Undeclared","80","70","28080","22920"
"New entrant CS","2021","North West (England)","No function","Unknown","870","850","22360","20140"
"New entrant CS","2021","North West (England)","Project Delivery","Heterosexual / straight","80","80","35810","33000"
"New entrant CS","2021","North West (England)","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Unknown","Heterosexual / straight","2030","2010","25830","24880"
"New entrant CS","2021","North West (England)","Unknown","LGBO","230","230","24940","27570"
"New entrant CS","2021","North West (England)","Unknown","Undeclared","110","110","26400","27570"
"New entrant CS","2021","North West (England)","Unknown","Unknown","550","540","26790","24880"
"New entrant CS","2021","Northern Ireland","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","No function","Heterosexual / straight","90","90","25390","20140"
"New entrant CS","2021","Northern Ireland","No function","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","No function","Unknown","130","120","21660","20140"
"New entrant CS","2021","Northern Ireland","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Unknown","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Overseas","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","No function","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Debt","Heterosexual / straight","100","90","20250","20140"
"New entrant CS","2021","Scotland","Debt","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Debt","Unknown","260","250","20330","20140"
"New entrant CS","2021","Scotland","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Finance","Unknown","40","30","[c]","[c]"
"New entrant CS","2021","Scotland","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Human Resources","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Scotland","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Legal","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2021","Scotland","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Legal","Undeclared","80","80","23280","20850"
"New entrant CS","2021","Scotland","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","No function","Heterosexual / straight","370","360","25620","21540"
"New entrant CS","2021","Scotland","No function","LGBO","40","40","[c]","[c]"
"New entrant CS","2021","Scotland","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","No function","Unknown","450","440","22130","20810"
"New entrant CS","2021","Scotland","Project Delivery","Heterosexual / straight","50","50","[c]","[c]"
"New entrant CS","2021","Scotland","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Project Delivery","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Scotland","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Property","Unknown","80","70","27250","25140"
"New entrant CS","2021","Scotland","Security","Heterosexual / straight","50","50","[c]","[c]"
"New entrant CS","2021","Scotland","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Security","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Scotland","Unknown","Heterosexual / straight","1470","1430","27430","27570"
"New entrant CS","2021","Scotland","Unknown","LGBO","190","190","27540","27570"
"New entrant CS","2021","Scotland","Unknown","Undeclared","90","90","30150","27570"
"New entrant CS","2021","Scotland","Unknown","Unknown","840","810","33690","30160"
"New entrant CS","2021","South East (England)","Analysis","Heterosexual / straight","70","70","29610","29540"
"New entrant CS","2021","South East (England)","Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Commercial","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2021","South East (England)","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Digital, Data & Technology","Heterosexual / straight","80","80","39250","35900"
"New entrant CS","2021","South East (England)","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Digital, Data & Technology","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","South East (England)","Finance","Heterosexual / straight","50","50","33150","30600"
"New entrant CS","2021","South East (England)","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Legal","Heterosexual / straight","90","90","34380","26970"
"New entrant CS","2021","South East (England)","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Legal","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","South East (England)","No function","Heterosexual / straight","1100","1050","26770","24920"
"New entrant CS","2021","South East (England)","No function","LGBO","110","110","24820","23540"
"New entrant CS","2021","South East (England)","No function","Undeclared","80","80","26820","24640"
"New entrant CS","2021","South East (England)","No function","Unknown","650","610","24410","22920"
"New entrant CS","2021","South East (England)","Project Delivery","Heterosexual / straight","130","130","36520","33000"
"New entrant CS","2021","South East (England)","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Project Delivery","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","South East (England)","Property","Heterosexual / straight","50","50","39260","34060"
"New entrant CS","2021","South East (England)","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Security","Heterosexual / straight","110","110","27230","25540"
"New entrant CS","2021","South East (England)","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Security","Unknown","70","70","28530","25540"
"New entrant CS","2021","South East (England)","Unknown","Heterosexual / straight","1890","1840","27170","27570"
"New entrant CS","2021","South East (England)","Unknown","LGBO","220","210","27040","27570"
"New entrant CS","2021","South East (England)","Unknown","Undeclared","120","120","27710","27570"
"New entrant CS","2021","South East (England)","Unknown","Unknown","430","410","27610","25770"
"New entrant CS","2021","South West (England)","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Commercial","Heterosexual / straight","60","60","33970","31920"
"New entrant CS","2021","South West (England)","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Commercial","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","South West (England)","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Digital, Data & Technology","Heterosexual / straight","120","120","34860","33000"
"New entrant CS","2021","South West (England)","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Digital, Data & Technology","Unknown","150","150","33080","31340"
"New entrant CS","2021","South West (England)","Finance","Heterosexual / straight","90","90","31360","25000"
"New entrant CS","2021","South West (England)","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Human Resources","Heterosexual / straight","100","90","29600","22780"
"New entrant CS","2021","South West (England)","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Legal","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2021","South West (England)","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","No function","Heterosexual / straight","1060","1000","27690","23140"
"New entrant CS","2021","South West (England)","No function","LGBO","110","100","25980","22920"
"New entrant CS","2021","South West (England)","No function","Undeclared","90","80","30590","24770"
"New entrant CS","2021","South West (England)","No function","Unknown","430","420","25020","22850"
"New entrant CS","2021","South West (England)","Project Delivery","Heterosexual / straight","530","520","34610","33000"
"New entrant CS","2021","South West (England)","Project Delivery","LGBO","30","30","[c]","[c]"
"New entrant CS","2021","South West (England)","Project Delivery","Undeclared","40","30","[c]","[c]"
"New entrant CS","2021","South West (England)","Project Delivery","Unknown","170","170","30220","27540"
"New entrant CS","2021","South West (England)","Property","Heterosexual / straight","90","90","28460","26350"
"New entrant CS","2021","South West (England)","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Security","Heterosexual / straight","60","60","26890","20920"
"New entrant CS","2021","South West (England)","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Unknown","Heterosexual / straight","1110","1070","25970","27570"
"New entrant CS","2021","South West (England)","Unknown","LGBO","110","110","25940","27570"
"New entrant CS","2021","South West (England)","Unknown","Undeclared","70","70","26500","27570"
"New entrant CS","2021","South West (England)","Unknown","Unknown","190","170","29250","27570"
