"Status","Year","Sexual_orientation","Age","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","LGBO","20-29","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","20-29","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","20-29","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","20-29","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","20-29","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","20-29","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","20-29","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","20-29","Scottish Government","230","230","28700","27150"
"In post","2021","LGBO","20-29","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","20-29","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","20-29","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","20-29","United Kingdom Statistics Authority","90","90","30680","29540"
"In post","2021","LGBO","20-29","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","20-29","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","20-29","Welsh Government","30","30","[c]","[c]"
"In post","2021","LGBO","30-39","Attorney General's Departments","110","100","44400","50500"
"In post","2021","LGBO","30-39","Cabinet Office","140","140","48980","54700"
"In post","2021","LGBO","30-39","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","30-39","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","30-39","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","30-39","Department for Business, Energy and Industrial Strategy","210","210","45470","40860"
"In post","2021","LGBO","30-39","Department for Digital, Culture, Media and Sport","70","70","49710","51730"
"In post","2021","LGBO","30-39","Department for Education","130","130","44930","45190"
"In post","2021","LGBO","30-39","Department for Environment, Food and Rural Affairs","150","140","39590","36970"
"In post","2021","LGBO","30-39","Department for International Trade","50","50","[c]","[c]"
"In post","2021","LGBO","30-39","Department for Transport","170","170","35250","30730"
"In post","2021","LGBO","30-39","Department for Work and Pensions","830","810","28580","27570"
"In post","2021","LGBO","30-39","Department of Health and Social Care","110","110","44240","40650"
"In post","2021","LGBO","30-39","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","30-39","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","30-39","Foreign, Commonwealth and Development Office","160","150","47440","50460"
"In post","2021","LGBO","30-39","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","30-39","HM Revenue and Customs","600","590","32950","31810"
"In post","2021","LGBO","30-39","HM Treasury","50","50","54550","56750"
"In post","2021","LGBO","30-39","Home Office","370","360","31940","25660"
"In post","2021","LGBO","30-39","Ministry of Defence","380","380","33900","33290"
"In post","2021","LGBO","30-39","Ministry of Housing, Communities and Local Government","60","60","48300","48200"
"In post","2021","LGBO","30-39","Ministry of Justice","1070","1050","29780","27150"
"In post","2021","LGBO","30-39","National Crime Agency","70","70","36470","36410"
"In post","2021","LGBO","30-39","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","30-39","Office for Standards in Education","30","30","[c]","[c]"
"In post","2021","LGBO","30-39","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","30-39","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","30-39","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","30-39","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","30-39","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","30-39","Scottish Government","290","280","36790","33620"
"In post","2021","LGBO","30-39","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","30-39","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","30-39","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","30-39","United Kingdom Statistics Authority","70","60","34850","34280"
"In post","2021","LGBO","30-39","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","30-39","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","30-39","Welsh Government","60","60","40660","37410"
"In post","2021","LGBO","40-49","Attorney General's Departments","100","90","52600","54230"
"In post","2021","LGBO","40-49","Cabinet Office","60","60","52610","54700"
"In post","2021","LGBO","40-49","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","40-49","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","40-49","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","40-49","Department for Business, Energy and Industrial Strategy","110","100","52710","53600"
"In post","2021","LGBO","40-49","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","40-49","Department for Education","110","100","46070","43660"
"In post","2021","LGBO","40-49","Department for Environment, Food and Rural Affairs","100","90","42720","36590"
"In post","2021","LGBO","40-49","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","40-49","Department for Transport","130","130","41130","35430"
"In post","2021","LGBO","40-49","Department for Work and Pensions","810","770","29440","27570"
"In post","2021","LGBO","40-49","Department of Health and Social Care","100","100","53150","52610"
"In post","2021","LGBO","40-49","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","40-49","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","40-49","Foreign, Commonwealth and Development Office","100","100","54160","57010"
"In post","2021","LGBO","40-49","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","40-49","HM Revenue and Customs","470","450","35060","31810"
"In post","2021","LGBO","40-49","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","40-49","Home Office","280","270","35850","30500"
"In post","2021","LGBO","40-49","Ministry of Defence","260","250","35780","33330"
"In post","2021","LGBO","40-49","Ministry of Housing, Communities and Local Government","50","40","[c]","[c]"
"In post","2021","LGBO","40-49","Ministry of Justice","730","710","33190","31180"
"In post","2021","LGBO","40-49","National Crime Agency","30","30","[c]","[c]"
"In post","2021","LGBO","40-49","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","40-49","Office for Standards in Education","40","40","[c]","[c]"
"In post","2021","LGBO","40-49","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","40-49","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","40-49","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","40-49","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","40-49","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","40-49","Scottish Government","160","150","43620","39660"
"In post","2021","LGBO","40-49","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","40-49","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","40-49","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","40-49","United Kingdom Statistics Authority","40","30","[c]","[c]"
"In post","2021","LGBO","40-49","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","40-49","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","40-49","Welsh Government","50","50","[c]","[c]"
"In post","2021","LGBO","50-59","Attorney General's Departments","100","100","53310","55610"
"In post","2021","LGBO","50-59","Cabinet Office","30","30","[c]","[c]"
"In post","2021","LGBO","50-59","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","50-59","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","50-59","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","50-59","Department for Business, Energy and Industrial Strategy","70","70","46720","43900"
"In post","2021","LGBO","50-59","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","50-59","Department for Education","40","40","[c]","[c]"
"In post","2021","LGBO","50-59","Department for Environment, Food and Rural Affairs","70","70","35960","31770"
"In post","2021","LGBO","50-59","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","50-59","Department for Transport","100","100","35080","29850"
"In post","2021","LGBO","50-59","Department for Work and Pensions","830","780","29150","27570"
"In post","2021","LGBO","50-59","Department of Health and Social Care","60","60","56550","49860"
"In post","2021","LGBO","50-59","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","50-59","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","50-59","Foreign, Commonwealth and Development Office","50","50","[c]","[c]"
"In post","2021","LGBO","50-59","HM Land Registry","40","40","[c]","[c]"
"In post","2021","LGBO","50-59","HM Revenue and Customs","480","460","34820","31810"
"In post","2021","LGBO","50-59","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","50-59","Home Office","210","200","35370","30460"
"In post","2021","LGBO","50-59","Ministry of Defence","270","270","35130","33300"
"In post","2021","LGBO","50-59","Ministry of Housing, Communities and Local Government","40","40","[c]","[c]"
"In post","2021","LGBO","50-59","Ministry of Justice","640","610","32970","31650"
"In post","2021","LGBO","50-59","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","50-59","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","50-59","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","50-59","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","50-59","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","50-59","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","50-59","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","50-59","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","50-59","Scottish Government","100","100","44350","35110"
"In post","2021","LGBO","50-59","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","50-59","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","50-59","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","50-59","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","50-59","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","50-59","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","50-59","Welsh Government","60","50","47080","47000"
"In post","2021","LGBO","60-64","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","60-64","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","60-64","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","60-64","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","60-64","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","60-64","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","60-64","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
